   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.20038, 0, 1.47896e-14, 0, 1.41421, -1.47896e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18496e-16, 0, 8.88e-19, 0, 1.46702e-14, 0, 0, 0
0.208244, 0, 2.74562e-14, 0, 1.41421, -2.74562e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19982e-16, 0, 1.68157e-18, 0, 2.72345e-14, 0, 0, 0
0.216108, 0, 5.05083e-14, 0, 1.41421, -5.05083e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04676e-16, 0, 3.15757e-18, 0, 5.01004e-14, 0, 0, 0
0.223972, 0, 9.20812e-14, 0, 1.41421, -9.20812e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3776e-16, 0, 5.88024e-18, 0, 9.13375e-14, 0, 0, 0
0.231837, 0, 1.66383e-13, 0, 1.41421, -1.66383e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33306e-15, 0, 1.0862e-17, 0, 1.65039e-13, 0, 0, 0
0.239701, 0, 2.97998e-13, 0, 1.41421, -2.97998e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38757e-15, 0, 1.99049e-17, 0, 2.9559e-13, 0, 0, 0
0.247565, 0, 5.29083e-13, 0, 1.41421, -5.29083e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23904e-15, 0, 3.61919e-17, 0, 5.24808e-13, 0, 0, 0
0.255429, 0, 9.31266e-13, 0, 1.41421, -9.31266e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4614e-15, 0, 6.53017e-17, 0, 9.23739e-13, 0, 0, 0
0.263294, 0, 1.62515e-12, 0, 1.41421, -1.62515e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3021e-14, 0, 1.1695e-16, 0, 1.61201e-12, 0, 0, 0
0.271158, 0, 2.81196e-12, 0, 1.41421, -2.81196e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25304e-14, 0, 2.07912e-16, 0, 2.78923e-12, 0, 0, 0
0.279022, 0, 4.8245e-12, 0, 1.41421, -4.8245e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86566e-14, 0, 3.6698e-16, 0, 4.78547e-12, 0, 0, 0
0.286886, 0, 8.20812e-12, 0, 1.41421, -8.20812e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57708e-14, 0, 6.43218e-16, 0, 8.14171e-12, 0, 0, 0
0.29475, 0, 1.38487e-11, 0, 1.41421, -1.38487e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10974e-13, 0, 1.11972e-15, 0, 1.37366e-11, 0, 0, 0
0.302615, 0, 2.31724e-11, 0, 1.41421, -2.31724e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85703e-13, 0, 1.93638e-15, 0, 2.29848e-11, 0, 0, 0
0.310479, 0, 3.84547e-11, 0, 1.41421, -3.84547e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08207e-13, 0, 3.3273e-15, 0, 3.81431e-11, 0, 0, 0
0.318343, 0, 6.32944e-11, 0, 1.41421, -6.32944e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07365e-13, 0, 5.68233e-15, 0, 6.27814e-11, 0, 0, 0
0.326207, 0, 1.03363e-10, 2.76476e-42, 1.41421, -1.03363e-10, 0, 2.76476e-42, 2.76476e-42, 2.76476e-42, 2.76476e-42, 2.76476e-42, 2.76476e-42, 2.76476e-42, 2.76476e-42, 2.76476e-42, 2.76476e-42, 8.28723e-13, 2.76476e-42, 9.66446e-15, 2.76476e-42, 1.02525e-10, 2.76476e-42, 2.76476e-42, 2.76476e-42
0.334072, 0, 1.67377e-10, 3.9333e-41, 1.41421, -1.67377e-10, 0, 3.9333e-41, 3.9333e-41, 3.9333e-41, 3.9333e-41, 3.9333e-41, 3.9333e-41, 3.9333e-41, 3.9333e-41, 3.9333e-41, 3.9333e-41, 1.34228e-12, 3.9333e-41, 1.63175e-14, 3.9333e-41, 1.66019e-10, 3.9333e-41, 3.9333e-41, 3.9333e-41
0.341936, 0, 2.68862e-10, 4.95285e-40, 1.41421, -2.68862e-10, 0, 4.95285e-40, 4.95285e-40, 4.95285e-40, 4.95285e-40, 4.95285e-40, 4.95285e-40, 4.95285e-40, 4.95285e-40, 4.95285e-40, 4.95285e-40, 2.15679e-12, 4.95285e-40, 2.74075e-14, 4.95285e-40, 2.66677e-10, 4.95285e-40, 4.95285e-40, 4.95285e-40
0.3498, 0, 4.28429e-10, 5.59257e-39, 1.41421, -4.28429e-10, 0, 5.59257e-39, 5.59257e-39, 5.59257e-39, 5.59257e-39, 5.59257e-39, 5.59257e-39, 5.59257e-39, 5.59257e-39, 5.59257e-39, 5.59257e-39, 3.43816e-12, 5.59257e-39, 4.58126e-14, 5.59257e-39, 4.24946e-10, 5.59257e-39, 5.59257e-39, 5.59257e-39
0.357664, 0, 6.77278e-10, 5.7078e-38, 1.41421, -6.77278e-10, 0, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.7078e-38, 5.43779e-12, 5.7078e-38, 7.62385e-14, 5.7078e-38, 6.71764e-10, 5.7078e-38, 5.7078e-38, 5.7078e-38
0.365529, 0, 1.06222e-09, 5.29492e-37, 1.41421, -1.06222e-09, 0, 5.29492e-37, 5.29492e-37, 5.29492e-37, 5.29492e-37, 5.29492e-37, 5.29492e-37, 5.29492e-37, 5.29492e-37, 5.29492e-37, 5.29492e-37, 8.53352e-12, 5.29492e-37, 1.26364e-13, 5.29492e-37, 1.05356e-09, 5.29492e-37, 5.29492e-37, 5.29492e-37
0.373393, 0, 1.65286e-09, 4.48961e-36, 1.41421, -1.65286e-09, 0, 4.48961e-36, 4.48961e-36, 4.48961e-36, 4.48961e-36, 4.48961e-36, 4.48961e-36, 4.48961e-36, 4.48961e-36, 4.48961e-36, 4.48961e-36, 1.32884e-11, 4.48961e-36, 2.08701e-13, 4.48961e-36, 1.63936e-09, 4.48961e-36, 4.48961e-36, 4.48961e-36
0.381257, 0, 2.55185e-09, 3.49578e-35, 1.41421, -2.55185e-09, 0, 3.49578e-35, 3.49578e-35, 3.49578e-35, 3.49578e-35, 3.49578e-35, 3.49578e-35, 3.49578e-35, 3.49578e-35, 3.49578e-35, 3.49578e-35, 2.05346e-11, 3.49578e-35, 3.43619e-13, 3.49578e-35, 2.53097e-09, 3.49578e-35, 3.49578e-35, 3.49578e-35
0.389121, 0, 3.90925e-09, 2.51097e-34, 1.41421, -3.90925e-09, 0, 2.51097e-34, 2.51097e-34, 2.51097e-34, 2.51097e-34, 2.51097e-34, 2.51097e-34, 2.51097e-34, 2.51097e-34, 2.51097e-34, 2.51097e-34, 3.14922e-11, 2.51097e-34, 5.64261e-13, 2.51097e-34, 3.8772e-09, 2.51097e-34, 2.51097e-34, 2.51097e-34
0.396986, 0, 5.94254e-09, 1.72913e-33, 1.41421, -5.94254e-09, 0, 1.72913e-33, 1.72913e-33, 1.72913e-33, 1.72913e-33, 1.72913e-33, 1.72913e-33, 1.72913e-33, 1.72913e-33, 1.72913e-33, 1.72913e-33, 4.79362e-11, 1.72913e-33, 9.2454e-13, 1.72913e-33, 5.89368e-09, 1.72913e-33, 1.72913e-33, 1.72913e-33
0.40485, 0, 8.96424e-09, 1.09031e-32, 1.41421, -8.96424e-09, 0, 1.09031e-32, 1.09031e-32, 1.09031e-32, 1.09031e-32, 1.09031e-32, 1.09031e-32, 1.09031e-32, 1.09031e-32, 1.09031e-32, 1.09031e-32, 7.24276e-11, 1.09031e-32, 1.51212e-12, 1.09031e-32, 8.8903e-09, 1.09031e-32, 1.09031e-32, 1.09031e-32
0.412714, 0, 1.34197e-08, 6.69144e-32, 1.41421, -1.34197e-08, 0, 6.69144e-32, 6.69144e-32, 6.69144e-32, 6.69144e-32, 6.69144e-32, 6.69144e-32, 6.69144e-32, 6.69144e-32, 6.69144e-32, 6.69144e-32, 1.08635e-10, 6.69144e-32, 2.46953e-12, 6.69144e-32, 1.33086e-08, 6.69144e-32, 6.69144e-32, 6.69144e-32
0.420578, 0, 1.9938e-08, 3.74578e-31, 1.41421, -1.9938e-08, 0, 3.74578e-31, 3.74578e-31, 3.74578e-31, 3.74578e-31, 3.74578e-31, 3.74578e-31, 3.74578e-31, 3.74578e-31, 3.74578e-31, 3.74578e-31, 1.61773e-10, 3.74578e-31, 4.02832e-12, 3.74578e-31, 1.97722e-08, 3.74578e-31, 3.74578e-31, 3.74578e-31
0.428443, 0, 2.94009e-08, 2.00573e-30, 1.41421, -2.94009e-08, 0, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.00573e-30, 2.39202e-10, 2.00573e-30, 6.56434e-12, 2.00573e-30, 2.91552e-08, 2.00573e-30, 2.00573e-30, 2.00573e-30
0.436307, 0, 4.30334e-08, 1.01572e-29, 1.41421, -4.30334e-08, 0, 1.01572e-29, 1.01572e-29, 1.01572e-29, 1.01572e-29, 1.01572e-29, 1.01572e-29, 1.01572e-29, 1.01572e-29, 1.01572e-29, 1.01572e-29, 3.51233e-10, 1.01572e-29, 1.06865e-11, 1.01572e-29, 4.26715e-08, 1.01572e-29, 1.01572e-29, 1.01572e-29
0.444171, 0, 6.25238e-08, 4.85978e-29, 1.41421, -6.25238e-08, 0, 4.85978e-29, 4.85978e-29, 4.85978e-29, 4.85978e-29, 4.85978e-29, 4.85978e-29, 4.85978e-29, 4.85978e-29, 4.85978e-29, 4.85978e-29, 5.12217e-10, 4.85978e-29, 1.73793e-11, 4.85978e-29, 6.19942e-08, 4.85978e-29, 4.85978e-29, 4.85978e-29
0.452035, 0, 9.01801e-08, 2.2235e-28, 1.41421, -9.01801e-08, 0, 2.2235e-28, 2.2235e-28, 2.2235e-28, 2.2235e-28, 2.2235e-28, 2.2235e-28, 2.2235e-28, 2.2235e-28, 2.2235e-28, 2.2235e-28, 7.41994e-10, 2.2235e-28, 2.82288e-11, 2.2235e-28, 8.94099e-08, 2.2235e-28, 2.2235e-28, 2.2235e-28
0.4599, 0, 1.29132e-07, 9.68984e-28, 1.41421, -1.29132e-07, 0, 9.68984e-28, 9.68984e-28, 9.68984e-28, 9.68984e-28, 9.68984e-28, 9.68984e-28, 9.68984e-28, 9.68984e-28, 9.68984e-28, 9.68984e-28, 1.06781e-09, 9.68984e-28, 4.57807e-11, 9.68984e-28, 1.28018e-07, 9.68984e-28, 9.68984e-28, 9.68984e-28
0.467764, 0, 1.83588e-07, 4.01978e-27, 1.41421, -1.83588e-07, 0, 4.01978e-27, 4.01978e-27, 4.01978e-27, 4.01978e-27, 4.01978e-27, 4.01978e-27, 4.01978e-27, 4.01978e-27, 4.01978e-27, 4.01978e-27, 1.52686e-09, 4.01978e-27, 7.40994e-11, 4.01978e-27, 1.81987e-07, 4.01978e-27, 4.01978e-27, 4.01978e-27
0.475628, 0, 2.59167e-07, 1.59018e-26, 1.41421, -2.59167e-07, 0, 1.59018e-26, 1.59018e-26, 1.59018e-26, 1.59018e-26, 1.59018e-26, 1.59018e-26, 1.59018e-26, 1.59018e-26, 1.59018e-26, 1.59018e-26, 2.16957e-09, 1.59018e-26, 1.19638e-10, 1.59018e-26, 2.56877e-07, 1.59018e-26, 1.59018e-26, 1.59018e-26
0.483492, 0, 3.63308e-07, 6.00971e-26, 1.41421, -3.63308e-07, 0, 6.00971e-26, 6.00971e-26, 6.00971e-26, 6.00971e-26, 6.00971e-26, 6.00971e-26, 1.93536e-12, 6.00971e-26, 6.00971e-26, 6.00971e-26, 3.06397e-09, 6.00971e-26, 1.92569e-10, 6.00971e-26, 3.6005e-07, 6.00971e-26, 6.00971e-26, 6.00971e-26
0.491357, 0, 5.05787e-07, 2.1743e-25, 1.41421, -5.05787e-07, 0, 2.1743e-25, 2.1743e-25, 2.1743e-25, 2.1743e-25, 2.1743e-25, 2.1743e-25, 6.65772e-12, 2.1743e-25, 2.1743e-25, 2.1743e-25, 4.30122e-09, 2.1743e-25, 3.08816e-10, 2.1743e-25, 5.0117e-07, 2.1743e-25, 2.1743e-25, 2.1743e-25
0.499221, 0, 6.99346e-07, 7.612e-25, 1.41421, -6.99346e-07, 0, 7.612e-25, 7.612e-25, 7.612e-25, 7.612e-25, 7.612e-25, 7.612e-25, 1.7814e-11, 7.612e-25, 7.612e-25, 7.612e-25, 6.00278e-09, 7.612e-25, 4.93088e-10, 7.612e-25, 6.92832e-07, 7.612e-25, 7.612e-25, 7.612e-25
0.507085, 0, 9.64693e-07, 3.28406e-10, 1.41421, -9.64693e-07, 3.28406e-10, 3.28445e-10, 3.28437e-10, 7.07758e-10, 3.37977e-10, 3.29834e-10, 3.42018e-10, 4.62405e-10, 2.22711e-09, 3.28752e-10, 1.66241e-09, 8.65819e-09, 3.3187e-10, 1.11179e-09, 3.28407e-10, 9.51777e-07, 3.28406e-10, 3.28406e-10, 3.57405e-10
0.514949, 0, 1.3248e-06, 1.11427e-09, 1.41421, -1.3248e-06, 1.11427e-09, 1.11441e-09, 1.11438e-09, 2.41231e-09, 1.14702e-09, 1.11916e-09, 1.16085e-09, 1.52497e-09, 7.61109e-09, 1.11546e-09, 5.67885e-09, 1.26085e-08, 1.12613e-09, 2.35188e-09, 1.11428e-09, 1.29911e-06, 1.11427e-09, 1.11427e-09, 1.2135e-09
0.522814, 0, 1.81473e-06, 2.94781e-09, 1.41421, -1.81473e-06, 2.94781e-09, 2.94817e-09, 2.94809e-09, 6.40451e-09, 3.03503e-09, 2.96082e-09, 3.07185e-09, 3.99919e-09, 2.0249e-08, 2.95096e-09, 1.51034e-08, 1.87215e-08, 2.97938e-09, 4.89083e-09, 2.94782e-09, 1.76253e-06, 2.94781e-09, 2.94781e-09, 3.21206e-09
0.530678, 0, 2.48591e-06, 7.12969e-09, 1.41421, -2.48591e-06, 7.12969e-09, 7.13055e-09, 7.13037e-09, 1.5525e-08, 7.3415e-09, 7.16129e-09, 7.43094e-09, 9.62724e-09, 4.91494e-08, 7.13734e-09, 3.66521e-08, 2.86596e-08, 7.20636e-09, 1.01595e-08, 7.12971e-09, 2.37764e-06, 7.12969e-09, 7.12969e-09, 7.77146e-09
0.538542, 0, 3.41845e-06, 1.64403e-08, 1.41421, -3.41845e-06, 1.64403e-08, 1.64423e-08, 1.64419e-08, 3.58522e-08, 1.693e-08, 1.65133e-08, 1.71368e-08, 2.21213e-08, 1.13599e-07, 1.6458e-08, 8.47029e-08, 4.56707e-08, 1.66176e-08, 2.11303e-08, 1.64403e-08, 3.19107e-06, 1.64403e-08, 1.64403e-08, 1.79242e-08
0.546406, 0, 4.7445e-06, 3.66744e-08, 1.41421, -4.7445e-06, 3.66744e-08, 3.66789e-08, 3.66779e-08, 8.00628e-08, 3.77691e-08, 3.68377e-08, 3.82313e-08, 5.01203e-08, 2.53838e-07, 3.6714e-08, 1.89251e-07, 7.61515e-08, 3.70706e-08, 4.3888e-08, 3.66745e-08, 4.26466e-06, 3.66744e-08, 3.66744e-08, 3.99912e-08
0.554271, 0, 6.68974e-06, 7.95971e-08, 1.41421, -6.68974e-06, 7.95971e-08, 7.96068e-08, 7.96048e-08, 1.73915e-07, 8.19768e-08, 7.99521e-08, 8.29816e-08, 1.10551e-07, 5.51668e-07, 7.96831e-08, 4.11268e-07, 1.32637e-07, 8.04585e-08, 9.05947e-08, 7.95974e-08, 5.68239e-06, 7.95971e-08, 7.95971e-08, 8.68072e-08
0.562135, 0, 9.66984e-06, 1.68487e-07, 1.41421, -9.66984e-06, 1.68487e-07, 1.68508e-07, 1.68503e-07, 3.68409e-07, 1.73531e-07, 1.6924e-07, 1.75661e-07, 2.55013e-07, 1.16912e-06, 1.68669e-07, 8.71518e-07, 2.39383e-07, 1.70313e-07, 1.85117e-07, 1.68488e-07, 7.56191e-06, 1.68487e-07, 1.68487e-07, 1.8377e-07
0.569999, 0, 1.44028e-05, 3.48205e-07, 1.41421, -1.44028e-05, 3.48205e-07, 3.48248e-07, 3.48239e-07, 7.61912e-07, 3.58643e-07, 3.49762e-07, 3.6305e-07, 5.55842e-07, 2.41886e-06, 3.48582e-07, 1.80302e-06, 4.42487e-07, 3.51983e-07, 3.73142e-07, 3.48207e-07, 1.00741e-05, 3.48205e-07, 3.48205e-07, 3.79831e-07
0.577863, 0, 2.21943e-05, 7.02984e-07, 1.41421, -2.21943e-05, 7.02984e-07, 7.03069e-07, 7.03051e-07, 1.53929e-06, 7.24083e-07, 7.06131e-07, 7.32993e-07, 1.16945e-06, 4.88878e-06, 7.03746e-07, 3.64387e-06, 8.27738e-07, 7.10621e-07, 7.40063e-07, 7.02986e-07, 1.34763e-05, 7.02984e-07, 7.02984e-07, 7.66914e-07
0.585728, 0, 3.53746e-05, 1.38686e-06, 1.41421, -3.53746e-05, 1.38686e-06, 1.38703e-06, 1.38699e-06, 3.03891e-06, 1.42854e-06, 1.39308e-06, 1.44614e-06, 2.39433e-06, 9.65559e-06, 1.38836e-06, 7.19636e-06, 1.55112e-06, 1.40195e-06, 1.44154e-06, 1.38686e-06, 1.81676e-05, 1.38686e-06, 1.38686e-06, 1.51315e-06
0.593592, 0, 5.80465e-05, 2.67419e-06, 1.41421, -5.80465e-05, 2.67419e-06, 2.67451e-06, 2.67445e-06, 5.86412e-06, 2.75467e-06, 2.68619e-06, 2.78865e-06, 4.78773e-06, 1.86402e-05, 2.6771e-06, 1.38917e-05, 2.88943e-06, 2.70332e-06, 2.75416e-06, 2.6742e-06, 2.47808e-05, 2.67419e-06, 2.67419e-06, 2.91804e-06
0.601456, 0, 9.73109e-05, 5.04086e-06, 1.41421, -9.73109e-05, 5.04086e-06, 5.04148e-06, 5.04135e-06, 1.10626e-05, 5.19279e-06, 5.06353e-06, 5.25694e-06, 9.37575e-06, 3.51804e-05, 5.04635e-06, 2.62165e-05, 5.3216e-06, 5.09586e-06, 5.15691e-06, 5.04088e-06, 3.43298e-05, 5.04086e-06, 5.04086e-06, 5.50119e-06
0.60932, 0, 0.000165229, 9.29056e-06, 1.41421, -0.000165229, 9.29056e-06, 9.2917e-06, 9.29146e-06, 2.04058e-05, 9.571e-06, 9.3324e-06, 9.68941e-06, 1.80273e-05, 6.49238e-05, 9.30069e-06, 4.83777e-05, 9.65507e-06, 9.39207e-06, 9.4577e-06, 9.29059e-06, 4.84404e-05, 9.29056e-06, 9.29056e-06, 1.01403e-05
0.617185, 0, 0.000281806, 1.67444e-05, 1.41421, -0.000281806, 1.67444e-05, 1.67464e-05, 1.6746e-05, 3.68097e-05, 1.72506e-05, 1.68199e-05, 1.74644e-05, 3.4044e-05, 0.000117174, 1.67627e-05, 8.73047e-05, 1.72157e-05, 1.69276e-05, 1.69835e-05, 1.67445e-05, 6.97e-05, 1.67444e-05, 1.67444e-05, 1.82783e-05
0.625049, 0, 0.000479513, 2.95164e-05, 1.41421, -0.000479513, 2.95164e-05, 2.952e-05, 2.95192e-05, 6.49472e-05, 3.04103e-05, 2.96497e-05, 3.07877e-05, 6.31624e-05, 0.000206852, 2.95487e-05, 0.00015411, 3.01233e-05, 2.98399e-05, 2.98562e-05, 2.95165e-05, 0.000102191, 2.95164e-05, 2.95164e-05, 3.22248e-05
0.632913, 0, 0.000809743, 5.08963e-05, 1.41421, -0.000809743, 5.08963e-05, 5.09025e-05, 5.09012e-05, 0.000112102, 5.24405e-05, 5.11266e-05, 5.30925e-05, 0.000115153, 0.000357237, 5.09521e-05, 0.000266127, 5.16751e-05, 5.14552e-05, 5.13767e-05, 5.08964e-05, 0.000152174, 5.08963e-05, 5.08963e-05, 5.55751e-05
0.640777, 0, 0.00135204, 8.58641e-05, 1.41421, -0.00135204, 8.58641e-05, 8.58747e-05, 8.58725e-05, 0.000189319, 8.84743e-05, 8.62535e-05, 8.95764e-05, 0.000206334, 0.000603669, 8.59584e-05, 0.000449667, 8.68603e-05, 8.68089e-05, 8.65401e-05, 8.58644e-05, 0.000229153, 8.58641e-05, 8.58641e-05, 9.37726e-05
