   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.17721, 90, 90.7715, 39.5726, 9.59166, -0.771454, 0, 39.5726, 39.5726, 90.6942, 39.6498, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726, 39.5726
6.18507, 136, 108.79, 39.6374, 11.7473, 27.2097, 0, 39.6374, 39.6374, 108.736, 39.692, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374, 39.6374
6.19294, 150, 132.264, 39.7013, 12.3288, 17.7362, 0, 39.7013, 39.7014, 132.224, 39.7412, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013, 39.7013
6.2008, 174, 162.461, 39.7644, 13.2665, 11.5387, 0, 39.7644, 39.7644, 162.43, 39.7954, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644, 39.7644
6.20866, 224, 200.813, 39.8265, 15.0333, 23.1868, 0, 39.8265, 39.8265, 200.786, 39.8534, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265, 39.8265
6.21653, 286, 248.916, 39.8877, 16.9706, 37.0842, 0, 39.8877, 39.8878, 248.889, 39.9144, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877, 39.8877
6.22439, 372, 308.46, 39.948, 19.3391, 63.5395, 0, 39.948, 39.948, 308.43, 39.9783, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948, 39.948
6.23226, 388, 381.225, 40.0073, 19.7484, 6.77469, 0, 40.0073, 40.0074, 381.187, 40.0453, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073, 40.0073
6.24012, 528, 468.977, 40.0657, 23.0217, 59.0231, 0, 40.0657, 40.0657, 468.927, 40.116, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657, 40.0657
6.24799, 618, 573.369, 40.1231, 24.8998, 44.6313, 0, 40.1231, 40.1231, 573.3, 40.1914, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231, 40.1231
6.25585, 716, 695.891, 40.1795, 26.7955, 20.1092, 0, 40.1795, 40.1796, 695.797, 40.2732, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795, 40.1795
6.26371, 942, 837.692, 40.235, 30.7246, 104.308, 0, 40.235, 40.235, 837.564, 40.3633, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235, 40.235
6.27158, 1102, 999.483, 40.2895, 33.2265, 102.517, 0, 40.2895, 40.2895, 999.308, 40.4641, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895, 40.2895
6.27944, 1192, 1181.41, 40.343, 34.5543, 10.589, 0, 40.343, 40.343, 1181.18, 40.5788, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343, 40.343
6.28731, 1440, 1382.88, 40.3955, 37.9737, 57.1171, 0, 40.3955, 40.3956, 1382.57, 40.7108, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955, 40.3955
6.29517, 1590, 1602.58, 40.4471, 39.8999, -12.5822, 0, 40.4471, 40.4471, 1602.16, 40.8644, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471, 40.4471
6.30304, 1856, 1838.28, 40.4976, 43.1045, 17.7241, 0, 40.4976, 40.4976, 1837.73, 41.0443, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976, 40.4976
6.3109, 2080, 2086.84, 40.5471, 45.6289, -6.84082, 0, 40.5472, 40.5472, 2086.13, 41.2554, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471, 40.5471
6.31876, 2376, 2344.27, 40.5956, 48.7647, 31.7349, 0, 40.5957, 40.5957, 2343.36, 41.5032, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956, 40.5956
6.32663, 2558, 2605.71, 40.6431, 50.5964, -47.7139, 0, 40.6431, 40.6431, 2604.56, 41.7933, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431, 40.6431
6.33449, 2968, 2865.65, 40.6895, 54.4977, 102.346, 0, 40.6895, 40.6895, 2864.21, 42.1312, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895, 40.6895
6.34236, 3132, 3118.03, 40.7348, 55.9821, 13.9719, 0, 40.7348, 40.7348, 3116.24, 42.5217, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348, 40.7348
6.35022, 3190, 3356.48, 40.7789, 56.4978, -166.476, 0, 40.7789, 40.7789, 3354.29, 42.9693, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789, 40.7789
6.35809, 3546, 3574.6, 40.8218, 59.5651, -28.6025, 0, 40.8218, 40.8219, 3571.95, 43.4769, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218, 40.8218
6.36595, 3876, 3766.25, 40.8635, 62.2736, 109.747, 0, 40.8635, 40.8635, 3763.07, 44.0462, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635, 40.8635
6.37381, 3784, 3925.8, 40.9038, 61.5305, -141.805, 0, 40.9038, 40.9039, 3922.03, 44.6767, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038, 40.9038
6.38168, 4112, 4048.44, 40.9427, 64.1405, 63.5623, 0, 40.9427, 40.9428, 4044.01, 45.3658, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427, 40.9427
6.38954, 4010, 4130.4, 40.9801, 63.3404, -120.404, 0, 40.9801, 40.9802, 4125.28, 46.1082, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801, 40.9801
6.39741, 4264, 4169.16, 41.0159, 65.3146, 94.8413, 0, 41.0159, 41.016, 4163.28, 46.8958, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159, 41.0159
6.40527, 4236, 4163.56, 41.05, 65.0999, 72.4443, 0, 41.05, 41.05, 4156.89, 47.7177, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05, 41.05
6.41314, 4014, 4113.87, 41.0821, 63.3719, -99.8682, 0, 41.0822, 41.0822, 4106.39, 48.5601, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821, 41.0821
6.421, 3940, 4021.79, 41.1124, 62.7853, -81.7859, 0, 41.1124, 41.1125, 4013.49, 49.407, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124, 41.1124
6.42886, 3978, 3890.28, 41.1405, 63.0872, 87.7168, 0, 41.1405, 41.1406, 3881.18, 50.2404, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405, 41.1405
6.43673, 3718, 3723.53, 41.1664, 60.9918, -5.53271, 0, 41.1664, 41.1665, 3713.66, 51.0405, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664, 41.1664
6.44459, 3462, 3526.62, 41.19, 58.8558, -64.625, 0, 41.19, 41.1901, 3516.03, 51.7874, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19, 41.19
6.45246, 3280, 3305.29, 41.2111, 57.2887, -25.2861, 0, 41.2111, 41.2113, 3294.04, 52.4611, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111, 41.2111
6.46032, 3146, 3065.74, 41.2298, 56.107, 80.2605, 0, 41.2298, 41.23, 3053.93, 53.0427, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298, 41.2298
6.46818, 2872, 2814.21, 41.246, 53.6097, 57.7864, 0, 41.246, 41.2461, 2801.94, 53.5155, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246, 41.246
6.47605, 2596, 2556.9, 41.2596, 50.9706, 39.1013, 0, 41.2596, 41.2598, 2544.29, 53.8656, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596, 41.2596
6.48391, 2272, 2299.56, 41.2707, 47.6865, -27.5576, 0, 41.2707, 41.2709, 2286.75, 54.0826, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707, 41.2707
6.49178, 1984, 2047.32, 41.2794, 44.5646, -63.3241, 0, 41.2794, 41.2796, 2034.44, 54.1603, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794, 41.2794
6.49964, 1938, 1804.72, 41.2858, 44.0454, 133.28, 0, 41.2858, 41.286, 1791.91, 54.0968, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858, 41.2858
6.50751, 1574, 1575.34, 41.29, 39.6989, -1.3385, 0, 41.29, 41.2902, 1562.73, 53.8948, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29, 41.29
6.51537, 1426, 1361.96, 41.2922, 37.7889, 64.0378, 0, 41.2922, 41.2924, 1349.69, 53.5614, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922, 41.2922
6.52323, 1180, 1166.55, 41.2926, 34.3802, 13.4481, 0, 41.2926, 41.2928, 1154.74, 53.1076, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926, 41.2926
6.5311, 1014, 990.177, 41.2915, 31.8748, 23.8233, 0, 41.2916, 41.2918, 978.92, 52.5477, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915, 41.2915
6.53896, 900, 833.267, 41.2892, 30.0333, 66.7333, 0, 41.2892, 41.2894, 822.657, 51.8991, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892, 41.2892
6.54683, 670, 695.553, 41.2859, 25.923, -25.5527, 0, 41.2859, 41.2861, 685.658, 51.1804, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859
6.55469, 578, 576.288, 41.2819, 24.0832, 1.71185, 0, 41.282, 41.2821, 567.158, 50.4115, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819, 41.2819
6.56256, 500, 474.352, 41.2775, 22.4054, 25.6482, 0, 41.2776, 41.2777, 466.017, 49.6124, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775, 41.2775
6.57042, 434, 388.307, 41.273, 20.8806, 45.6927, 0, 41.273, 41.2732, 380.778, 48.802, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273, 41.273
6.57828, 316, 316.577, 41.2686, 17.8326, -0.57724, 0, 41.2687, 41.2688, 309.848, 47.9981, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686, 41.2686
6.58615, 262, 257.502, 41.2646, 16.2481, 4.49753, 0, 41.2646, 41.2647, 251.551, 47.2163, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646, 41.2646
6.59401, 200, 209.425, 41.261, 14.2127, -9.42488, 0, 41.261, 41.2611, 204.216, 46.4697, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261, 41.261
6.60188, 172, 170.76, 41.2581, 13.1909, 1.23984, 0, 41.2581, 41.2582, 166.249, 45.7689, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581, 41.2581
6.60974, 154, 140.016, 41.2559, 12.49, 13.9838, 0, 41.2559, 41.256, 136.15, 45.1216, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559, 41.2559
6.61761, 104, 115.848, 41.2546, 10.2956, -11.8481, 0, 41.2546, 41.2547, 112.57, 44.533, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546, 41.2546
6.62547, 102, 97.0606, 41.2541, 10.198, 4.93941, 0, 41.2541, 41.2542, 94.309, 44.0055, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541, 41.2541
6.63333, 82, 82.6159, 41.2544, 9.16515, -0.615929, 0, 41.2544, 41.2545, 80.3305, 43.5397, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544, 41.2544
6.6412, 60, 71.6303, 41.2556, 7.87401, -11.6303, 0, 41.2556, 41.2557, 69.7517, 43.134, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556, 41.2556
6.64906, 66, 63.3644, 41.2574, 8.24621, 2.63558, 0, 41.2575, 41.2575, 61.8361, 42.7856, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574, 41.2574
6.65693, 36, 57.2105, 41.26, 6.16441, -21.2105, 0, 41.26, 41.2601, 55.9799, 42.4904, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26, 41.26
6.66479, 52, 52.6765, 41.2631, 7.34847, -0.676529, 0, 41.2631, 41.2631, 51.6959, 42.2435, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631, 41.2631
6.67266, 42, 49.3706, 41.2666, 6.63325, -7.37064, 0, 41.2666, 41.2667, 48.5972, 42.0399, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666, 41.2666
6.68052, 36, 46.985, 41.2705, 6.16441, -10.985, 0, 41.2705, 41.2706, 46.3812, 41.8742, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705, 41.2705
6.68838, 36, 45.2813, 41.2745, 6.16441, -9.2813, 0, 41.2745, 41.2746, 44.8147, 41.741, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745, 41.2745
6.69625, 28, 44.0778, 41.2787, 5.47723, -16.0778, 0, 41.2787, 41.2788, 43.7209, 41.6355, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787, 41.2787
6.70411, 28, 43.2378, 41.2828, 5.47723, -15.2378, 0, 41.2829, 41.2829, 42.9675, 41.553, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828, 41.2828
6.71198, 26, 42.6599, 41.2869, 5.2915, -16.6599, 0, 41.2869, 41.287, 42.4573, 41.4894, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869, 41.2869
6.71984, 48, 42.2704, 41.2907, 7.07107, 5.72958, 0, 41.2907, 41.2908, 42.1201, 41.4409, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907, 41.2907
6.72771, 38, 42.0171, 41.2943, 6.32456, -4.01715, 0, 41.2943, 41.2943, 41.9067, 41.4046, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943, 41.2943
6.73557, 28, 41.8643, 41.2975, 5.47723, -13.8643, 0, 41.2975, 41.2975, 41.784, 41.3777, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975, 41.2975
6.74343, 42, 41.789, 41.3002, 6.63325, 0.210991, 0, 41.3002, 41.3003, 41.7312, 41.3579, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002, 41.3002
6.7513, 30, 41.7791, 41.3025, 5.65685, -11.7791, 0, 41.3025, 41.3026, 41.7379, 41.3436, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025, 41.3025
6.75916, 52, 41.8314, 41.3043, 7.34847, 10.1686, 0, 41.3043, 41.3043, 41.8023, 41.3333, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043
6.76703, 42, 41.9507, 41.3055, 6.63325, 0.0492668, 0, 41.3055, 41.3056, 41.9304, 41.3258, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055, 41.3055
6.77489, 60, 42.1505, 41.3062, 7.87401, 17.8495, 0, 41.3062, 41.3062, 42.1364, 41.3202, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062
6.78275, 52, 42.4528, 41.3062, 7.34847, 9.54717, 0, 41.3062, 41.3063, 42.4431, 41.3158, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062, 41.3062
6.79062, 58, 42.8899, 41.3056, 7.74597, 15.1101, 0, 41.3056, 41.3056, 42.8833, 41.3121, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056, 41.3056
6.79848, 66, 43.5055, 41.3043, 8.24621, 22.4945, 0, 41.3043, 41.3044, 43.501, 41.3087, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043, 41.3043
6.80635, 52, 44.3574, 41.3023, 7.34847, 7.64259, 0, 41.3023, 41.3024, 44.3544, 41.3052, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023, 41.3023
6.81421, 44, 45.5191, 41.2995, 6.78233, -1.51906, 0, 41.2996, 41.2996, 45.5171, 41.3015, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995, 41.2995
6.82208, 42, 47.0824, 41.296, 6.63325, -5.08239, 0, 41.296, 41.296, 47.0811, 41.2972, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296, 41.296
6.82994, 64, 49.1605, 41.2914, 8.12404, 14.8395, 0, 41.2915, 41.2915, 49.1597, 41.2923, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914, 41.2914
6.8378, 38, 51.8887, 41.2859, 6.32456, -13.8887, 0, 41.286, 41.286, 51.8881, 41.2864, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859, 41.2859
6.84567, 78, 55.4273, 41.2792, 8.94427, 22.5727, 0, 41.2792, 41.2793, 55.4269, 41.2795, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792, 41.2792
6.85353, 78, 59.9606, 41.2711, 8.94427, 18.0394, 0, 41.2711, 41.2711, 59.9603, 41.2713, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711, 41.2711
6.8614, 88, 65.697, 41.2612, 9.48683, 22.303, 0, 41.2612, 41.2613, 65.6968, 41.2613, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612, 41.2612
6.86926, 112, 72.8681, 41.2492, 10.6771, 39.1319, 0, 41.2493, 41.2493, 72.868, 41.2493, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492, 41.2492
6.87713, 82, 81.7189, 41.2346, 9.16515, 0.281052, 0, 41.2347, 41.2347, 81.7188, 41.2347, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346, 41.2346
6.88499, 114, 92.5081, 41.2168, 10.7703, 21.4919, 0, 41.2168, 41.2168, 92.508, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168, 41.2168
6.89285, 134, 105.493, 41.1948, 11.6619, 28.5065, 0, 41.1948, 41.1949, 105.493, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948, 41.1948
6.90072, 146, 120.919, 41.1678, 12.1655, 25.0814, 0, 41.1678, 41.1678, 120.919, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678, 41.1678
6.90858, 144, 139.008, 41.1343, 12.083, 4.99246, 0, 41.1343, 41.1344, 139.007, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343, 41.1343
6.91645, 172, 159.934, 41.0929, 13.1909, 12.0662, 0, 41.093, 41.093, 159.934, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929, 41.0929
6.92431, 210, 183.819, 41.0419, 14.5602, 26.1808, 0, 41.0419, 41.042, 183.819, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419, 41.0419
6.93218, 262, 210.705, 40.979, 16.2481, 51.2952, 0, 40.979, 40.9791, 210.705, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979, 40.979
6.94004, 256, 240.531, 40.9018, 16.0624, 15.4692, 0, 40.9019, 40.9019, 240.531, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018, 40.9018
