   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_278.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0309579, 556, 0, 0, 23.622, 556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.023088, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0152181, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00734814, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000521771, 0, 4.14002e-22, 0, 1.41421, -4.14002e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12103e-23, 0, 0, 0, 2.65734e-25, 0, 4.02526e-22, 0, 0, 0
0.00839169, 0, 9.81935e-22, 0, 1.41421, -9.81935e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65884e-23, 0, 0, 0, 6.44467e-25, 0, 9.54702e-22, 0, 0, 0
0.0162616, 0, 2.2893e-21, 0, 1.41421, -2.2893e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.19877e-23, 0, 0, 0, 1.53468e-24, 0, 2.22577e-21, 0, 0, 0
0.0241315, 0, 5.25184e-21, 0, 1.41421, -5.25184e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42203e-22, 0, 0, 0, 3.59288e-24, 0, 5.10605e-21, 0, 0, 0
0.0320014, 0, 1.18658e-20, 0, 1.41421, -1.18658e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21283e-22, 0, 0, 0, 8.2781e-24, 0, 1.15362e-20, 0, 0, 0
0.0398713, 0, 2.64233e-20, 0, 1.41421, -2.64233e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1544e-22, 0, 0, 0, 1.87878e-23, 0, 2.56891e-20, 0, 0, 0
0.0477413, 0, 5.80334e-20, 0, 1.41421, -5.80334e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5713e-21, 0, 0, 0, 4.20362e-23, 0, 5.642e-20, 0, 0, 0
0.0556112, 0, 1.25783e-19, 0, 1.41421, -1.25783e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40562e-21, 0, 0, 0, 9.27831e-23, 0, 1.22284e-19, 0, 0, 0
0.0634811, 0, 2.69183e-19, 0, 1.41421, -2.69183e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28813e-21, 0, 0, 0, 2.02154e-22, 0, 2.61692e-19, 0, 0, 0
0.071351, 0, 5.69062e-19, 0, 1.41421, -5.69062e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54072e-20, 0, 0, 0, 4.35015e-22, 0, 5.53219e-19, 0, 0, 0
