   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_66.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.73765, 58, 45.0791, 11.5635, 7.74597, 12.9209, 0, 11.5636, 11.5636, 11.5636, 11.8165, 11.5701, 44.8179, 11.5635, 11.5635, 11.5635, 11.5635, 11.5635, 11.5635, 11.5635, 11.5635, 11.5636, 11.5648, 11.5635, 11.564, 11.5635
3.74553, 66, 42.4438, 11.639, 8.24621, 23.5562, 0, 11.6391, 11.6391, 11.639, 11.8919, 11.6456, 42.1827, 11.639, 11.639, 11.639, 11.639, 11.639, 11.639, 11.639, 11.639, 11.639, 11.64, 11.639, 11.6395, 11.639
3.75341, 58, 39.6692, 11.7147, 7.74597, 18.3308, 0, 11.7148, 11.7148, 11.7147, 11.9676, 11.7213, 39.4084, 11.7147, 11.7147, 11.7147, 11.7147, 11.7147, 11.7147, 11.7147, 11.7147, 11.7147, 11.7155, 11.7147, 11.7152, 11.7147
3.7613, 70, 36.8398, 11.7906, 8.48528, 33.1602, 0, 11.7907, 11.7907, 11.7907, 12.0436, 11.7972, 36.579, 11.7906, 11.7906, 11.7906, 11.7906, 11.7906, 11.7906, 11.7906, 11.7906, 11.7906, 11.7913, 11.7906, 11.7912, 11.7906
3.76918, 52, 34.0331, 11.8668, 7.34847, 17.9669, 0, 11.8668, 11.8668, 11.8668, 12.1197, 11.8734, 33.7724, 11.8668, 11.8668, 11.8668, 11.8668, 11.8668, 11.8668, 11.8668, 11.8668, 11.8668, 11.8673, 11.8668, 11.8674, 11.8668
3.77706, 64, 31.3177, 11.9432, 8.12404, 32.6823, 0, 11.9432, 11.9432, 11.9432, 12.1961, 11.9498, 31.057, 11.9432, 11.9432, 11.9432, 11.9432, 11.9432, 11.9432, 11.9432, 11.9432, 11.9432, 11.9436, 11.9432, 11.9439, 11.9432
3.78495, 48, 28.7504, 12.0198, 7.07107, 19.2496, 0, 12.0198, 12.0198, 12.0198, 12.2727, 12.0264, 28.4896, 12.0198, 12.0198, 12.0198, 12.0198, 12.0198, 12.0198, 12.0198, 12.0198, 12.0198, 12.0201, 12.0198, 12.0206, 12.0198
3.79283, 42, 26.3754, 12.0966, 6.63325, 15.6246, 0, 12.0967, 12.0967, 12.0967, 12.3495, 12.1032, 26.1145, 12.0966, 12.0966, 12.0966, 12.0966, 12.0966, 12.0966, 12.0966, 12.0966, 12.0966, 12.0969, 12.0966, 12.0977, 12.0966
3.80071, 60, 24.2243, 12.1737, 7.87401, 35.7757, 0, 12.1737, 12.1737, 12.1737, 12.4266, 12.1803, 23.9633, 12.1737, 12.1737, 12.1737, 12.1737, 12.1737, 12.1737, 12.1737, 12.1737, 12.1737, 12.1739, 12.1737, 12.1749, 12.1737
3.8086, 28, 22.316, 12.251, 5.47723, 5.68401, 0, 12.2511, 12.2511, 12.251, 12.5039, 12.2577, 22.0547, 12.251, 12.251, 12.251, 12.251, 12.251, 12.251, 12.251, 12.251, 12.251, 12.2512, 12.251, 12.2525, 12.251
3.81648, 44, 20.6588, 12.3286, 6.78233, 23.3412, 0, 12.3286, 12.3286, 12.3286, 12.5815, 12.3352, 20.3974, 12.3286, 12.3286, 12.3286, 12.3286, 12.3286, 12.3286, 12.3286, 12.3286, 12.3286, 12.3287, 12.3286, 12.3302, 12.3286
3.82436, 36, 19.2518, 12.4063, 6.16441, 16.7482, 0, 12.4064, 12.4064, 12.4064, 12.6592, 12.413, 18.9901, 12.4063, 12.4063, 12.4063, 12.4063, 12.4063, 12.4063, 12.4063, 12.4063, 12.4063, 12.4064, 12.4063, 12.4083, 12.4063
3.83225, 42, 18.0866, 12.4843, 6.63325, 23.9134, 0, 12.4844, 12.4844, 12.4843, 12.7372, 12.4911, 17.8245, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4844, 12.4843, 12.4866, 12.4843
3.84013, 32, 17.1495, 12.5625, 5.83095, 14.8505, 0, 12.5626, 12.5626, 12.5626, 12.8154, 12.5693, 16.8871, 12.5625, 12.5625, 12.5625, 12.5625, 12.5625, 12.5625, 12.5625, 12.5625, 12.5625, 12.5626, 12.5625, 12.5651, 12.5625
3.84801, 32, 16.4234, 12.641, 5.83095, 15.5766, 0, 12.641, 12.641, 12.641, 12.8939, 12.6479, 16.1606, 12.641, 12.641, 12.641, 12.641, 12.641, 12.641, 12.641, 12.641, 12.641, 12.641, 12.641, 12.6438, 12.641
3.8559, 30, 15.8895, 12.7196, 5.65685, 14.1105, 0, 12.7196, 12.7196, 12.7196, 12.9725, 12.7266, 15.6263, 12.7196, 12.7196, 12.7196, 12.7196, 12.7196, 12.7196, 12.7196, 12.7196, 12.7196, 12.7196, 12.7196, 12.7228, 12.7196
3.86378, 8, 15.5284, 12.7983, 3.16228, -7.52841, 0, 12.7984, 12.7984, 12.7984, 13.0513, 12.8056, 15.2647, 12.7983, 12.7983, 12.7983, 12.7983, 12.7983, 12.7983, 12.7983, 12.7983, 12.7983, 12.7984, 12.7983, 12.8019, 12.7983
3.87166, 24, 15.3211, 12.8773, 5.09902, 8.67889, 0, 12.8773, 12.8773, 12.8773, 13.1302, 12.8847, 15.0568, 12.8773, 12.8773, 12.8773, 12.8773, 12.8773, 12.8773, 12.8773, 12.8773, 12.8773, 12.8773, 12.8773, 12.8811, 12.8773
3.87955, 32, 15.2498, 12.9563, 5.83095, 16.7502, 0, 12.9563, 12.9563, 12.9563, 13.2092, 12.9641, 14.9849, 12.9563, 12.9563, 12.9563, 12.9563, 12.9563, 12.9563, 12.9563, 12.9563, 12.9563, 12.9563, 12.9563, 12.9604, 12.9563
3.88743, 34, 15.2981, 13.0354, 6, 18.7019, 0, 13.0354, 13.0354, 13.0354, 13.2883, 13.0437, 15.0324, 13.0354, 13.0354, 13.0354, 13.0354, 13.0354, 13.0354, 13.0354, 13.0354, 13.0354, 13.0354, 13.0354, 13.0398, 13.0354
3.89531, 20, 15.4507, 13.1145, 4.69042, 4.54927, 0, 13.1146, 13.1146, 13.1145, 13.3674, 13.1234, 15.1841, 13.1145, 13.1145, 13.1145, 13.1145, 13.1145, 13.1145, 13.1145, 13.1145, 13.1145, 13.1145, 13.1145, 13.1192, 13.1145
3.9032, 30, 15.6938, 13.1936, 5.65685, 14.3062, 0, 13.1937, 13.1937, 13.1937, 13.4466, 13.2034, 15.4261, 13.1936, 13.1936, 13.1936, 13.1936, 13.1936, 13.1936, 13.1936, 13.1936, 13.1936, 13.1937, 13.1936, 13.1986, 13.1936
3.91108, 24, 16.014, 13.2727, 5.09902, 7.98598, 0, 13.2727, 13.2727, 13.2727, 13.5256, 13.2836, 15.745, 13.2727, 13.2727, 13.2727, 13.2727, 13.2727, 13.2727, 13.2727, 13.2727, 13.2727, 13.2727, 13.2727, 13.2778, 13.2727
3.91896, 20, 16.3987, 13.3516, 4.69042, 3.60135, 0, 13.3516, 13.3516, 13.3516, 13.6045, 13.3639, 16.128, 13.3516, 13.3516, 13.3516, 13.3516, 13.3516, 13.3516, 13.3516, 13.3516, 13.3516, 13.3516, 13.3516, 13.3568, 13.3516
3.92685, 16, 16.8349, 13.4302, 4.24264, -0.834866, 0, 13.4303, 13.4303, 13.4303, 13.6832, 13.4446, 16.5622, 13.4302, 13.4302, 13.4302, 13.4302, 13.4302, 13.4302, 13.4302, 13.4302, 13.4302, 13.4302, 13.4302, 13.4356, 13.4302
3.93473, 14, 17.3095, 13.5086, 4, -3.30954, 0, 13.5087, 13.5087, 13.5087, 13.7616, 13.5255, 17.0343, 13.5086, 13.5086, 13.5086, 13.5086, 13.5086, 13.5086, 13.5086, 13.5086, 13.5086, 13.5086, 13.5086, 13.514, 13.5086
3.94261, 18, 17.8091, 13.5867, 4.47214, 0.190924, 0, 13.5868, 13.5867, 13.5867, 13.8396, 13.6069, 17.5305, 13.5867, 13.5867, 13.5867, 13.5867, 13.5867, 13.5867, 13.5867, 13.5867, 13.5867, 13.5867, 13.5867, 13.5921, 13.5867
3.9505, 22, 18.3194, 13.6644, 4.89898, 3.68064, 0, 13.6644, 13.6644, 13.6644, 13.9173, 13.6888, 18.0366, 13.6644, 13.6644, 13.6644, 13.6644, 13.6644, 13.6644, 13.6644, 13.6644, 13.6644, 13.6644, 13.6644, 13.6697, 13.6644
3.95838, 12, 18.8259, 13.7415, 3.74166, -6.82587, 0, 13.7416, 13.7416, 13.7416, 13.9944, 13.7713, 18.5378, 13.7415, 13.7415, 13.7415, 13.7415, 13.7415, 13.7415, 13.7415, 13.7415, 13.7415, 13.7415, 13.7415, 13.7468, 13.7415
3.96626, 8, 19.3141, 13.8182, 3.16228, -11.3141, 0, 13.8182, 13.8182, 13.8182, 14.0711, 13.8547, 19.0194, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8182, 13.8233, 13.8182
3.97415, 14, 19.7698, 13.8943, 4, -5.76981, 0, 13.8943, 13.8943, 13.8943, 14.1472, 13.9393, 19.4669, 13.8943, 13.8943, 13.8943, 13.8943, 13.8943, 13.8943, 13.8943, 13.8943, 13.8943, 13.8943, 13.8943, 13.8992, 13.8943
3.98203, 4, 20.1797, 13.9698, 2.44949, -16.1797, 0, 13.9698, 13.9698, 13.9698, 14.2227, 14.0251, 19.8667, 13.9698, 13.9698, 13.9698, 13.9698, 13.9698, 13.9698, 13.9698, 13.9698, 13.9698, 13.9698, 13.9698, 13.9746, 13.9698
3.98991, 16, 20.5321, 14.0447, 4.24264, -4.53214, 0, 14.0448, 14.0448, 14.0447, 14.2976, 14.1127, 20.2066, 14.0447, 14.0447, 14.0447, 14.0447, 14.0447, 14.0447, 14.0447, 14.0447, 14.0447, 14.0447, 14.0447, 14.0493, 14.0447
3.9978, 16, 20.8173, 14.119, 4.24264, -4.81725, 0, 14.1191, 14.1191, 14.1191, 14.372, 14.2022, 20.4767, 14.119, 14.119, 14.119, 14.119, 14.119, 14.119, 14.119, 14.119, 14.119, 14.119, 14.119, 14.1234, 14.119
4.00568, 24, 21.0279, 14.1928, 5.09902, 2.97207, 0, 14.1928, 14.1928, 14.1928, 14.4457, 14.2941, 20.6695, 14.1928, 14.1928, 14.1928, 14.1928, 14.1928, 14.1928, 14.1928, 14.1928, 14.1928, 14.1928, 14.1928, 14.1969, 14.1928
4.01356, 12, 21.1599, 14.266, 3.74166, -9.1599, 0, 14.2661, 14.2661, 14.266, 14.5189, 14.3887, 20.7803, 14.266, 14.266, 14.266, 14.266, 14.266, 14.266, 14.266, 14.266, 14.266, 14.266, 14.266, 14.27, 14.266
4.02145, 4, 21.2121, 14.3388, 2.44949, -17.2121, 0, 14.3388, 14.3388, 14.3388, 14.5917, 14.4861, 20.808, 14.3388, 14.3388, 14.3388, 14.3388, 14.3388, 14.3388, 14.3388, 14.3388, 14.3388, 14.3388, 14.3388, 14.3425, 14.3388
4.02933, 16, 21.1864, 14.4112, 4.24264, -5.18641, 0, 14.4112, 14.4112, 14.4112, 14.6641, 14.5867, 20.7542, 14.4112, 14.4112, 14.4112, 14.4112, 14.4112, 14.4112, 14.4112, 14.4112, 14.4112, 14.4112, 14.4112, 14.4147, 14.4112
4.03721, 20, 21.088, 14.4832, 4.69042, -1.08796, 0, 14.4832, 14.4832, 14.4832, 14.7361, 14.6907, 20.6241, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4832, 14.4866, 14.4832
4.0451, 8, 20.9243, 14.555, 3.16228, -12.9243, 0, 14.5551, 14.5551, 14.5551, 14.8079, 14.7979, 20.4252, 14.555, 14.555, 14.555, 14.555, 14.555, 14.555, 14.555, 14.555, 14.555, 14.555, 14.555, 14.5583, 14.555
4.05298, 18, 20.7051, 14.6268, 4.47214, -2.70515, 0, 14.6268, 14.6268, 14.6268, 14.8797, 14.9082, 20.1675, 14.6268, 14.6268, 14.6268, 14.6268, 14.6268, 14.6268, 14.6268, 14.6268, 14.6268, 14.6268, 14.6268, 14.6299, 14.6268
4.06086, 10, 20.4417, 14.6985, 3.4641, -10.4417, 0, 14.6985, 14.6985, 14.6985, 14.9514, 15.0214, 19.8627, 14.6985, 14.6985, 14.6985, 14.6985, 14.6985, 14.6985, 14.6985, 14.6985, 14.6985, 14.6985, 14.6985, 14.7015, 14.6985
4.06875, 18, 20.1458, 14.7702, 4.47214, -2.14582, 0, 14.7703, 14.7703, 14.7703, 15.0231, 15.137, 19.5232, 14.7702, 14.7702, 14.7702, 14.7702, 14.7702, 14.7702, 14.7702, 14.7702, 14.7702, 14.7702, 14.7702, 14.7731, 14.7702
4.07663, 10, 19.8298, 14.8422, 3.4641, -9.82977, 0, 14.8422, 14.8422, 14.8422, 15.0951, 15.2542, 19.1619, 14.8422, 14.8422, 14.8422, 14.8422, 14.8422, 14.8422, 14.8422, 14.8422, 14.8422, 14.8422, 14.8422, 14.845, 14.8422
4.08451, 18, 19.5051, 14.9144, 4.47214, -1.50507, 0, 14.9144, 14.9144, 14.9144, 15.1673, 15.3723, 18.7915, 14.9144, 14.9144, 14.9144, 14.9144, 14.9144, 14.9144, 14.9144, 14.9144, 14.9144, 14.9144, 14.9144, 14.9171, 14.9144
4.0924, 8, 19.1823, 14.9869, 3.16228, -11.1823, 0, 14.987, 14.987, 14.987, 15.2398, 15.4903, 18.4234, 14.9869, 14.9869, 14.9869, 14.9869, 14.9869, 14.9869, 14.9869, 14.9869, 14.9869, 14.9869, 14.9869, 14.9895, 14.9869
4.10028, 10, 18.8705, 15.0599, 3.4641, -8.87046, 0, 15.0599, 15.0599, 15.0599, 15.3128, 15.6069, 18.068, 15.0599, 15.0599, 15.0599, 15.0599, 15.0599, 15.0599, 15.0599, 15.0599, 15.0599, 15.0599, 15.0599, 15.0623, 15.0599
4.10816, 18, 18.577, 15.1332, 4.47214, -0.577017, 0, 15.1333, 15.1333, 15.1333, 15.3861, 15.7211, 17.7338, 15.1332, 15.1332, 15.1332, 15.1332, 15.1332, 15.1332, 15.1332, 15.1332, 15.1332, 15.1332, 15.1332, 15.1355, 15.1332
4.11605, 10, 18.3073, 15.2071, 3.4641, -8.30733, 0, 15.2071, 15.2071, 15.2071, 15.46, 15.8317, 17.4275, 15.2071, 15.2071, 15.2071, 15.2071, 15.2071, 15.2071, 15.2071, 15.2071, 15.2071, 15.2071, 15.2071, 15.2092, 15.2071
4.12393, 8, 18.0651, 15.2814, 3.16228, -10.0651, 0, 15.2815, 15.2815, 15.2814, 15.5343, 15.9375, 17.1539, 15.2814, 15.2814, 15.2814, 15.2814, 15.2814, 15.2814, 15.2814, 15.2814, 15.2814, 15.2814, 15.2814, 15.2835, 15.2814
4.13181, 10, 17.8521, 15.3563, 3.4641, -7.85211, 0, 15.3563, 15.3563, 15.3563, 15.6092, 16.0375, 16.9159, 15.3563, 15.3563, 15.3563, 15.3563, 15.3563, 15.3563, 15.3563, 15.3563, 15.3563, 15.3563, 15.3563, 15.3582, 15.3563
4.1397, 2, 17.6688, 15.4316, 2, -15.6688, 0, 15.4317, 15.4317, 15.4316, 15.6845, 16.1308, 16.7148, 15.4316, 15.4316, 15.4316, 15.4316, 15.4316, 15.4316, 15.4316, 15.4316, 15.4316, 15.4316, 15.4316, 15.4334, 15.4316
4.14758, 8, 17.5143, 15.5075, 3.16228, -9.51427, 0, 15.5075, 15.5075, 15.5075, 15.7604, 16.2168, 16.5502, 15.5075, 15.5075, 15.5075, 15.5075, 15.5075, 15.5075, 15.5075, 15.5075, 15.5075, 15.5075, 15.5075, 15.5091, 15.5075
4.15546, 6, 17.3868, 15.5838, 2.82843, -11.3868, 0, 15.5838, 15.5838, 15.5838, 15.8367, 16.2951, 16.4208, 15.5838, 15.5838, 15.5838, 15.5838, 15.5838, 15.5838, 15.5838, 15.5838, 15.5838, 15.5838, 15.5838, 15.5854, 15.5838
4.16335, 8, 17.2839, 15.6606, 3.16228, -9.2839, 0, 15.6606, 15.6606, 15.6606, 15.9135, 16.3656, 16.3243, 15.6606, 15.6606, 15.6606, 15.6606, 15.6606, 15.6606, 15.6606, 15.6606, 15.6606, 15.6606, 15.6606, 15.6621, 15.6606
4.17123, 8, 17.2029, 15.7378, 3.16228, -9.20294, 0, 15.7379, 15.7379, 15.7378, 15.9907, 16.4285, 16.2577, 15.7378, 15.7378, 15.7378, 15.7378, 15.7378, 15.7378, 15.7378, 15.7378, 15.7378, 15.7378, 15.7378, 15.7393, 15.7378
4.17911, 20, 17.1411, 15.8155, 4.69042, 2.85888, 0, 15.8155, 15.8155, 15.8155, 16.0684, 16.4843, 16.2178, 15.8155, 15.8155, 15.8155, 15.8155, 15.8155, 15.8155, 15.8155, 15.8155, 15.8155, 15.8155, 15.8155, 15.817, 15.8155
4.187, 8, 17.0958, 15.8935, 3.16228, -9.09578, 0, 15.8935, 15.8935, 15.8935, 16.1464, 16.5336, 16.201, 15.8935, 15.8935, 15.8935, 15.8935, 15.8935, 15.8935, 15.8935, 15.8935, 15.8935, 15.8935, 15.8935, 15.8951, 15.8935
4.19488, 4, 17.0645, 15.9719, 2.44949, -13.0645, 0, 15.972, 15.972, 15.9719, 16.2248, 16.5775, 16.2042, 15.9719, 15.9719, 15.9719, 15.9719, 15.9719, 15.9719, 15.9719, 15.9719, 15.9719, 15.9719, 15.9719, 15.9737, 15.9719
4.20276, 8, 17.0453, 16.0507, 3.16228, -9.04527, 0, 16.0507, 16.0507, 16.0507, 16.3036, 16.617, 16.224, 16.0507, 16.0507, 16.0507, 16.0507, 16.0507, 16.0507, 16.0507, 16.0507, 16.0507, 16.0507, 16.0507, 16.0526, 16.0507
4.21065, 14, 17.0363, 16.1297, 4, -3.03632, 0, 16.1298, 16.1298, 16.1297, 16.3827, 16.6532, 16.2575, 16.1297, 16.1297, 16.1297, 16.1297, 16.1297, 16.1297, 16.1297, 16.1297, 16.1297, 16.1297, 16.1297, 16.132, 16.1297
4.21853, 14, 17.0363, 16.2091, 4, -3.03634, 0, 16.2091, 16.2091, 16.2091, 16.462, 16.6875, 16.3021, 16.2091, 16.2091, 16.2091, 16.2091, 16.2091, 16.2091, 16.2091, 16.2091, 16.2091, 16.2091, 16.2091, 16.2119, 16.2091
4.22641, 8, 17.0443, 16.2888, 3.16228, -9.04434, 0, 16.2888, 16.2888, 16.2888, 16.5417, 16.7209, 16.3557, 16.2888, 16.2888, 16.2888, 16.2888, 16.2888, 16.2888, 16.2888, 16.2888, 16.2888, 16.2888, 16.2888, 16.2922, 16.2888
4.2343, 16, 17.0596, 16.3687, 4.24264, -1.05958, 0, 16.3687, 16.3687, 16.3687, 16.6217, 16.7547, 16.4163, 16.3687, 16.3687, 16.3687, 16.3687, 16.3687, 16.3687, 16.3687, 16.3687, 16.3687, 16.3687, 16.3687, 16.3729, 16.3687
4.24218, 6, 17.0815, 16.4489, 2.82843, -11.0815, 0, 16.4489, 16.4489, 16.4489, 16.7019, 16.7898, 16.4823, 16.4489, 16.4489, 16.4489, 16.4489, 16.4489, 16.4489, 16.4489, 16.4489, 16.4489, 16.4489, 16.4489, 16.4541, 16.4489
4.25006, 18, 17.1098, 16.5294, 4.47214, 0.890173, 0, 16.5294, 16.5294, 16.5294, 16.7824, 16.8271, 16.5526, 16.5294, 16.5294, 16.5294, 16.5294, 16.5294, 16.5294, 16.5294, 16.5294, 16.5294, 16.5294, 16.5294, 16.5357, 16.5294
4.25795, 6, 17.1442, 16.61, 2.82843, -11.1442, 0, 16.6101, 16.6101, 16.6101, 16.8631, 16.8673, 16.626, 16.61, 16.61, 16.61, 16.61, 16.61, 16.61, 16.61, 16.61, 16.61, 16.61, 16.61, 16.6178, 16.61
4.26583, 6, 17.1844, 16.691, 2.82843, -11.1844, 0, 16.691, 16.691, 16.691, 16.9442, 16.9108, 16.7018, 16.691, 16.691, 16.691, 16.691, 16.691, 16.691, 16.691, 16.691, 16.691, 16.691, 16.691, 16.7004, 16.691
4.27371, 2, 17.2301, 16.7722, 2, -15.2301, 0, 16.7722, 16.7722, 16.7722, 17.0255, 16.9581, 16.7794, 16.7722, 16.7722, 16.7722, 16.7722, 16.7722, 16.7722, 16.7722, 16.7722, 16.7722, 16.7722, 16.7722, 16.7835, 16.7722
4.2816, 16, 17.2812, 16.8536, 4.24264, -1.28124, 0, 16.8536, 16.8536, 16.8536, 17.1071, 17.0092, 16.8584, 16.8536, 16.8536, 16.8536, 16.8536, 16.8536, 16.8536, 16.8536, 16.8536, 16.8536, 16.8536, 16.8536, 16.8672, 16.8536
4.28948, 10, 17.3374, 16.9352, 3.4641, -7.33742, 0, 16.9352, 16.9352, 16.9352, 17.189, 17.0643, 16.9383, 16.9352, 16.9352, 16.9352, 16.9352, 16.9352, 16.9352, 16.9352, 16.9352, 16.9352, 16.9352, 16.9352, 16.9513, 16.9352
4.29736, 8, 17.3984, 17.017, 3.16228, -9.39838, 0, 17.0171, 17.0171, 17.0171, 17.2713, 17.1231, 17.0191, 17.017, 17.017, 17.017, 17.017, 17.017, 17.017, 17.017, 17.017, 17.017, 17.017, 17.017, 17.0359, 17.017
4.30525, 6, 17.4638, 17.0991, 2.82843, -11.4638, 0, 17.0991, 17.0991, 17.0991, 17.354, 17.1856, 17.1004, 17.0991, 17.0991, 17.0991, 17.0991, 17.0991, 17.0991, 17.0991, 17.0991, 17.0991, 17.0991, 17.0991, 17.1211, 17.0991
4.31313, 18, 17.5333, 17.1814, 4.47214, 0.466669, 0, 17.1814, 17.1814, 17.1814, 17.4372, 17.2513, 17.1822, 17.1814, 17.1814, 17.1814, 17.1814, 17.1814, 17.1814, 17.1814, 17.1814, 17.1814, 17.1814, 17.1814, 17.2067, 17.1814
4.32101, 10, 17.6067, 17.2639, 3.4641, -7.6067, 0, 17.2639, 17.2639, 17.2639, 17.521, 17.3202, 17.2644, 17.2639, 17.2639, 17.2639, 17.2639, 17.2639, 17.2639, 17.2639, 17.2639, 17.2639, 17.2639, 17.2639, 17.2927, 17.2639
4.3289, 8, 17.6836, 17.3466, 3.16228, -9.68358, 0, 17.3466, 17.3466, 17.3466, 17.6055, 17.3917, 17.3469, 17.3466, 17.3466, 17.3466, 17.3466, 17.3466, 17.3466, 17.3466, 17.3466, 17.3466, 17.3466, 17.3466, 17.3792, 17.3466
4.33678, 4, 17.7638, 17.4295, 2.44949, -13.7638, 0, 17.4295, 17.4295, 17.4295, 17.6909, 17.4656, 17.4297, 17.4295, 17.4295, 17.4295, 17.4295, 17.4295, 17.4295, 17.4295, 17.4295, 17.4295, 17.4295, 17.4295, 17.4659, 17.4295
4.34466, 8, 17.8472, 17.5126, 3.16228, -9.84715, 0, 17.5126, 17.5126, 17.5126, 17.7776, 17.5415, 17.5127, 17.5126, 17.5126, 17.5126, 17.5126, 17.5126, 17.5126, 17.5126, 17.5126, 17.5126, 17.5126, 17.5126, 17.553, 17.5126
4.35255, 10, 17.9337, 17.5959, 3.4641, -7.93368, 0, 17.596, 17.596, 17.5959, 17.8659, 17.6192, 17.596, 17.5959, 17.5959, 17.5959, 17.5959, 17.5959, 17.5959, 17.5959, 17.5959, 17.5959, 17.5959, 17.5959, 17.6402, 17.5959
4.36043, 6, 18.0235, 17.6794, 2.82843, -12.0235, 0, 17.6795, 17.6795, 17.6795, 17.9562, 17.6984, 17.6795, 17.6794, 17.6794, 17.6794, 17.6794, 17.6794, 17.6794, 17.6794, 17.6794, 17.6794, 17.6794, 17.6794, 17.7276, 17.6794
4.36831, 10, 18.1168, 17.7632, 3.4641, -8.11685, 0, 17.7632, 17.7632, 17.7632, 18.0493, 17.7787, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.7632, 17.815, 17.7632
4.3762, 8, 18.2143, 17.8471, 3.16228, -10.2143, 0, 17.8471, 17.8471, 17.8471, 18.1459, 17.8601, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.8471, 17.9023, 17.8471
4.38408, 4, 18.3168, 17.9312, 2.44949, -14.3168, 0, 17.9312, 17.9312, 17.9312, 18.2471, 17.9424, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9312, 17.9895, 17.9312
4.39196, 10, 18.4253, 18.0155, 3.4641, -8.42532, 0, 18.0155, 18.0155, 18.0155, 18.3544, 18.0253, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0155, 18.0765, 18.0155
4.39985, 6, 18.5416, 18.1, 2.82843, -12.5416, 0, 18.1, 18.1, 18.1, 18.4695, 18.1088, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1, 18.1632, 18.1
4.40773, 16, 18.6678, 18.1846, 4.24264, -2.66784, 0, 18.1847, 18.1847, 18.1847, 18.5948, 18.1927, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.1846, 18.2495, 18.1846
4.41561, 16, 18.8067, 18.2695, 4.24264, -2.8067, 0, 18.2696, 18.2696, 18.2695, 18.733, 18.2771, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.2695, 18.3355, 18.2695
4.4235, 8, 18.9617, 18.3546, 3.16228, -10.9617, 0, 18.3546, 18.3546, 18.3546, 18.8878, 18.3619, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.3546, 18.4211, 18.3546
4.43138, 4, 19.1372, 18.4398, 2.44949, -15.1372, 0, 18.4399, 18.4399, 18.4399, 19.0636, 18.4469, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.4398, 18.5063, 18.4398
4.43926, 18, 19.3385, 18.5253, 4.47214, -1.33847, 0, 18.5253, 18.5253, 18.5253, 19.2656, 18.5322, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5253, 18.5911, 18.5253
4.44715, 8, 19.5719, 18.6109, 3.16228, -11.5719, 0, 18.6109, 18.6109, 18.6109, 19.5001, 18.6178, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6109, 18.6756, 18.6109
4.45503, 8, 19.8448, 18.6967, 3.16228, -11.8448, 0, 18.6967, 18.6967, 18.6967, 19.7746, 18.7036, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.6967, 18.7599, 18.6967
4.46291, 24, 20.166, 18.7827, 5.09902, 3.834, 0, 18.7827, 18.7827, 18.7827, 20.0976, 18.7896, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.7827, 18.844, 18.7827
4.4708, 18, 20.5451, 18.8688, 4.47214, -2.54506, 0, 18.8689, 18.8689, 18.8689, 20.4788, 18.8759, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.8688, 18.928, 18.8688
