   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_206.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0283068, 412, 0, 0, 20.347, 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0204374, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.012568, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00469857, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00317083, 0, 3.14996e-25, 0, 1.41421, -3.14996e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32801e-27, 0, 0, 5.96057e-29, 0, 3.12609e-25, 0, 0, 0
0.0110402, 0, 1.23688e-24, 0, 1.41421, -1.23688e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.1411e-27, 0, 0, 2.52104e-28, 0, 1.22748e-24, 0, 0, 0
0.0189096, 0, 3.68009e-24, 0, 1.41421, -3.68009e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71974e-26, 0, 0, 7.74166e-28, 0, 3.65212e-24, 0, 0, 0
0.026779, 0, 1.05782e-23, 0, 1.41421, -1.05782e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81768e-26, 0, 0, 2.28797e-27, 0, 1.04977e-23, 0, 0, 0
0.0346484, 0, 2.95018e-23, 0, 1.41421, -2.95018e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18029e-25, 0, 0, 6.54243e-27, 0, 2.92772e-23, 0, 0, 0
0.0425178, 0, 8.00901e-23, 0, 1.41421, -8.00901e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9189e-25, 0, 0, 1.8172e-26, 0, 7.948e-23, 0, 0, 0
0.0503872, 0, 2.12181e-22, 0, 1.41421, -2.12181e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56808e-24, 0, 0, 4.9176e-26, 0, 2.10564e-22, 0, 0, 0
0.0582566, 0, 5.49693e-22, 0, 1.41421, -5.49693e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06236e-24, 0, 0, 1.29965e-25, 0, 5.45501e-22, 0, 0, 0
0.066126, 0, 1.39492e-21, 0, 1.41421, -1.39492e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03087e-23, 0, 0, 3.36101e-25, 0, 1.38427e-21, 0, 0, 0
0.0739954, 0, 3.4722e-21, 0, 1.41421, -3.4722e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56601e-23, 0, 0, 8.51889e-25, 0, 3.44568e-21, 0, 0, 0
0.0818648, 0, 8.488e-21, 0, 1.41421, -8.488e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27275e-23, 0, 0, 2.1191e-24, 0, 8.42315e-21, 0, 0, 0
0.0897342, 0, 2.03982e-20, 0, 1.41421, -2.03982e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50745e-22, 0, 0, 5.17932e-24, 0, 2.02423e-20, 0, 0, 0
0.0976036, 0, 4.82337e-20, 0, 1.41421, -4.82337e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56451e-22, 0, 0, 1.24502e-23, 0, 4.78648e-20, 0, 0, 0
0.105473, 0, 1.12308e-19, 0, 1.41421, -1.12308e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29965e-22, 0, 0, 2.94601e-23, 0, 1.11449e-19, 0, 0, 0
0.113342, 0, 2.57671e-19, 0, 1.41421, -2.57671e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90419e-21, 0, 0, 6.86702e-23, 0, 2.55698e-19, 0, 0, 0
0.121212, 0, 5.82866e-19, 0, 1.41421, -5.82866e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30737e-21, 0, 0, 1.57786e-22, 0, 5.78401e-19, 0, 0, 0
0.129081, 0, 1.3006e-18, 0, 1.41421, -1.3006e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.61134e-21, 0, 0, 3.57588e-22, 0, 1.29063e-18, 0, 0, 0
0.136951, 0, 2.86409e-18, 0, 1.41421, -2.86409e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11654e-20, 0, 0, 7.9972e-22, 0, 2.84213e-18, 0, 0, 0
0.14482, 0, 6.22702e-18, 0, 1.41421, -6.22702e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6017e-20, 0, 0, 1.76577e-21, 0, 6.17924e-18, 0, 0, 0
0.152689, 0, 1.33714e-17, 0, 1.41421, -1.33714e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8813e-20, 0, 0, 3.85081e-21, 0, 1.32688e-17, 0, 0, 0
0.160559, 0, 2.83675e-17, 0, 1.41421, -2.83675e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09631e-19, 0, 0, 8.29764e-21, 0, 2.81496e-17, 0, 0, 0
0.168428, 0, 5.94753e-17, 0, 1.41421, -5.94753e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3951e-19, 0, 0, 1.76722e-20, 0, 5.90181e-17, 0, 0, 0
0.176298, 0, 1.23264e-16, 0, 1.41421, -1.23264e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10893e-19, 0, 0, 3.72128e-20, 0, 1.22316e-16, 0, 0, 0
0.184167, 0, 2.52598e-16, 0, 1.41421, -2.52598e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86663e-18, 0, 0, 7.74979e-20, 0, 2.50654e-16, 0, 0, 0
0.192036, 0, 5.11924e-16, 0, 1.41421, -5.11924e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78294e-18, 0, 0, 1.5966e-19, 0, 5.07981e-16, 0, 0, 0
0.199906, 0, 1.02624e-15, 0, 1.41421, -1.02624e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58354e-18, 0, 0, 3.25475e-19, 0, 1.01833e-15, 0, 0, 0
0.207775, 0, 2.03537e-15, 0, 1.41421, -2.03537e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50405e-17, 0, 0, 6.56683e-19, 0, 2.01967e-15, 0, 0, 0
0.215645, 0, 3.99441e-15, 0, 1.41421, -3.99441e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95167e-17, 0, 0, 1.31161e-18, 0, 3.96358e-15, 0, 0, 0
