   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_74.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0298597, 111.291, 0, 0, 10.6438, 111.291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0219792, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0140988, 0.977668, 0, 0, 1.72559, 0.977668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00621838, 1.02233, 0, 0, 1.73849, 1.02233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00166205, 0, 3.51132e-22, 0, 1.41421, -3.51132e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43215e-25, 0, 0, 7.57847e-27, 0, 2.85779e-26, 0, 3.50653e-22, 0, 0, 0
0.00954248, 0, 8.53231e-22, 0, 1.41421, -8.53231e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07698e-24, 0, 0, 1.8721e-26, 0, 7.08802e-26, 0, 8.52064e-22, 0, 0, 0
0.0174229, 0.958381, 2.03595e-21, 0, 1.71999, 0.958381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56986e-24, 0, 0, 4.54126e-26, 0, 1.72462e-25, 0, 2.03316e-21, 0, 0, 0
0.0253033, 1.5184, 4.77599e-21, 0, 1.87574, 1.5184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.02843e-24, 0, 0, 1.08299e-25, 0, 4.12199e-25, 0, 4.76944e-21, 0, 0, 0
0.0331838, 0.99759, 1.10249e-20, 0, 1.73135, 0.99759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39159e-23, 0, 0, 2.54157e-25, 0, 9.68845e-25, 0, 1.10097e-20, 0, 0, 0
0.0410642, 0.525631, 2.50647e-20, 0, 1.58922, 0.525631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16375e-23, 0, 0, 5.87463e-25, 0, 2.24159e-24, 0, 2.50303e-20, 0, 0, 0
0.0489446, 0.469548, 5.61633e-20, 0, 1.57148, 0.469548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0891e-23, 0, 0, 1.3384e-24, 0, 5.10954e-24, 0, 5.6086e-20, 0, 0, 0
0.0568251, 0.530452, 1.24115e-19, 0, 1.59074, 0.530452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56661e-22, 0, 0, 3.00749e-24, 0, 1.14829e-23, 0, 1.23944e-19, 0, 0, 0
0.0647055, 0, 2.7066e-19, 0, 1.41421, -2.7066e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41634e-22, 0, 0, 6.66949e-24, 0, 2.54597e-23, 0, 2.70287e-19, 0, 0, 0
0.0725859, 0.92463, 5.82745e-19, 0, 1.71015, 0.92463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35553e-22, 0, 0, 1.46042e-23, 0, 5.5724e-23, 0, 5.81939e-19, 0, 0, 0
0.0804664, 1.07537, 1.23931e-18, 0, 1.75367, 1.07537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56429e-21, 0, 0, 3.15913e-23, 0, 1.20461e-22, 0, 1.2376e-18, 0, 0, 0
0.0883468, 0.914985, 2.60466e-18, 0, 1.70733, 0.914985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28764e-21, 0, 0, 6.75522e-23, 0, 2.5738e-22, 0, 2.60105e-18, 0, 0, 0
0.0962272, 1.08502, 5.41132e-18, 0, 1.75642, 1.08502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83024e-21, 0, 0, 1.42808e-22, 0, 5.43628e-22, 0, 5.4038e-18, 0, 0, 0
0.104108, 0, 1.13294e-17, 0, 1.41421, -1.13294e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43e-20, 0, 0, 3.05833e-22, 0, 1.16281e-21, 0, 1.13136e-17, 0, 0, 0
0.111988, 0, 2.29741e-17, 0, 1.41421, -2.29741e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89981e-20, 0, 0, 6.31077e-22, 0, 2.39728e-21, 0, 2.29421e-17, 0, 0, 0
0.119869, 0, 4.61049e-17, 0, 1.41421, -4.61049e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81938e-20, 0, 0, 1.28896e-21, 0, 4.89215e-21, 0, 4.60405e-17, 0, 0, 0
0.127749, 0, 9.15856e-17, 0, 1.41421, -9.15856e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.156e-19, 0, 0, 2.60652e-21, 0, 9.88485e-21, 0, 9.14575e-17, 0, 0, 0
0.135629, 0, 1.80124e-16, 0, 1.41421, -1.80124e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27352e-19, 0, 0, 5.21966e-21, 0, 1.97807e-20, 0, 1.79871e-16, 0, 0, 0
0.14351, 0, 3.50799e-16, 0, 1.41421, -3.50799e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42777e-19, 0, 0, 1.03531e-20, 0, 3.92113e-20, 0, 3.50307e-16, 0, 0, 0
0.15139, 0, 6.76656e-16, 0, 1.41421, -6.76656e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54069e-19, 0, 0, 2.03434e-20, 0, 7.70156e-20, 0, 6.75705e-16, 0, 0, 0
0.159271, 0, 1.29291e-15, 0, 1.41421, -1.29291e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63189e-18, 0, 0, 3.96079e-20, 0, 1.4991e-19, 0, 1.29109e-15, 0, 0, 0
0.167151, 0, 2.44751e-15, 0, 1.41421, -2.44751e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08919e-18, 0, 0, 7.64205e-20, 0, 2.89235e-19, 0, 2.44405e-15, 0, 0, 0
0.175032, 0, 4.59083e-15, 0, 1.41421, -4.59083e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.79443e-18, 0, 0, 1.46141e-19, 0, 5.53242e-19, 0, 4.58434e-15, 0, 0, 0
0.182912, 0, 8.53349e-15, 0, 1.41421, -8.53349e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07707e-17, 0, 0, 2.7703e-19, 0, 1.0493e-18, 0, 8.5214e-15, 0, 0, 0
0.190792, 0, 1.57209e-14, 0, 1.41421, -1.57209e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98424e-17, 0, 0, 5.20632e-19, 0, 1.97367e-18, 0, 1.56986e-14, 0, 0, 0
0.198673, 0, 2.87075e-14, 0, 1.41421, -2.87075e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62334e-17, 0, 0, 9.70189e-19, 0, 3.68221e-18, 0, 2.86666e-14, 0, 0, 0
0.206553, 0, 5.1966e-14, 0, 1.41421, -5.1966e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55889e-17, 0, 0, 1.79289e-18, 0, 6.81499e-18, 0, 5.18918e-14, 0, 0, 0
0.214434, 0, 9.3259e-14, 0, 1.41421, -9.3259e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17706e-16, 0, 0, 3.28609e-18, 0, 1.25144e-17, 0, 9.31255e-14, 0, 0, 0
0.222314, 0, 1.65938e-13, 0, 1.41421, -1.65938e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09437e-16, 0, 0, 5.9743e-18, 0, 2.28033e-17, 0, 1.657e-13, 0, 0, 0
0.230195, 0, 2.92765e-13, 0, 1.41421, -2.92765e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69511e-16, 0, 0, 1.07754e-17, 0, 4.12375e-17, 0, 2.92344e-13, 0, 0, 0
0.238075, 0, 5.12206e-13, 0, 1.41421, -5.12206e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46478e-16, 0, 0, 1.92832e-17, 0, 7.40202e-17, 0, 5.11466e-13, 0, 0, 0
0.245955, 0, 8.88693e-13, 0, 1.41421, -8.88693e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12167e-15, 0, 0, 3.42441e-17, 0, 1.31905e-16, 0, 8.87406e-13, 0, 0, 0
0.253836, 0, 1.52921e-12, 0, 1.41421, -1.52921e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93013e-15, 0, 0, 6.03557e-17, 0, 2.33386e-16, 0, 1.52699e-12, 0, 0, 0
0.261716, 0, 2.60989e-12, 0, 1.41421, -2.60989e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29419e-15, 0, 0, 1.05597e-16, 0, 4.10067e-16, 0, 2.60608e-12, 0, 0, 0
0.269597, 0, 4.41813e-12, 0, 1.41421, -4.41813e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5767e-15, 0, 0, 1.83429e-16, 0, 7.15597e-16, 0, 4.41166e-12, 0, 0, 0
0.277477, 0, 7.41893e-12, 0, 1.41421, -7.41893e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.36481e-15, 0, 0, 3.16415e-16, 0, 1.24049e-15, 0, 7.40801e-12, 0, 0, 0
0.285358, 0, 1.23581e-11, 0, 1.41421, -1.23581e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56004e-14, 0, 0, 5.42152e-16, 0, 2.1365e-15, 0, 1.23398e-11, 0, 0, 0
0.293238, 0, 2.04217e-11, 0, 1.41421, -2.04217e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57818e-14, 0, 0, 9.22936e-16, 0, 3.6567e-15, 0, 2.03914e-11, 0, 0, 0
0.301118, 0, 3.34799e-11, 0, 1.41421, -3.34799e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22721e-14, 0, 0, 1.56146e-15, 0, 6.22077e-15, 0, 3.34299e-11, 0, 0, 0
0.308999, 0, 5.44563e-11, 0, 1.41421, -5.44563e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8767e-14, 0, 0, 2.62628e-15, 0, 1.05214e-14, 0, 5.43744e-11, 0, 0, 0
0.316879, 0, 8.78823e-11, 2.45227e-43, 1.41421, -8.78823e-11, 2.45227e-43, 0, 2.45227e-43, 2.45227e-43, 2.45227e-43, 2.45227e-43, 2.45227e-43, 2.45227e-43, 2.45227e-43, 2.45227e-43, 2.45227e-43, 2.45227e-43, 1.10998e-13, 2.45227e-43, 2.45227e-43, 4.39293e-15, 2.45227e-43, 1.76965e-14, 2.45227e-43, 8.77492e-11, 2.45227e-43, 2.45227e-43, 2.45227e-43
0.32476, 0, 1.40723e-10, 4.25434e-42, 1.41421, -1.40723e-10, 4.25434e-42, 0, 4.25434e-42, 4.25434e-42, 4.25434e-42, 4.25434e-42, 4.25434e-42, 4.25434e-42, 4.25434e-42, 4.25434e-42, 4.25434e-42, 4.25434e-42, 1.77781e-13, 4.25434e-42, 4.25434e-42, 7.31047e-15, 4.25434e-42, 2.96086e-14, 4.25434e-42, 1.40508e-10, 4.25434e-42, 4.25434e-42, 4.25434e-42
0.33264, 0, 2.23592e-10, 6.12437e-41, 1.41421, -2.23592e-10, 6.12437e-41, 0, 6.12437e-41, 6.12437e-41, 6.12437e-41, 6.12437e-41, 6.12437e-41, 6.12437e-41, 6.12437e-41, 6.12437e-41, 6.12437e-41, 6.12437e-41, 2.8256e-13, 6.12437e-41, 6.12437e-41, 1.21088e-14, 6.12437e-41, 4.92944e-14, 6.12437e-41, 2.23248e-10, 6.12437e-41, 6.12437e-41, 6.12437e-41
0.340521, 0, 3.52529e-10, 7.81762e-40, 1.41421, -3.52529e-10, 7.81762e-40, 0, 7.81762e-40, 7.81762e-40, 7.81762e-40, 7.81762e-40, 7.81762e-40, 7.81762e-40, 7.81762e-40, 7.81762e-40, 7.81762e-40, 7.81762e-40, 4.45674e-13, 7.81762e-40, 7.81762e-40, 1.9972e-14, 7.81762e-40, 8.16914e-14, 7.81762e-40, 3.51982e-10, 7.81762e-40, 7.81762e-40, 7.81762e-40
0.348401, 0, 5.51569e-10, 8.92134e-39, 1.41421, -5.51569e-10, 8.92134e-39, 0, 8.92134e-39, 8.92134e-39, 8.92134e-39, 8.92134e-39, 8.92134e-39, 8.92134e-39, 8.92134e-39, 8.92134e-39, 8.92134e-39, 8.92134e-39, 6.9764e-13, 8.92134e-39, 8.92134e-39, 3.28189e-14, 8.92134e-39, 1.34808e-13, 8.92134e-39, 5.50703e-10, 8.92134e-39, 8.92134e-39, 8.92134e-39
0.356281, 0, 8.56425e-10, 9.19875e-38, 1.41421, -8.56425e-10, 9.19875e-38, 0, 9.19875e-38, 9.19875e-38, 9.19875e-38, 9.19875e-38, 9.19875e-38, 9.19875e-38, 9.19875e-38, 9.19875e-38, 9.19875e-38, 9.19875e-38, 1.08388e-12, 9.19875e-38, 9.19875e-38, 5.37567e-14, 9.19875e-38, 2.21606e-13, 9.19875e-38, 8.55065e-10, 9.19875e-38, 9.19875e-38, 9.19875e-38
0.364162, 0, 1.31972e-09, 8.61269e-37, 1.41421, -1.31972e-09, 8.61269e-37, 0, 8.61269e-37, 8.61269e-37, 8.61269e-37, 8.61269e-37, 8.61269e-37, 8.61269e-37, 8.61269e-37, 8.61269e-37, 8.61269e-37, 8.61269e-37, 1.67145e-12, 8.61269e-37, 8.61269e-37, 8.78163e-14, 8.61269e-37, 3.63038e-13, 8.61269e-37, 1.3176e-09, 8.61269e-37, 8.61269e-37, 8.61269e-37
0.372042, 0, 2.01836e-09, 7.37194e-36, 1.41421, -2.01836e-09, 7.37194e-36, 0, 7.37194e-36, 7.37194e-36, 7.37194e-36, 7.37194e-36, 7.37194e-36, 7.37194e-36, 7.37194e-36, 7.37194e-36, 7.37194e-36, 7.37194e-36, 2.55859e-12, 7.37194e-36, 7.37194e-36, 1.43144e-13, 7.37194e-36, 5.9293e-13, 7.37194e-36, 2.01507e-09, 7.37194e-36, 7.37194e-36, 7.37194e-36
0.379923, 0, 3.06381e-09, 5.78992e-35, 1.41421, -3.06381e-09, 5.78992e-35, 0, 5.78992e-35, 5.78992e-35, 5.78992e-35, 5.78992e-35, 5.78992e-35, 5.78992e-35, 5.78992e-35, 5.78992e-35, 5.78992e-35, 5.78992e-35, 3.88809e-12, 5.78992e-35, 5.78992e-35, 2.32939e-13, 5.78992e-35, 9.65859e-13, 5.78992e-35, 3.05872e-09, 5.78992e-35, 5.78992e-35, 5.78992e-35
0.387803, 0, 4.6165e-09, 1.20969e-33, 1.41421, -4.6165e-09, 1.20969e-33, 0, 1.20969e-33, 1.20969e-33, 1.20969e-33, 1.20969e-33, 1.20969e-33, 1.20969e-33, 1.20969e-33, 1.20969e-33, 1.20969e-33, 1.20969e-33, 5.86632e-12, 1.20969e-33, 1.20969e-33, 3.79187e-13, 1.20969e-33, 1.5721e-12, 1.20969e-33, 4.60868e-09, 1.20969e-33, 1.20969e-33, 1.20969e-33
0.395684, 0, 6.90439e-09, 7.00744e-33, 1.41421, -6.90439e-09, 7.00744e-33, 0, 7.00744e-33, 7.00744e-33, 7.00744e-33, 7.00744e-33, 7.00744e-33, 7.00744e-33, 7.00744e-33, 7.00744e-33, 7.00744e-33, 7.00744e-33, 8.78743e-12, 7.00744e-33, 7.00744e-33, 6.15698e-13, 7.00744e-33, 2.55007e-12, 7.00744e-33, 6.89243e-09, 7.00744e-33, 7.00744e-33, 7.00744e-33
0.403564, 0, 1.02506e-08, 4.1329e-32, 1.41421, -1.02506e-08, 4.1329e-32, 0, 4.1329e-32, 4.1329e-32, 4.1329e-32, 4.1329e-32, 4.1329e-32, 4.1329e-32, 4.1329e-32, 4.1329e-32, 4.1329e-32, 4.1329e-32, 1.30707e-11, 4.1329e-32, 4.1329e-32, 9.99108e-13, 4.1329e-32, 4.12973e-12, 4.1329e-32, 1.02324e-08, 4.1329e-32, 4.1329e-32, 4.1329e-32
0.411444, 0, 1.5108e-08, 2.17389e-31, 1.41421, -1.5108e-08, 2.17389e-31, 0, 2.17389e-31, 2.17389e-31, 2.17389e-31, 2.17389e-31, 2.17389e-31, 2.17389e-31, 2.17389e-31, 2.17389e-31, 2.17389e-31, 2.17389e-31, 1.93075e-11, 2.17389e-31, 2.17389e-31, 1.62053e-12, 2.17389e-31, 6.67859e-12, 2.17389e-31, 1.50804e-08, 2.17389e-31, 2.17389e-31, 2.17389e-31
0.419325, 0, 2.21069e-08, 1.12341e-30, 1.41421, -2.21069e-08, 1.12341e-30, 0, 1.12341e-30, 1.12341e-30, 1.12341e-30, 1.12341e-30, 1.12341e-30, 1.12341e-30, 1.12341e-30, 1.12341e-30, 1.12341e-30, 1.12341e-30, 2.8326e-11, 1.12341e-30, 1.12341e-30, 2.6274e-12, 1.12341e-30, 1.0787e-11, 1.12341e-30, 2.20652e-08, 1.12341e-30, 1.12341e-30, 1.12341e-30
0.427205, 0, 3.21171e-08, 5.55211e-30, 1.41421, -3.21171e-08, 5.55211e-30, 0, 5.55211e-30, 5.55211e-30, 5.55211e-30, 5.55211e-30, 5.55211e-30, 5.55211e-30, 5.55211e-30, 5.55211e-30, 5.55211e-30, 5.55211e-30, 4.12788e-11, 5.55211e-30, 5.55211e-30, 4.25778e-12, 5.55211e-30, 1.74017e-11, 5.55211e-30, 3.20541e-08, 5.55211e-30, 5.55211e-30, 5.55211e-30
0.435086, 0, 4.63296e-08, 2.60256e-29, 1.41421, -4.63296e-08, 2.60256e-29, 0, 2.60256e-29, 2.60256e-29, 2.60256e-29, 2.60256e-29, 2.60256e-29, 2.60256e-29, 2.60256e-29, 2.60256e-29, 2.60256e-29, 2.60256e-29, 5.97591e-11, 2.60256e-29, 2.60256e-29, 6.89517e-12, 2.60256e-29, 2.80365e-11, 2.60256e-29, 4.62349e-08, 2.60256e-29, 2.60256e-29, 2.60256e-29
0.442966, 0, 6.6363e-08, 1.18293e-28, 1.41421, -6.6363e-08, 1.18293e-28, 0, 1.18293e-28, 1.18293e-28, 1.18293e-28, 1.18293e-28, 1.18293e-28, 1.18293e-28, 1.18293e-28, 1.18293e-28, 1.18293e-28, 1.18293e-28, 8.59551e-11, 1.18293e-28, 1.18293e-28, 1.11553e-11, 1.18293e-28, 4.51045e-11, 1.18293e-28, 6.62207e-08, 1.18293e-28, 1.18293e-28, 1.18293e-28
0.450847, 0, 9.43991e-08, 5.15321e-28, 1.41421, -9.43991e-08, 5.15321e-28, 0, 5.15321e-28, 5.15321e-28, 5.15321e-28, 5.15321e-28, 5.15321e-28, 5.15321e-28, 5.15321e-28, 5.15321e-28, 5.15321e-28, 5.15321e-28, 1.22853e-10, 5.15321e-28, 5.15321e-28, 1.80227e-11, 5.15321e-28, 7.2437e-11, 5.15321e-28, 9.41858e-08, 5.15321e-28, 5.15321e-28, 5.15321e-28
0.458727, 0, 1.33357e-07, 2.14213e-27, 1.41421, -1.33357e-07, 2.14213e-27, 0, 2.14213e-27, 2.14213e-27, 2.14213e-27, 2.14213e-27, 2.14213e-27, 2.14213e-27, 2.14213e-27, 2.14213e-27, 2.14213e-27, 2.14213e-27, 1.74504e-10, 2.14213e-27, 2.14213e-27, 2.90646e-11, 2.14213e-27, 1.16086e-10, 2.14213e-27, 1.33038e-07, 2.14213e-27, 2.14213e-27, 2.14213e-27
0.466608, 0, 1.87113e-07, 8.501e-27, 1.41421, -1.87113e-07, 8.501e-27, 0, 8.501e-27, 8.501e-27, 8.501e-27, 8.501e-27, 8.501e-27, 8.501e-27, 8.501e-27, 8.501e-27, 8.501e-27, 8.501e-27, 2.46371e-10, 8.501e-27, 8.501e-27, 4.6762e-11, 8.501e-27, 1.85559e-10, 8.501e-27, 1.86635e-07, 8.501e-27, 8.501e-27, 8.501e-27
