   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
13.8541, 2, 0.994286, 0.985959, 2, 1.00571, 0.985959, 0, 0.985965, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985959, 0.985961, 0.985959, 0.985959, 0.994278
13.8619, 0, 0.991889, 0.982375, 1.41421, -0.991889, 0.982375, 0, 0.98238, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982375, 0.982377, 0.982375, 0.982375, 0.991883
13.8698, 1, 0.997308, 0.986206, 1.73205, 0.00269151, 0.986206, 0, 0.986209, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986206, 0.986208, 0.986206, 0.986206, 0.997303
13.8777, 2.47708, 1.00009, 0.986977, 2.11591, 1.47699, 0.986977, 0, 0.98698, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986977, 0.986979, 0.986977, 0.986977, 1.00008
13.8856, 2.52292, 1.00049, 0.984928, 2.12672, 1.52244, 0.984928, 0, 0.984929, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.984928, 0.98493, 0.984928, 0.984928, 1.00048
13.8935, 0.233705, 0.999949, 0.981472, 1.49456, -0.766244, 0.981472, 0, 0.981474, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981472, 0.981474, 0.981472, 0.981472, 0.999945
13.9013, 0.997646, 0.999918, 0.978023, 1.73137, -0.00227261, 0.978023, 0, 0.978024, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978023, 0.978025, 0.978023, 0.978023, 0.999915
13.9092, 1.22634, 1.00725, 0.981404, 1.7962, 0.219087, 0.981404, 0, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981404, 0.981406, 0.981404, 0.981404, 1.00725
13.9171, 3.76871, 1.01226, 0.98189, 2.40181, 2.75645, 0.98189, 0, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.98189, 0.981892, 0.98189, 0.98189, 1.01225
13.925, 1.99765, 1.01519, 0.979714, 1.99941, 0.982453, 0.979714, 0, 0.979715, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979714, 0.979716, 0.979714, 0.979714, 1.01519
13.9329, 1.77596, 1.01742, 0.976213, 1.94318, 0.758537, 0.976213, 0, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976213, 0.976215, 0.976213, 0.976213, 1.01742
13.9407, 3.21921, 1.0203, 0.972718, 2.28456, 2.19891, 0.972718, 0, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.972718, 0.97272, 0.972718, 0.972718, 1.02029
13.9486, 1.78079, 1.03047, 0.975878, 1.94443, 0.750326, 0.975878, 0, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.975878, 0.97588, 0.975878, 0.975878, 1.03047
13.9565, 0, 1.03853, 0.97629, 1.41421, -1.03853, 0.97629, 0, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.97629, 0.976292, 0.97629, 0.97629, 1.03853
13.9644, 0, 1.0447, 0.974173, 1.41421, -1.0447, 0.974173, 0, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974173, 0.974175, 0.974173, 0.974173, 1.04469
13.9723, 6.20964, 1.0502, 0.970797, 2.86525, 5.15944, 0.970797, 0, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970797, 0.970799, 0.970797, 0.970797, 1.05019
13.9801, 1.20449, 1.05625, 0.967427, 1.79011, 0.148233, 0.967427, 0, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967427, 0.967429, 0.967427, 0.967427, 1.05625
13.988, 1.58587, 1.06887, 0.970126, 1.89364, 0.517002, 0.970126, 0, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970126, 0.970128, 0.970126, 0.970126, 1.06887
13.9959, 1, 1.07931, 0.970233, 1.73205, -0.0793093, 0.970233, 0, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970233, 0.970235, 0.970233, 0.970233, 1.07931
14.0038, 2.19988, 1.08769, 0.967962, 2.04936, 1.11219, 0.967962, 0, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967962, 0.967964, 0.967962, 0.967962, 1.08769
14.0116, 0.800124, 1.09509, 0.964508, 1.67336, -0.294971, 0.964508, 0, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.964508, 0.96451, 0.964508, 0.964508, 1.09509
14.0195, 1, 1.10259, 0.96106, 1.73205, -0.102593, 0.96106, 0, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.96106, 0.961062, 0.96106, 0.96106, 1.10259
14.0274, 1, 1.11599, 0.963561, 1.73205, -0.115988, 0.963561, 0, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963561, 0.963563, 0.963561, 0.963561, 1.11599
14.0353, 1, 1.12673, 0.963603, 1.73205, -0.126731, 0.963603, 0, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963603, 0.963605, 0.963603, 0.963603, 1.12673
14.0432, 1, 1.13487, 0.961387, 1.73205, -0.13487, 0.961387, 0, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961387, 0.961389, 0.961387, 0.961387, 1.13487
14.051, 2.18538, 1.14138, 0.958048, 2.04582, 1.044, 0.958048, 0, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.958048, 0.95805, 0.958048, 0.958048, 1.14138
14.0589, 0.997769, 1.14724, 0.954714, 1.73141, -0.149473, 0.954714, 0, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954714, 0.954716, 0.954714, 0.954714, 1.14724
14.0668, 0.816853, 1.15768, 0.956758, 1.67835, -0.340823, 0.956758, 0, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.956758, 0.95676, 0.956758, 0.956758, 1.15767
14.0747, 1.17819, 1.16485, 0.956487, 1.78275, 0.0133442, 0.956487, 0, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956487, 0.956489, 0.956487, 0.956487, 1.16484
14.0826, 3.17369, 1.16883, 0.9541, 2.27457, 2.00486, 0.9541, 0, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.9541, 0.954102, 0.9541, 0.9541, 1.16882
14.0904, 2.82148, 1.17056, 0.95066, 2.19579, 1.65092, 0.95066, 0, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.95066, 0.950662, 0.95066, 0.95066, 1.17056
14.0983, 0.826642, 1.17103, 0.947226, 1.68126, -0.344387, 0.947226, 0, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947226, 0.947228, 0.947226, 0.947226, 1.17103
14.1062, 0.168649, 1.17545, 0.949095, 1.47263, -1.0068, 0.949095, 0, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949095, 0.949097, 0.949095, 0.949095, 1.17544
14.1141, 0.831351, 1.17627, 0.948769, 1.68266, -0.344923, 0.948769, 0, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948769, 0.948771, 0.948769, 0.948769, 1.17627
14.122, 1, 1.17367, 0.946433, 1.73205, -0.173675, 0.946433, 0, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946433, 0.946435, 0.946433, 0.946433, 1.17367
14.1298, 1.16144, 1.16867, 0.943097, 1.77804, -0.00722575, 0.943097, 0, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943097, 0.943099, 0.943097, 0.943097, 1.16867
14.1377, 2.83856, 1.16229, 0.939767, 2.19967, 1.67627, 0.939767, 0, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939767, 0.939769, 0.939767, 0.939767, 1.16229
14.1456, 5.31301, 1.15935, 0.941196, 2.70426, 4.15366, 0.941196, 0, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941196, 0.941198, 0.941196, 0.941196, 1.15935
14.1535, 4.99529, 1.15312, 0.940563, 2.64486, 3.84217, 0.940563, 0, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940563, 0.940565, 0.940563, 0.940563, 1.15312
14.1614, 1.6917, 1.14387, 0.93805, 1.92138, 0.547832, 0.93805, 0, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.93805, 0.938052, 0.93805, 0.93805, 1.14386
14.1692, 2.29864, 1.13266, 0.934601, 2.07332, 1.16598, 0.934601, 0, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934601, 0.934603, 0.934601, 0.934601, 1.13266
14.1771, 3.70136, 1.12058, 0.931159, 2.38775, 2.58078, 0.931159, 0, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931159, 0.931161, 0.931159, 0.931159, 1.12058
14.185, 3.14449, 1.11248, 0.932435, 2.26815, 2.032, 0.932435, 0, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932435, 0.932437, 0.932435, 0.932435, 1.11248
14.1929, 0.855514, 1.10184, 0.931757, 1.68983, -0.246326, 0.931757, 0, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931757, 0.931759, 0.931757, 0.931757, 1.10184
14.2008, 0, 1.08898, 0.929291, 1.41421, -1.08898, 0.929291, 0, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929291, 0.929293, 0.929291, 0.929291, 1.08897
14.2086, 4, 1.07494, 0.925937, 2.44949, 2.92506, 0.925937, 0, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925937, 0.925939, 0.925937, 0.925937, 1.07494
14.2165, 1, 1.06077, 0.922589, 1.73205, -0.0607702, 0.922589, 0, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922589, 0.922591, 0.922589, 0.922589, 1.06077
14.2244, 1, 1.05082, 0.923455, 1.73205, -0.0508168, 0.923455, 0, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923455, 0.923457, 0.923455, 0.923455, 1.05081
14.2323, 1.51995, 1.03916, 0.922487, 1.87615, 0.480789, 0.922487, 0, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922487, 0.922489, 0.922487, 0.922487, 1.03916
14.2401, 5.60779, 1.02608, 0.919848, 2.75822, 4.58171, 0.919848, 0, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.919848, 0.91985, 0.919848, 0.919848, 1.02608
14.248, 0.872259, 1.01251, 0.91638, 1.69477, -0.140251, 0.91638, 0, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.91638, 0.916382, 0.91638, 0.91638, 1.01251
14.2559, 0, 0.999379, 0.912918, 1.41421, -0.999379, 0.912918, 0, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.912918, 0.91292, 0.912918, 0.912918, 0.999377
14.2638, 1.12045, 0.990946, 0.913653, 1.76648, 0.1295, 0.913653, 0, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913653, 0.913655, 0.913653, 0.913653, 0.990944
14.2717, 1.11549, 0.981324, 0.912648, 1.76507, 0.134166, 0.912648, 0, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.912648, 0.91265, 0.912648, 0.912648, 0.981322
14.2795, 1.76406, 0.970705, 0.910055, 1.94012, 0.793359, 0.910055, 0, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910055, 0.910057, 0.910055, 0.910055, 0.970703
14.2874, 1.22652, 0.95991, 0.906673, 1.79625, 0.266608, 0.906673, 0, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906673, 0.906675, 0.906673, 0.906673, 0.959908
14.2953, 3.88426, 0.949744, 0.903297, 2.42575, 2.93452, 0.903297, 0, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903297, 0.903299, 0.903297, 0.903297, 0.949742
14.3032, 0.889219, 0.943939, 0.90366, 1.69977, -0.0547199, 0.90366, 0, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.90366, 0.903662, 0.90366, 0.90366, 0.943937
14.3111, 0, 0.93711, 0.902392, 1.41421, -0.93711, 0.902392, 0, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902392, 0.902394, 0.902392, 0.902392, 0.937108
14.3189, 1.10347, 0.929386, 0.89964, 1.76167, 0.174084, 0.89964, 0, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.89964, 0.899642, 0.89964, 0.89964, 0.929384
14.3268, 0.997646, 0.921483, 0.896152, 1.73137, 0.0761625, 0.896152, 0, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896152, 0.896154, 0.896152, 0.896152, 0.921481
14.3347, 1.89888, 0.914113, 0.892671, 1.97456, 0.984772, 0.892671, 0, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892671, 0.892673, 0.892671, 0.892671, 0.914111
14.3426, 2, 0.910964, 0.892923, 2, 1.08904, 0.892923, 0, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892923, 0.892925, 0.892923, 0.892923, 0.910962
14.3505, 1.09392, 0.906715, 0.891626, 1.75895, 0.187202, 0.891626, 0, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891626, 0.891628, 0.891626, 0.891626, 0.906713
14.3583, 0.997533, 0.901462, 0.888918, 1.73134, 0.0960712, 0.888918, 0, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.888918, 0.88892, 0.888918, 0.888918, 0.90146
14.3662, 3.90855, 0.895875, 0.88551, 2.43075, 3.01267, 0.88551, 0, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.88551, 0.885512, 0.88551, 0.88551, 0.895873
14.3741, 3, 0.890622, 0.882108, 2.23607, 2.10938, 0.882108, 0, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.882108, 0.88211, 0.882108, 0.882108, 0.89062
14.382, 0, 0.888985, 0.882033, 1.41421, -0.888985, 0.882033, 0, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882033, 0.882035, 0.882033, 0.882033, 0.888983
14.3899, 1, 0.886151, 0.880508, 1.73205, 0.113849, 0.880508, 0, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.880508, 0.88051, 0.880508, 0.880508, 0.886149
14.3977, 1, 0.882218, 0.877665, 1.73205, 0.117782, 0.877665, 0, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877665, 0.877667, 0.877665, 0.877665, 0.882216
14.4056, 0, 0.87782, 0.874168, 1.41421, -0.87782, 0.874168, 0, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.874168, 0.87417, 0.874168, 0.874168, 0.877818
14.4135, 1, 0.87359, 0.870678, 1.73205, 0.12641, 0.870678, 0, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.870678, 0.87068, 0.870678, 0.870678, 0.873588
14.4214, 2.07212, 0.872816, 0.870508, 2.01795, 1.1993, 0.870508, 0, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.870508, 0.87051, 0.870508, 0.870508, 0.872814
14.4293, 1.92788, 0.87078, 0.868962, 1.98189, 1.0571, 0.868962, 0, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868962, 0.868964, 0.868962, 0.868962, 0.870778
14.4371, 1, 0.867586, 0.866161, 1.73205, 0.132414, 0.866161, 0, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866161, 0.866163, 0.866161, 0.866161, 0.867584
14.445, 1, 0.863848, 0.862739, 1.73205, 0.136152, 0.862739, 0, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862739, 0.862741, 0.862739, 0.862739, 0.863846
14.4529, 0.312887, 0.860182, 0.859324, 1.52082, -0.547295, 0.859324, 0, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859324, 0.859326, 0.859324, 0.859324, 0.86018
14.4608, 5.68711, 0.859529, 0.858868, 2.77256, 4.82758, 0.858868, 0, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.858868, 0.85887, 0.858868, 0.858868, 0.859527
14.4686, 0.0577447, 0.857638, 0.857132, 1.43448, -0.799893, 0.857132, 0, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857132, 0.857134, 0.857132, 0.857132, 0.857636
14.4765, 0.997522, 0.854614, 0.854229, 1.73134, 0.142908, 0.854229, 0, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854229, 0.854231, 0.854229, 0.854229, 0.854612
14.4844, 0.997522, 0.851039, 0.850748, 1.73134, 0.146482, 0.850748, 0, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.850748, 0.85075, 0.850748, 0.850748, 0.851038
14.4923, 1.94721, 0.847494, 0.847274, 1.98676, 1.09972, 0.847274, 0, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847274, 0.847276, 0.847274, 0.847274, 0.847492
14.5002, 2, 0.846881, 0.846717, 2, 1.15312, 0.846717, 0, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846717, 0.846719, 0.846717, 0.846717, 0.846879
14.508, 3.0456, 0.845082, 0.844959, 2.24624, 2.20052, 0.844959, 0, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844959, 0.844961, 0.844959, 0.844959, 0.84508
