   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
6.92027, 288.951, 268.423, 32.6068, 17.0573, 20.528, 32.6068, 0, 32.6068, 32.6087, 32.6069, 268.421, 32.6069, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6068, 32.6069
6.92814, 327.802, 312.029, 32.5383, 18.1604, 15.773, 32.5383, 0, 32.5383, 32.5401, 32.5384, 312.027, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5383, 32.5384
6.93602, 386.507, 360.418, 32.4555, 19.7106, 26.0891, 32.4555, 0, 32.4555, 32.4571, 32.4555, 360.416, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555, 32.4555
6.9439, 465.744, 413.388, 32.3555, 21.6274, 52.3554, 32.3555, 0, 32.3555, 32.3571, 32.3556, 413.386, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3555, 32.3556
6.95178, 500.974, 470.536, 32.2354, 22.4271, 30.4377, 32.2354, 0, 32.2354, 32.2368, 32.2354, 470.534, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2355
6.95966, 555.899, 531.284, 32.0916, 23.6199, 24.6151, 32.0916, 0, 32.0916, 32.093, 32.0917, 531.282, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0916, 32.0918
6.96754, 576.724, 594.861, 31.9206, 24.0567, -18.1368, 31.9206, 0, 31.9206, 31.9218, 31.9207, 594.859, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9206, 31.9208
6.97542, 694.382, 660.284, 31.7185, 26.3891, 34.0986, 31.7185, 0, 31.7185, 31.7197, 31.7186, 660.282, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7185, 31.7188
6.9833, 758.917, 726.427, 31.4814, 27.5847, 32.4898, 31.4814, 0, 31.4815, 31.4825, 31.4815, 726.425, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4814, 31.4815, 31.4814, 31.4814, 31.4818
6.99118, 768.061, 791.988, 31.2055, 27.75, -23.9267, 31.2055, 0, 31.2055, 31.2064, 31.2056, 791.987, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2055, 31.2059
6.99906, 835.112, 855.585, 30.8869, 28.9329, -20.4727, 30.8869, 0, 30.8869, 30.8877, 30.887, 855.584, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8869, 30.8874
7.00694, 875.785, 915.193, 29.9561, 29.6274, -39.4075, 29.9561, 0, 29.9561, 29.9568, 29.9562, 915.191, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9561, 29.9567
7.01482, 988.029, 970.177, 29.2379, 31.4647, 17.8513, 29.2379, 0, 29.2379, 29.2385, 29.238, 970.176, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2379, 29.2387
7.0227, 996.261, 1018.88, 28.4811, 31.5953, -22.6144, 28.4811, 0, 28.4811, 28.4817, 28.4812, 1018.87, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.4811, 28.482
7.03058, 989.614, 1060, 27.6883, 31.4899, -70.3867, 27.6883, 0, 27.6883, 27.6887, 27.6884, 1060, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6883, 27.6894
7.03845, 1044.08, 1092.41, 26.8629, 32.3432, -48.3293, 26.8629, 0, 26.8629, 26.8633, 26.863, 1092.41, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8629, 26.8642
7.04633, 1083.64, 1115.21, 26.0094, 32.949, -31.571, 26.0094, 0, 26.0094, 26.0097, 26.0095, 1115.21, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0094, 26.0108
7.05421, 1016.4, 1127.73, 25.133, 31.9124, -111.336, 25.133, 0, 25.133, 25.1333, 25.1331, 1127.73, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.133, 25.1346
7.06209, 1089.21, 1129.63, 24.2401, 33.0334, -40.4247, 24.2401, 0, 24.2401, 24.2403, 24.2402, 1129.63, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2401, 24.2419
7.06997, 1082.78, 1120.85, 23.3375, 32.936, -38.0663, 23.3375, 0, 23.3375, 23.3377, 23.3376, 1120.85, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3375, 23.3396
7.07785, 1030.88, 1101.64, 22.433, 32.1385, -70.7532, 22.433, 0, 22.433, 22.4332, 22.4331, 1101.63, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.433, 22.4353
7.08573, 1046.89, 1072.55, 21.534, 32.3865, -25.6608, 21.534, 0, 21.534, 21.5341, 21.5341, 1072.55, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.534, 21.5364
7.09361, 980.839, 1034.41, 20.6484, 31.3503, -53.5673, 20.6484, 0, 20.6484, 20.6485, 20.6485, 1034.4, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6484, 20.6511
7.10149, 893.135, 988.255, 19.7835, 29.9188, -95.1198, 19.7835, 0, 19.7835, 19.7836, 19.7836, 988.252, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7835, 19.7864
7.10937, 849.352, 935.325, 18.9462, 29.1779, -85.9729, 18.9462, 0, 18.9462, 18.9463, 18.9463, 935.322, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9462, 18.9493
7.11725, 805.44, 876.973, 18.1429, 28.4155, -71.5334, 18.1429, 0, 18.1429, 18.1429, 18.143, 876.969, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1429, 18.1461
7.12513, 741.332, 814.628, 17.3788, 27.2641, -73.2965, 17.3788, 0, 17.3788, 17.3789, 17.379, 814.625, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3788, 17.3822
7.13301, 697.47, 749.716, 16.6581, 26.4475, -52.2456, 16.6581, 0, 16.6581, 16.6582, 16.6583, 749.712, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6581, 16.6616
7.14089, 619.233, 683.645, 15.984, 24.9245, -64.4127, 15.984, 0, 15.984, 15.984, 15.9842, 683.642, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.984, 15.9876
7.14877, 551.386, 617.71, 15.3582, 23.5242, -66.3234, 15.3582, 0, 15.3582, 15.3583, 15.3585, 617.706, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3582, 15.3619
7.15664, 495.453, 553.089, 14.7815, 22.3036, -57.6363, 14.7815, 0, 14.7815, 14.7815, 14.7819, 553.085, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7815, 14.7851
7.16452, 427.5, 490.804, 14.2535, 20.7244, -63.3045, 14.2535, 0, 14.2536, 14.2536, 14.2541, 490.8, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2535, 14.2572
7.1724, 399.351, 431.685, 13.7729, 20.0337, -32.3345, 13.7729, 0, 13.7729, 13.773, 13.7737, 431.681, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7729, 13.7765
7.18028, 346.734, 376.4, 13.3375, 18.6744, -29.6656, 13.3375, 0, 13.3375, 13.3375, 13.3385, 376.395, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.3375, 13.341
7.18816, 288.522, 325.405, 12.9443, 17.0447, -36.8827, 12.9443, 0, 12.9443, 12.9443, 12.9457, 325.4, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9443, 12.9476
7.19604, 250.581, 278.992, 12.5893, 15.8928, -28.4114, 12.5893, 0, 12.5893, 12.5893, 12.5912, 278.987, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5893, 12.5925
7.20392, 213.649, 237.289, 12.2682, 14.685, -23.6403, 12.2682, 0, 12.2682, 12.2683, 12.2709, 237.283, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2682, 12.2713
7.2118, 172.19, 200.279, 11.977, 13.1981, -28.0892, 11.977, 0, 11.977, 11.977, 11.9806, 200.273, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.977, 11.9798
7.21968, 141.492, 167.826, 11.7108, 11.9788, -26.3343, 11.7108, 0, 11.7108, 11.7108, 11.7157, 167.819, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7108, 11.7134
7.22756, 129.01, 139.702, 11.4653, 11.446, -10.6919, 11.4653, 0, 11.4653, 11.4653, 11.4718, 139.693, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4653, 11.4677
7.23544, 96.1797, 115.6, 11.2361, 9.90857, -19.4208, 11.2361, 0, 11.2361, 11.2361, 11.2448, 115.589, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2361, 11.2383
7.24332, 78.7656, 95.1754, 11.0192, 8.98697, -16.4098, 11.0192, 0, 11.0193, 11.0193, 11.0308, 95.1618, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0192, 11.0212
7.2512, 71.1373, 78.0524, 10.8115, 8.55203, -6.91516, 10.8115, 0, 10.8115, 10.8115, 10.8267, 78.0353, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8115, 10.8132
7.25908, 60.6253, 63.8445, 10.6096, 7.91362, -3.21915, 10.6096, 0, 10.6096, 10.6096, 10.6294, 63.823, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6096, 10.6112
7.26695, 53.3866, 52.1766, 10.4105, 7.44222, 1.20996, 10.4105, 0, 10.4105, 10.4105, 10.436, 52.1496, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4105, 10.4119
7.27483, 34.4505, 42.685, 10.2117, 6.03743, -8.23449, 10.2117, 0, 10.2117, 10.2117, 10.2443, 42.6511, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2117, 10.2129
7.28271, 19.7177, 35.0367, 10.0111, 4.66023, -15.3189, 10.0111, 0, 10.0111, 10.0111, 10.0524, 34.9942, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0111, 10.0121
7.29059, 29.4838, 28.9253, 9.80672, 5.61104, 0.558487, 9.80672, 0, 9.80673, 9.80677, 9.85857, 28.8725, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80672, 9.80673, 9.80672, 9.80672, 9.80762
7.29847, 14.2101, 24.0801, 9.59671, 4.02617, -9.87003, 9.59671, 0, 9.59671, 9.59675, 9.6611, 24.0149, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59671, 9.59747
7.30635, 10.2371, 20.4307, 9.54569, 3.49816, -10.1935, 9.54569, 0, 9.5457, 9.54574, 9.62492, 20.3507, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54569, 9.54634
7.31423, 9.49207, 17.4429, 9.32116, 3.39, -7.95079, 9.32116, 0, 9.32116, 9.32121, 9.4177, 17.3457, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32116, 9.32171
7.32211, 11.2574, 15.121, 9.09818, 3.64107, -3.86361, 9.09818, 0, 9.09818, 9.09823, 9.21471, 15.004, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09818, 9.09865
7.32999, 2.96513, 13.3246, 8.87714, 2.22826, -10.3594, 8.87714, 0, 8.87715, 8.87719, 9.01645, 13.1848, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87714, 8.87715, 8.87714, 8.87714, 8.87755
7.33787, 9.03011, 11.9377, 8.65846, 3.32116, -2.90757, 8.65846, 0, 8.65846, 8.65851, 8.82341, 11.7723, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65846, 8.65883
7.34575, 7.18278, 10.8672, 8.4425, 3.03031, -3.68439, 8.4425, 0, 8.4425, 8.44255, 8.63595, 10.6733, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.4425, 8.44286
7.35363, 8.28174, 10.1319, 8.32279, 3.20652, -1.85019, 8.32279, 0, 8.3228, 8.32284, 8.5475, 9.9068, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32279, 8.32317
7.36151, 6.76051, 9.57729, 8.20357, 2.95982, -2.81678, 8.20357, 0, 8.20358, 8.20362, 8.4621, 9.31829, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20357, 8.20399
7.36939, 8.68438, 9.15794, 8.08521, 3.2687, -0.473557, 8.08521, 0, 8.08521, 8.08526, 8.37981, 8.86277, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08521, 8.08572
7.37726, 7.53322, 8.83881, 7.968, 3.08759, -1.30559, 7.968, 0, 7.96801, 7.96805, 8.30052, 8.50558, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.968, 7.96865
7.38514, 11.443, 8.59245, 7.85139, 3.66647, 2.85054, 7.85139, 0, 7.8514, 7.85144, 8.22314, 8.21979, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85139, 7.85225
7.39302, 13.3201, 8.39875, 7.73564, 3.91409, 4.92132, 7.73564, 0, 7.73565, 7.73569, 8.1473, 7.98589, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73564, 7.73679
7.4009, 9.77497, 8.24262, 7.62098, 3.43147, 1.53235, 7.62098, 0, 7.62099, 7.62104, 8.07252, 7.78949, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62098, 7.62099, 7.62098, 7.62098, 7.62252
7.40878, 7.21546, 8.11213, 7.50694, 3.0357, -0.896664, 7.50694, 0, 7.50695, 7.507, 7.99753, 7.61941, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.50694, 7.509
7.41666, 10.9951, 7.99898, 7.39376, 3.60487, 2.99609, 7.39376, 0, 7.39377, 7.39381, 7.92174, 7.46818, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39376, 7.39651
7.42454, 5.42101, 7.89706, 7.28167, 2.72415, -2.47604, 7.28167, 0, 7.28168, 7.28172, 7.84453, 7.33049, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28167, 7.28531
7.43242, 7.35879, 7.8012, 7.17021, 3.05921, -0.442415, 7.17021, 0, 7.17022, 7.17026, 7.76461, 7.20195, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.17021, 7.175
7.4403, 8.62193, 7.70817, 7.05961, 3.25913, 0.913765, 7.05961, 0, 7.05962, 7.05966, 7.68141, 7.08007, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.05961, 7.06584
7.44818, 8.78463, 7.61561, 6.95007, 3.284, 1.16903, 6.95007, 0, 6.95008, 6.95012, 7.59442, 6.96315, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95007, 6.95811
7.45606, 10.7896, 7.52127, 6.84118, 3.57625, 3.26832, 6.84118, 0, 6.84118, 6.84123, 7.50264, 6.84946, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.84118, 6.85145
7.46394, 7.59331, 7.4241, 6.73314, 3.09731, 0.169206, 6.73314, 0, 6.73315, 6.7332, 7.40582, 6.73835, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.73314, 6.74615
7.47182, 5.59535, 7.32348, 6.62617, 2.75597, -1.72813, 6.62617, 0, 6.62617, 6.62622, 7.30386, 6.62941, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.62617, 6.64248
7.4797, 9.79682, 7.21855, 6.51986, 3.43465, 2.57826, 6.51986, 0, 6.51986, 6.51991, 7.19623, 6.52186, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.51986, 6.54011
7.48758, 5.38255, 7.10938, 6.4144, 2.71709, -1.72683, 6.4144, 0, 6.41441, 6.41446, 7.08317, 6.41563, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.4144, 6.43932
7.49546, 8.41648, 6.99625, 6.30998, 3.22746, 1.42023, 6.30998, 0, 6.30999, 6.31004, 6.96509, 6.31073, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.30998, 6.34034
7.50333, 2.56419, 6.87915, 6.20624, 2.1364, -4.31496, 6.20624, 0, 6.20624, 6.2063, 6.84201, 6.20669, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.20624, 6.24286
7.51121, 7.80409, 6.75875, 6.10335, 3.13115, 1.04534, 6.10335, 0, 6.10336, 6.10341, 6.71464, 6.10362, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.10335, 6.14713
7.51909, 7.54491, 6.63585, 6.0015, 3.08948, 0.90906, 6.0015, 0, 6.00151, 6.00156, 6.58381, 6.00166, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.0015, 6.05332
7.52697, 8.4404, 6.51084, 5.90034, 3.23116, 1.92956, 5.90034, 0, 5.90034, 5.9004, 6.44993, 5.90043, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.90034, 5.96109
7.53485, 5.81367, 6.38464, 5.80003, 2.79529, -0.570973, 5.80003, 0, 5.80004, 5.80009, 6.31396, 5.80009, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.80003, 5.8706
7.54273, 7.99507, 6.25816, 5.70073, 3.1615, 1.73691, 5.70073, 0, 5.70073, 5.70079, 6.17688, 5.70076, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.70073, 5.78191
7.55061, 3.69256, 6.13183, 5.60214, 2.38591, -2.43927, 5.60214, 0, 5.60215, 5.6022, 6.03925, 5.60215, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.60214, 5.69465
7.55849, 13.2979, 6.0065, 5.50441, 3.91125, 7.2914, 5.50441, 0, 5.50442, 5.50448, 5.902, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.50441, 5.60884
7.56637, 7.33432, 5.88284, 5.40767, 3.05521, 1.45149, 5.40767, 0, 5.40767, 5.40773, 5.76599, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.40767, 5.52444
7.57425, 6.82314, 5.76108, 5.31167, 2.97038, 1.06206, 5.31167, 0, 5.31167, 5.31173, 5.63166, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.31167, 5.44101
7.58213, 7.82804, 5.64168, 5.21652, 3.13497, 2.18635, 5.21652, 0, 5.21653, 5.21659, 5.49968, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.21652, 5.35845
