   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_291.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
13.9791, 1.1974, 1.06835, 0.976219, 1.78813, 0.12905, 0, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976219, 0.976221, 0.976219, 0.976219, 1.06835, 0.976219
13.9869, 3.79789, 1.07209, 0.969482, 2.40788, 2.7258, 0, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969482, 0.969484, 0.969482, 0.969482, 1.07209, 0.969482
13.9948, 1.19264, 1.07719, 0.963647, 1.7868, 0.115447, 0, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963647, 0.963649, 0.963647, 0.963647, 1.07719, 0.963647
14.0027, 2.60971, 1.08177, 0.956944, 2.14702, 1.52794, 0, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956944, 0.956946, 0.956944, 0.956944, 1.08177, 0.956944
14.0105, 0, 1.08584, 0.949505, 1.41421, -1.08584, 0, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949505, 0.949508, 0.949505, 0.949505, 1.08584, 0.949505
14.0184, 1, 1.08966, 0.941718, 1.73205, -0.0896598, 0, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941718, 0.941721, 0.941718, 0.941718, 1.08966, 0.941718
14.0263, 0.556134, 1.09346, 0.933963, 1.59879, -0.537322, 0, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933963, 0.933966, 0.933963, 0.933963, 1.09345, 0.933963
14.0341, 3.44387, 1.09971, 0.928879, 2.33321, 2.34415, 0, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928879, 0.928881, 0.928879, 0.928879, 1.09971, 0.928879
14.042, 0.180669, 1.10431, 0.922509, 1.47671, -0.923639, 0, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922509, 0.922512, 0.922509, 0.922509, 1.10431, 0.922509
14.0499, 1.81933, 1.10726, 0.915047, 1.95431, 0.712069, 0, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915047, 0.915049, 0.915047, 0.915047, 1.10726, 0.915047
14.0577, 1.17594, 1.10898, 0.90706, 1.78212, 0.0669597, 0, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.90706, 0.907062, 0.90706, 0.90706, 1.10898, 0.90706
14.0656, 1.82406, 1.10985, 0.899107, 1.95552, 0.714208, 0, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.899107, 0.89911, 0.899107, 0.899107, 1.10985, 0.899107
14.0735, 0.342007, 1.11287, 0.89433, 1.53036, -0.770866, 0, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.89433, 0.894332, 0.89433, 0.89433, 1.11287, 0.89433
14.0813, 3.65799, 1.1132, 0.888032, 2.37865, 2.54479, 0, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888032, 0.888034, 0.888032, 0.888032, 1.1132, 0.888032
14.0892, 0, 1.11095, 0.880439, 1.41421, -1.11095, 0, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880439, 0.880441, 0.880439, 0.880439, 1.11095, 0.880439
14.0971, 2.16382, 1.10669, 0.872224, 2.04054, 1.05713, 0, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872224, 0.872226, 0.872224, 0.872224, 1.10669, 0.872224
14.1049, 0.997626, 1.10101, 0.864047, 1.73137, -0.103383, 0, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864047, 0.864049, 0.864047, 0.864047, 1.10101, 0.864047
14.1128, 0.838558, 1.09759, 0.859642, 1.6848, -0.259036, 0, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859642, 0.859644, 0.859642, 0.859642, 1.09759, 0.859642
14.1207, 1, 1.09099, 0.853569, 1.73205, -0.0909884, 0, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853569, 0.853572, 0.853569, 0.853569, 1.09099, 0.853569
14.1285, 0.462454, 1.08143, 0.846056, 1.56922, -0.618979, 0, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846056, 0.846059, 0.846056, 0.846056, 1.08143, 0.846056
14.1364, 2.53755, 1.06971, 0.83785, 2.13015, 1.46783, 0, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.83785, 0.837852, 0.83785, 0.83785, 1.06971, 0.83785
14.1442, 0.298637, 1.05663, 0.829683, 1.51613, -0.757995, 0, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829683, 0.829685, 0.829683, 0.829683, 1.05663, 0.829683
14.1521, 1.84833, 1.04611, 0.825383, 1.96172, 0.802217, 0, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825383, 0.825385, 0.825383, 0.825383, 1.04611, 0.825383
14.16, 1.99752, 1.03265, 0.819341, 1.99938, 0.964868, 0, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819341, 0.819343, 0.819341, 0.819341, 1.03265, 0.819341
14.1678, 2.13999, 1.01662, 0.811784, 2.0347, 1.12337, 0, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811784, 0.811787, 0.811784, 0.811784, 1.01662, 0.811784
14.1757, 2.71552, 0.998956, 0.803499, 2.17153, 1.71657, 0, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803499, 0.803501, 0.803499, 0.803499, 0.998954, 0.803499
14.1836, 2, 0.980581, 0.795255, 2, 1.01942, 0, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795255, 0.795257, 0.795255, 0.795255, 0.980579, 0.795255
14.1914, 2.13494, 0.965848, 0.791241, 2.03346, 1.1691, 0, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791241, 0.791244, 0.791241, 0.791241, 0.965846, 0.791241
14.1993, 1.99752, 0.948866, 0.785395, 1.99938, 1.04866, 0, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785395, 0.785397, 0.785395, 0.785395, 0.948863, 0.785395
14.2072, 0.997522, 0.93003, 0.777948, 1.73134, 0.0674918, 0, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.777948, 0.77795, 0.777948, 0.777948, 0.930027, 0.777948
14.215, 0.997754, 0.910325, 0.76973, 1.7314, 0.0874289, 0, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.76973, 0.769733, 0.76973, 0.76973, 0.910322, 0.76973
14.2229, 1.99741, 0.890714, 0.761557, 1.99935, 1.1067, 0, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761557, 0.761559, 0.761557, 0.761557, 0.890711, 0.761557
14.2308, 0.874845, 0.875579, 0.757672, 1.69554, -0.000733733, 0, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757672, 0.757675, 0.757672, 0.757672, 0.875576, 0.757672
14.2386, 0.120446, 0.858845, 0.751886, 1.45618, -0.738399, 0, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751886, 0.751889, 0.751886, 0.751886, 0.858842, 0.751886
14.2465, 0.879554, 0.840853, 0.744433, 1.69692, 0.0387013, 0, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744433, 0.744435, 0.744433, 0.744433, 0.84085, 0.744433
14.2544, 0.461958, 0.822553, 0.736176, 1.56906, -0.360595, 0, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736176, 0.736178, 0.736176, 0.736176, 0.822551, 0.736176
14.2622, 3.53804, 0.804861, 0.727965, 2.3533, 2.73318, 0, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727965, 0.727967, 0.727965, 0.727965, 0.804859, 0.727965
14.2701, 2.11078, 0.792385, 0.724357, 2.02751, 1.3184, 0, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.724357, 0.72436, 0.724357, 0.724357, 0.792383, 0.724357
14.278, 1.1058, 0.778576, 0.718767, 1.76233, 0.327222, 0, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718767, 0.718769, 0.718767, 0.718767, 0.778573, 0.718767
14.2858, 4.78342, 0.763686, 0.711433, 2.6045, 4.01974, 0, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711433, 0.711435, 0.711433, 0.711433, 0.763683, 0.711433
14.2937, 1.10347, 0.748627, 0.703258, 1.76167, 0.354842, 0, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703258, 0.703261, 0.703258, 0.703258, 0.748625, 0.703258
14.3015, 2.99765, 0.734278, 0.695131, 2.23554, 2.26337, 0, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695131, 0.695134, 0.695131, 0.695131, 0.734276, 0.695131
14.3094, 1.89888, 0.725249, 0.691679, 1.97456, 1.17364, 0, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691679, 0.691682, 0.691679, 0.691679, 0.725246, 0.691679
14.3173, 0.288848, 0.714791, 0.686183, 1.51289, -0.425943, 0, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686183, 0.686185, 0.686183, 0.686183, 0.714788, 0.686183
14.3251, 2.71115, 0.70311, 0.678881, 2.17052, 2.00804, 0, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678881, 0.678884, 0.678881, 0.678881, 0.703108, 0.678881
14.333, 0.0914498, 0.691104, 0.670711, 1.44618, -0.599654, 0, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670711, 0.670713, 0.670711, 0.670711, 0.691102, 0.670711
14.3409, 1.99752, 0.679649, 0.66259, 1.99938, 1.31787, 0, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.66259, 0.662592, 0.66259, 0.66259, 0.679646, 0.66259
14.3487, 1.99765, 0.673584, 0.659402, 1.99941, 1.32406, 0, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659402, 0.659405, 0.659402, 0.659402, 0.673581, 0.659402
14.3566, 0.997646, 0.665817, 0.6541, 1.73137, 0.331828, 0, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.6541, 0.654102, 0.6541, 0.6541, 0.665815, 0.6541
14.3645, 0.915737, 0.656548, 0.646926, 1.70755, 0.259189, 0, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646926, 0.646929, 0.646926, 0.646926, 0.656546, 0.646926
14.3723, 0, 0.646705, 0.638852, 1.41421, -0.646705, 0, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638852, 0.638855, 0.638852, 0.638852, 0.646702, 0.638852
14.3802, 0, 0.637198, 0.630829, 1.41421, -0.637198, 0, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630829, 0.630831, 0.630829, 0.630829, 0.637196, 0.630829
14.3881, 0.074588, 0.632957, 0.627822, 1.44034, -0.558368, 0, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627822, 0.627824, 0.627822, 0.627822, 0.632954, 0.627822
14.3959, 0.925412, 0.62676, 0.622646, 1.71038, 0.298652, 0, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622646, 0.622649, 0.622646, 0.622646, 0.626758, 0.622646
14.4038, 2, 0.618822, 0.615546, 2, 1.38118, 0, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615546, 0.615548, 0.615546, 0.615546, 0.61882, 0.615546
14.4117, 0.201859, 0.610114, 0.60752, 1.48387, -0.408255, 0, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.60752, 0.607522, 0.60752, 0.60752, 0.610111, 0.60752
14.4195, 2.92825, 0.601587, 0.599547, 2.21997, 2.32667, 0, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599547, 0.599549, 0.599547, 0.599547, 0.601585, 0.599547
14.4274, 3.93247, 0.598384, 0.596788, 2.43567, 3.33408, 0, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596788, 0.596791, 0.596788, 0.596788, 0.598382, 0.596788
14.4353, 1.99751, 0.593044, 0.591803, 1.99938, 1.40447, 0, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591803, 0.591806, 0.591803, 0.591803, 0.593041, 0.591803
14.4431, 0.997653, 0.585797, 0.584839, 1.73137, 0.411856, 0, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584839, 0.584841, 0.584839, 0.584839, 0.585795, 0.584839
14.451, 0.942255, 0.577659, 0.576923, 1.7153, 0.364596, 0, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576923, 0.576925, 0.576923, 0.576923, 0.577657, 0.576923
14.4589, 1, 0.569623, 0.569061, 1.73205, 0.430377, 0, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569061, 0.569063, 0.569061, 0.569061, 0.56962, 0.569061
14.4667, 0.0505576, 0.566931, 0.566504, 1.43198, -0.516373, 0, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566504, 0.566506, 0.566504, 0.566504, 0.566928, 0.566504
14.4746, 0.997522, 0.561997, 0.561675, 1.73134, 0.435524, 0, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561675, 0.561677, 0.561675, 0.561675, 0.561995, 0.561675
14.4824, 1.95192, 0.555064, 0.554822, 1.98794, 1.39686, 0, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554822, 0.554825, 0.554822, 0.554822, 0.555062, 0.554822
14.4903, 0.0433705, 0.547178, 0.546997, 1.42947, -0.503807, 0, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546997, 0.546999, 0.546997, 0.546997, 0.547175, 0.546997
14.4982, 1.0384, 0.539361, 0.539227, 1.7431, 0.499042, 0, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539227, 0.539229, 0.539227, 0.539227, 0.539359, 0.539227
14.506, 2.95652, 0.536999, 0.5369, 2.22632, 2.41952, 0, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.5369, 0.536902, 0.5369, 0.5369, 0.536997, 0.5369
14.5139, 0.99777, 0.53233, 0.532256, 1.73141, 0.46544, 0, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532256, 0.532259, 0.532256, 0.532256, 0.532327, 0.532256
14.5218, 1.0311, 0.5256, 0.525546, 1.74101, 0.505503, 0, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525546, 0.525548, 0.525546, 0.525546, 0.525598, 0.525546
14.5296, 4.99504, 0.517883, 0.517843, 2.64481, 4.47716, 0, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517843, 0.517845, 0.517843, 0.517843, 0.51788, 0.517843
14.5375, 1.93779, 0.510226, 0.510197, 1.98439, 1.42757, 0, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510197, 0.510199, 0.510197, 0.510197, 0.510223, 0.510197
14.5454, 2.02639, 0.50824, 0.508219, 2.00659, 1.51815, 0, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508219, 0.508221, 0.508219, 0.508219, 0.508238, 0.508219
14.5532, 2.04536, 0.503824, 0.503808, 2.01131, 1.54153, 0, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503808, 0.503811, 0.503808, 0.503808, 0.503822, 0.503808
14.5611, 4.92825, 0.497222, 0.49721, 2.63216, 4.43103, 0, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.49721, 0.497212, 0.49721, 0.49721, 0.497219, 0.49721
14.569, 1, 0.489569, 0.48956, 1.73205, 0.510431, 0, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.48956, 0.489562, 0.48956, 0.48956, 0.489567, 0.48956
14.5768, 0, 0.481977, 0.481969, 1.41421, -0.481977, 0, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481969, 0.481972, 0.481969, 0.481969, 0.481974, 0.481969
14.5847, 0, 0.480951, 0.480946, 1.41421, -0.480951, 0, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480946, 0.480948, 0.480946, 0.480946, 0.480949, 0.480946
14.5926, 0, 0.476971, 0.476966, 1.41421, -0.476971, 0, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476966, 0.476969, 0.476966, 0.476966, 0.476969, 0.476966
14.6004, 1.00954, 0.470328, 0.470324, 1.7348, 0.539213, 0, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470324, 0.470326, 0.470324, 0.470324, 0.470326, 0.470324
14.6083, 0.997645, 0.462405, 0.462401, 1.73137, 0.53524, 0, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462401, 0.462404, 0.462401, 0.462401, 0.462402, 0.462401
14.6162, 0.992814, 0.454549, 0.454545, 1.72998, 0.538265, 0, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454545, 0.454548, 0.454545, 0.454545, 0.454546, 0.454545
14.624, 1, 0.458894, 0.458891, 1.73205, 0.541106, 0, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458891, 0.458893, 0.458891, 0.458891, 0.458891, 0.458891
14.6319, 0, 0.460295, 0.460292, 1.41421, -0.460295, 0, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460292, 0.460295, 0.460292, 0.460292, 0.460293, 0.460292
