   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_315.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0270956, 473.739, 0, 0, 21.8114, 473.739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0192337, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0113719, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00351001, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00435185, 0, 4.54444e-24, 0, 1.41421, -4.54444e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.92678e-27, 0, 0, 3.92248e-29, 0, 7.78728e-29, 0, 4.5354e-24, 0, 0, 0
0.0122137, 0, 1.33362e-23, 0, 1.41421, -1.33362e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61966e-26, 0, 0, 1.15841e-28, 0, 2.38151e-28, 0, 1.33096e-23, 0, 0, 0
0.0200756, 0, 3.78973e-23, 0, 1.41421, -3.78973e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44428e-26, 0, 0, 3.31374e-28, 0, 7.02358e-28, 0, 3.78219e-23, 0, 0, 0
0.0279374, 0, 1.04667e-22, 0, 1.41421, -1.04667e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05599e-25, 0, 0, 9.21544e-28, 0, 2.00682e-27, 0, 1.04458e-22, 0, 0, 0
0.0357993, 0, 2.81754e-22, 0, 1.41421, -2.81754e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53455e-25, 0, 0, 2.49856e-27, 0, 5.57474e-27, 0, 2.81192e-22, 0, 0, 0
0.0436612, 0, 7.40927e-22, 0, 1.41421, -7.40927e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45542e-24, 0, 0, 6.61942e-27, 0, 1.50974e-26, 0, 7.3945e-22, 0, 0, 0
0.051523, 0, 1.90691e-21, 0, 1.41421, -1.90691e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74578e-24, 0, 0, 1.71676e-26, 0, 3.99483e-26, 0, 1.9031e-21, 0, 0, 0
0.0593849, 0, 4.81056e-21, 0, 1.41421, -4.81056e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44948e-24, 0, 0, 4.3654e-26, 0, 1.03466e-25, 0, 4.80096e-21, 0, 0, 0
0.0672468, 0, 1.19107e-20, 0, 1.41421, -1.19107e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33964e-23, 0, 0, 1.08975e-25, 0, 2.62703e-25, 0, 1.18869e-20, 0, 0, 0
0.0751086, 0, 2.89752e-20, 0, 1.41421, -2.89752e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69164e-23, 0, 0, 2.67358e-25, 0, 6.54718e-25, 0, 2.89173e-20, 0, 0, 0
0.0829705, 0, 6.93227e-20, 0, 1.41421, -6.93227e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36172e-22, 0, 0, 6.45262e-25, 0, 1.60339e-24, 0, 6.91843e-20, 0, 0, 0
0.0908323, 0, 1.63244e-19, 0, 1.41421, -1.63244e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20664e-22, 0, 0, 1.53324e-24, 0, 3.86218e-24, 0, 1.62918e-19, 0, 0, 0
0.0986942, 0, 3.78639e-19, 0, 1.41421, -3.78639e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43766e-22, 0, 0, 3.58948e-24, 0, 9.15775e-24, 0, 3.77882e-19, 0, 0, 0
