   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_267.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0277055, 401.55, 0, 0, 20.0886, 401.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0198412, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0119769, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00411264, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00375165, 0, 2.0974e-24, 0, 1.41421, -2.0974e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42777e-26, 0, 0, 3.10273e-29, 0, 2.41262e-28, 0, 2.08285e-24, 0, 0, 0
0.0116159, 0, 6.11811e-24, 0, 1.41421, -6.11811e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16478e-26, 0, 0, 9.19217e-29, 0, 7.28996e-28, 0, 6.07564e-24, 0, 0, 0
0.0194802, 0, 1.72669e-23, 0, 1.41421, -1.72669e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1754e-25, 0, 0, 2.63505e-28, 0, 2.12212e-27, 0, 1.71469e-23, 0, 0, 0
0.0273445, 0, 4.73267e-23, 0, 1.41421, -4.73267e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22164e-25, 0, 0, 7.33614e-28, 0, 5.98017e-27, 0, 4.69978e-23, 0, 0, 0
0.0352088, 0, 1.26349e-22, 0, 1.41421, -1.26349e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60084e-25, 0, 0, 1.98941e-27, 0, 1.63736e-26, 0, 1.2547e-22, 0, 0, 0
0.0430731, 0, 3.29329e-22, 0, 1.41421, -3.29329e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24181e-24, 0, 0, 5.26724e-27, 0, 4.36831e-26, 0, 3.27039e-22, 0, 0, 0
