   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_216.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.028402, 324.85, 0, 0, 18.079, 324.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0205341, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0126661, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00479806, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00306994, 0, 3.67555e-22, 0, 1.41421, -3.67555e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96646e-24, 0, 0, 4.26941e-27, 0, 0, 3.64584e-22, 0, 0, 0
0.0109379, 0, 9.03268e-22, 0, 1.41421, -9.03268e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29008e-24, 0, 0, 1.06572e-26, 0, 0, 8.95967e-22, 0, 0, 0
0.0188059, 0, 2.17972e-21, 0, 1.41421, -2.17972e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75921e-23, 0, 0, 2.61222e-26, 0, 0, 2.1621e-21, 0, 0, 0
0.0266739, 0, 5.17084e-21, 0, 1.41421, -5.17084e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17328e-23, 0, 0, 6.29452e-26, 0, 0, 5.12905e-21, 0, 0, 0
0.0345419, 0, 1.20704e-20, 0, 1.41421, -1.20704e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74173e-23, 0, 0, 1.49256e-25, 0, 0, 1.19728e-20, 0, 0, 0
0.0424099, 0, 2.77487e-20, 0, 1.41421, -2.77487e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23954e-22, 0, 0, 3.48571e-25, 0, 0, 2.75244e-20, 0, 0, 0
