   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_185.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0257403, 278.228, 0, 0, 16.74, 278.228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0178741, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0100078, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00214155, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00572471, 0, 8.14475e-22, 0, 1.41421, -8.14475e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42591e-24, 0, 0, 9.41149e-27, 0, 0, 8.11039e-22, 0, 0, 0
0.013591, 0, 1.9678e-21, 0, 1.41421, -1.9678e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.27711e-24, 0, 0, 2.29806e-26, 0, 0, 1.9595e-21, 0, 0, 0
0.0214572, 0, 4.67321e-21, 0, 1.41421, -4.67321e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96568e-23, 0, 0, 5.51674e-26, 0, 0, 4.6535e-21, 0, 0, 0
0.0293235, 0, 1.09197e-20, 0, 1.41421, -1.09197e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59313e-23, 0, 0, 1.30333e-25, 0, 0, 1.08736e-20, 0, 0, 0
0.0371898, 0, 2.5127e-20, 0, 1.41421, -2.5127e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05691e-22, 0, 0, 3.03284e-25, 0, 0, 2.5021e-20, 0, 0, 0
0.045056, 0, 5.6981e-20, 0, 1.41421, -5.6981e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39678e-22, 0, 0, 6.95656e-25, 0, 0, 5.67406e-20, 0, 0, 0
0.0529223, 0, 1.27427e-19, 0, 1.41421, -1.27427e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35993e-22, 0, 0, 1.57391e-24, 0, 0, 1.26889e-19, 0, 0, 0
0.0607885, 0, 2.81182e-19, 0, 1.41421, -2.81182e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18273e-21, 0, 0, 3.51443e-24, 0, 0, 2.79996e-19, 0, 0, 0
