   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_144.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0281611, 216.566, 0, 0, 14.784, 216.566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0202908, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0124206, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0045503, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00331996, 0, 6.89363e-22, 0, 1.41421, -6.89363e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97271e-25, 0, 0, 1.41423e-26, 0, 1.71854e-26, 0, 6.88634e-22, 0, 0, 0
0.0111902, 0, 1.66309e-21, 0, 1.41421, -1.66309e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68217e-24, 0, 0, 3.44344e-26, 0, 4.25887e-26, 0, 1.66133e-21, 0, 0, 0
0.0190605, 0, 3.94404e-21, 0, 1.41421, -3.94404e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98928e-24, 0, 0, 8.24363e-26, 0, 1.03613e-25, 0, 3.93987e-21, 0, 0, 0
0.0269307, 0, 9.20328e-21, 0, 1.41421, -9.20328e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.30882e-24, 0, 0, 1.94231e-25, 0, 2.47766e-25, 0, 9.19353e-21, 0, 0, 0
0.034801, 0, 2.11488e-20, 0, 1.41421, -2.11488e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13913e-23, 0, 0, 4.50777e-25, 0, 5.82925e-25, 0, 2.11264e-20, 0, 0, 0
0.0426713, 0, 4.78952e-20, 0, 1.41421, -4.78952e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84444e-23, 0, 0, 1.03126e-24, 0, 1.35057e-24, 0, 4.78443e-20, 0, 0, 0
