   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_126.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.029064, 189.496, 0, 0, 13.8382, 189.496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0211916, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0133192, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00544676, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00242564, 0, 1.11201e-22, 0, 1.41421, -1.11201e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.26453e-25, 0, 0, 1.40634e-27, 0, 0, 1.10473e-22, 0, 0, 0
0.010298, 0, 2.90115e-22, 0, 1.41421, -2.90115e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89526e-24, 0, 0, 3.72895e-27, 0, 0, 2.88216e-22, 0, 0, 0
0.0181705, 0, 7.39416e-22, 0, 1.41421, -7.39416e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.83044e-24, 0, 0, 9.65912e-27, 0, 0, 7.34576e-22, 0, 0, 0
0.0260429, 0, 1.84961e-21, 0, 1.41421, -1.84961e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20831e-23, 0, 0, 2.45893e-26, 0, 0, 1.8375e-21, 0, 0, 0
0.0339153, 0, 4.53266e-21, 0, 1.41421, -4.53266e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96109e-23, 0, 0, 6.13083e-26, 0, 0, 4.50299e-21, 0, 0, 0
0.0417877, 0, 1.08986e-20, 0, 1.41421, -1.08986e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11977e-23, 0, 0, 1.49951e-25, 0, 0, 1.08272e-20, 0, 0, 0
0.0496601, 0, 2.72663e-20, 0, 1.41421, -2.72663e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78125e-22, 0, 0, 3.84941e-25, 0, 0, 2.70878e-20, 0, 0, 0
0.0575325, 0, 6.29358e-20, 0, 1.41421, -6.29358e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11145e-22, 0, 0, 9.03119e-25, 0, 0, 6.25238e-20, 0, 0, 0
0.0654049, 0, 1.43097e-19, 0, 1.41421, -1.43097e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.3482e-22, 0, 0, 2.08717e-24, 0, 0, 1.4216e-19, 0, 0, 0
0.0732773, 0, 3.20713e-19, 0, 1.41421, -3.20713e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09514e-21, 0, 0, 4.75483e-24, 0, 0, 3.18613e-19, 0, 0, 0
0.0811497, 0, 7.08944e-19, 0, 1.41421, -7.08944e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63136e-21, 0, 0, 1.06842e-23, 0, 0, 7.04302e-19, 0, 0, 0
0.0890221, 0, 1.54649e-18, 0, 1.41421, -1.54649e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01028e-20, 0, 0, 2.36929e-23, 0, 0, 1.53636e-18, 0, 0, 0
0.0968945, 0, 3.33059e-18, 0, 1.41421, -3.33059e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1758e-20, 0, 0, 5.18767e-23, 0, 0, 3.30878e-18, 0, 0, 0
0.104767, 0, 7.08471e-18, 0, 1.41421, -7.08471e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.62827e-20, 0, 0, 1.12202e-22, 0, 0, 7.03832e-18, 0, 0, 0
0.112639, 0, 1.48906e-17, 0, 1.41421, -1.48906e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.72768e-20, 0, 0, 2.39814e-22, 0, 0, 1.47931e-17, 0, 0, 0
0.120512, 0, 3.09347e-17, 0, 1.41421, -3.09347e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02089e-19, 0, 0, 5.06708e-22, 0, 0, 3.07321e-17, 0, 0, 0
0.128384, 0, 6.35414e-17, 0, 1.41421, -6.35414e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.151e-19, 0, 0, 1.05875e-21, 0, 0, 6.31252e-17, 0, 0, 0
0.136257, 0, 1.29085e-16, 0, 1.41421, -1.29085e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43277e-19, 0, 0, 2.18838e-21, 0, 0, 1.28239e-16, 0, 0, 0
0.144129, 0, 2.59425e-16, 0, 1.41421, -2.59425e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69476e-18, 0, 0, 4.47572e-21, 0, 0, 2.57726e-16, 0, 0, 0
0.152001, 0, 5.15915e-16, 0, 1.41421, -5.15915e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37034e-18, 0, 0, 9.06009e-21, 0, 0, 5.12536e-16, 0, 0, 0
0.159874, 0, 1.01547e-15, 0, 1.41421, -1.01547e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.63382e-18, 0, 0, 1.81567e-20, 0, 0, 1.00882e-15, 0, 0, 0
0.167746, 0, 1.97868e-15, 0, 1.41421, -1.97868e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29261e-17, 0, 0, 3.60309e-20, 0, 0, 1.96571e-15, 0, 0, 0
0.175619, 0, 3.81748e-15, 0, 1.41421, -3.81748e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49385e-17, 0, 0, 7.08164e-20, 0, 0, 3.79247e-15, 0, 0, 0
0.183491, 0, 7.29377e-15, 0, 1.41421, -7.29377e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76481e-17, 0, 0, 1.37879e-19, 0, 0, 7.24599e-15, 0, 0, 0
0.191363, 0, 1.38028e-14, 0, 1.41421, -1.38028e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01695e-17, 0, 0, 2.65975e-19, 0, 0, 1.37124e-14, 0, 0, 0
0.199236, 0, 2.58754e-14, 0, 1.41421, -2.58754e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69035e-16, 0, 0, 5.08432e-19, 0, 0, 2.57059e-14, 0, 0, 0
0.207108, 0, 4.80583e-14, 0, 1.41421, -4.80583e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13948e-16, 0, 0, 9.6325e-19, 0, 0, 4.77434e-14, 0, 0, 0
0.214981, 0, 8.8443e-14, 0, 1.41421, -8.8443e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77766e-16, 0, 0, 1.80901e-18, 0, 0, 8.78634e-14, 0, 0, 0
0.222853, 0, 1.61294e-13, 0, 1.41421, -1.61294e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05368e-15, 0, 0, 3.36818e-18, 0, 0, 1.60237e-13, 0, 0, 0
0.230725, 0, 2.91529e-13, 0, 1.41421, -2.91529e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90444e-15, 0, 0, 6.21818e-18, 0, 0, 2.89618e-13, 0, 0, 0
0.238598, 0, 5.22261e-13, 0, 1.41421, -5.22261e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41173e-15, 0, 0, 1.13843e-17, 0, 0, 5.18838e-13, 0, 0, 0
0.24647, 0, 9.27419e-13, 0, 1.41421, -9.27419e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05849e-15, 0, 0, 2.0672e-17, 0, 0, 9.21339e-13, 0, 0, 0
0.254343, 0, 1.6326e-12, 0, 1.41421, -1.6326e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06653e-14, 0, 0, 3.72358e-17, 0, 0, 1.6219e-12, 0, 0, 0
0.262215, 0, 2.84925e-12, 0, 1.41421, -2.84925e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86135e-14, 0, 0, 6.6544e-17, 0, 0, 2.83057e-12, 0, 0, 0
0.270087, 0, 4.93011e-12, 0, 1.41421, -4.93011e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22079e-14, 0, 0, 1.18005e-16, 0, 0, 4.89778e-12, 0, 0, 0
0.27796, 0, 8.45836e-12, 0, 1.41421, -8.45836e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52592e-14, 0, 0, 2.07693e-16, 0, 0, 8.40289e-12, 0, 0, 0
0.285832, 0, 1.43895e-11, 0, 1.41421, -1.43895e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.40115e-14, 0, 0, 3.62876e-16, 0, 0, 1.42951e-11, 0, 0, 0
0.293705, 0, 2.42748e-11, 0, 1.41421, -2.42748e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58605e-13, 0, 0, 6.29531e-16, 0, 0, 2.41155e-11, 0, 0, 0
0.301577, 0, 4.06108e-11, 0, 1.41421, -4.06108e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65363e-13, 0, 0, 1.08473e-15, 0, 0, 4.03444e-11, 0, 0, 0
0.309449, 0, 6.73793e-11, 0, 1.41421, -6.73793e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40324e-13, 0, 0, 1.85691e-15, 0, 0, 6.69372e-11, 0, 0, 0
0.317322, 0, 1.10912e-10, 2.21405e-43, 1.41421, -1.10912e-10, 0, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 2.21405e-43, 7.24927e-13, 2.21405e-43, 2.21405e-43, 3.16502e-15, 2.21405e-43, 2.21405e-43, 1.10184e-10, 2.21405e-43, 2.21405e-43, 2.21405e-43
0.325194, 0, 1.81008e-10, 3.87179e-42, 1.41421, -1.81008e-10, 0, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 3.87179e-42, 1.18331e-12, 3.87179e-42, 3.87179e-42, 5.35352e-15, 3.87179e-42, 3.87179e-42, 1.7982e-10, 3.87179e-42, 3.87179e-42, 3.87179e-42
0.333067, 0, 2.93011e-10, 5.57521e-41, 1.41421, -2.93011e-10, 0, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 5.57521e-41, 1.91597e-12, 5.57521e-41, 5.57521e-41, 9.00659e-15, 5.57521e-41, 5.57521e-41, 2.91086e-10, 5.57521e-41, 5.57521e-41, 5.57521e-41
0.340939, 0, 4.70491e-10, 7.11372e-40, 1.41421, -4.70491e-10, 0, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 7.11372e-40, 3.07745e-12, 7.11372e-40, 7.11372e-40, 1.50777e-14, 7.11372e-40, 7.11372e-40, 4.67399e-10, 7.11372e-40, 7.11372e-40, 7.11372e-40
0.348811, 0, 7.49416e-10, 8.12346e-39, 1.41421, -7.49416e-10, 0, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 8.12346e-39, 4.90381e-12, 8.12346e-39, 8.12346e-39, 2.51288e-14, 8.12346e-39, 8.12346e-39, 7.44487e-10, 8.12346e-39, 8.12346e-39, 8.12346e-39
0.356684, 0, 1.18418e-09, 8.38239e-38, 1.41421, -1.18418e-09, 0, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 8.38239e-38, 7.75249e-12, 8.38239e-38, 8.38239e-38, 4.17156e-14, 8.38239e-38, 8.38239e-38, 1.17639e-09, 8.38239e-38, 8.38239e-38, 8.38239e-38
0.364556, 0, 1.85633e-09, 7.85662e-37, 1.41421, -1.85633e-09, 0, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 7.85662e-37, 1.21603e-11, 7.85662e-37, 7.85662e-37, 6.90159e-14, 7.85662e-37, 7.85662e-37, 1.8441e-09, 7.85662e-37, 7.85662e-37, 7.85662e-37
0.372429, 0, 2.88707e-09, 6.73171e-36, 1.41421, -2.88707e-09, 0, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 6.73171e-36, 1.89266e-11, 6.73171e-36, 6.73171e-36, 1.13857e-13, 6.73171e-36, 6.73171e-36, 2.86803e-09, 6.73171e-36, 6.73171e-36, 6.73171e-36
0.380301, 0, 4.45495e-09, 5.29364e-35, 1.41421, -4.45495e-09, 0, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 5.29364e-35, 2.92321e-11, 5.29364e-35, 5.29364e-35, 1.874e-13, 5.29364e-35, 5.29364e-35, 4.42553e-09, 5.29364e-35, 5.29364e-35, 5.29364e-35
0.388173, 0, 6.82081e-09, 3.83824e-34, 1.41421, -6.82081e-09, 0, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 3.83824e-34, 4.48065e-11, 3.83824e-34, 3.83824e-34, 3.07889e-13, 3.83824e-34, 3.83824e-34, 6.7757e-09, 3.83824e-34, 3.83824e-34, 3.83824e-34
0.396046, 0, 1.03624e-08, 2.64614e-33, 1.41421, -1.03624e-08, 0, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 2.64614e-33, 6.8164e-11, 2.64614e-33, 2.64614e-33, 5.05165e-13, 2.64614e-33, 2.64614e-33, 1.02937e-08, 2.64614e-33, 2.64614e-33, 2.64614e-33
0.403918, 0, 1.56219e-08, 1.54543e-32, 1.41421, -1.56219e-08, 0, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.54543e-32, 1.0293e-10, 1.54543e-32, 1.54543e-32, 8.28038e-13, 1.54543e-32, 1.54543e-32, 1.55181e-08, 1.54543e-32, 1.54543e-32, 1.54543e-32
0.411791, 0, 2.33715e-08, 9.14717e-32, 1.41421, -2.33715e-08, 0, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 9.14717e-32, 1.54293e-10, 9.14717e-32, 9.14717e-32, 1.35633e-12, 9.14717e-32, 9.14717e-32, 2.32158e-08, 9.14717e-32, 9.14717e-32, 9.14717e-32
0.419663, 0, 3.4701e-08, 4.83871e-31, 1.41421, -3.4701e-08, 0, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 4.83871e-31, 2.29623e-10, 4.83871e-31, 4.83871e-31, 2.22049e-12, 4.83871e-31, 4.83871e-31, 3.44692e-08, 4.83871e-31, 4.83871e-31, 4.83871e-31
0.427536, 0, 5.11362e-08, 2.50846e-30, 1.41421, -5.11362e-08, 0, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 2.50846e-30, 3.39313e-10, 2.50846e-30, 2.50846e-30, 3.63341e-12, 2.50846e-30, 2.50846e-30, 5.07932e-08, 2.50846e-30, 2.50846e-30, 2.50846e-30
0.435408, 0, 7.47951e-08, 1.24265e-29, 1.41421, -7.47951e-08, 0, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 1.24265e-29, 4.97913e-10, 1.24265e-29, 1.24265e-29, 5.94183e-12, 1.24265e-29, 1.24265e-29, 7.42912e-08, 1.24265e-29, 1.24265e-29, 1.24265e-29
0.44328, 0, 1.08594e-07, 5.83717e-29, 1.41421, -1.08594e-07, 0, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 5.83717e-29, 7.25659e-10, 5.83717e-29, 5.83717e-29, 9.70886e-12, 5.83717e-29, 5.83717e-29, 1.07859e-07, 5.83717e-29, 5.83717e-29, 5.83717e-29
0.451153, 0, 1.56516e-07, 2.65583e-28, 1.41421, -1.56516e-07, 0, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 2.65583e-28, 1.0505e-09, 2.65583e-28, 2.65583e-28, 1.58458e-11, 2.65583e-28, 2.65583e-28, 1.5545e-07, 2.65583e-28, 2.65583e-28, 2.65583e-28
0.459025, 0, 2.23956e-07, 1.15777e-27, 1.41421, -2.23956e-07, 0, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.15777e-27, 1.5108e-09, 1.15777e-27, 1.15777e-27, 2.58212e-11, 1.15777e-27, 1.15777e-27, 2.22419e-07, 1.15777e-27, 1.15777e-27, 1.15777e-27
0.466898, 0, 3.18164e-07, 4.8167e-27, 1.41421, -3.18164e-07, 0, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 4.8167e-27, 2.15886e-09, 4.8167e-27, 4.8167e-27, 4.19894e-11, 4.8167e-27, 4.8167e-27, 3.15963e-07, 4.8167e-27, 4.8167e-27, 4.8167e-27
0.47477, 0, 4.48805e-07, 1.91307e-26, 1.41421, -4.48805e-07, 0, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 1.91307e-26, 3.06561e-09, 1.91307e-26, 1.91307e-26, 6.81037e-11, 1.91307e-26, 1.91307e-26, 4.45671e-07, 1.91307e-26, 1.91307e-26, 1.91307e-26
0.482642, 0, 6.28672e-07, 7.26198e-26, 1.41421, -6.28672e-07, 0, 7.26198e-26, 7.26198e-26, 7.26198e-26, 7.26198e-26, 7.26198e-26, 7.26198e-26, 7.26198e-26, 6.4896e-12, 7.26198e-26, 7.26198e-26, 7.26198e-26, 4.32657e-09, 7.26198e-26, 7.26198e-26, 1.1011e-10, 7.26198e-26, 7.26198e-26, 6.24229e-07, 7.26198e-26, 7.26198e-26, 7.26198e-26
