   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_196.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0760663, 0, 8.72199e-19, 0, 1.41421, -8.72199e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37293e-21, 0, 0, 2.40649e-23, 9.6798e-24, 0, 8.66793e-19, 0, 0, 0
0.083933, 0, 1.86789e-18, 0, 1.41421, -1.86789e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15066e-20, 0, 0, 5.21484e-23, 2.1113e-23, 0, 1.85631e-18, 0, 0, 0
0.0917997, 0, 3.95228e-18, 0, 1.41421, -3.95228e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43468e-20, 0, 0, 1.1168e-22, 4.54915e-23, 0, 3.92777e-18, 0, 0, 0
0.0996664, 0, 8.26546e-18, 0, 1.41421, -8.26546e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09169e-20, 0, 0, 2.3646e-22, 9.68719e-23, 0, 8.21421e-18, 0, 0, 0
0.107533, 0, 1.70907e-17, 0, 1.41421, -1.70907e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05282e-19, 0, 0, 4.95155e-22, 2.03952e-22, 0, 1.69847e-17, 0, 0, 0
0.1154, 0, 3.49511e-17, 0, 1.41421, -3.49511e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15306e-19, 0, 0, 1.02581e-21, 4.24699e-22, 0, 3.47344e-17, 0, 0, 0
0.123267, 0, 7.07114e-17, 0, 1.41421, -7.07114e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35596e-19, 0, 0, 2.10308e-21, 8.74985e-22, 0, 7.02729e-17, 0, 0, 0
0.131133, 0, 1.41565e-16, 0, 1.41421, -1.41565e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7207e-19, 0, 0, 4.26804e-21, 1.7841e-21, 0, 1.40687e-16, 0, 0, 0
0.139, 0, 2.80519e-16, 0, 1.41421, -2.80519e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72805e-18, 0, 0, 8.57604e-21, 3.6013e-21, 0, 2.78779e-16, 0, 0, 0
0.146867, 0, 5.50295e-16, 0, 1.41421, -5.50295e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38992e-18, 0, 0, 1.70659e-20, 7.19837e-21, 0, 5.46881e-16, 0, 0, 0
0.154733, 0, 1.06891e-15, 0, 1.41421, -1.06891e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58467e-18, 0, 0, 3.36388e-20, 1.42512e-20, 0, 1.06228e-15, 0, 0, 0
0.1626, 0, 2.05625e-15, 0, 1.41421, -2.05625e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26668e-17, 0, 0, 6.56911e-20, 2.79514e-20, 0, 2.04348e-15, 0, 0, 0
0.170467, 0, 3.91802e-15, 0, 1.41421, -3.91802e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41356e-17, 0, 0, 1.27116e-19, 5.43237e-20, 0, 3.8937e-15, 0, 0, 0
0.178334, 0, 7.39569e-15, 0, 1.41421, -7.39569e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55585e-17, 0, 0, 2.43776e-19, 1.04639e-19, 0, 7.34978e-15, 0, 0, 0
0.1862, 0, 1.38316e-14, 0, 1.41421, -1.38316e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52045e-17, 0, 0, 4.63389e-19, 1.998e-19, 0, 1.37457e-14, 0, 0, 0
0.194067, 0, 2.5633e-14, 0, 1.41421, -2.5633e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57902e-16, 0, 0, 8.73216e-19, 3.78245e-19, 0, 2.54738e-14, 0, 0, 0
0.201934, 0, 4.70772e-14, 0, 1.41421, -4.70772e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90001e-16, 0, 0, 1.63146e-18, 7.1007e-19, 0, 4.67848e-14, 0, 0, 0
0.209801, 0, 8.56944e-14, 0, 1.41421, -8.56944e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27887e-16, 0, 0, 3.02259e-18, 1.32206e-18, 0, 8.51622e-14, 0, 0, 0
0.217667, 0, 1.5502e-13, 0, 1.41421, -1.5502e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.54941e-16, 0, 0, 5.57667e-18, 2.45323e-18, 0, 1.54057e-13, 0, 0, 0
0.225534, 0, 2.77178e-13, 0, 1.41421, -2.77178e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70745e-15, 0, 0, 1.01592e-17, 4.49295e-18, 0, 2.75455e-13, 0, 0, 0
0.233401, 0, 4.91358e-13, 0, 1.41421, -4.91358e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02685e-15, 0, 0, 1.83604e-17, 8.16521e-18, 0, 4.88305e-13, 0, 0, 0
0.241267, 0, 8.63649e-13, 0, 1.41421, -8.63649e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32028e-15, 0, 0, 3.29233e-17, 1.47265e-17, 0, 8.58281e-13, 0, 0, 0
0.249134, 0, 1.50523e-12, 0, 1.41421, -1.50523e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27274e-15, 0, 0, 5.85841e-17, 2.63643e-17, 0, 1.49588e-12, 0, 0, 0
0.257001, 0, 2.60152e-12, 0, 1.41421, -2.60152e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60266e-14, 0, 0, 1.03461e-16, 4.6856e-17, 0, 2.58535e-12, 0, 0, 0
0.264868, 0, 4.45895e-12, 0, 1.41421, -4.45895e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.747e-14, 0, 0, 1.81369e-16, 8.2682e-17, 0, 4.43121e-12, 0, 0, 0
0.272734, 0, 7.57955e-12, 0, 1.41421, -7.57955e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66969e-14, 0, 0, 3.15657e-16, 1.44885e-16, 0, 7.53239e-12, 0, 0, 0
0.280601, 0, 1.27786e-11, 0, 1.41421, -1.27786e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.87325e-14, 0, 0, 5.4554e-16, 2.52158e-16, 0, 1.26991e-11, 0, 0, 0
0.288468, 0, 2.13685e-11, 0, 1.41421, -2.13685e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31667e-13, 0, 0, 9.36459e-16, 4.35948e-16, 0, 2.12354e-11, 0, 0, 0
0.296334, 0, 3.54434e-11, 0, 1.41421, -3.54434e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18416e-13, 0, 0, 1.59703e-15, 7.48852e-16, 0, 3.52226e-11, 0, 0, 0
0.304201, 0, 5.8316e-11, 0, 1.41421, -5.8316e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59415e-13, 0, 0, 2.70658e-15, 1.27833e-15, 0, 5.79526e-11, 0, 0, 0
0.312068, 0, 9.51816e-11, 2.8026e-44, 1.41421, -9.51816e-11, 0, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 5.86727e-13, 2.8026e-44, 2.8026e-44, 4.55985e-15, 2.16909e-15, 2.8026e-44, 9.45881e-11, 2.8026e-44, 2.8026e-44, 2.8026e-44
0.319935, 0, 1.54116e-10, 5.75934e-43, 1.41421, -1.54116e-10, 0, 5.75934e-43, 5.75934e-43, 5.75934e-43, 5.75934e-43, 5.75934e-43, 5.75934e-43, 5.75934e-43, 5.75934e-43, 5.75934e-43, 9.50227e-13, 5.75934e-43, 5.75934e-43, 7.63937e-15, 3.6594e-15, 5.75934e-43, 1.53155e-10, 5.75934e-43, 5.75934e-43, 5.75934e-43
0.327801, 0, 2.47566e-10, 8.59136e-42, 1.41421, -2.47566e-10, 0, 8.59136e-42, 8.59136e-42, 8.59136e-42, 8.59136e-42, 8.59136e-42, 8.59136e-42, 8.59136e-42, 8.59136e-42, 8.59136e-42, 1.52683e-12, 8.59136e-42, 8.59136e-42, 1.27325e-14, 6.13983e-15, 8.59136e-42, 2.4602e-10, 8.59136e-42, 8.59136e-42, 8.59136e-42
0.335668, 0, 3.9455e-10, 1.17003e-40, 1.41421, -3.9455e-10, 0, 1.17003e-40, 1.17003e-40, 1.17003e-40, 1.17003e-40, 1.17003e-40, 1.17003e-40, 1.17003e-40, 1.17003e-40, 1.17003e-40, 2.4342e-12, 1.17003e-40, 1.17003e-40, 2.11207e-14, 1.02483e-14, 1.17003e-40, 3.92084e-10, 1.17003e-40, 1.17003e-40, 1.17003e-40
0.343535, 0, 6.23878e-10, 1.43098e-39, 1.41421, -6.23878e-10, 0, 1.43098e-39, 1.43098e-39, 1.43098e-39, 1.43098e-39, 1.43098e-39, 1.43098e-39, 1.43098e-39, 1.43098e-39, 1.43098e-39, 3.85074e-12, 1.43098e-39, 1.43098e-39, 3.48858e-14, 1.70232e-14, 1.43098e-39, 6.19975e-10, 1.43098e-39, 1.43098e-39, 1.43098e-39
0.351401, 0, 9.78816e-10, 1.5771e-38, 1.41421, -9.78816e-10, 0, 1.5771e-38, 1.5771e-38, 1.5771e-38, 1.5771e-38, 1.5771e-38, 1.5771e-38, 1.5771e-38, 1.5771e-38, 1.5771e-38, 6.04481e-12, 1.5771e-38, 1.5771e-38, 5.74059e-14, 2.81503e-14, 1.5771e-38, 9.72685e-10, 1.5771e-38, 1.5771e-38, 1.5771e-38
0.359268, 0, 1.5238e-09, 1.57254e-37, 1.41421, -1.5238e-09, 0, 1.57254e-37, 1.57254e-37, 1.57254e-37, 1.57254e-37, 1.57254e-37, 1.57254e-37, 1.57254e-37, 1.57254e-37, 1.57254e-37, 9.41673e-12, 1.57254e-37, 1.57254e-37, 9.41599e-14, 4.63601e-14, 1.57254e-37, 1.51424e-09, 1.57254e-37, 1.57254e-37, 1.57254e-37
0.367135, 0, 2.35395e-09, 1.42736e-36, 1.41421, -2.35395e-09, 0, 1.42736e-36, 1.42736e-36, 1.42736e-36, 1.42736e-36, 1.42736e-36, 1.42736e-36, 1.42736e-36, 1.42736e-36, 1.42736e-36, 1.45588e-11, 1.42736e-36, 1.42736e-36, 1.54033e-13, 7.60687e-14, 1.42736e-36, 2.33916e-09, 1.42736e-36, 1.42736e-36, 1.42736e-36
0.375002, 0, 3.60853e-09, 1.18594e-35, 1.41421, -3.60853e-09, 0, 1.18594e-35, 1.18594e-35, 1.18594e-35, 1.18594e-35, 1.18594e-35, 1.18594e-35, 1.18594e-35, 1.18594e-35, 1.18594e-35, 2.23405e-11, 1.18594e-35, 1.18594e-35, 2.51442e-13, 1.24409e-13, 1.18594e-35, 3.58582e-09, 1.18594e-35, 1.18594e-35, 1.18594e-35
0.382868, 0, 5.48971e-09, 9.05747e-35, 1.41421, -5.48971e-09, 0, 9.05747e-35, 9.05747e-35, 9.05747e-35, 9.05747e-35, 9.05747e-35, 9.05747e-35, 9.05747e-35, 9.05747e-35, 9.05747e-35, 3.40278e-11, 9.05747e-35, 9.05747e-35, 4.09793e-13, 2.02896e-13, 9.05747e-35, 5.45507e-09, 9.05747e-35, 9.05747e-35, 9.05747e-35
0.390735, 0, 8.28846e-09, 6.38705e-34, 1.41421, -8.28846e-09, 0, 6.38705e-34, 6.38705e-34, 6.38705e-34, 6.38705e-34, 6.38705e-34, 6.38705e-34, 6.38705e-34, 6.38705e-34, 6.38705e-34, 5.14503e-11, 6.38705e-34, 6.38705e-34, 6.67118e-13, 3.30108e-13, 6.38705e-34, 8.23601e-09, 6.38705e-34, 6.38705e-34, 6.38705e-34
0.398602, 0, 1.24202e-08, 4.37954e-33, 1.41421, -1.24202e-08, 0, 4.37954e-33, 4.37954e-33, 4.37954e-33, 4.37954e-33, 4.37954e-33, 4.37954e-33, 4.37954e-33, 4.37954e-33, 4.37954e-33, 7.72315e-11, 4.37954e-33, 4.37954e-33, 1.08524e-12, 5.36013e-13, 4.37954e-33, 1.23413e-08, 4.37954e-33, 4.37954e-33, 4.37954e-33
0.406469, 0, 1.84729e-08, 2.55925e-32, 1.41421, -1.84729e-08, 0, 2.55925e-32, 2.55925e-32, 2.55925e-32, 2.55925e-32, 2.55925e-32, 2.55925e-32, 2.55925e-32, 2.55925e-32, 2.55925e-32, 1.15106e-10, 2.55925e-32, 2.55925e-32, 1.76472e-12, 8.68943e-13, 2.55925e-32, 1.83551e-08, 2.55925e-32, 2.55925e-32, 2.55925e-32
0.414335, 0, 2.72721e-08, 1.40497e-31, 1.41421, -2.72721e-08, 0, 1.40497e-31, 1.40497e-31, 1.40497e-31, 1.40497e-31, 1.40497e-31, 1.40497e-31, 1.40497e-31, 1.40497e-31, 1.40497e-31, 1.70349e-10, 1.40497e-31, 1.40497e-31, 2.86901e-12, 1.40681e-12, 1.40497e-31, 2.70974e-08, 1.40497e-31, 1.40497e-31, 1.40497e-31
0.422202, 0, 3.99674e-08, 7.62359e-31, 1.41421, -3.99674e-08, 0, 7.62359e-31, 7.62359e-31, 7.62359e-31, 7.62359e-31, 7.62359e-31, 7.62359e-31, 7.62359e-31, 7.62359e-31, 7.62359e-31, 2.50365e-10, 7.62359e-31, 7.62359e-31, 4.6637e-12, 2.27512e-12, 7.62359e-31, 3.97101e-08, 7.62359e-31, 7.62359e-31, 7.62359e-31
0.430069, 0, 5.81466e-08, 3.95623e-30, 1.41421, -5.81466e-08, 0, 3.95623e-30, 3.95623e-30, 3.95623e-30, 3.95623e-30, 3.95623e-30, 3.95623e-30, 3.95623e-30, 3.95623e-30, 3.95623e-30, 3.65469e-10, 3.95623e-30, 3.95623e-30, 7.57956e-12, 3.67584e-12, 3.95623e-30, 5.77699e-08, 3.95623e-30, 3.95623e-30, 3.95623e-30
0.437935, 0, 8.39851e-08, 1.94171e-29, 1.41421, -8.39851e-08, 0, 1.94171e-29, 1.94171e-29, 1.94171e-29, 1.94171e-29, 1.94171e-29, 1.94171e-29, 1.94171e-29, 1.94171e-29, 1.94171e-29, 5.29937e-10, 1.94171e-29, 1.94171e-29, 1.23137e-11, 5.93331e-12, 1.94171e-29, 8.34369e-08, 1.94171e-29, 1.94171e-29, 1.94171e-29
0.445802, 0, 1.2044e-07, 9.05998e-29, 1.41421, -1.2044e-07, 0, 9.05998e-29, 9.05998e-29, 9.05998e-29, 9.05998e-29, 9.05998e-29, 9.05998e-29, 9.05998e-29, 9.05998e-29, 9.05998e-29, 7.63401e-10, 9.05998e-29, 9.05998e-29, 1.99912e-11, 9.5672e-12, 9.05998e-29, 1.19647e-07, 9.05998e-29, 9.05998e-29, 9.05998e-29
0.453669, 0, 1.71498e-07, 4.06665e-28, 1.41421, -1.71498e-07, 0, 4.06665e-28, 4.06665e-28, 4.06665e-28, 4.06665e-28, 4.06665e-28, 4.06665e-28, 4.06665e-28, 4.06665e-28, 4.06665e-28, 1.09269e-09, 4.06665e-28, 4.06665e-28, 3.242e-11, 1.54072e-11, 4.06665e-28, 1.70357e-07, 4.06665e-28, 4.06665e-28, 4.06665e-28
0.461536, 0, 2.42493e-07, 1.74399e-27, 1.41421, -2.42493e-07, 0, 1.74399e-27, 1.74399e-27, 1.74399e-27, 1.74399e-27, 1.74399e-27, 1.74399e-27, 1.74399e-27, 1.74399e-27, 1.74399e-27, 1.55421e-09, 1.74399e-27, 1.74399e-27, 5.24931e-11, 2.47725e-11, 1.74399e-27, 2.40861e-07, 1.74399e-27, 1.74399e-27, 1.74399e-27
0.469402, 0, 3.40507e-07, 7.13026e-27, 1.41421, -3.40507e-07, 0, 7.13026e-27, 7.13026e-27, 7.13026e-27, 7.13026e-27, 7.13026e-27, 7.13026e-27, 7.13026e-27, 7.13026e-27, 7.13026e-27, 2.19716e-09, 7.13026e-27, 7.13026e-27, 8.48156e-11, 3.97502e-11, 7.13026e-27, 3.38185e-07, 7.13026e-27, 7.13026e-27, 7.13026e-27
0.477269, 0, 4.74869e-07, 2.78302e-26, 1.41421, -4.74869e-07, 0, 2.78302e-26, 2.78302e-26, 2.78302e-26, 2.78302e-26, 2.78302e-26, 2.78302e-26, 2.78302e-26, 2.78302e-26, 2.78302e-26, 3.08751e-09, 2.78302e-26, 2.78302e-26, 1.36674e-10, 6.36217e-11, 2.78302e-26, 4.71581e-07, 2.78302e-26, 2.78302e-26, 2.78302e-26
0.485136, 0, 6.57775e-07, 1.03852e-25, 1.41421, -6.57775e-07, 0, 1.03852e-25, 1.03852e-25, 1.03852e-25, 1.03852e-25, 1.03852e-25, 1.03852e-25, 1.33819e-12, 1.03852e-25, 1.03852e-25, 4.31328e-09, 1.03852e-25, 1.03852e-25, 2.19525e-10, 1.01513e-10, 1.03852e-25, 6.53139e-07, 1.03852e-25, 1.03852e-25, 1.03852e-25
0.493002, 0, 9.05051e-07, 3.71208e-25, 1.41421, -9.05051e-07, 0, 3.71208e-25, 3.71208e-25, 3.71208e-25, 3.71208e-25, 3.71208e-25, 3.71208e-25, 4.55022e-12, 3.71208e-25, 3.71208e-25, 5.99125e-09, 3.71208e-25, 3.71208e-25, 3.51258e-10, 1.61371e-10, 3.71208e-25, 8.98542e-07, 3.71208e-25, 3.71208e-25, 3.71208e-25
0.500869, 0, 1.24113e-06, 1.28773e-24, 1.41421, -1.24113e-06, 0, 3.55206e-14, 2.24541e-13, 1.35963e-14, 7.6411e-10, 2.21116e-11, 3.97531e-11, 7.31437e-11, 2.0102e-09, 9.33957e-10, 8.27563e-09, 1.4624e-12, 4.27926e-12, 5.59599e-10, 2.5541e-10, 3.76705e-15, 1.22816e-06, 1.28773e-24, 1.28773e-24, 3.05613e-11
0.508736, 0, 1.69417e-06, 5.44934e-10, 1.41421, -1.69417e-06, 5.44934e-10, 5.45054e-10, 5.45694e-10, 5.4498e-10, 3.1317e-09, 6.19789e-10, 6.79511e-10, 7.80784e-10, 7.35012e-09, 3.70669e-09, 1.19133e-08, 5.49884e-10, 5.5942e-10, 1.43221e-09, 9.47182e-10, 5.44946e-10, 1.66839e-06, 5.44934e-10, 5.44934e-10, 6.48394e-10
0.516603, 0, 2.3046e-06, 1.84178e-09, 1.41421, -2.3046e-06, 1.84178e-09, 1.8421e-09, 1.84378e-09, 1.8419e-09, 8.64971e-09, 2.03879e-09, 2.19597e-09, 2.4526e-09, 1.97519e-08, 1.0163e-08, 1.73746e-08, 1.85481e-09, 1.87991e-09, 3.24121e-09, 2.47176e-09, 1.84181e-09, 2.25251e-06, 1.84178e-09, 1.84178e-09, 2.11407e-09
0.524469, 0, 3.13313e-06, 5.08728e-09, 1.41421, -3.13313e-06, 5.08728e-09, 5.08805e-09, 5.09218e-09, 5.08757e-09, 2.17637e-08, 5.56986e-09, 5.95488e-09, 6.56853e-09, 4.89592e-08, 2.54706e-08, 2.6198e-08, 5.11919e-09, 5.18067e-09, 7.28227e-09, 6.06794e-09, 5.08736e-09, 3.02428e-06, 5.08728e-09, 5.08728e-09, 5.75427e-09
0.532336, 0, 4.26215e-06, 1.18641e-08, 1.41421, -4.26215e-06, 1.18641e-08, 1.18659e-08, 1.18752e-08, 1.18648e-08, 4.95051e-08, 1.29533e-08, 1.38224e-08, 1.51906e-08, 1.10889e-07, 5.7872e-08, 4.04058e-08, 1.19361e-08, 1.20749e-08, 1.52854e-08, 1.33806e-08, 1.18643e-08, 4.03782e-06, 1.18641e-08, 1.18641e-08, 1.33696e-08
0.540203, 0, 5.83131e-06, 2.67572e-08, 1.41421, -5.83131e-06, 2.67572e-08, 2.67611e-08, 2.67815e-08, 2.67587e-08, 1.09423e-07, 2.91494e-08, 3.1058e-08, 3.45083e-08, 2.44231e-07, 1.27798e-07, 6.5147e-08, 2.69155e-08, 2.72202e-08, 3.20562e-08, 2.90874e-08, 2.67577e-08, 5.3657e-06, 2.67572e-08, 2.67572e-08, 3.00635e-08
0.548069, 0, 8.06582e-06, 5.87127e-08, 1.41421, -8.06582e-06, 5.87127e-08, 5.87209e-08, 5.87647e-08, 5.87158e-08, 2.35802e-07, 6.38372e-08, 6.79258e-08, 7.5872e-08, 5.24594e-07, 2.75166e-07, 1.10085e-07, 5.90516e-08, 5.97044e-08, 6.68654e-08, 6.22647e-08, 5.87135e-08, 7.10334e-06, 5.87127e-08, 5.87127e-08, 6.57955e-08
0.555936, 0, 1.13555e-05, 1.2567e-07, 1.41421, -1.13555e-05, 1.2567e-07, 1.25687e-07, 1.25779e-07, 1.25676e-07, 4.9616e-07, 1.36391e-07, 1.44945e-07, 1.6857e-07, 1.10034e-06, 5.78513e-07, 1.94069e-07, 1.26379e-07, 1.27745e-07, 1.38128e-07, 1.31043e-07, 1.25672e-07, 9.38063e-06, 1.2567e-07, 1.2567e-07, 1.40488e-07
0.563803, 0, 1.63689e-05, 2.62697e-07, 1.41421, -1.63689e-05, 2.62697e-07, 2.62732e-07, 2.6292e-07, 2.62711e-07, 1.02011e-06, 2.84615e-07, 3.02102e-07, 3.60438e-07, 2.25528e-06, 1.18847e-06, 3.53313e-07, 2.64147e-07, 2.66939e-07, 2.81606e-07, 2.70761e-07, 2.62701e-07, 1.23802e-05, 2.62697e-07, 2.62697e-07, 2.92991e-07
0.57167, 0, 2.42813e-05, 5.36611e-07, 1.41421, -2.42813e-05, 5.36611e-07, 5.36682e-07, 5.37056e-07, 5.36638e-07, 2.0502e-06, 5.80411e-07, 6.15356e-07, 7.49028e-07, 4.5185e-06, 2.38664e-06, 6.56069e-07, 5.39508e-07, 5.45088e-07, 5.65107e-07, 5.48616e-07, 5.36619e-07, 1.63684e-05, 5.36611e-07, 5.36611e-07, 5.97149e-07
0.579536, 0, 3.71446e-05, 1.07152e-06, 1.41421, -3.71446e-05, 1.07152e-06, 1.07166e-06, 1.07239e-06, 1.07157e-06, 4.02885e-06, 1.1571e-06, 1.22537e-06, 1.51939e-06, 8.85157e-06, 4.68621e-06, 1.22824e-06, 1.07718e-06, 1.08808e-06, 1.11415e-06, 1.08925e-06, 1.07153e-06, 2.17466e-05, 1.07152e-06, 1.07152e-06, 1.1898e-06
0.587403, 0, 5.84992e-05, 2.09208e-06, 1.41421, -5.84992e-05, 2.09208e-06, 2.09234e-06, 2.09374e-06, 2.09218e-06, 7.74268e-06, 2.25559e-06, 2.38605e-06, 3.00937e-06, 1.69575e-05, 8.99871e-06, 2.29671e-06, 2.10289e-06, 2.12372e-06, 2.15541e-06, 2.11805e-06, 2.0921e-06, 2.91373e-05, 2.09208e-06, 2.09208e-06, 2.31808e-06
0.59527, 0, 9.43762e-05, 3.99459e-06, 1.41421, -9.43762e-05, 3.99459e-06, 3.99508e-06, 3.99769e-06, 3.99478e-06, 1.45545e-05, 4.30017e-06, 4.54397e-06, 5.84356e-06, 3.17753e-05, 1.69018e-05, 4.26058e-06, 4.0148e-06, 4.05373e-06, 4.08801e-06, 4.03235e-06, 3.99464e-06, 3.95217e-05, 3.99459e-06, 3.99459e-06, 4.41694e-06
0.603136, 0, 0.000154838, 7.46034e-06, 1.41421, -0.000154838, 7.46034e-06, 7.46124e-06, 7.46601e-06, 7.46068e-06, 2.67653e-05, 8.01898e-06, 8.46469e-06, 1.11285e-05, 5.82471e-05, 3.10564e-05, 7.80457e-06, 7.49728e-06, 7.56845e-06, 7.59718e-06, 7.51484e-06, 7.46043e-06, 5.44591e-05, 7.46034e-06, 7.46034e-06, 8.23246e-06
0.611003, 0, 0.000256325, 1.36304e-05, 1.41421, -0.000256325, 1.36304e-05, 1.3632e-05, 1.36405e-05, 1.3631e-05, 4.81596e-05, 1.46296e-05, 1.54268e-05, 2.07927e-05, 0.000104469, 5.58348e-05, 1.4074e-05, 1.36965e-05, 1.38237e-05, 1.38295e-05, 1.37085e-05, 1.36305e-05, 7.64208e-05, 1.36304e-05, 1.36304e-05, 1.50114e-05
