   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_259.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.153314, 0, 1.07373e-16, 0, 1.41421, -1.07373e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.10819e-19, 0, 0, 2.62928e-21, 0, 2.07693e-20, 0, 1.06739e-16, 0, 0, 0
0.161178, 0, 2.18611e-16, 0, 1.41421, -2.18611e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24362e-18, 0, 0, 5.44666e-21, 0, 4.29653e-20, 0, 2.17319e-16, 0, 0, 0
0.169043, 0, 4.40279e-16, 0, 1.41421, -4.40279e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50462e-18, 0, 0, 1.11641e-20, 0, 8.79441e-20, 0, 4.37675e-16, 0, 0, 0
0.176907, 0, 8.77321e-16, 0, 1.41421, -8.77321e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.9908e-18, 0, 0, 2.26476e-20, 0, 1.78159e-19, 0, 8.72129e-16, 0, 0, 0
0.184772, 0, 1.73003e-15, 0, 1.41421, -1.73003e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.84156e-18, 0, 0, 4.54798e-20, 0, 3.573e-19, 0, 1.71979e-15, 0, 0, 0
0.192636, 0, 3.37674e-15, 0, 1.41421, -3.37674e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9209e-17, 0, 0, 9.04281e-20, 0, 7.09551e-19, 0, 3.35673e-15, 0, 0, 0
0.2005, 0, 6.52469e-15, 0, 1.41421, -6.52469e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71163e-17, 0, 0, 1.78054e-19, 0, 1.39558e-18, 0, 6.486e-15, 0, 0, 0
0.208365, 0, 1.24827e-14, 0, 1.41421, -1.24827e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10087e-17, 0, 0, 3.47249e-19, 0, 2.71919e-18, 0, 1.24087e-14, 0, 0, 0
0.216229, 0, 2.36487e-14, 0, 1.41421, -2.36487e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34526e-16, 0, 0, 6.70867e-19, 0, 5.24951e-18, 0, 2.35083e-14, 0, 0, 0
0.224094, 0, 4.43721e-14, 0, 1.41421, -4.43721e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52409e-16, 0, 0, 1.28411e-18, 0, 1.00432e-17, 0, 4.41083e-14, 0, 0, 0
0.231958, 0, 8.24645e-14, 0, 1.41421, -8.24645e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69093e-16, 0, 0, 2.4357e-18, 0, 1.90449e-17, 0, 8.1974e-14, 0, 0, 0
0.239823, 0, 1.51819e-13, 0, 1.41421, -1.51819e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.63606e-16, 0, 0, 4.57894e-18, 0, 3.58023e-17, 0, 1.50915e-13, 0, 0, 0
0.247687, 0, 2.76907e-13, 0, 1.41421, -2.76907e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57514e-15, 0, 0, 8.53273e-18, 0, 6.67324e-17, 0, 2.75256e-13, 0, 0, 0
0.255551, 0, 5.0041e-13, 0, 1.41421, -5.0041e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84648e-15, 0, 0, 1.57637e-17, 0, 1.23346e-16, 0, 4.97424e-13, 0, 0, 0
0.263416, 0, 8.96072e-13, 0, 1.41421, -8.96072e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09712e-15, 0, 0, 2.8877e-17, 0, 2.26122e-16, 0, 8.90719e-13, 0, 0, 0
0.27128, 0, 1.59007e-12, 0, 1.41421, -1.59007e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.04482e-15, 0, 0, 5.24614e-17, 0, 4.11235e-16, 0, 1.58056e-12, 0, 0, 0
0.279145, 0, 2.79944e-12, 0, 1.41421, -2.79944e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59243e-14, 0, 0, 9.47806e-17, 0, 7.43981e-16, 0, 2.78268e-12, 0, 0, 0
0.287009, 0, 4.87847e-12, 0, 1.41421, -4.87847e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77511e-14, 0, 0, 1.69429e-16, 0, 1.33187e-15, 0, 4.84921e-12, 0, 0, 0
0.294873, 0, 8.42664e-12, 0, 1.41421, -8.42664e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79362e-14, 0, 0, 3.00571e-16, 0, 2.36657e-15, 0, 8.37604e-12, 0, 0, 0
0.302738, 0, 1.44282e-11, 0, 1.41421, -1.44282e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.20806e-14, 0, 0, 5.29319e-16, 0, 4.17465e-15, 0, 1.43414e-11, 0, 0, 0
0.310602, 0, 2.44894e-11, 0, 1.41421, -2.44894e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39327e-13, 0, 0, 9.25594e-16, 0, 7.31234e-15, 0, 2.43419e-11, 0, 0, 0
0.318467, 0, 4.12078e-11, 0, 1.41421, -4.12078e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34463e-13, 0, 0, 1.6077e-15, 0, 1.27213e-14, 0, 4.0959e-11, 0, 0, 0
0.326331, 0, 6.87439e-11, 2.55036e-43, 1.41421, -6.87439e-11, 0, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 3.91185e-13, 2.55036e-43, 2.55036e-43, 2.77478e-15, 2.55036e-43, 2.19868e-14, 2.55036e-43, 6.8328e-11, 2.55036e-43, 2.55036e-43, 2.55036e-43
0.334195, 0, 1.13702e-10, 4.37906e-42, 1.41421, -1.13702e-10, 0, 4.37906e-42, 4.37906e-42, 4.37906e-42, 4.37906e-42, 4.37906e-42, 4.37906e-42, 4.37906e-42, 4.37906e-42, 4.37906e-42, 4.37906e-42, 6.47123e-13, 4.37906e-42, 4.37906e-42, 4.76076e-15, 4.37906e-42, 3.77634e-14, 4.37906e-42, 1.13012e-10, 4.37906e-42, 4.37906e-42, 4.37906e-42
0.34206, 0, 1.86466e-10, 6.22527e-41, 1.41421, -1.86466e-10, 0, 6.22527e-41, 6.22527e-41, 6.22527e-41, 6.22527e-41, 6.22527e-41, 6.22527e-41, 6.22527e-41, 6.22527e-41, 6.22527e-41, 6.22527e-41, 1.06148e-12, 6.22527e-41, 6.22527e-41, 8.12358e-15, 6.22527e-41, 6.44767e-14, 6.22527e-41, 1.85332e-10, 6.22527e-41, 6.22527e-41, 6.22527e-41
0.349924, 0, 3.03218e-10, 7.84232e-40, 1.41421, -3.03218e-10, 0, 7.84232e-40, 7.84232e-40, 7.84232e-40, 7.84232e-40, 7.84232e-40, 7.84232e-40, 7.84232e-40, 7.84232e-40, 7.84232e-40, 7.84232e-40, 1.72658e-12, 7.84232e-40, 7.84232e-40, 1.37931e-14, 7.84232e-40, 1.09475e-13, 7.84232e-40, 3.01368e-10, 7.84232e-40, 7.84232e-40, 7.84232e-40
0.357789, 0, 4.88935e-10, 8.85013e-39, 1.41421, -4.88935e-10, 0, 8.85013e-39, 8.85013e-39, 8.85013e-39, 8.85013e-39, 8.85013e-39, 8.85013e-39, 8.85013e-39, 8.85013e-39, 8.85013e-39, 8.85013e-39, 2.78508e-12, 8.85013e-39, 8.85013e-39, 2.33161e-14, 8.85013e-39, 1.84918e-13, 8.85013e-39, 4.85942e-10, 8.85013e-39, 8.85013e-39, 8.85013e-39
0.365653, 0, 7.81827e-10, 9.03228e-38, 1.41421, -7.81827e-10, 0, 9.03228e-38, 9.03228e-38, 9.03228e-38, 9.03228e-38, 9.03228e-38, 9.03228e-38, 9.03228e-38, 9.03228e-38, 9.03228e-38, 9.03228e-38, 4.45547e-12, 9.03228e-38, 9.03228e-38, 3.92621e-14, 9.03228e-38, 3.10873e-13, 9.03228e-38, 7.77021e-10, 9.03228e-38, 9.03228e-38, 9.03228e-38
0.373518, 0, 1.23981e-09, 8.3809e-37, 1.41421, -1.23981e-09, 0, 8.3809e-37, 8.3809e-37, 8.3809e-37, 8.3809e-37, 8.3809e-37, 8.3809e-37, 8.3809e-37, 8.3809e-37, 8.3809e-37, 8.3809e-37, 7.06945e-12, 8.3809e-37, 8.3809e-37, 6.58983e-14, 8.3809e-37, 5.20395e-13, 8.3809e-37, 1.23216e-09, 8.3809e-37, 8.3809e-37, 8.3809e-37
0.381382, 0, 1.94988e-09, 7.11321e-36, 1.41421, -1.94988e-09, 0, 7.11321e-36, 7.11321e-36, 7.11321e-36, 7.11321e-36, 7.11321e-36, 7.11321e-36, 7.11321e-36, 7.11321e-36, 7.11321e-36, 7.11321e-36, 1.11262e-11, 7.11321e-36, 7.11321e-36, 1.10309e-13, 7.11321e-36, 8.67849e-13, 7.11321e-36, 1.93777e-09, 7.11321e-36, 7.11321e-36, 7.11321e-36
0.389246, 0, 3.04151e-09, 5.54511e-35, 1.41421, -3.04151e-09, 0, 5.54511e-35, 5.54511e-35, 5.54511e-35, 5.54511e-35, 5.54511e-35, 5.54511e-35, 5.54511e-35, 5.54511e-35, 5.54511e-35, 5.54511e-35, 1.73703e-11, 5.54511e-35, 5.54511e-35, 1.84259e-13, 5.54511e-35, 1.44258e-12, 5.54511e-35, 3.02252e-09, 5.54511e-35, 5.54511e-35, 5.54511e-35
0.397111, 0, 4.70572e-09, 3.98784e-34, 1.41421, -4.70572e-09, 0, 3.98784e-34, 3.98784e-34, 3.98784e-34, 3.98784e-34, 3.98784e-34, 3.98784e-34, 3.98784e-34, 3.98784e-34, 3.98784e-34, 3.98784e-34, 2.69037e-11, 3.98784e-34, 3.98784e-34, 3.0729e-13, 3.98784e-34, 2.39137e-12, 3.98784e-34, 4.67611e-09, 3.98784e-34, 3.98784e-34, 3.98784e-34
0.404975, 0, 7.22172e-09, 2.7489e-33, 1.41421, -7.22172e-09, 0, 2.7489e-33, 2.7489e-33, 2.7489e-33, 2.7489e-33, 2.7489e-33, 2.7489e-33, 2.7489e-33, 2.7489e-33, 2.7489e-33, 2.7489e-33, 4.13424e-11, 2.7489e-33, 2.7489e-33, 5.11872e-13, 2.7489e-33, 3.95533e-12, 2.7489e-33, 7.17591e-09, 2.7489e-33, 2.7489e-33, 2.7489e-33
0.41284, 0, 1.09941e-08, 1.64963e-32, 1.41421, -1.09941e-08, 0, 1.64963e-32, 1.64963e-32, 1.64963e-32, 1.64963e-32, 1.64963e-32, 1.64963e-32, 1.64963e-32, 1.64963e-32, 1.64963e-32, 1.64963e-32, 6.30382e-11, 1.64963e-32, 1.64963e-32, 8.51944e-13, 1.64963e-32, 6.53059e-12, 1.64963e-32, 1.09237e-08, 1.64963e-32, 1.64963e-32, 1.64963e-32
0.420704, 0, 1.66038e-08, 9.8633e-32, 1.41421, -1.66038e-08, 0, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.8633e-32, 9.53855e-11, 9.8633e-32, 9.8633e-32, 1.41706e-12, 9.8633e-32, 1.07679e-11, 9.8633e-32, 1.64962e-08, 9.8633e-32, 9.8633e-32, 9.8633e-32
0.428568, 0, 2.48779e-08, 5.30804e-31, 1.41421, -2.48779e-08, 0, 5.30804e-31, 5.30804e-31, 5.30804e-31, 5.30804e-31, 5.30804e-31, 5.30804e-31, 5.30804e-31, 5.30804e-31, 5.30804e-31, 5.30804e-31, 1.43245e-10, 5.30804e-31, 5.30804e-31, 2.35572e-12, 5.30804e-31, 1.7736e-11, 5.30804e-31, 2.47145e-08, 5.30804e-31, 5.30804e-31, 5.30804e-31
0.436433, 0, 3.69835e-08, 2.77388e-30, 1.41421, -3.69835e-08, 0, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.77388e-30, 2.13528e-10, 2.77388e-30, 2.77388e-30, 3.9137e-12, 2.77388e-30, 2.91888e-11, 2.77388e-30, 3.67369e-08, 2.77388e-30, 2.77388e-30, 2.77388e-30
0.444297, 0, 5.45534e-08, 1.38016e-29, 1.41421, -5.45534e-08, 0, 1.38016e-29, 1.38016e-29, 1.38016e-29, 1.38016e-29, 1.38016e-29, 1.38016e-29, 1.38016e-29, 1.38016e-29, 1.38016e-29, 1.38016e-29, 3.15979e-10, 1.38016e-29, 1.38016e-29, 6.49656e-12, 1.38016e-29, 4.80005e-11, 1.38016e-29, 5.41829e-08, 1.38016e-29, 1.38016e-29, 1.38016e-29
0.452162, 0, 7.98523e-08, 6.515e-29, 1.41421, -7.98523e-08, 0, 6.515e-29, 6.515e-29, 6.515e-29, 6.515e-29, 6.515e-29, 6.515e-29, 6.515e-29, 6.515e-29, 6.515e-29, 6.515e-29, 4.64251e-10, 6.515e-29, 6.515e-29, 1.07713e-11, 6.515e-29, 7.88702e-11, 6.515e-29, 7.92984e-08, 6.515e-29, 6.515e-29, 6.515e-29
0.460026, 0, 1.15995e-07, 2.96375e-28, 1.41421, -1.15995e-07, 0, 2.96375e-28, 2.96375e-28, 2.96375e-28, 2.96375e-28, 2.96375e-28, 2.96375e-28, 2.96375e-28, 2.96375e-28, 2.96375e-28, 2.96375e-28, 6.77333e-10, 2.96375e-28, 2.96375e-28, 1.78298e-11, 2.96375e-28, 1.29457e-10, 2.96375e-28, 1.1517e-07, 2.96375e-28, 2.96375e-28, 2.96375e-28
0.467891, 0, 1.6723e-07, 1.2891e-27, 1.41421, -1.6723e-07, 0, 1.2891e-27, 1.2891e-27, 1.2891e-27, 1.2891e-27, 1.2891e-27, 1.2891e-27, 1.2891e-27, 1.2891e-27, 1.2891e-27, 1.2891e-27, 9.81457e-10, 1.2891e-27, 1.2891e-27, 2.94504e-11, 1.2891e-27, 2.12189e-10, 1.2891e-27, 1.66006e-07, 1.2891e-27, 1.2891e-27, 1.2891e-27
0.475755, 0, 2.39302e-07, 5.3469e-27, 1.41421, -2.39302e-07, 0, 5.3469e-27, 5.3469e-27, 5.3469e-27, 5.3469e-27, 5.3469e-27, 5.3469e-27, 5.3469e-27, 5.3469e-27, 5.3469e-27, 5.3469e-27, 1.41262e-09, 5.3469e-27, 5.3469e-27, 4.85124e-11, 5.3469e-27, 3.47137e-10, 5.3469e-27, 2.37493e-07, 5.3469e-27, 5.3469e-27, 5.3469e-27
0.483619, 0, 3.3992e-07, 2.11706e-26, 1.41421, -3.3992e-07, 0, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.11706e-26, 2.01992e-09, 2.11706e-26, 2.11706e-26, 7.96475e-11, 2.11706e-26, 5.66506e-10, 2.11706e-26, 3.37254e-07, 2.11706e-26, 2.11706e-26, 2.11706e-26
0.491484, 0, 4.79346e-07, 8.01265e-26, 1.41421, -4.79346e-07, 0, 8.01265e-26, 8.01265e-26, 8.01265e-26, 8.01265e-26, 8.01265e-26, 8.01265e-26, 8.01265e-26, 2.18477e-12, 8.01265e-26, 8.01265e-26, 2.86989e-09, 8.01265e-26, 8.01265e-26, 1.30254e-10, 8.01265e-26, 9.21609e-10, 8.01265e-26, 4.75422e-07, 8.01265e-26, 8.01265e-26, 8.01265e-26
0.499348, 0, 6.71122e-07, 2.90427e-25, 1.41421, -6.71122e-07, 0, 2.90427e-25, 2.90427e-25, 2.90427e-25, 2.90427e-25, 2.90427e-25, 2.90427e-25, 2.90427e-25, 7.59117e-12, 2.90427e-25, 2.90427e-25, 4.0521e-09, 2.90427e-25, 2.90427e-25, 2.12057e-10, 2.90427e-25, 1.49355e-09, 2.90427e-25, 6.65357e-07, 2.90427e-25, 2.90427e-25, 2.90427e-25
0.507213, 0, 9.32992e-07, 1.01875e-24, 1.41421, -9.32992e-07, 0, 1.01875e-24, 1.01875e-24, 1.01875e-24, 1.01875e-24, 1.01875e-24, 1.01875e-24, 1.01875e-24, 2.05237e-11, 1.01875e-24, 1.01875e-24, 5.68649e-09, 1.01875e-24, 1.01875e-24, 3.43496e-10, 1.01875e-24, 2.40941e-09, 1.01875e-24, 9.24532e-07, 1.01875e-24, 1.01875e-24, 1.01875e-24
0.515077, 0, 1.29163e-06, 6.11799e-10, 1.41421, -1.29163e-06, 6.11799e-10, 6.11832e-10, 6.11968e-10, 6.11947e-10, 1.27928e-09, 6.30844e-10, 6.13078e-10, 6.60948e-10, 7.65316e-10, 1.05071e-09, 2.09764e-09, 8.54461e-09, 6.12755e-10, 6.1466e-10, 1.16512e-09, 6.11951e-10, 4.47815e-09, 6.11802e-10, 1.27642e-06, 6.11799e-10, 6.11799e-10, 6.49399e-10
0.522941, 0, 1.77847e-06, 2.11542e-09, 1.41421, -1.77847e-06, 2.11542e-09, 2.11553e-09, 2.116e-09, 2.11593e-09, 4.42159e-09, 2.18122e-09, 2.11984e-09, 2.28523e-09, 2.58964e-09, 3.6319e-09, 7.24911e-09, 1.31175e-08, 2.11872e-09, 2.1253e-09, 3.00156e-09, 2.11955e-09, 8.28277e-09, 2.11543e-09, 1.7506e-06, 2.11542e-09, 2.11542e-09, 2.24533e-09
0.530806, 0, 2.43902e-06, 5.69027e-09, 1.41421, -2.43902e-06, 5.69027e-09, 5.69058e-09, 5.69184e-09, 5.69165e-09, 1.18939e-08, 5.86728e-09, 5.70216e-09, 6.14707e-09, 6.91541e-09, 9.76961e-09, 1.94999e-08, 2.08619e-08, 5.69915e-09, 5.71686e-09, 7.10033e-09, 5.70399e-09, 1.54629e-08, 5.6903e-09, 2.3863e-06, 5.69027e-09, 5.69027e-09, 6.03973e-09
0.53867, 0, 3.33742e-06, 1.39575e-08, 1.41421, -3.33742e-06, 1.39575e-08, 1.39583e-08, 1.39614e-08, 1.39609e-08, 2.91748e-08, 1.43917e-08, 1.39867e-08, 1.5078e-08, 1.68947e-08, 2.3964e-08, 4.78321e-08, 3.47616e-08, 1.39793e-08, 1.40228e-08, 1.61863e-08, 1.39949e-08, 2.93312e-08, 1.39576e-08, 3.23441e-06, 1.39575e-08, 1.39575e-08, 1.48147e-08
0.546535, 0, 4.56912e-06, 3.25765e-08, 1.41421, -4.56912e-06, 3.25765e-08, 3.25783e-08, 3.25855e-08, 3.25844e-08, 6.8095e-08, 3.359e-08, 3.26446e-08, 3.51919e-08, 3.9316e-08, 5.59325e-08, 1.11643e-07, 6.0946e-08, 3.26274e-08, 3.27287e-08, 3.60746e-08, 3.26696e-08, 5.65734e-08, 3.25767e-08, 4.36256e-06, 3.25765e-08, 3.25765e-08, 3.45773e-08
0.554399, 0, 6.28693e-06, 7.37248e-08, 1.41421, -6.28693e-06, 7.37248e-08, 7.37288e-08, 7.37452e-08, 7.37427e-08, 1.54117e-07, 7.60186e-08, 7.38789e-08, 7.96444e-08, 9.06691e-08, 1.26588e-07, 2.52682e-07, 1.122e-07, 7.38399e-08, 7.40694e-08, 7.91762e-08, 7.39482e-08, 1.10932e-07, 7.37252e-08, 5.86302e-06, 7.37248e-08, 7.37248e-08, 7.82534e-08
0.562264, 0, 8.73994e-06, 1.61174e-07, 1.41421, -8.73994e-06, 1.61174e-07, 1.61183e-07, 1.61219e-07, 1.61213e-07, 3.36933e-07, 1.66189e-07, 1.61511e-07, 1.74116e-07, 2.08811e-07, 2.76748e-07, 5.52424e-07, 2.13073e-07, 1.61426e-07, 1.61928e-07, 1.69606e-07, 1.61678e-07, 2.18323e-07, 1.61175e-07, 7.86244e-06, 1.61174e-07, 1.61174e-07, 1.71075e-07
0.570128, 0, 1.23517e-05, 3.43641e-07, 1.41421, -1.23517e-05, 3.43641e-07, 3.4366e-07, 3.43736e-07, 3.43724e-07, 7.18394e-07, 3.54334e-07, 3.44359e-07, 3.71235e-07, 4.60001e-07, 5.90069e-07, 1.17787e-06, 4.13272e-07, 3.44177e-07, 3.45247e-07, 3.56586e-07, 3.44747e-07, 4.30662e-07, 3.43643e-07, 1.05467e-05, 3.43641e-07, 3.43641e-07, 3.64751e-07
0.577992, 0, 1.78667e-05, 7.14953e-07, 1.41421, -1.78667e-05, 7.14953e-07, 7.14992e-07, 7.15151e-07, 7.15127e-07, 1.49467e-06, 7.37201e-07, 7.16447e-07, 7.72367e-07, 9.82136e-07, 1.22768e-06, 2.45066e-06, 8.07883e-07, 7.1607e-07, 7.18295e-07, 7.3468e-07, 7.17321e-07, 8.46301e-07, 7.14957e-07, 1.4195e-05, 7.14953e-07, 7.14953e-07, 7.58876e-07
