   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_266.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0277848, 400.046, 0, 0, 20.0511, 400.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0199212, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0120576, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00419398, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00366963, 0, 3.61895e-23, 0, 1.41421, -3.61895e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20318e-25, 0, 0, 5.41262e-28, 0, 1.33895e-26, 0, 3.59553e-23, 0, 0, 0
0.0115332, 0, 9.43255e-23, 0, 1.41421, -9.43255e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74238e-25, 0, 0, 1.4341e-27, 0, 3.57889e-26, 0, 9.3714e-23, 0, 0, 0
0.0193969, 0, 2.40197e-22, 0, 1.41421, -2.40197e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46227e-24, 0, 0, 3.71216e-27, 0, 9.32771e-26, 0, 2.38638e-22, 0, 0, 0
0.0272605, 0, 5.98724e-22, 0, 1.41421, -5.98724e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64487e-24, 0, 0, 9.40559e-27, 0, 2.37596e-25, 0, 5.94832e-22, 0, 0, 0
0.0351241, 0, 1.46314e-21, 0, 1.41421, -1.46314e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.90715e-24, 0, 0, 2.3364e-26, 0, 5.92614e-25, 0, 1.45362e-21, 0, 0, 0
0.0429877, 0, 3.75388e-21, 0, 1.41421, -3.75388e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28521e-23, 0, 0, 6.15852e-26, 0, 1.5675e-24, 0, 3.7294e-21, 0, 0, 0
0.0508513, 0, 8.79671e-21, 0, 1.41421, -8.79671e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35504e-23, 0, 0, 1.46719e-25, 0, 3.74115e-24, 0, 8.73927e-21, 0, 0, 0
0.0587149, 0, 2.02925e-20, 0, 1.41421, -2.02925e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23531e-22, 0, 0, 3.44083e-25, 0, 8.78434e-24, 0, 2.01599e-20, 0, 0, 0
0.0665785, 0, 4.61174e-20, 0, 1.41421, -4.61174e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80737e-22, 0, 0, 7.94983e-25, 0, 2.03099e-23, 0, 4.58156e-20, 0, 0, 0
0.0744421, 0, 1.03323e-19, 0, 1.41421, -1.03323e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28972e-22, 0, 0, 1.8108e-24, 0, 4.62747e-23, 0, 1.02646e-19, 0, 0, 0
0.0823057, 0, 2.28345e-19, 0, 1.41421, -2.28345e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39002e-21, 0, 0, 4.06879e-24, 0, 1.0397e-22, 0, 2.26847e-19, 0, 0, 0
0.0901694, 0, 4.98048e-19, 0, 1.41421, -4.98048e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03177e-21, 0, 0, 9.02349e-24, 0, 2.30493e-22, 0, 4.94776e-19, 0, 0, 0
0.098033, 0, 1.0726e-18, 0, 1.41421, -1.0726e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52918e-21, 0, 0, 1.97609e-23, 0, 5.04464e-22, 0, 1.06554e-18, 0, 0, 0
0.105897, 0, 2.28176e-18, 0, 1.41421, -2.28176e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38895e-20, 0, 0, 4.27515e-23, 0, 1.09052e-21, 0, 2.26673e-18, 0, 0, 0
0.11376, 0, 4.79653e-18, 0, 1.41421, -4.79653e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91972e-20, 0, 0, 9.14054e-23, 0, 2.32943e-21, 0, 4.76491e-18, 0, 0, 0
0.121624, 0, 9.96687e-18, 0, 1.41421, -9.96687e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06695e-20, 0, 0, 1.93209e-22, 0, 4.91875e-21, 0, 9.90109e-18, 0, 0, 0
0.129487, 0, 2.04784e-17, 0, 1.41421, -2.04784e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24653e-19, 0, 0, 4.03881e-22, 0, 1.02708e-20, 0, 2.03431e-17, 0, 0, 0
0.137351, 0, 4.16161e-17, 0, 1.41421, -4.16161e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53317e-19, 0, 0, 8.35188e-22, 0, 2.12152e-20, 0, 4.13407e-17, 0, 0, 0
0.145215, 0, 8.36693e-17, 0, 1.41421, -8.36693e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09291e-19, 0, 0, 1.70898e-21, 0, 4.33623e-20, 0, 8.31149e-17, 0, 0, 0
0.153078, 0, 1.6646e-16, 0, 1.41421, -1.6646e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01323e-18, 0, 0, 3.46119e-21, 0, 8.77261e-20, 0, 1.65356e-16, 0, 0, 0
0.160942, 0, 3.27789e-16, 0, 1.41421, -3.27789e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99519e-18, 0, 0, 6.93985e-21, 0, 1.75717e-19, 0, 3.25611e-16, 0, 0, 0
0.168805, 0, 6.38998e-16, 0, 1.41421, -6.38998e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88943e-18, 0, 0, 1.37786e-20, 0, 3.4856e-19, 0, 6.34746e-16, 0, 0, 0
0.176669, 0, 1.23341e-15, 0, 1.41421, -1.23341e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.50742e-18, 0, 0, 2.70947e-20, 0, 6.84891e-19, 0, 1.22519e-15, 0, 0, 0
0.184533, 0, 2.35775e-15, 0, 1.41421, -2.35775e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43507e-17, 0, 0, 5.27795e-20, 0, 1.33335e-18, 0, 2.34201e-15, 0, 0, 0
0.192396, 0, 4.46408e-15, 0, 1.41421, -4.46408e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71708e-17, 0, 0, 1.01865e-19, 0, 2.57238e-18, 0, 4.43423e-15, 0, 0, 0
