   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_305.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.30788, 148.271, 157.612, 4.18554, 12.2585, -9.34067, 4.18949, 2.19719e-13, 4.18555, 4.18555, 4.18558, 4.42779, 4.19179, 4.18589, 4.26207, 4.34211, 156.054, 4.19131, 4.18554, 4.18554, 4.18554, 4.18554, 4.18554, 4.18554, 4.18554, 4.18554, 5.24043, 4.18554, 4.18554, 4.19706
2.31575, 188.644, 156.609, 4.27551, 13.8074, 32.0346, 4.27971, 7.94449e-14, 4.27552, 4.27552, 4.27555, 4.51777, 4.28176, 4.27586, 4.34639, 4.43728, 154.919, 4.27955, 4.27551, 4.27551, 4.27551, 4.27551, 4.27551, 4.27551, 4.27551, 4.27551, 5.46376, 4.27551, 4.27551, 4.28762
2.32361, 161.801, 153.147, 4.36618, 12.7985, 8.65358, 4.37063, 2.59308e-14, 4.36619, 4.36619, 4.36622, 4.60843, 4.37243, 4.36652, 4.43092, 4.53326, 151.324, 4.36895, 4.36618, 4.36618, 4.36618, 4.36618, 4.36618, 4.36618, 4.36618, 4.36618, 5.68856, 4.36618, 4.36618, 4.37888
2.33147, 135.978, 147.428, 4.4575, 11.7464, -11.4503, 4.46222, 7.47221e-15, 4.45752, 4.45752, 4.45755, 4.69976, 4.46376, 4.45785, 4.51585, 4.63008, 145.475, 4.45938, 4.4575, 4.4575, 4.4575, 4.4575, 4.4575, 4.4575, 4.4575, 4.4575, 5.9108, 4.4575, 4.45751, 4.47082
2.33933, 140.827, 139.763, 4.54944, 11.951, 1.06339, 4.55444, 1.82174e-15, 4.54945, 4.54945, 4.54948, 4.79169, 4.55569, 4.54979, 4.60135, 4.72776, 137.687, 4.55069, 4.54944, 4.54944, 4.54944, 4.54944, 4.54944, 4.54944, 4.54944, 4.54944, 6.12617, 4.54944, 4.54945, 4.56337
2.3472, 128.093, 130.545, 4.64192, 11.4058, -2.45174, 4.64721, 4.33013e-16, 4.64194, 4.64194, 4.64197, 4.88418, 4.64818, 4.64227, 4.68756, 4.8264, 128.357, 4.64274, 4.64192, 4.64192, 4.64192, 4.64192, 4.64192, 4.64192, 4.64192, 4.64193, 6.33047, 4.64192, 4.64195, 4.6565
2.35506, 132.506, 120.216, 4.73491, 11.5977, 12.2892, 4.7405, 9.12079e-17, 4.73493, 4.73493, 4.73496, 4.97717, 4.74117, 4.73526, 4.7746, 4.92622, 117.93, 4.73544, 4.73491, 4.73491, 4.73491, 4.73491, 4.73491, 4.73491, 4.73491, 4.73491, 6.51981, 4.73491, 4.73495, 4.75014
2.36292, 102.578, 109.24, 4.82833, 10.2264, -6.66148, 4.83424, 4.32067e-17, 4.82835, 4.82835, 4.82838, 5.07059, 4.83459, 4.82868, 4.86252, 5.02756, 106.873, 4.82867, 4.82833, 4.82833, 4.82833, 4.82833, 4.82833, 4.82833, 4.82833, 4.82833, 6.69092, 4.82833, 4.82839, 4.84422
2.37078, 96.1108, 98.063, 4.92212, 9.90509, -1.95215, 4.92834, 8.0006e-18, 4.92213, 4.92213, 4.92216, 5.16437, 4.92837, 4.92247, 4.95134, 5.13106, 95.6335, 4.92233, 4.92212, 4.92212, 4.92212, 4.92212, 4.92212, 4.92212, 4.92212, 4.92212, 6.8414, 4.92212, 4.92219, 4.93868
2.37865, 98.8514, 87.0923, 5.0162, 10.0425, 11.7592, 5.02276, 1.28331e-18, 5.01622, 5.01622, 5.01625, 5.25846, 5.02246, 5.01655, 5.04104, 5.23774, 84.6192, 5.01633, 5.0162, 5.0162, 5.0162, 5.0162, 5.0162, 5.0162, 5.0162, 5.01621, 6.96991, 5.0162, 5.0163, 5.03346
2.38651, 79.8384, 76.6728, 5.11052, 9.04646, 3.16551, 5.11741, 1.68605e-19, 5.11053, 5.11053, 5.11056, 5.35277, 5.11677, 5.11087, 5.13157, 5.34922, 74.1734, 5.1106, 5.11052, 5.11052, 5.11052, 5.11052, 5.11052, 5.11052, 5.11052, 5.11052, 7.07624, 5.11052, 5.11064, 5.12847
2.39437, 65.1551, 67.072, 5.20501, 8.19482, -1.91687, 5.21225, 1.31637e-20, 5.20502, 5.20502, 5.20505, 5.44726, 5.21126, 5.20535, 5.22285, 5.46801, 64.5598, 5.20505, 5.20501, 5.20501, 5.20501, 5.20501, 5.20501, 5.20501, 5.20501, 5.20501, 7.16135, 5.20501, 5.20517, 5.22367
2.40224, 44.939, 58.4763, 5.29961, 6.85121, -13.5373, 5.30721, 5.46822e-22, 5.29962, 5.29962, 5.29965, 5.54186, 5.30586, 5.29996, 5.31478, 5.59782, 55.9591, 5.29963, 5.29961, 5.29961, 5.29961, 5.29961, 5.29961, 5.29961, 5.29961, 5.29961, 7.22725, 5.29961, 5.29982, 5.31899
2.4101, 46.4288, 50.9907, 5.39428, 6.95908, -4.5619, 5.40226, 1.43826e-23, 5.39429, 5.3943, 5.39433, 5.63654, 5.40054, 5.39463, 5.40729, 5.74407, 48.468, 5.3943, 5.39428, 5.39428, 5.39428, 5.39428, 5.39428, 5.39428, 5.39428, 5.39428, 7.27688, 5.39428, 5.39454, 5.4144
2.41796, 41.987, 44.6472, 5.489, 6.63227, -2.66025, 5.49736, 6.67635e-26, 5.48902, 5.48902, 5.48905, 5.73126, 5.49526, 5.48935, 5.50028, 5.91443, 42.1072, 5.48901, 5.489, 5.489, 5.489, 5.489, 5.489, 5.489, 5.489, 5.48901, 7.3139, 5.489, 5.48933, 5.50987
2.42582, 44.9222, 39.4181, 5.58376, 6.84998, 5.50407, 5.5925, 0, 5.58377, 5.58377, 5.5838, 5.82602, 5.59002, 5.58411, 5.59367, 6.11944, 36.8341, 5.58377, 5.58376, 5.58376, 5.58376, 5.58376, 5.58376, 5.58376, 5.58376, 5.58376, 7.34245, 5.58376, 5.58415, 5.60538
2.43369, 34.2517, 35.23, 5.67855, 6.02094, -0.978359, 5.68769, 0, 5.67856, 5.67856, 5.67859, 5.92081, 5.6848, 5.6789, 5.68741, 6.37324, 32.5571, 5.67855, 5.67855, 5.67855, 5.67855, 5.67855, 5.67855, 5.67855, 5.67855, 5.67855, 7.367, 5.67855, 5.67901, 5.70094
2.44155, 31.013, 31.9802, 5.77341, 5.74569, -0.967228, 5.78295, 0, 5.77342, 5.77342, 5.77345, 6.01567, 5.77967, 5.77376, 5.78147, 6.69433, 29.1502, 5.77341, 5.77341, 5.77341, 5.77341, 5.77341, 5.77341, 5.77341, 5.77341, 5.77341, 7.39221, 5.77341, 5.77395, 5.79658
2.44941, 31.9682, 29.5536, 5.86838, 5.82822, 2.41461, 5.87834, 0, 5.86839, 5.8684, 5.86843, 6.11064, 5.87464, 5.86873, 5.87585, 7.10612, 26.4704, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 7.42292, 5.86838, 5.869, 5.89233
2.45727, 27.628, 27.8362, 5.96352, 5.44316, -0.208256, 5.9739, 0, 5.96353, 5.96353, 5.96356, 6.20578, 5.96977, 5.96387, 5.97055, 7.63736, 24.3698, 5.96352, 5.96352, 5.96352, 5.96352, 5.96352, 5.96352, 5.96352, 5.96352, 5.96352, 7.46425, 5.96352, 5.96422, 5.98827
2.46514, 32.8508, 26.7269, 6.0589, 5.90346, 6.12392, 6.06971, 0, 6.05891, 6.05891, 6.05894, 6.30116, 6.06516, 6.05925, 6.06562, 8.32229, 22.7076, 6.0589, 6.0589, 6.0589, 6.0589, 6.0589, 6.0589, 6.0589, 6.0589, 6.0589, 7.52196, 6.0589, 6.05968, 6.08446
2.473, 20.7922, 26.1457, 6.1546, 4.77412, -5.3535, 6.16586, 0, 6.15462, 6.15462, 6.15465, 6.39686, 6.16086, 6.15496, 6.16109, 9.2002, 21.3579, 6.1546, 6.1546, 6.1546, 6.1546, 6.1546, 6.1546, 6.1546, 6.1546, 6.1546, 7.6029, 6.1546, 6.15545, 6.18098
2.48086, 22.5025, 26.0391, 6.25071, 4.95, -3.53659, 6.26242, 0, 6.25073, 6.25073, 6.25076, 6.49297, 6.25697, 6.25107, 6.25704, 10.3142, 20.2155, 6.25071, 6.25071, 6.25071, 6.25071, 6.25071, 6.25071, 6.25071, 6.25071, 6.25071, 7.71571, 6.25071, 6.25162, 6.27791
2.48872, 25.348, 26.3811, 6.34731, 5.22953, -1.03311, 6.35948, 0, 6.34733, 6.34733, 6.34736, 6.58957, 6.35357, 6.34768, 6.35353, 11.7094, 19.1982, 6.34731, 6.34731, 6.34731, 6.34731, 6.34731, 6.34731, 6.34731, 6.34731, 6.34731, 7.87177, 6.34731, 6.34827, 6.37535
2.49659, 35.2888, 27.1722, 6.44448, 6.10645, 8.11655, 6.45711, 0, 6.44449, 6.4445, 6.44453, 6.68674, 6.45074, 6.44485, 6.45062, 13.4301, 18.2473, 6.44448, 6.44448, 6.44448, 6.44448, 6.44448, 6.44448, 6.44448, 6.44448, 6.44448, 8.08619, 6.44448, 6.44547, 6.47336
2.50445, 34.0879, 28.4347, 6.54229, 6.00732, 5.65318, 6.55539, 0, 6.5423, 6.5423, 6.54233, 6.78454, 6.54854, 6.54267, 6.54837, 15.516, 17.3253, 6.54229, 6.54229, 6.54229, 6.54229, 6.54229, 6.54229, 6.54229, 6.54229, 6.54229, 8.37909, 6.54229, 6.5433, 6.57202
2.51231, 28.9662, 30.2067, 6.64078, 5.56473, -1.24053, 6.65437, 0, 6.64079, 6.6408, 6.64083, 6.88304, 6.64704, 6.64118, 6.64683, 17.998, 16.4133, 6.64078, 6.64078, 6.64078, 6.64078, 6.64078, 6.64078, 6.64078, 6.64078, 6.64078, 8.77673, 6.64078, 6.6418, 6.67139
2.52017, 40.8164, 32.5342, 6.74, 6.54342, 8.28224, 6.75408, 0, 6.74002, 6.74002, 6.74005, 6.98226, 6.74626, 6.74042, 6.74603, 20.893, 15.5069, 6.74, 6.74, 6.74, 6.74, 6.74, 6.74, 6.74, 6.74, 6.74, 9.31264, 6.74, 6.741, 6.77149
2.52804, 50.3182, 35.4627, 6.83996, 7.23313, 14.8555, 6.85454, 0, 6.83998, 6.83998, 6.84001, 7.08222, 6.84622, 6.8404, 6.84597, 24.1988, 14.6125, 6.83996, 6.83996, 6.83996, 6.83996, 6.83996, 6.83996, 6.83996, 6.83996, 6.83997, 10.0284, 6.83996, 6.84094, 6.87235
2.5359, 44.01, 39.0303, 6.94068, 6.78307, 4.97972, 6.95577, 0, 6.9407, 6.9407, 6.94073, 7.18294, 6.94694, 6.94116, 6.94668, 27.8908, 13.7424, 6.94068, 6.94068, 6.94068, 6.94068, 6.94068, 6.94068, 6.94068, 6.94068, 6.94069, 10.974, 6.94068, 6.94161, 6.97401
2.54376, 58.7115, 43.2584, 7.04214, 7.79176, 15.4531, 7.05774, 0, 7.04216, 7.04216, 7.04219, 7.2844, 7.0484, 7.04266, 7.04813, 31.9172, 12.9121, 7.04214, 7.04214, 7.04214, 7.04214, 7.04214, 7.04214, 7.04214, 7.04214, 7.04214, 12.2076, 7.04214, 7.04301, 7.07644
2.55163, 38.5979, 48.1475, 7.14431, 6.37165, -9.54953, 7.16042, 0, 7.14432, 7.14432, 7.14435, 7.38657, 7.15056, 7.14489, 7.15029, 36.1981, 12.1371, 7.14431, 7.14431, 7.14431, 7.14431, 7.14431, 7.14431, 7.14431, 7.14431, 7.14431, 13.7934, 7.14431, 7.14511, 7.17966
2.55949, 49.149, 53.6722, 7.24715, 7.15186, -4.52317, 7.2638, 0, 7.24717, 7.24717, 7.2472, 7.48941, 7.25341, 7.24782, 7.25313, 40.6265, 11.4307, 7.24715, 7.24715, 7.24715, 7.24715, 7.24715, 7.24715, 7.24715, 7.24715, 7.24715, 15.8002, 7.24715, 7.24788, 7.28367
2.56735, 59.0283, 59.7799, 7.35063, 7.81206, -0.751633, 7.36781, 0, 7.35064, 7.35064, 7.35067, 7.59289, 7.35689, 7.35141, 7.3566, 45.0708, 10.803, 7.35063, 7.35063, 7.35063, 7.35063, 7.35063, 7.35063, 7.35063, 7.35063, 7.35063, 18.2964, 7.35063, 7.35128, 7.38852
2.57521, 76.3157, 66.3896, 7.45469, 8.84962, 9.92607, 7.4724, 0, 7.4547, 7.4547, 7.45473, 7.69694, 7.46094, 7.45561, 7.46066, 49.3806, 10.26, 7.45469, 7.45469, 7.45469, 7.45469, 7.45469, 7.45469, 7.45469, 7.45469, 7.45469, 21.345, 7.45469, 7.45526, 7.49427
2.58308, 72.988, 73.3949, 7.55927, 8.65956, -0.406876, 7.57753, 0, 7.55929, 7.55929, 7.55932, 7.80153, 7.56553, 7.56038, 7.56524, 53.3958, 9.80349, 7.55927, 7.55927, 7.55927, 7.55927, 7.55927, 7.55927, 7.55927, 7.55927, 7.55927, 24.9979, 7.55927, 7.55977, 7.60109
2.59094, 72.3607, 80.6656, 7.66433, 8.62326, -8.30499, 7.68314, 0, 7.66434, 7.66434, 7.66437, 7.90659, 7.67059, 7.66569, 7.6703, 56.9552, 9.43176, 7.66433, 7.66433, 7.66433, 7.66433, 7.66433, 7.66433, 7.66433, 7.66433, 7.66433, 29.2874, 7.66433, 7.66475, 7.70922
2.5988, 99.739, 88.0538, 7.76981, 10.0866, 11.6852, 7.78918, 0, 7.76982, 7.76982, 7.76985, 8.01206, 7.77606, 7.77148, 7.77577, 59.9086, 9.14004, 7.76981, 7.76981, 7.76981, 7.76981, 7.76981, 7.76981, 7.76981, 7.76981, 7.76981, 34.2195, 7.76981, 7.77016, 7.81911
2.60666, 92.0011, 95.3975, 7.87565, 9.69541, -3.3964, 7.89559, 0, 7.87567, 7.87567, 7.8757, 8.11791, 7.88191, 7.87773, 7.88162, 62.1275, 8.92137, 7.87565, 7.87565, 7.87565, 7.87565, 7.87565, 7.87565, 7.87565, 7.87565, 7.87566, 39.7673, 7.87565, 7.87595, 7.93141
2.61453, 107.501, 102.525, 7.98183, 10.4643, 4.97598, 8.00234, 0, 7.98184, 7.98184, 7.98187, 8.22408, 7.98808, 7.98441, 7.98779, 63.5143, 8.76743, 7.98183, 7.98183, 7.98183, 7.98183, 7.98183, 7.98183, 7.98183, 7.98183, 7.98183, 45.8641, 7.98183, 7.98206, 8.04713
2.62239, 110.469, 109.263, 8.08826, 10.6051, 1.2059, 8.10935, 0, 8.08828, 8.08828, 8.08831, 8.33052, 8.09452, 8.09148, 8.09423, 64.0105, 8.66927, 8.08826, 8.08826, 8.08826, 8.08826, 8.08826, 8.08826, 8.08826, 8.08826, 8.08827, 52.4009, 8.08826, 8.08845, 8.1677
2.63025, 102.246, 115.437, 8.19495, 10.2101, -13.1915, 8.21663, 0, 8.19496, 8.19496, 8.19499, 8.43721, 8.20121, 8.19895, 8.20092, 63.6014, 8.61794, 8.19495, 8.19495, 8.19495, 8.19495, 8.19495, 8.19495, 8.19495, 8.19495, 8.19495, 59.2274, 8.19495, 8.1951, 8.29516
2.63811, 120.407, 120.883, 8.30184, 11.0638, -0.476547, 8.32411, 0, 8.30185, 8.30185, 8.30188, 8.54409, 8.30809, 8.30679, 8.30781, 62.3169, 8.60501, 8.30184, 8.30184, 8.30184, 8.30184, 8.30184, 8.30184, 8.30184, 8.30184, 8.30184, 66.153, 8.30184, 8.30195, 8.43225
2.64598, 121.813, 125.447, 8.40888, 11.1271, -3.6345, 8.43176, 0, 8.40889, 8.40889, 8.40892, 8.65114, 8.41513, 8.41498, 8.41485, 60.2291, 8.62281, 8.40888, 8.40888, 8.40888, 8.40888, 8.40888, 8.40888, 8.40888, 8.40888, 8.40888, 72.9559, 8.40888, 8.40897, 8.58262
2.65384, 125.455, 128.994, 8.51605, 11.2896, -3.53876, 8.53957, 0, 8.51606, 8.51606, 8.5161, 8.75831, 8.52231, 8.5235, 8.52203, 57.4468, 8.66468, 8.51605, 8.51605, 8.51605, 8.51605, 8.51605, 8.51605, 8.51605, 8.51605, 8.51605, 79.3943, 8.51605, 8.51612, 8.75099
2.6617, 136.578, 131.413, 8.62331, 11.7719, 5.16492, 8.64749, 0, 8.62332, 8.62332, 8.62335, 8.86557, 8.62957, 8.63233, 8.6293, 54.107, 8.72498, 8.62331, 8.62331, 8.62331, 8.62331, 8.62331, 8.62331, 8.62331, 8.62331, 8.62331, 85.2198, 8.62331, 8.62336, 8.94325
2.66957, 131.823, 132.623, 8.73063, 11.5682, -0.799606, 8.75552, 0, 8.73065, 8.73065, 8.73068, 8.97289, 8.73689, 8.74145, 8.73663, 50.3647, 8.79911, 8.73063, 8.73063, 8.73063, 8.73063, 8.73063, 8.73063, 8.73063, 8.73063, 8.73064, 90.1941, 8.73063, 8.73067, 9.16658
2.67743, 133.529, 132.579, 8.83797, 11.6417, 0.949326, 8.86366, 0, 8.83799, 8.83799, 8.83802, 9.08023, 8.84423, 8.85079, 8.84398, 46.3823, 8.88338, 8.83797, 8.83797, 8.83797, 8.83797, 8.83797, 8.83797, 8.83797, 8.83797, 8.83798, 94.1052, 8.83797, 8.838, 9.42939
2.68529, 124.17, 131.279, 8.94528, 11.2326, -7.10813, 8.9719, 0, 8.94529, 8.9453, 8.94533, 9.18754, 8.95154, 8.96029, 8.95131, 42.3193, 8.97494, 8.94528, 8.94528, 8.94528, 8.94528, 8.94528, 8.94528, 8.94528, 8.94528, 8.94528, 96.7828, 8.94528, 8.9453, 9.74117
2.69315, 140.236, 128.76, 9.05253, 11.9263, 11.4755, 9.08031, 0, 9.05255, 9.05255, 9.05258, 9.29479, 9.05879, 9.06989, 9.05858, 38.3217, 9.07161, 9.05253, 9.05253, 9.05253, 9.05253, 9.05253, 9.05253, 9.05253, 9.05253, 9.05254, 98.1124, 9.05253, 9.05255, 10.1123
2.70102, 132.437, 125.109, 9.15967, 11.5947, 7.32864, 9.18898, 0, 9.15968, 9.15968, 9.15971, 9.40193, 9.16593, 9.17947, 9.16575, 34.5164, 9.17175, 9.15967, 9.15967, 9.15967, 9.15967, 9.15967, 9.15967, 9.15967, 9.15967, 9.15967, 98.0422, 9.15967, 9.15968, 10.5534
2.70888, 111.57, 120.451, 9.26664, 10.6569, -8.88089, 9.29805, 0, 9.26665, 9.26665, 9.26668, 9.5089, 9.27289, 9.28892, 9.27275, 31.0054, 9.27417, 9.26664, 9.26664, 9.26664, 9.26664, 9.26664, 9.26664, 9.26664, 9.26664, 9.26664, 96.5885, 9.26664, 9.26664, 11.0747
2.71674, 99.5057, 114.953, 9.37339, 10.075, -15.4475, 9.40783, 0, 9.3734, 9.3734, 9.37343, 9.61565, 9.37964, 9.39812, 9.37955, 27.8624, 9.37802, 9.37339, 9.37339, 9.37339, 9.37339, 9.37339, 9.37339, 9.37339, 9.37339, 9.37339, 93.8339, 9.37339, 9.37339, 11.6851
2.7246, 95.4059, 108.809, 9.47986, 9.86944, -13.4028, 9.51872, 0, 9.47988, 9.47988, 9.47991, 9.72212, 9.48612, 9.50691, 9.48607, 25.1332, 9.48266, 9.47986, 9.47986, 9.47986, 9.47986, 9.47986, 9.47986, 9.47986, 9.47986, 9.47986, 89.9204, 9.47986, 9.47987, 12.3914
2.73247, 105.541, 102.232, 9.58601, 10.3702, 3.30888, 9.63141, 0, 9.58602, 9.58602, 9.58605, 9.82827, 9.59226, 9.61518, 9.59229, 22.8374, 9.58768, 9.58601, 9.58601, 9.58601, 9.58601, 9.58601, 9.58601, 9.58601, 9.58601, 9.58601, 85.0393, 9.58601, 9.58601, 13.1967
2.74033, 83.3586, 95.4445, 9.69177, 9.23897, -12.0858, 9.74686, 0, 9.69178, 9.69178, 9.69182, 9.93403, 9.69803, 9.72277, 9.69813, 20.9705, 9.69275, 9.69177, 9.69177, 9.69177, 9.69177, 9.69177, 9.69177, 9.69177, 9.69177, 9.69177, 79.416, 9.69177, 9.69178, 14.0996
2.74819, 85.3269, 88.661, 9.79709, 9.34489, -3.33414, 9.86642, 0, 9.7971, 9.7971, 9.79713, 10.0393, 9.80334, 9.82954, 9.80354, 19.509, 9.79766, 9.79709, 9.79709, 9.79709, 9.79709, 9.79709, 9.79709, 9.79709, 9.79709, 9.79709, 73.2957, 9.79709, 9.7971, 15.0932
2.75605, 79.9101, 82.0799, 9.90192, 9.05042, -2.16979, 9.99197, 0, 9.90193, 9.90193, 9.90196, 10.1442, 9.90817, 9.9354, 9.90849, 18.4142, 9.90224, 9.90192, 9.90192, 9.90192, 9.90192, 9.90192, 9.90192, 9.90192, 9.90192, 9.90192, 66.9263, 9.90192, 9.90193, 16.1642
2.76392, 76.9074, 75.871, 10.0062, 8.88299, 1.03639, 10.126, 0, 10.0062, 10.0062, 10.0063, 10.2485, 10.0125, 10.0402, 10.0129, 17.6372, 10.0064, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 10.0062, 60.544, 10.0062, 10.0062, 17.293
2.77178, 76.8143, 70.1696, 10.1099, 8.87774, 6.64464, 10.2719, 0, 10.11, 10.11, 10.11, 10.3522, 10.1162, 10.144, 10.1168, 17.123, 10.11, 10.1099, 10.1099, 10.1099, 10.1099, 10.1099, 10.1099, 10.1099, 10.1099, 10.1099, 54.3616, 10.1099, 10.11, 18.4533
2.77964, 71.9017, 65.0713, 10.213, 8.59661, 6.8304, 10.4336, 0, 10.2131, 10.2131, 10.2131, 10.4553, 10.2193, 10.2466, 10.2201, 16.8149, 10.2131, 10.213, 10.213, 10.213, 10.213, 10.213, 10.213, 10.213, 10.213, 10.213, 48.5591, 10.213, 10.2131, 19.6135
2.7875, 74.0093, 60.6305, 10.3155, 8.71833, 13.3788, 10.6163, 0, 10.3155, 10.3155, 10.3155, 10.5577, 10.3217, 10.3481, 10.3227, 16.6574, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 10.3155, 43.277, 10.3155, 10.3156, 20.7377
2.79537, 64.9999, 56.8645, 10.4172, 8.18535, 8.1354, 10.8259, 0, 10.4172, 10.4172, 10.4172, 10.6594, 10.4234, 10.4485, 10.4246, 16.599, 10.4172, 10.4172, 10.4172, 10.4172, 10.4172, 10.4172, 10.4172, 10.4172, 10.4172, 10.4172, 38.616, 10.4172, 10.4173, 21.7877
2.80323, 56.431, 53.7575, 10.5181, 7.64402, 2.67348, 11.0692, 0, 10.5181, 10.5181, 10.5181, 10.7603, 10.5243, 10.5476, 10.5258, 16.5944, 10.5181, 10.5181, 10.5181, 10.5181, 10.5181, 10.5181, 10.5181, 10.5181, 10.5181, 10.5181, 34.6369, 10.5181, 10.5183, 22.7254
2.81109, 44.0606, 51.2677, 10.6181, 6.7868, -7.20704, 11.3536, 0, 10.6181, 10.6181, 10.6181, 10.8603, 10.6243, 10.6454, 10.626, 16.6055, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 10.6181, 31.3633, 10.6181, 10.6183, 23.5151
2.81896, 69.0055, 49.3349, 10.7169, 8.42648, 19.6706, 11.6871, 0, 10.7169, 10.7169, 10.7169, 10.9592, 10.7232, 10.742, 10.7252, 16.6023, 10.7169, 10.7169, 10.7169, 10.7169, 10.7169, 10.7169, 10.7169, 10.7169, 10.7169, 10.7169, 28.7874, 10.7169, 10.7173, 24.1264
2.82682, 58.478, 47.8891, 10.8144, 7.77676, 10.5889, 12.0771, 0, 10.8144, 10.8144, 10.8144, 11.0566, 10.8206, 10.837, 10.823, 16.5632, 10.8144, 10.8144, 10.8144, 10.8144, 10.8144, 10.8144, 10.8144, 10.8144, 10.8144, 10.8144, 26.8757, 10.8144, 10.815, 24.5357
2.83468, 49.8501, 46.8564, 10.9101, 7.2007, 2.99374, 12.5306, 0, 10.9101, 10.9101, 10.9101, 11.1523, 10.9163, 10.9302, 10.919, 16.4745, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 10.9101, 25.5743, 10.9101, 10.9109, 24.7287
2.84254, 53.0112, 46.165, 11.0035, 7.41695, 6.84618, 13.0528, 0, 11.0035, 11.0035, 11.0036, 11.2458, 11.0098, 11.0212, 11.0128, 16.3297, 11.0035, 11.0035, 11.0035, 11.0035, 11.0035, 11.0035, 11.0035, 11.0035, 11.0035, 11.0035, 24.8157, 11.0035, 11.0047, 24.7007
2.85041, 46.0956, 45.749, 11.0941, 6.9351, 0.346581, 13.6466, 0, 11.0941, 11.0941, 11.0941, 11.3363, 11.1003, 11.1093, 11.1038, 16.1285, 11.0941, 11.0941, 11.0941, 11.0941, 11.0941, 11.0941, 11.0941, 11.0941, 11.0941, 11.0941, 24.5235, 11.0941, 11.0957, 24.4575
2.85827, 41.1114, 45.5498, 11.1809, 6.56592, -4.43842, 14.3117, 0, 11.1809, 11.1809, 11.1809, 11.4231, 11.1871, 11.1938, 11.191, 15.8756, 11.1809, 11.1809, 11.1809, 11.1809, 11.1809, 11.1809, 11.1809, 11.1809, 11.1809, 11.1809, 24.617, 11.1809, 11.183, 24.0142
2.86613, 39.157, 45.5166, 11.2628, 6.41537, -6.35958, 15.0438, 0, 11.2629, 11.2629, 11.2629, 11.5051, 11.2691, 11.2737, 11.2734, 15.5793, 11.2628, 11.2628, 11.2628, 11.2628, 11.2628, 11.2628, 11.2628, 11.2628, 11.2628, 11.2629, 25.0147, 11.2628, 11.2656, 23.3945
2.87399, 49.1471, 45.6055, 11.3388, 7.15172, 3.5416, 15.8338, 0, 11.3388, 11.3388, 11.3389, 11.5811, 11.3451, 11.3478, 11.3499, 15.2499, 11.3388, 11.3388, 11.3388, 11.3388, 11.3388, 11.3388, 11.3388, 11.3388, 11.3388, 11.3388, 25.6375, 11.3388, 11.3424, 22.6285
2.88186, 44.7242, 45.7777, 11.4073, 6.83551, -1.05348, 16.6677, 0, 11.4073, 11.4073, 11.4074, 11.6496, 11.4136, 11.4147, 11.4189, 14.8989, 11.4073, 11.4073, 11.4073, 11.4073, 11.4073, 11.4073, 11.4073, 11.4073, 11.4073, 11.4073, 26.4108, 11.4073, 11.4119, 21.7501
2.88972, 46.741, 45.9973, 11.4668, 6.98147, 0.743603, 17.5266, 0, 11.4668, 11.4668, 11.4668, 11.709, 11.473, 11.4727, 11.4788, 14.5374, 11.4668, 11.4668, 11.4668, 11.4668, 11.4668, 11.4668, 11.4668, 11.4668, 11.4668, 11.4668, 27.2661, 11.4668, 11.4724, 20.7953
2.89758, 46.566, 46.23, 11.5154, 6.96893, 0.335972, 18.3866, 0, 11.5154, 11.5154, 11.5155, 11.7577, 11.5217, 11.5202, 11.528, 14.1754, 11.5154, 11.5154, 11.5154, 11.5154, 11.5154, 11.5154, 11.5154, 11.5154, 11.5154, 11.5154, 28.1422, 11.5154, 11.5224, 19.7992
2.90544, 42.9543, 46.4413, 11.5515, 6.7048, -3.48696, 19.2206, 0, 11.5515, 11.5515, 11.5516, 11.7938, 11.5578, 11.5553, 11.5647, 13.821, 11.5515, 11.5515, 11.5515, 11.5515, 11.5515, 11.5515, 11.5515, 11.5515, 11.5515, 11.5515, 28.9861, 11.5515, 11.5599, 18.7942
2.91331, 32.9133, 46.5966, 11.5733, 5.90875, -13.6833, 19.9989, 0, 11.5733, 11.5733, 11.5733, 11.8155, 11.5795, 11.5762, 11.587, 13.4804, 11.5733, 11.5733, 11.5733, 11.5733, 11.5733, 11.5733, 11.5733, 11.5733, 11.5733, 11.5733, 29.7533, 11.5733, 11.5833, 17.8084
