   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_81.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.025995, 121.819, 0, 0, 11.1274, 121.819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0181205, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.010246, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00237151, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00550299, 0, 2.43858e-21, 0, 1.41421, -2.43858e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49459e-24, 0, 0, 1.30509e-26, 0, 5.16976e-26, 0, 2.43702e-21, 0, 0, 0
0.0133775, 0, 5.85118e-21, 0, 1.41421, -5.85118e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58615e-24, 0, 0, 3.16783e-26, 0, 1.26938e-25, 0, 5.84743e-21, 0, 0, 0
0.021252, 0, 1.38018e-20, 0, 1.41421, -1.38018e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.45904e-24, 0, 0, 7.56048e-26, 0, 3.0608e-25, 0, 1.3793e-20, 0, 0, 0
0.0291265, 0, 3.20361e-20, 0, 1.41421, -3.20361e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96347e-23, 0, 0, 1.77594e-25, 0, 7.25607e-25, 0, 3.20155e-20, 0, 0, 0
0.037001, 0, 7.32342e-20, 0, 1.41421, -7.32342e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48847e-23, 0, 0, 4.10928e-25, 0, 1.69286e-24, 0, 7.31872e-20, 0, 0, 0
0.0448755, 0, 1.64999e-19, 0, 1.41421, -1.64999e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01127e-22, 0, 0, 9.37308e-25, 0, 3.89018e-24, 0, 1.64893e-19, 0, 0, 0
0.05275, 0, 3.66627e-19, 0, 1.41421, -3.66627e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24703e-22, 0, 0, 2.10894e-24, 0, 8.81208e-24, 0, 3.66391e-19, 0, 0, 0
0.0606245, 0, 8.03874e-19, 0, 1.41421, -8.03874e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92687e-22, 0, 0, 4.68337e-24, 0, 1.96895e-23, 0, 8.03357e-19, 0, 0, 0
0.068499, 0, 1.74019e-18, 0, 1.41421, -1.74019e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06655e-21, 0, 0, 1.02706e-23, 0, 4.34214e-23, 0, 1.73907e-18, 0, 0, 0
0.0763735, 0, 3.7209e-18, 0, 1.41421, -3.7209e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28051e-21, 0, 0, 2.22523e-23, 0, 9.45614e-23, 0, 3.7185e-18, 0, 0, 0
0.084248, 0, 7.86175e-18, 0, 1.41421, -7.86175e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81839e-21, 0, 0, 4.76514e-23, 0, 2.03458e-22, 0, 7.85668e-18, 0, 0, 0
0.0921225, 0, 1.64198e-17, 0, 1.41421, -1.64198e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00635e-20, 0, 0, 1.00893e-22, 0, 4.32686e-22, 0, 1.64092e-17, 0, 0, 0
0.0999971, 0, 3.3911e-17, 0, 1.41421, -3.3911e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07837e-20, 0, 0, 2.11293e-22, 0, 9.09873e-22, 0, 3.3889e-17, 0, 0, 0
0.107872, 0, 6.92733e-17, 0, 1.41421, -6.92733e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24569e-20, 0, 0, 4.37802e-22, 0, 1.89258e-21, 0, 6.92285e-17, 0, 0, 0
0.115746, 0, 1.40012e-16, 0, 1.41421, -1.40012e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58115e-20, 0, 0, 8.97768e-22, 0, 3.89524e-21, 0, 1.39921e-16, 0, 0, 0
0.123621, 0, 2.80054e-16, 0, 1.41421, -2.80054e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71642e-19, 0, 0, 1.82245e-21, 0, 7.93513e-21, 0, 2.79873e-16, 0, 0, 0
0.131495, 0, 5.54494e-16, 0, 1.41421, -5.54494e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39843e-19, 0, 0, 3.66316e-21, 0, 1.60041e-20, 0, 5.54134e-16, 0, 0, 0
0.13937, 0, 1.09826e-15, 0, 1.41421, -1.09826e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7311e-19, 0, 0, 7.39116e-21, 0, 3.24218e-20, 0, 1.09755e-15, 0, 0, 0
0.147244, 0, 2.12937e-15, 0, 1.41421, -2.12937e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30507e-18, 0, 0, 1.45549e-20, 0, 6.4057e-20, 0, 2.12799e-15, 0, 0, 0
0.155119, 0, 4.08958e-15, 0, 1.41421, -4.08958e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50645e-18, 0, 0, 2.84012e-20, 0, 1.25409e-19, 0, 4.08692e-15, 0, 0, 0
0.162993, 0, 7.78127e-15, 0, 1.41421, -7.78127e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76903e-18, 0, 0, 5.4924e-20, 0, 2.43338e-19, 0, 7.7762e-15, 0, 0, 0
0.170868, 0, 1.46698e-14, 0, 1.41421, -1.46698e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.99092e-18, 0, 0, 1.05282e-19, 0, 4.68047e-19, 0, 1.46603e-14, 0, 0, 0
0.178742, 0, 2.74068e-14, 0, 1.41421, -2.74068e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67972e-17, 0, 0, 2.00063e-19, 0, 8.92576e-19, 0, 2.73889e-14, 0, 0, 0
0.186617, 0, 5.07456e-14, 0, 1.41421, -5.07456e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11011e-17, 0, 0, 3.76929e-19, 0, 1.6879e-18, 0, 5.07124e-14, 0, 0, 0
0.194491, 0, 9.31305e-14, 0, 1.41421, -9.31305e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7078e-17, 0, 0, 7.04203e-19, 0, 3.16565e-18, 0, 9.30696e-14, 0, 0, 0
0.202366, 0, 1.69427e-13, 0, 1.41421, -1.69427e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03839e-16, 0, 0, 1.30477e-18, 0, 5.88925e-18, 0, 1.69316e-13, 0, 0, 0
0.21024, 0, 3.05568e-13, 0, 1.41421, -3.05568e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87277e-16, 0, 0, 2.39784e-18, 0, 1.08693e-17, 0, 3.05367e-13, 0, 0, 0
0.218115, 0, 5.46392e-13, 0, 1.41421, -5.46392e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34875e-16, 0, 0, 4.37128e-18, 0, 1.99042e-17, 0, 5.46032e-13, 0, 0, 0
0.225989, 0, 9.6874e-13, 0, 1.41421, -9.6874e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93728e-16, 0, 0, 7.90593e-18, 0, 3.617e-17, 0, 9.68102e-13, 0, 0, 0
0.233864, 0, 1.70312e-12, 0, 1.41421, -1.70312e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04383e-15, 0, 0, 1.41876e-17, 0, 6.52336e-17, 0, 1.702e-12, 0, 0, 0
0.241738, 0, 2.96929e-12, 0, 1.41421, -2.96929e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81987e-15, 0, 0, 2.52657e-17, 0, 1.1678e-16, 0, 2.96732e-12, 0, 0, 0
0.249613, 0, 5.13393e-12, 0, 1.41421, -5.13393e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14664e-15, 0, 0, 4.46564e-17, 0, 2.0755e-16, 0, 5.13054e-12, 0, 0, 0
0.257487, 0, 8.80375e-12, 0, 1.41421, -8.80375e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39605e-15, 0, 0, 7.83493e-17, 0, 3.66248e-16, 0, 8.79791e-12, 0, 0, 0
0.265362, 0, 1.49737e-11, 0, 1.41421, -1.49737e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.17809e-15, 0, 0, 1.36476e-16, 0, 6.41793e-16, 0, 1.49637e-11, 0, 0, 0
0.273236, 0, 2.52611e-11, 0, 1.41421, -2.52611e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54846e-14, 0, 0, 2.36066e-16, 0, 1.11697e-15, 0, 2.52443e-11, 0, 0, 0
0.281111, 0, 4.22733e-11, 0, 1.41421, -4.22733e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59144e-14, 0, 0, 4.05569e-16, 0, 1.93105e-15, 0, 4.2245e-11, 0, 0, 0
0.288985, 0, 7.01756e-11, 0, 1.41421, -7.01756e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30229e-14, 0, 0, 6.92234e-16, 0, 3.31682e-15, 0, 7.01286e-11, 0, 0, 0
0.29686, 0, 1.15567e-10, 0, 1.41421, -1.15567e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08597e-14, 0, 0, 1.17413e-15, 0, 5.6612e-15, 0, 1.1549e-10, 0, 0, 0
0.304734, 0, 1.88812e-10, 0, 1.41421, -1.88812e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15787e-13, 0, 0, 1.97965e-15, 0, 9.60387e-15, 0, 1.88685e-10, 0, 0, 0
