   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_51.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.411072, 0, 5.54112e-09, 3.78491e-31, 1.41421, -5.54112e-09, 0, 3.78491e-31, 3.78491e-31, 3.78491e-31, 3.78491e-31, 3.78491e-31, 3.78491e-31, 3.78491e-31, 3.78491e-31, 3.78491e-31, 3.78491e-31, 1.92182e-10, 3.78491e-31, 3.78491e-31, 1.31795e-12, 3.78491e-31, 3.78491e-31, 5.34762e-09, 3.78491e-31, 3.78491e-31, 3.78491e-31
0.418957, 0, 8.01827e-09, 1.95895e-30, 1.41421, -8.01827e-09, 0, 1.95895e-30, 1.95895e-30, 1.95895e-30, 1.95895e-30, 1.95895e-30, 1.95895e-30, 1.95895e-30, 1.95895e-30, 1.95895e-30, 1.95895e-30, 2.7889e-10, 1.95895e-30, 1.95895e-30, 2.12022e-12, 1.95895e-30, 1.95895e-30, 7.73726e-09, 1.95895e-30, 1.95895e-30, 1.95895e-30
0.426843, 0, 1.15233e-08, 9.6869e-30, 1.41421, -1.15233e-08, 0, 9.6869e-30, 9.6869e-30, 9.6869e-30, 9.6869e-30, 9.6869e-30, 9.6869e-30, 9.6869e-30, 9.6869e-30, 9.6869e-30, 9.6869e-30, 4.02133e-10, 9.6869e-30, 9.6869e-30, 3.40899e-12, 9.6869e-30, 9.6869e-30, 1.11178e-08, 9.6869e-30, 9.6869e-30, 9.6869e-30
0.434728, 0, 1.64482e-08, 4.53695e-29, 1.41421, -1.64482e-08, 0, 4.53695e-29, 4.53695e-29, 4.53695e-29, 4.53695e-29, 4.53695e-29, 4.53695e-29, 4.53695e-29, 4.53695e-29, 4.53695e-29, 4.53695e-29, 5.76202e-10, 4.53695e-29, 4.53695e-29, 5.47677e-12, 4.53695e-29, 4.53695e-29, 1.58665e-08, 4.53695e-29, 4.53695e-29, 4.53695e-29
0.442613, 0, 2.332e-08, 2.06004e-28, 1.41421, -2.332e-08, 0, 2.06004e-28, 2.06004e-28, 2.06004e-28, 2.06004e-28, 2.06004e-28, 2.06004e-28, 2.06004e-28, 2.06004e-28, 2.06004e-28, 2.06004e-28, 8.20544e-10, 2.06004e-28, 2.06004e-28, 8.78873e-12, 2.06004e-28, 2.06004e-28, 2.24907e-08, 2.06004e-28, 2.06004e-28, 2.06004e-28
0.450498, 0, 3.28428e-08, 8.95998e-28, 1.41421, -3.28428e-08, 0, 8.95998e-28, 8.95998e-28, 8.95998e-28, 8.95998e-28, 8.95998e-28, 8.95998e-28, 8.95998e-28, 8.95998e-28, 8.95998e-28, 8.95998e-28, 1.16146e-09, 8.95998e-28, 8.95998e-28, 1.40815e-11, 8.95998e-28, 8.95998e-28, 3.16673e-08, 8.95998e-28, 8.95998e-28, 8.95998e-28
0.458383, 0, 4.59499e-08, 3.71711e-27, 1.41421, -4.59499e-08, 0, 3.71711e-27, 3.71711e-27, 3.71711e-27, 3.71711e-27, 3.71711e-27, 3.71711e-27, 3.71711e-27, 3.71711e-27, 3.71711e-27, 3.71711e-27, 1.63433e-09, 3.71711e-27, 3.71711e-27, 2.25156e-11, 3.71711e-27, 3.71711e-27, 4.4293e-08, 3.71711e-27, 3.71711e-27, 3.71711e-27
0.466269, 0, 6.38694e-08, 1.47143e-26, 1.41421, -6.38694e-08, 0, 1.47143e-26, 1.47143e-26, 1.47143e-26, 1.47143e-26, 1.47143e-26, 1.47143e-26, 1.47143e-26, 1.47143e-26, 1.47143e-26, 1.47143e-26, 2.28646e-09, 1.47143e-26, 1.47143e-26, 3.59099e-11, 1.47143e-26, 1.47143e-26, 6.1547e-08, 1.47143e-26, 1.47143e-26, 1.47143e-26
0.474154, 0, 8.82066e-08, 5.56413e-26, 1.41421, -8.82066e-08, 0, 5.56413e-26, 5.56413e-26, 5.56413e-26, 5.56413e-26, 5.56413e-26, 5.56413e-26, 8.31447e-13, 5.56413e-26, 5.56413e-26, 5.56413e-26, 3.18076e-09, 5.56413e-26, 5.56413e-26, 5.7097e-11, 5.56413e-26, 5.56413e-26, 8.49679e-08, 5.56413e-26, 5.56413e-26, 5.56413e-26
0.482039, 0, 1.21044e-07, 2.01351e-25, 1.41421, -1.21044e-07, 0, 2.01351e-25, 2.01351e-25, 2.01351e-25, 2.01351e-25, 2.01351e-25, 2.01351e-25, 2.78066e-12, 2.01351e-25, 2.01351e-25, 2.01351e-25, 4.40044e-09, 2.01351e-25, 2.01351e-25, 9.046e-11, 2.01351e-25, 2.01351e-25, 1.1655e-07, 2.01351e-25, 2.01351e-25, 2.01351e-25
0.489924, 0, 1.65063e-07, 7.0446e-25, 1.41421, -1.65063e-07, 0, 7.0446e-25, 7.0446e-25, 7.0446e-25, 7.0446e-25, 7.0446e-25, 7.0446e-25, 7.21391e-12, 7.0446e-25, 7.0446e-25, 7.0446e-25, 6.05493e-09, 7.0446e-25, 7.0446e-25, 1.42734e-10, 7.0446e-25, 7.0446e-25, 1.58858e-07, 7.0446e-25, 7.0446e-25, 7.0446e-25
0.497809, 0, 2.28004e-07, 8.24826e-10, 1.41421, -2.28004e-07, 8.24826e-10, 8.24875e-10, 8.24916e-10, 2.19633e-09, 8.57741e-10, 8.3288e-10, 8.48949e-10, 8.97926e-10, 8.5738e-10, 8.36182e-10, 2.66957e-09, 9.11262e-09, 8.26514e-10, 8.32e-10, 1.04909e-09, 8.24826e-10, 8.24833e-10, 2.16046e-07, 8.24826e-10, 8.24826e-10, 8.63317e-10
0.505695, 0, 3.12668e-07, 2.17017e-09, 1.41421, -3.12668e-07, 2.17017e-09, 2.1703e-09, 2.17041e-09, 5.77769e-09, 2.25675e-09, 2.19136e-09, 2.23362e-09, 2.35529e-09, 2.2558e-09, 2.20004e-09, 7.02244e-09, 1.34552e-08, 2.17461e-09, 2.18904e-09, 2.52069e-09, 2.17017e-09, 2.17019e-09, 2.91976e-07, 2.17017e-09, 2.17017e-09, 2.27141e-09
0.51358, 0, 4.3069e-07, 5.20664e-09, 1.41421, -4.3069e-07, 5.20664e-09, 5.20695e-09, 5.20721e-09, 1.38619e-08, 5.41436e-09, 5.25747e-09, 5.35887e-09, 5.64157e-09, 5.41208e-09, 5.2783e-09, 1.68483e-08, 2.04946e-08, 5.21729e-09, 5.25191e-09, 5.75158e-09, 5.20664e-09, 5.20668e-09, 3.93137e-07, 5.20664e-09, 5.20664e-09, 5.44954e-09
0.521465, 0, 5.99294e-07, 1.19011e-08, 1.41421, -5.99294e-07, 1.19011e-08, 1.19018e-08, 1.19024e-08, 3.16846e-08, 1.23759e-08, 1.20173e-08, 1.22491e-08, 1.28801e-08, 1.23707e-08, 1.20649e-08, 3.85108e-08, 3.25082e-08, 1.19255e-08, 1.20046e-08, 1.27435e-08, 1.19011e-08, 1.19012e-08, 5.28215e-07, 1.19011e-08, 1.19011e-08, 1.24563e-08
0.52935, 0, 8.48623e-07, 2.63241e-08, 1.41421, -8.48623e-07, 2.63241e-08, 2.63256e-08, 2.63269e-08, 7.00825e-08, 2.73742e-08, 2.65811e-08, 2.70937e-08, 2.8629e-08, 2.73627e-08, 2.66864e-08, 8.51811e-08, 5.39637e-08, 2.63779e-08, 2.6553e-08, 2.76184e-08, 2.63241e-08, 2.63243e-08, 7.09775e-07, 2.63241e-08, 2.63241e-08, 2.75521e-08
0.537235, 0, 1.23275e-06, 5.66993e-08, 1.41421, -1.23275e-06, 5.66993e-08, 5.67027e-08, 5.67055e-08, 1.50949e-07, 5.89612e-08, 5.72528e-08, 5.83571e-08, 6.19815e-08, 5.89364e-08, 5.74797e-08, 1.83469e-07, 9.35905e-08, 5.68153e-08, 5.71923e-08, 5.86757e-08, 5.66993e-08, 5.66998e-08, 9.56822e-07, 5.66993e-08, 5.66993e-08, 5.93444e-08
0.545121, 0, 1.85372e-06, 1.19246e-07, 1.41421, -1.85372e-06, 1.19246e-07, 1.19253e-07, 1.19259e-07, 3.17463e-07, 1.24003e-07, 1.2041e-07, 1.22732e-07, 1.34145e-07, 1.23951e-07, 1.20887e-07, 3.85857e-07, 1.68248e-07, 1.1949e-07, 1.20283e-07, 1.22244e-07, 1.19246e-07, 1.19247e-07, 1.29937e-06, 1.19246e-07, 1.19246e-07, 1.24809e-07
0.553006, 0, 2.89382e-06, 2.45184e-07, 1.41421, -2.89382e-06, 2.45184e-07, 2.45199e-07, 2.45211e-07, 6.5274e-07, 2.54965e-07, 2.47578e-07, 2.52353e-07, 2.80897e-07, 2.54858e-07, 2.48559e-07, 7.93366e-07, 3.09962e-07, 2.45686e-07, 2.47316e-07, 2.49704e-07, 2.45184e-07, 2.45187e-07, 1.78657e-06, 2.45184e-07, 2.45184e-07, 2.56622e-07
0.560891, 0, 4.6887e-06, 4.93177e-07, 1.41421, -4.6887e-06, 4.93177e-07, 4.93207e-07, 4.93231e-07, 1.31295e-06, 5.12851e-07, 4.97992e-07, 5.07596e-07, 5.73083e-07, 5.12636e-07, 4.99965e-07, 1.59581e-06, 5.78404e-07, 4.94186e-07, 4.97465e-07, 4.99945e-07, 4.93177e-07, 4.93182e-07, 2.50085e-06, 4.93177e-07, 4.93177e-07, 5.16184e-07
0.568776, 0, 7.84385e-06, 9.70801e-07, 1.41421, -7.84385e-06, 9.70801e-07, 9.70859e-07, 9.70907e-07, 2.58449e-06, 1.00953e-06, 9.80278e-07, 9.99184e-07, 1.14252e-06, 1.0091e-06, 9.84163e-07, 3.14128e-06, 1.08241e-06, 9.72787e-07, 9.79242e-07, 9.80864e-07, 9.70801e-07, 9.7081e-07, 3.58215e-06, 9.70801e-07, 9.70801e-07, 1.01609e-06
0.576661, 0, 1.34334e-05, 1.87058e-06, 1.41421, -1.34334e-05, 1.87058e-06, 1.87069e-06, 1.87079e-06, 4.97989e-06, 1.9452e-06, 1.88884e-06, 1.92527e-06, 2.22894e-06, 1.94438e-06, 1.89633e-06, 6.05274e-06, 2.01607e-06, 1.87441e-06, 1.88685e-06, 1.88544e-06, 1.87058e-06, 1.8706e-06, 5.26844e-06, 1.87058e-06, 1.87058e-06, 1.95784e-06
0.584547, 0, 2.33277e-05, 3.52875e-06, 1.41421, -2.33277e-05, 3.52875e-06, 3.52897e-06, 3.52914e-06, 9.39427e-06, 3.66952e-06, 3.5632e-06, 3.63192e-06, 4.26012e-06, 3.66798e-06, 3.57732e-06, 1.14181e-05, 3.71755e-06, 3.53597e-06, 3.55943e-06, 3.55055e-06, 3.52875e-06, 3.52879e-06, 7.96156e-06, 3.52875e-06, 3.52875e-06, 3.69337e-06
0.592432, 0, 4.07194e-05, 6.5183e-06, 1.41421, -4.07194e-05, 6.5183e-06, 6.51869e-06, 6.51901e-06, 1.7353e-05, 6.77832e-06, 6.58193e-06, 6.70887e-06, 7.98613e-06, 6.77547e-06, 6.60801e-06, 2.10915e-05, 6.76223e-06, 6.53163e-06, 6.57497e-06, 6.55006e-06, 6.5183e-06, 6.51835e-06, 1.23316e-05, 6.5183e-06, 6.5183e-06, 6.82237e-06
