   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_248.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.98295, 33.781, 31.6852, 31.3636, 5.98172, 2.09579, 0, 31.3637, 31.3637, 31.3638, 31.6139, 31.3835, 31.3637, 31.404, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3636, 31.3745, 31.3636
4.99082, 32.9827, 31.8027, 31.4805, 5.91461, 1.17991, 0, 31.4806, 31.4806, 31.4807, 31.7346, 31.5005, 31.4806, 31.5177, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4805, 31.4912, 31.4805
4.99869, 28.1779, 31.9203, 31.5973, 5.49344, -3.74238, 0, 31.5973, 31.5974, 31.5974, 31.8556, 31.6175, 31.5974, 31.6311, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.5973, 31.6078, 31.5973
5.00655, 36.7582, 32.038, 31.714, 6.22561, 4.72021, 0, 31.714, 31.7141, 31.7141, 31.9768, 31.7344, 31.7141, 31.7444, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.714, 31.7242, 31.714
5.01442, 28.3042, 32.1559, 31.8306, 5.50493, -3.85175, 0, 31.8306, 31.8307, 31.8307, 32.0982, 31.8513, 31.8307, 31.8576, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8306, 31.8404, 31.8306
5.02228, 29.5291, 32.2742, 31.9472, 5.61508, -2.74511, 0, 31.9472, 31.9472, 31.9473, 32.2199, 31.9681, 31.9473, 31.9708, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9472, 31.9566, 31.9472
5.03015, 28.1695, 32.3928, 32.0636, 5.49268, -4.22331, 0, 32.0636, 32.0636, 32.0637, 32.3419, 32.0848, 32.0637, 32.0841, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0636, 32.0726, 32.0636
5.03802, 39.3035, 32.512, 32.1799, 6.42678, 6.79154, 0, 32.1799, 32.1799, 32.18, 32.4641, 32.2014, 32.18, 32.1974, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1799, 32.1884, 32.1799
5.04588, 27.1512, 32.6318, 32.2961, 5.39919, -5.48061, 0, 32.2961, 32.2961, 32.2962, 32.5868, 32.3179, 32.2962, 32.3109, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.2961, 32.3041, 32.2961
5.05375, 31.3365, 32.7525, 32.4121, 5.77378, -1.41597, 0, 32.4121, 32.4122, 32.4122, 32.7101, 32.4342, 32.4122, 32.4245, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4121, 32.4197, 32.4121
5.06162, 20.3463, 32.8741, 32.528, 4.72719, -12.5279, 0, 32.528, 32.5281, 32.5281, 32.834, 32.5504, 32.5281, 32.5382, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.528, 32.5352, 32.528
5.06948, 30.8256, 32.997, 32.6438, 5.72936, -2.1714, 0, 32.6438, 32.6438, 32.6439, 32.9588, 32.6665, 32.6439, 32.6521, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6438, 32.6506, 32.6438
5.07735, 24.7469, 33.1213, 32.7594, 5.17174, -8.37439, 0, 32.7594, 32.7594, 32.7595, 33.0847, 32.7824, 32.7595, 32.7661, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7594, 32.7658, 32.7594
5.08522, 27.0985, 33.2473, 32.8748, 5.3943, -6.14882, 0, 32.8748, 32.8748, 32.8749, 33.2121, 32.8981, 32.8749, 32.8801, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8748, 32.8809, 32.8748
5.09308, 21.184, 33.3755, 32.99, 4.81498, -12.1915, 0, 32.99, 32.9901, 32.9901, 33.3413, 33.0137, 32.9901, 32.9942, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.99, 32.9959, 32.99
5.10095, 27.1203, 33.5063, 33.105, 5.39633, -6.38597, 0, 33.105, 33.1051, 33.1051, 33.4729, 33.1291, 33.1052, 33.1083, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.105, 33.1108, 33.105
5.10882, 24.4857, 33.6402, 33.2198, 5.14642, -9.1545, 0, 33.2199, 33.2199, 33.22, 33.6073, 33.2442, 33.22, 33.2224, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2198, 33.2254, 33.2198
5.11668, 17.7838, 33.7779, 33.3345, 4.44789, -15.9941, 0, 33.3345, 33.3345, 33.3346, 33.7453, 33.3592, 33.3346, 33.3364, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3345, 33.3399, 33.3345
5.12455, 25.3798, 33.92, 33.4488, 5.23257, -8.54018, 0, 33.4488, 33.4489, 33.4489, 33.8877, 33.4739, 33.449, 33.4503, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4488, 33.4543, 33.4488
5.13242, 19.0501, 34.0676, 33.563, 4.58804, -15.0174, 0, 33.563, 33.563, 33.5631, 34.0352, 33.5883, 33.5632, 33.564, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.563, 33.5684, 33.563
5.14028, 21.9628, 34.2214, 33.6768, 4.89518, -12.2586, 0, 33.6769, 33.6769, 33.677, 34.1888, 33.7026, 33.6772, 33.6776, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6768, 33.6823, 33.6768
5.14815, 24.872, 34.3826, 33.7905, 5.18382, -9.51056, 0, 33.7905, 33.7905, 33.7906, 34.3497, 33.8165, 33.7909, 33.791, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7905, 33.7961, 33.7905
5.15601, 33.581, 34.5521, 33.9038, 5.96498, -0.9711, 0, 33.9038, 33.9039, 33.9039, 34.5188, 33.9303, 33.9044, 33.9042, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9038, 33.9096, 33.9038
5.16388, 20.7317, 34.7311, 34.0169, 4.76778, -13.9994, 0, 34.0169, 34.017, 34.017, 34.6971, 34.0437, 34.0177, 34.0172, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0169, 34.0228, 34.0169
5.17175, 21.971, 34.9206, 34.1297, 4.89602, -12.9496, 0, 34.1297, 34.1297, 34.1298, 34.8858, 34.1568, 34.1308, 34.1299, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1297, 34.1358, 34.1297
5.17961, 17.0734, 35.1215, 34.2422, 4.36731, -18.0481, 0, 34.2422, 34.2422, 34.2423, 35.0857, 34.2696, 34.2438, 34.2423, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2422, 34.2485, 34.2422
5.18748, 20.0781, 35.3344, 34.3543, 4.69874, -15.2563, 0, 34.3544, 34.3544, 34.3545, 35.2973, 34.3822, 34.3566, 34.3544, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.3543, 34.361, 34.3543
5.19535, 35.7968, 35.5598, 34.4662, 6.14791, 0.237007, 0, 34.4662, 34.4662, 34.4663, 35.5212, 34.4944, 34.4693, 34.4663, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4662, 34.4732, 34.4662
5.20321, 22.3746, 35.7977, 34.5777, 4.93706, -13.4231, 0, 34.5777, 34.5778, 34.5778, 35.7572, 34.6063, 34.582, 34.5778, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5777, 34.5851, 34.5777
5.21108, 28.3082, 36.0477, 34.6889, 5.50528, -7.73954, 0, 34.6889, 34.689, 34.689, 36.0049, 34.7178, 34.6947, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6889, 34.6967, 34.6889
5.21895, 24.0805, 36.3089, 34.7998, 5.10691, -12.2284, 0, 34.7998, 34.7998, 34.7999, 36.2634, 34.8291, 34.8076, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.7998, 34.808, 34.7998
5.22681, 29.9694, 36.5799, 34.9103, 5.65415, -6.61051, 0, 34.9103, 34.9104, 34.9104, 36.5309, 34.9399, 34.9207, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.9103, 34.919, 34.9103
5.23468, 28.4919, 36.8586, 35.0204, 5.52195, -8.36668, 0, 35.0205, 35.0205, 35.0206, 36.8054, 35.0505, 35.0342, 35.0205, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0204, 35.0296, 35.0204
5.24255, 36.4445, 37.1423, 35.1303, 6.20036, -0.697815, 0, 35.1303, 35.1303, 35.1304, 37.0841, 35.1606, 35.1482, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1303, 35.1399, 35.1303
5.25041, 25.8454, 37.428, 35.2397, 5.27687, -11.5826, 0, 35.2397, 35.2398, 35.2398, 37.3637, 35.2705, 35.2629, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2397, 35.2499, 35.2397
5.25828, 37.2198, 37.7119, 35.3488, 6.26257, -0.492111, 0, 35.3488, 35.3488, 35.3489, 37.6404, 35.3799, 35.3783, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3488, 35.3594, 35.3488
5.26614, 35.5828, 37.9903, 35.4575, 6.13048, -2.4075, 0, 35.4575, 35.4575, 35.4576, 37.9103, 35.4889, 35.4946, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4575, 35.4686, 35.4575
5.27401, 40.783, 38.2591, 35.5658, 6.54087, 2.52388, 0, 35.5658, 35.5658, 35.5659, 38.1692, 35.5976, 35.6119, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5658, 35.5774, 35.5658
5.28188, 35.0126, 38.5141, 35.6737, 6.0838, -3.5015, 0, 35.6737, 35.6737, 35.6738, 38.4129, 35.7059, 35.7304, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6737, 35.6857, 35.6737
5.28974, 32.0494, 38.7516, 35.7812, 5.83519, -6.70225, 0, 35.7812, 35.7812, 35.7813, 38.6375, 35.8138, 35.8501, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7812, 35.7936, 35.7812
5.29761, 43.3181, 38.968, 35.8883, 6.73188, 4.35012, 0, 35.8883, 35.8883, 35.8884, 38.8395, 35.9212, 35.9708, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.8883, 35.901, 35.8883
5.30548, 48.812, 39.1604, 35.9949, 7.12825, 9.65158, 0, 35.995, 35.995, 35.9951, 39.016, 36.0283, 36.0928, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 35.9949, 36.008, 35.9949
5.31334, 39.8091, 39.3266, 36.1012, 6.466, 0.482513, 0, 36.1012, 36.1012, 36.1013, 39.1649, 36.1349, 36.2156, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1012, 36.1144, 36.1012
5.32121, 46.2545, 39.4651, 36.207, 6.94655, 6.78941, 0, 36.207, 36.207, 36.2071, 39.285, 36.2411, 36.3393, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.207, 36.2204, 36.207
5.32908, 39.8211, 39.5754, 36.3123, 6.46693, 0.245724, 0, 36.3123, 36.3124, 36.3124, 39.376, 36.3468, 36.4634, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3123, 36.3259, 36.3123
5.33694, 57.3639, 39.6579, 36.4172, 7.7048, 17.7061, 0, 36.4172, 36.4173, 36.4173, 39.4386, 36.4521, 36.5877, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4172, 36.4309, 36.4172
5.34481, 48.9556, 39.7137, 36.5216, 7.13832, 9.24189, 0, 36.5216, 36.5217, 36.5217, 39.4744, 36.5569, 36.7117, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5216, 36.5353, 36.5216
5.35268, 58.3359, 39.7448, 36.6255, 7.76762, 18.5911, 0, 36.6255, 36.6256, 36.6256, 39.4859, 36.6612, 36.8349, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6255, 36.6392, 36.6255
5.36054, 62.5792, 39.7539, 36.729, 8.03612, 22.8252, 0, 36.729, 36.729, 36.7291, 39.4762, 36.765, 36.9568, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.729, 36.7426, 36.729
5.36841, 56.4361, 39.7442, 36.8319, 7.64435, 16.6918, 0, 36.8319, 36.8319, 36.832, 39.4491, 36.8683, 37.0768, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8319, 36.8454, 36.8319
5.37627, 56.2892, 39.7192, 36.9343, 7.63473, 16.57, 0, 36.9343, 36.9343, 36.9344, 39.4085, 36.9711, 37.1945, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9343, 36.9477, 36.9343
5.38414, 60.9793, 39.6826, 37.0362, 7.93595, 21.2967, 0, 37.0362, 37.0362, 37.0363, 39.3587, 37.0734, 37.3093, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0362, 37.0494, 37.0362
5.39201, 58.1252, 39.638, 37.1375, 7.75405, 18.4872, 0, 37.1375, 37.1376, 37.1376, 39.3038, 37.1752, 37.4208, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1375, 37.1506, 37.1375
5.39987, 55.9519, 39.5892, 37.2383, 7.61261, 16.3627, 0, 37.2383, 37.2384, 37.2384, 39.2476, 37.2763, 37.5287, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2383, 37.2513, 37.2383
5.40774, 41.3354, 39.5393, 37.3386, 6.58296, 1.79611, 0, 37.3386, 37.3386, 37.3387, 39.1938, 37.377, 37.6326, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3386, 37.3513, 37.3386
5.41561, 44.9758, 39.4913, 37.4383, 6.85389, 5.48454, 0, 37.4383, 37.4383, 37.4384, 39.1454, 37.4771, 37.7326, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4383, 37.4508, 37.4383
5.42347, 41.5071, 39.4478, 37.5374, 6.59599, 2.05928, 0, 37.5374, 37.5375, 37.5375, 39.1049, 37.5766, 37.8284, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5374, 37.5498, 37.5374
5.43134, 42.4447, 39.4107, 37.6359, 6.66669, 3.03398, 0, 37.6359, 37.636, 37.6361, 39.0742, 37.6756, 37.9204, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6359, 37.6481, 37.6359
5.43921, 41.1576, 39.3818, 37.7339, 6.56945, 1.77587, 0, 37.7339, 37.7339, 37.734, 39.0548, 37.7739, 38.0086, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7339, 37.7458, 37.7339
5.44707, 37.9778, 39.362, 37.8312, 6.3228, -1.38417, 0, 37.8312, 37.8313, 37.8314, 39.0473, 37.8717, 38.0935, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.8312, 37.843, 37.8312
5.45494, 33.045, 39.352, 37.9279, 5.91988, -6.30703, 0, 37.928, 37.928, 37.9281, 39.052, 37.9688, 38.1753, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9279, 37.9395, 37.9279
5.46281, 42.5336, 39.3523, 38.0241, 6.67335, 3.18136, 0, 38.0241, 38.0241, 38.0242, 39.0688, 38.0654, 38.2547, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0241, 38.0354, 38.0241
5.47067, 36.2071, 39.3627, 38.1195, 6.18119, -3.15554, 0, 38.1196, 38.1196, 38.1197, 39.0971, 38.1613, 38.3321, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1195, 38.1306, 38.1195
5.47854, 33.3222, 39.3829, 38.2144, 5.94325, -6.06076, 0, 38.2144, 38.2145, 38.2146, 39.1362, 38.2566, 38.408, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2144, 38.2251, 38.2144
5.4864, 15.5698, 39.4126, 38.3086, 4.19163, -23.8429, 0, 38.3086, 38.3087, 38.3088, 39.185, 38.3512, 38.4829, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.3086, 38.319, 38.3086
5.49427, 34.9993, 39.4511, 38.4021, 6.08271, -4.45179, 0, 38.4021, 38.4022, 38.4024, 39.2425, 38.4452, 38.5572, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4021, 38.4122, 38.4021
5.50214, 26.3664, 39.4977, 38.495, 5.32601, -13.1313, 0, 38.495, 38.495, 38.4953, 39.3076, 38.5385, 38.6314, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.495, 38.5047, 38.495
5.51, 24.9872, 39.5515, 38.5872, 5.19492, -14.5644, 0, 38.5872, 38.5872, 38.5876, 39.3791, 38.6312, 38.7058, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5872, 38.5966, 38.5872
5.51787, 28.568, 39.6119, 38.6787, 5.52884, -11.0439, 0, 38.6787, 38.6787, 38.6791, 39.4559, 38.7233, 38.7806, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6787, 38.6876, 38.6787
5.52574, 34.309, 39.6781, 38.7694, 6.0257, -5.36903, 0, 38.7695, 38.7695, 38.77, 39.5371, 38.8147, 38.856, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.7694, 38.778, 38.7694
5.5336, 36.3253, 39.7493, 38.8595, 6.19074, -3.42401, 0, 38.8595, 38.8596, 38.8602, 39.6217, 38.9055, 38.9322, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8595, 38.8676, 38.8595
5.54147, 26.8674, 39.8249, 38.9488, 5.37284, -12.9574, 0, 38.9489, 38.9489, 38.9497, 39.709, 38.9958, 39.0092, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9488, 38.9565, 38.9488
5.54934, 18.1865, 39.9043, 39.0375, 4.49294, -21.7178, 0, 39.0375, 39.0375, 39.0384, 39.7982, 39.0857, 39.087, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0375, 39.0446, 39.0375
5.5572, 23.9736, 39.9872, 39.1253, 5.09643, -16.0136, 0, 39.1253, 39.1254, 39.1265, 39.8889, 39.1754, 39.1655, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.1253, 39.132, 39.1253
5.56507, 24.9733, 40.0733, 39.2124, 5.19358, -15.1, 0, 39.2124, 39.2125, 39.2139, 39.9804, 39.2652, 39.2447, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2124, 39.2187, 39.2124
5.57294, 20.1963, 40.1624, 39.2988, 4.7113, -19.9661, 0, 39.2988, 39.2988, 39.3006, 40.0725, 39.3554, 39.3244, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.2988, 39.3045, 39.2988
5.5808, 23.0753, 40.255, 39.3843, 5.00753, -17.1796, 0, 39.3844, 39.3844, 39.3865, 40.1649, 39.4468, 39.4044, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3843, 39.3896, 39.3843
5.58867, 20.4216, 40.3515, 39.4691, 4.73514, -19.9299, 0, 39.4692, 39.4692, 39.4717, 40.2572, 39.5403, 39.4847, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.4691, 39.474, 39.4691
5.59653, 18.4307, 40.4531, 39.5531, 4.52004, -22.0223, 0, 39.5532, 39.5532, 39.5562, 40.3493, 39.6374, 39.5651, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5531, 39.5576, 39.5531
5.6044, 19.8137, 40.5616, 39.6363, 4.67051, -20.7479, 0, 39.6364, 39.6364, 39.64, 40.441, 39.7401, 39.6454, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6363, 39.6404, 39.6363
5.61227, 20.1989, 40.6796, 39.7188, 4.71157, -20.4807, 0, 39.7188, 39.7188, 39.723, 40.5322, 39.8514, 39.7256, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7188, 39.7225, 39.7188
5.62013, 27.4903, 40.8112, 39.8003, 5.43049, -13.3209, 0, 39.8004, 39.8004, 39.8053, 40.6229, 39.9752, 39.8054, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8003, 39.8037, 39.8003
