   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_333.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0280439, 500.81, 0, 0, 22.4234, 500.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0201803, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0123166, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00445302, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0034106, 0, 3.61804e-23, 0, 1.41421, -3.61804e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09047e-25, 0, 0, 2.46384e-28, 0, 5.54063e-27, 0, 3.60655e-23, 0, 0, 0
0.0112742, 0, 9.58596e-23, 0, 1.41421, -9.58596e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88919e-25, 0, 0, 6.62806e-28, 0, 1.50578e-26, 0, 9.5555e-23, 0, 0, 0
0.0191379, 0, 2.48083e-22, 0, 1.41421, -2.48083e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.47714e-25, 0, 0, 1.74165e-27, 0, 3.9893e-26, 0, 2.47294e-22, 0, 0, 0
0.0270015, 0, 6.28324e-22, 0, 1.41421, -6.28324e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89374e-24, 0, 0, 4.47887e-27, 0, 1.03268e-25, 0, 6.26323e-22, 0, 0, 0
0.0348651, 0, 1.55985e-21, 0, 1.41421, -1.55985e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70131e-24, 0, 0, 1.12903e-26, 0, 2.6169e-25, 0, 1.55488e-21, 0, 0, 0
0.0427287, 0, 3.80079e-21, 0, 1.41421, -3.80079e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14553e-23, 0, 0, 2.79351e-26, 0, 6.50207e-25, 0, 3.78866e-21, 0, 0, 0
0.0505924, 0, 9.10018e-21, 0, 1.41421, -9.10018e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74273e-23, 0, 0, 6.79223e-26, 0, 1.58613e-24, 0, 9.0711e-21, 0, 0, 0
0.058456, 0, 2.14307e-20, 0, 1.41421, -2.14307e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45902e-23, 0, 0, 1.62449e-25, 0, 3.80313e-24, 0, 2.13621e-20, 0, 0, 0
0.0663196, 0, 4.96821e-20, 0, 1.41421, -4.96821e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49737e-22, 0, 0, 3.82511e-25, 0, 8.97184e-24, 0, 4.9523e-20, 0, 0, 0
0.0741832, 0, 1.13466e-19, 0, 1.41421, -1.13466e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41975e-22, 0, 0, 8.874e-25, 0, 2.08417e-23, 0, 1.13102e-19, 0, 0, 0
0.0820469, 0, 2.55457e-19, 0, 1.41421, -2.55457e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6992e-22, 0, 0, 2.02971e-24, 0, 4.77112e-23, 0, 2.54638e-19, 0, 0, 0
0.0899105, 0, 5.67297e-19, 0, 1.41421, -5.67297e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70976e-21, 0, 0, 4.5798e-24, 0, 1.07705e-22, 0, 5.65475e-19, 0, 0, 0
0.0977741, 0, 1.24326e-18, 0, 1.41421, -1.24326e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74703e-21, 0, 0, 1.01996e-23, 0, 2.399e-22, 0, 1.23927e-18, 0, 0, 0
0.105638, 0, 2.69015e-18, 0, 1.41421, -2.69015e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10774e-21, 0, 0, 2.24312e-23, 0, 5.27521e-22, 0, 2.6815e-18, 0, 0, 0
0.113501, 0, 5.74954e-18, 0, 1.41421, -5.74954e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73282e-20, 0, 0, 4.87349e-23, 0, 1.14569e-21, 0, 5.73102e-18, 0, 0, 0
0.121365, 0, 1.2142e-17, 0, 1.41421, -1.2142e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6594e-20, 0, 0, 1.04643e-22, 0, 2.45868e-21, 0, 1.21028e-17, 0, 0, 0
0.129229, 0, 2.53452e-17, 0, 1.41421, -2.53452e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6386e-20, 0, 0, 2.22136e-22, 0, 5.21572e-21, 0, 2.52634e-17, 0, 0, 0
0.137092, 0, 5.23105e-17, 0, 1.41421, -5.23105e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57654e-19, 0, 0, 4.66369e-22, 0, 1.0942e-20, 0, 5.21415e-17, 0, 0, 0
0.144956, 0, 1.08262e-16, 0, 1.41421, -1.08262e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26279e-19, 0, 0, 9.8604e-22, 0, 2.31117e-20, 0, 1.07911e-16, 0, 0, 0
0.152819, 0, 2.18258e-16, 0, 1.41421, -2.18258e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57784e-19, 0, 0, 2.02255e-21, 0, 4.73696e-20, 0, 2.17551e-16, 0, 0, 0
0.160683, 0, 4.35459e-16, 0, 1.41421, -4.35459e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31237e-18, 0, 0, 4.1068e-21, 0, 9.61115e-20, 0, 4.34046e-16, 0, 0, 0
0.168547, 0, 8.5998e-16, 0, 1.41421, -8.5998e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59177e-18, 0, 0, 8.25648e-21, 0, 1.93091e-19, 0, 8.57187e-16, 0, 0, 0
0.17641, 0, 1.68139e-15, 0, 1.41421, -1.68139e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06728e-18, 0, 0, 1.64382e-20, 0, 3.84197e-19, 0, 1.67592e-15, 0, 0, 0
0.184274, 0, 3.25507e-15, 0, 1.41421, -3.25507e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.80988e-18, 0, 0, 3.2416e-20, 0, 7.57261e-19, 0, 3.24447e-15, 0, 0, 0
0.192138, 0, 6.24057e-15, 0, 1.41421, -6.24057e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88073e-17, 0, 0, 6.33254e-20, 0, 1.47883e-18, 0, 6.22022e-15, 0, 0, 0
0.200001, 0, 1.18501e-14, 0, 1.41421, -1.18501e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57126e-17, 0, 0, 1.22568e-19, 0, 2.86191e-18, 0, 1.18114e-14, 0, 0, 0
0.207865, 0, 2.22899e-14, 0, 1.41421, -2.22899e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71744e-17, 0, 0, 2.35078e-19, 0, 5.48947e-18, 0, 2.2217e-14, 0, 0, 0
0.215729, 0, 4.15367e-14, 0, 1.41421, -4.15367e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25177e-16, 0, 0, 4.46854e-19, 0, 1.0438e-17, 0, 4.14007e-14, 0, 0, 0
0.223592, 0, 7.669e-14, 0, 1.41421, -7.669e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31115e-16, 0, 0, 8.41959e-19, 0, 1.9678e-17, 0, 7.64384e-14, 0, 0, 0
0.231456, 0, 1.40305e-13, 0, 1.41421, -1.40305e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22823e-16, 0, 0, 1.57271e-18, 0, 3.6787e-17, 0, 1.39844e-13, 0, 0, 0
0.239319, 0, 2.54373e-13, 0, 1.41421, -2.54373e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66575e-16, 0, 0, 2.91269e-18, 0, 6.82046e-17, 0, 2.53536e-13, 0, 0, 0
0.247183, 0, 4.57058e-13, 0, 1.41421, -4.57058e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37738e-15, 0, 0, 5.34924e-18, 0, 1.25431e-16, 0, 4.5555e-13, 0, 0, 0
0.255047, 0, 8.13969e-13, 0, 1.41421, -8.13969e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45295e-15, 0, 0, 9.74333e-18, 0, 2.28838e-16, 0, 8.11278e-13, 0, 0, 0
0.26291, 0, 1.43685e-12, 0, 1.41421, -1.43685e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33006e-15, 0, 0, 1.76039e-17, 0, 4.14264e-16, 0, 1.43209e-12, 0, 0, 0
0.270774, 0, 2.51428e-12, 0, 1.41421, -2.51428e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.57702e-15, 0, 0, 3.15554e-17, 0, 7.44219e-16, 0, 2.50593e-12, 0, 0, 0
0.278637, 0, 4.36153e-12, 0, 1.41421, -4.36153e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31441e-14, 0, 0, 5.61287e-17, 0, 1.327e-15, 0, 4.34701e-12, 0, 0, 0
0.286501, 0, 7.50097e-12, 0, 1.41421, -7.50097e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26059e-14, 0, 0, 9.90917e-17, 0, 2.34889e-15, 0, 7.47591e-12, 0, 0, 0
0.294365, 0, 1.279e-11, 0, 1.41421, -1.279e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85473e-14, 0, 0, 1.73675e-16, 0, 4.12817e-15, 0, 1.27472e-11, 0, 0, 0
0.302228, 0, 2.16235e-11, 0, 1.41421, -2.16235e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5174e-14, 0, 0, 3.02279e-16, 0, 7.20512e-15, 0, 2.15509e-11, 0, 0, 0
0.310092, 0, 3.62497e-11, 0, 1.41421, -3.62497e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09267e-13, 0, 0, 5.2261e-16, 0, 1.24914e-14, 0, 3.61274e-11, 0, 0, 0
0.317956, 0, 6.02597e-11, 0, 1.41421, -6.02597e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81661e-13, 0, 0, 8.97843e-16, 0, 2.15167e-14, 0, 6.00557e-11, 0, 0, 0
0.325819, 0, 9.93385e-11, 2.5924e-43, 1.41421, -9.93385e-11, 0, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.5924e-43, 2.99515e-13, 2.5924e-43, 2.5924e-43, 1.53335e-15, 2.5924e-43, 3.68345e-14, 2.5924e-43, 9.90006e-11, 2.5924e-43, 2.5924e-43, 2.5924e-43
0.333683, 0, 1.62403e-10, 4.47435e-42, 1.41421, -1.62403e-10, 0, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.47435e-42, 4.89759e-13, 4.47435e-42, 4.47435e-42, 2.60427e-15, 4.47435e-42, 6.26868e-14, 4.47435e-42, 1.61848e-10, 4.47435e-42, 4.47435e-42, 4.47435e-42
0.341547, 0, 2.63317e-10, 6.40337e-41, 1.41421, -2.63317e-10, 0, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 6.40337e-41, 7.94292e-13, 6.40337e-41, 6.40337e-41, 4.40088e-15, 6.40337e-41, 1.06093e-13, 6.40337e-41, 2.62413e-10, 6.40337e-41, 6.40337e-41, 6.40337e-41
0.34941, 0, 4.23442e-10, 8.10943e-40, 1.41421, -4.23442e-10, 0, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 8.10943e-40, 1.27773e-12, 8.10943e-40, 8.10943e-40, 7.40325e-15, 8.10943e-40, 1.7863e-13, 8.10943e-40, 4.21978e-10, 8.10943e-40, 8.10943e-40, 8.10943e-40
0.357274, 0, 6.75393e-10, 9.20909e-39, 1.41421, -6.75393e-10, 0, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 9.20909e-39, 2.03886e-12, 9.20909e-39, 9.20909e-39, 1.24042e-14, 9.20909e-39, 2.99328e-13, 9.20909e-39, 6.73042e-10, 9.20909e-39, 9.20909e-39, 9.20909e-39
0.365137, 0, 1.06853e-09, 9.44989e-38, 1.41421, -1.06853e-09, 0, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 9.44989e-38, 3.22738e-12, 9.44989e-38, 9.44989e-38, 2.0712e-14, 9.44989e-38, 4.99411e-13, 9.44989e-38, 1.06479e-09, 9.44989e-38, 9.44989e-38, 9.44989e-38
0.373001, 0, 1.67692e-09, 8.81091e-37, 1.41421, -1.67692e-09, 0, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 8.81091e-37, 5.06829e-12, 8.81091e-37, 8.81091e-37, 3.4485e-14, 8.81091e-37, 8.30023e-13, 8.81091e-37, 1.67099e-09, 8.81091e-37, 8.81091e-37, 8.81091e-37
0.380865, 0, 2.61064e-09, 7.50601e-36, 1.41421, -2.61064e-09, 0, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.50601e-36, 7.89684e-12, 7.50601e-36, 7.50601e-36, 5.72842e-14, 7.50601e-36, 1.37484e-12, 7.50601e-36, 2.60131e-09, 7.50601e-36, 7.50601e-36, 7.50601e-36
0.388728, 0, 4.03197e-09, 5.87052e-35, 1.41421, -4.03197e-09, 0, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 5.87052e-35, 1.22084e-11, 5.87052e-35, 5.87052e-35, 9.49862e-14, 5.87052e-35, 2.27069e-12, 5.87052e-35, 4.01739e-09, 5.87052e-35, 5.87052e-35, 5.87052e-35
0.396592, 0, 6.17794e-09, 4.23433e-34, 1.41421, -6.17794e-09, 0, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 4.23433e-34, 1.87292e-11, 4.23433e-34, 4.23433e-34, 1.57292e-13, 4.23433e-34, 3.74122e-12, 4.23433e-34, 6.15531e-09, 4.23433e-34, 4.23433e-34, 4.23433e-34
0.404456, 0, 9.39184e-09, 2.91626e-33, 1.41421, -9.39184e-09, 0, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.91626e-33, 2.8515e-11, 2.91626e-33, 2.91626e-33, 2.60219e-13, 2.91626e-33, 6.15201e-12, 2.91626e-33, 9.35691e-09, 2.91626e-33, 2.91626e-33, 2.91626e-33
0.412319, 0, 1.41666e-08, 1.83912e-32, 1.41421, -1.41666e-08, 0, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 1.83912e-32, 4.30888e-11, 1.83912e-32, 1.83912e-32, 4.302e-13, 1.83912e-32, 1.01005e-11, 1.83912e-32, 1.4113e-08, 1.83912e-32, 1.83912e-32, 1.83912e-32
0.420183, 0, 2.12036e-08, 1.13119e-31, 1.41421, -2.12036e-08, 0, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 1.13119e-31, 6.46309e-11, 1.13119e-31, 1.13119e-31, 7.10822e-13, 1.13119e-31, 1.65629e-11, 1.13119e-31, 2.11217e-08, 1.13119e-31, 1.13119e-31, 1.13119e-31
