   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_86.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.42811, 5.60935, 10.3571, 7.92844, 2.75851, -4.74778, 0, 7.92847, 7.92849, 7.92849, 7.99525, 7.92897, 7.92882, 7.9617, 8.14929, 7.92844, 7.92844, 7.92844, 7.92844, 7.92844, 7.92844, 7.92844, 7.92844, 7.92844, 7.92844, 8.41101, 7.92844, 9.55258, 7.92844
3.43599, 11.6843, 10.5058, 7.9602, 3.69923, 1.1785, 0, 7.96023, 7.96026, 7.96026, 8.02701, 7.96073, 7.96059, 7.99819, 8.14231, 7.9602, 7.9602, 7.9602, 7.9602, 7.9602, 7.9602, 7.9602, 7.9602, 7.9602, 7.96021, 8.41903, 7.9602, 9.75903, 7.9602
3.44386, 11.4209, 10.6552, 7.99342, 3.66346, 0.765714, 0, 7.99345, 7.99347, 7.99348, 8.06023, 7.99395, 7.99381, 8.03843, 8.14338, 7.99342, 7.99342, 7.99342, 7.99342, 7.99342, 7.99342, 7.99342, 7.99342, 7.99342, 7.99342, 8.4284, 7.99342, 9.95737, 7.99342
3.45174, 8.41606, 10.8007, 8.02839, 3.22739, -2.3846, 0, 8.02843, 8.02845, 8.02845, 8.0952, 8.02892, 8.0288, 8.0838, 8.15254, 8.02839, 8.02839, 8.02839, 8.02839, 8.02839, 8.02839, 8.02839, 8.02839, 8.02839, 8.0284, 8.43943, 8.02839, 10.1422, 8.02839
3.45961, 10.4109, 10.9381, 8.06537, 3.52291, -0.527185, 0, 8.0654, 8.06542, 8.06542, 8.13217, 8.0659, 8.06578, 8.13603, 8.16961, 8.06537, 8.06537, 8.06537, 8.06537, 8.06537, 8.06537, 8.06537, 8.06537, 8.06537, 8.06537, 8.45245, 8.06537, 10.3082, 8.06537
3.46749, 9.13693, 11.0644, 8.10452, 3.3372, -1.92747, 0, 8.10455, 8.10457, 8.10458, 8.17133, 8.10505, 8.10494, 8.19733, 8.19427, 8.10452, 8.10452, 8.10452, 8.10452, 8.10452, 8.10452, 8.10452, 8.10452, 8.10452, 8.10452, 8.46771, 8.10452, 10.4507, 8.10452
3.47536, 12.4087, 11.1778, 8.14593, 3.79588, 1.23097, 0, 8.14596, 8.14599, 8.14599, 8.21274, 8.14646, 8.14637, 8.2705, 8.22603, 8.14593, 8.14593, 8.14593, 8.14593, 8.14593, 8.14593, 8.14593, 8.14593, 8.14593, 8.14593, 8.4854, 8.14593, 10.5657, 8.14593
3.48323, 8.56697, 11.2784, 8.18965, 3.25069, -2.71142, 0, 8.18968, 8.1897, 8.1897, 8.25646, 8.19018, 8.1901, 8.35913, 8.26436, 8.18965, 8.18965, 8.18965, 8.18965, 8.18965, 8.18965, 8.18965, 8.18965, 8.18965, 8.18965, 8.5057, 8.18965, 10.6502, 8.18965
3.49111, 5.32411, 11.3687, 8.23563, 2.70631, -6.04457, 0, 8.23567, 8.23569, 8.23569, 8.30244, 8.23616, 8.2361, 8.46771, 8.30862, 8.23563, 8.23563, 8.23563, 8.23563, 8.23563, 8.23563, 8.23563, 8.23563, 8.23563, 8.23564, 8.52869, 8.23563, 10.7026, 8.23563
3.49898, 7.06543, 11.4535, 8.28381, 3.01089, -4.38811, 0, 8.28384, 8.28387, 8.28387, 8.35062, 8.28434, 8.28429, 8.60179, 8.35814, 8.28381, 8.28381, 8.28381, 8.28381, 8.28381, 8.28381, 8.28381, 8.28381, 8.28381, 8.28381, 8.55441, 8.28381, 10.7227, 8.28381
3.50686, 7.92976, 11.5405, 8.33405, 3.15115, -3.61077, 0, 8.33408, 8.3341, 8.3341, 8.40086, 8.33458, 8.33454, 8.76813, 8.41221, 8.33405, 8.33405, 8.33405, 8.33405, 8.33405, 8.33405, 8.33405, 8.33405, 8.33405, 8.33405, 8.58286, 8.33405, 10.7115, 8.33405
3.51473, 5.04136, 11.6398, 8.38618, 2.65356, -6.59841, 0, 8.38622, 8.38624, 8.38624, 8.45299, 8.38671, 8.38669, 8.9747, 8.47011, 8.38618, 8.38618, 8.38618, 8.38618, 8.38618, 8.38618, 8.38618, 8.38618, 8.38618, 8.38619, 8.61398, 8.38618, 10.6715, 8.38618
3.52261, 12.9854, 11.7638, 8.44005, 3.8711, 1.22158, 0, 8.44008, 8.44011, 8.44011, 8.50686, 8.44058, 8.44058, 9.23071, 8.53113, 8.44005, 8.44005, 8.44005, 8.44005, 8.44005, 8.44005, 8.44005, 8.44005, 8.44005, 8.44005, 8.64771, 8.44005, 10.6064, 8.44005
3.53048, 11.3898, 11.9271, 8.49546, 3.65921, -0.537304, 0, 8.4955, 8.49552, 8.49552, 8.56227, 8.49599, 8.49601, 9.54641, 8.59455, 8.49546, 8.49546, 8.49546, 8.49546, 8.49546, 8.49546, 8.49546, 8.49546, 8.49546, 8.49547, 8.68393, 8.49546, 10.5206, 8.49546
3.53836, 9.17986, 12.1457, 8.55223, 3.34363, -2.96579, 0, 8.55226, 8.55229, 8.55229, 8.61904, 8.55276, 8.55279, 9.93285, 8.65967, 8.55223, 8.55223, 8.55223, 8.55223, 8.55223, 8.55223, 8.55223, 8.55223, 8.55223, 8.55223, 8.72252, 8.55223, 10.4193, 8.55223
3.54623, 8.79052, 12.4358, 8.61018, 3.28489, -3.64529, 0, 8.61021, 8.61023, 8.61023, 8.67698, 8.6107, 8.61075, 10.4013, 8.72583, 8.61018, 8.61018, 8.61018, 8.61018, 8.61018, 8.61018, 8.61018, 8.61018, 8.61018, 8.61018, 8.76337, 8.61018, 10.3078, 8.61018
3.5541, 9.56574, 12.8138, 8.66913, 3.40084, -3.24802, 0, 8.66916, 8.66918, 8.66918, 8.73594, 8.66966, 8.66972, 10.9629, 8.79243, 8.66913, 8.66913, 8.66913, 8.66913, 8.66913, 8.66913, 8.66913, 8.66913, 8.66913, 8.66913, 8.80633, 8.66913, 10.1914, 8.66913
3.56198, 16.3961, 13.2942, 8.72894, 4.28907, 3.10194, 0, 8.72897, 8.729, 8.729, 8.79575, 8.72947, 8.72956, 11.6273, 8.85892, 8.72894, 8.72894, 8.72894, 8.72894, 8.72894, 8.72894, 8.72894, 8.72894, 8.72894, 8.72894, 8.85127, 8.72894, 10.0754, 8.72894
3.56985, 13.5506, 13.8892, 8.78948, 3.94342, -0.338636, 0, 8.78951, 8.78953, 8.78953, 8.85628, 8.79, 8.79011, 12.4025, 8.92481, 8.78948, 8.78948, 8.78948, 8.78948, 8.78948, 8.78948, 8.78948, 8.78948, 8.78948, 8.78948, 8.89806, 8.78948, 9.96411, 8.78948
3.57773, 15.9209, 14.607, 8.85062, 4.23331, 1.31385, 0, 8.85065, 8.85068, 8.85068, 8.91743, 8.85115, 8.85128, 13.293, 8.98973, 8.85062, 8.85062, 8.85062, 8.85062, 8.85062, 8.85062, 8.85062, 8.85062, 8.85062, 8.85062, 8.94658, 8.85062, 9.86141, 8.85062
3.5856, 18.0908, 15.4511, 8.91228, 4.48228, 2.63977, 0, 8.91231, 8.91234, 8.91234, 8.97909, 8.91281, 8.91296, 14.2994, 9.05338, 8.91228, 8.91228, 8.91228, 8.91228, 8.91228, 8.91228, 8.91228, 8.91228, 8.91228, 8.91228, 8.9967, 8.91228, 9.77026, 8.91228
3.59348, 15.9091, 16.4186, 8.97438, 4.23191, -0.509502, 0, 8.97441, 8.97443, 8.97443, 9.04119, 8.97491, 8.97507, 15.4169, 9.11559, 8.97438, 8.97438, 8.97438, 8.97438, 8.97438, 8.97438, 8.97438, 8.97438, 8.97438, 8.97438, 9.04831, 8.97438, 9.69277, 8.97438
3.60135, 19.2086, 17.5003, 9.03685, 4.60528, 1.70827, 0, 9.03688, 9.0369, 9.03691, 9.10366, 9.03738, 9.03757, 16.6348, 9.17626, 9.03685, 9.03685, 9.03685, 9.03685, 9.03685, 9.03685, 9.03685, 9.03685, 9.03685, 9.03685, 9.10131, 9.03685, 9.63023, 9.03685
3.60923, 21.1177, 18.6795, 9.09964, 4.80808, 2.43816, 0, 9.09967, 9.0997, 9.0997, 9.16645, 9.10017, 9.10038, 17.936, 9.23541, 9.09964, 9.09964, 9.09964, 9.09964, 9.09964, 9.09964, 9.09964, 9.09964, 9.09964, 9.09964, 9.1556, 9.09964, 9.58317, 9.09964
3.6171, 22.4619, 19.9326, 9.16272, 4.94589, 2.52924, 0, 9.16275, 9.16278, 9.16278, 9.22953, 9.16325, 9.16348, 19.2969, 9.29315, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.16272, 9.21108, 9.16272, 9.55142, 9.16272
3.62497, 24.6053, 21.2293, 9.22606, 5.15804, 3.37608, 0, 9.22609, 9.22612, 9.22612, 9.29287, 9.22659, 9.22685, 20.6875, 9.34966, 9.22606, 9.22606, 9.22606, 9.22606, 9.22606, 9.22606, 9.22606, 9.22606, 9.22606, 9.22607, 9.26767, 9.22606, 9.53435, 9.22606
3.63285, 23.9639, 22.5334, 9.28964, 5.09548, 1.43055, 0, 9.28967, 9.2897, 9.2897, 9.35645, 9.29017, 9.29045, 22.0727, 9.40518, 9.28964, 9.28964, 9.28964, 9.28964, 9.28964, 9.28964, 9.28964, 9.28964, 9.28964, 9.28964, 9.32527, 9.28964, 9.53087, 9.28964
3.64072, 26.4834, 23.8048, 9.35345, 5.33699, 2.67867, 0, 9.35348, 9.3535, 9.3535, 9.42025, 9.35397, 9.35428, 23.4133, 9.45998, 9.35345, 9.35345, 9.35345, 9.35345, 9.35345, 9.35345, 9.35345, 9.35345, 9.35345, 9.35345, 9.38383, 9.35345, 9.53969, 9.35345
3.6486, 20.6054, 25.001, 9.41747, 4.75451, -4.39563, 0, 9.4175, 9.41752, 9.41752, 9.48428, 9.418, 9.41832, 24.6681, 9.51438, 9.41747, 9.41747, 9.41747, 9.41747, 9.41747, 9.41747, 9.41747, 9.41747, 9.41747, 9.41747, 9.44326, 9.41747, 9.55934, 9.41747
3.65647, 34.7258, 26.0798, 9.4817, 6.06018, 8.64601, 0, 9.48173, 9.48176, 9.48176, 9.54851, 9.48223, 9.48258, 25.796, 9.56867, 9.4817, 9.4817, 9.4817, 9.4817, 9.4817, 9.4817, 9.4817, 9.4817, 9.4817, 9.48171, 9.5035, 9.4817, 9.58834, 9.4817
3.66435, 37.6779, 27.0011, 9.54614, 6.29904, 10.6768, 0, 9.54618, 9.5462, 9.5462, 9.61295, 9.54667, 9.54705, 26.7583, 9.62314, 9.54614, 9.54614, 9.54614, 9.54614, 9.54614, 9.54614, 9.54614, 9.54614, 9.54614, 9.54615, 9.56449, 9.54614, 9.62524, 9.54614
3.67222, 31.2923, 27.7298, 9.6108, 5.76995, 3.56243, 0, 9.61083, 9.61085, 9.61085, 9.6776, 9.61132, 9.61172, 27.5209, 9.67804, 9.6108, 9.6108, 9.6108, 9.6108, 9.6108, 9.6108, 9.6108, 9.6108, 9.6108, 9.6108, 9.62616, 9.6108, 9.66868, 9.6108
3.6801, 47.7148, 28.2378, 9.67565, 7.05087, 19.4769, 0, 9.67568, 9.67571, 9.67571, 9.74246, 9.67618, 9.6766, 28.0568, 9.7336, 9.67565, 9.67565, 9.67565, 9.67565, 9.67565, 9.67565, 9.67565, 9.67565, 9.67565, 9.67565, 9.68847, 9.67565, 9.71746, 9.67565
3.68797, 28.5358, 28.5057, 9.74072, 5.52592, 0.0300388, 0, 9.74075, 9.74078, 9.74078, 9.80753, 9.74125, 9.7417, 28.3476, 9.78998, 9.74072, 9.74072, 9.74072, 9.74072, 9.74072, 9.74072, 9.74072, 9.74072, 9.74072, 9.74072, 9.75136, 9.74072, 9.77052, 9.74072
3.69584, 25.6755, 28.5241, 9.806, 5.26075, -2.84865, 0, 9.80603, 9.80606, 9.80606, 9.87281, 9.80653, 9.807, 28.3845, 9.84733, 9.806, 9.806, 9.806, 9.806, 9.806, 9.806, 9.806, 9.806, 9.806, 9.806, 9.8148, 9.806, 9.82696, 9.806
3.70372, 26.2093, 28.294, 9.87149, 5.31124, -2.08468, 0, 9.87152, 9.87154, 9.87155, 9.9383, 9.87202, 9.87252, 28.1695, 9.9057, 9.87149, 9.87149, 9.87149, 9.87149, 9.87149, 9.87149, 9.87149, 9.87149, 9.87149, 9.87149, 9.87873, 9.87149, 9.88604, 9.87149
3.71159, 33.021, 27.8268, 9.9372, 5.91785, 5.19418, 0, 9.93723, 9.93725, 9.93725, 10.004, 9.93772, 9.93826, 27.7144, 9.96513, 9.9372, 9.9372, 9.9372, 9.9372, 9.9372, 9.9372, 9.9372, 9.9372, 9.9372, 9.9372, 9.94313, 9.9372, 9.94717, 9.9372
3.71947, 26.046, 27.1434, 10.0031, 5.29585, -1.09739, 0, 10.0032, 10.0032, 10.0032, 10.0699, 10.0036, 10.0042, 27.0407, 10.0256, 10.0031, 10.0031, 10.0031, 10.0031, 10.0031, 10.0031, 10.0031, 10.0031, 10.0031, 10.0031, 10.008, 10.0031, 10.0099, 10.0031
3.72734, 21.5482, 26.2725, 10.0693, 4.85265, -4.72434, 0, 10.0693, 10.0693, 10.0693, 10.1361, 10.0698, 10.0704, 26.1776, 10.0872, 10.0693, 10.0693, 10.0693, 10.0693, 10.0693, 10.0693, 10.0693, 10.0693, 10.0693, 10.0693, 10.0732, 10.0693, 10.0738, 10.0693
3.73522, 28.3592, 25.2493, 10.1356, 5.50992, 3.10988, 0, 10.1357, 10.1357, 10.1357, 10.2024, 10.1362, 10.1368, 25.1605, 10.1497, 10.1356, 10.1356, 10.1356, 10.1356, 10.1356, 10.1356, 10.1356, 10.1356, 10.1356, 10.1356, 10.1388, 10.1356, 10.1386, 10.1356
3.74309, 28.9383, 24.1124, 10.2022, 5.56222, 4.82594, 0, 10.2023, 10.2023, 10.2023, 10.269, 10.2028, 10.2034, 24.0284, 10.2131, 10.2022, 10.2022, 10.2022, 10.2022, 10.2022, 10.2022, 10.2022, 10.2022, 10.2022, 10.2022, 10.2048, 10.2022, 10.2042, 10.2022
3.75097, 24.9519, 22.9023, 10.269, 5.19152, 2.04963, 0, 10.2691, 10.2691, 10.2691, 10.3358, 10.2696, 10.2702, 22.822, 10.2774, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 10.2711, 10.269, 10.2703, 10.269
3.75884, 25.3026, 21.6587, 10.3361, 5.22519, 3.64391, 0, 10.3361, 10.3361, 10.3361, 10.4029, 10.3366, 10.3373, 21.5813, 10.3424, 10.3361, 10.3361, 10.3361, 10.3361, 10.3361, 10.3361, 10.3361, 10.3361, 10.3361, 10.3361, 10.3377, 10.3361, 10.3369, 10.3361
3.76672, 20.6451, 20.4188, 10.4034, 4.75869, 0.226362, 0, 10.4034, 10.4034, 10.4034, 10.4702, 10.4039, 10.4046, 20.3435, 10.408, 10.4034, 10.4034, 10.4034, 10.4034, 10.4034, 10.4034, 10.4034, 10.4034, 10.4034, 10.4034, 10.4047, 10.4034, 10.4039, 10.4034
3.77459, 22.629, 19.2154, 10.4709, 4.96276, 3.41363, 0, 10.4709, 10.4709, 10.4709, 10.5377, 10.4714, 10.4722, 19.1418, 10.4743, 10.4709, 10.4709, 10.4709, 10.4709, 10.4709, 10.4709, 10.4709, 10.4709, 10.4709, 10.4709, 10.4719, 10.4709, 10.4712, 10.4709
3.78246, 17.0107, 18.0761, 10.5386, 4.36013, -1.06538, 0, 10.5387, 10.5387, 10.5387, 10.6054, 10.5392, 10.54, 18.0038, 10.5411, 10.5386, 10.5386, 10.5386, 10.5386, 10.5386, 10.5386, 10.5386, 10.5386, 10.5386, 10.5386, 10.5395, 10.5386, 10.5388, 10.5386
3.79034, 12.0122, 17.0226, 10.6066, 3.74329, -5.0104, 0, 10.6067, 10.6067, 10.6067, 10.6734, 10.6072, 10.608, 16.9512, 10.6084, 10.6066, 10.6066, 10.6066, 10.6066, 10.6066, 10.6066, 10.6066, 10.6066, 10.6066, 10.6066, 10.6073, 10.6066, 10.6068, 10.6066
3.79821, 11.5682, 16.0704, 10.6748, 3.6835, -4.50221, 0, 10.6749, 10.6749, 10.6749, 10.7417, 10.6754, 10.6762, 15.9996, 10.6761, 10.6748, 10.6748, 10.6748, 10.6748, 10.6748, 10.6748, 10.6748, 10.6748, 10.6748, 10.6748, 10.6753, 10.6748, 10.675, 10.6748
3.80609, 12.737, 15.2289, 10.7433, 3.83888, -2.49191, 0, 10.7433, 10.7434, 10.7434, 10.8101, 10.7438, 10.7447, 15.1586, 10.7442, 10.7433, 10.7433, 10.7433, 10.7433, 10.7433, 10.7433, 10.7433, 10.7433, 10.7433, 10.7433, 10.7437, 10.7433, 10.7434, 10.7433
3.81396, 9.30733, 14.5025, 10.812, 3.36264, -5.1952, 0, 10.8121, 10.8121, 10.8121, 10.8788, 10.8126, 10.8135, 14.4325, 10.8126, 10.812, 10.812, 10.812, 10.812, 10.812, 10.812, 10.812, 10.812, 10.812, 10.812, 10.8123, 10.812, 10.8122, 10.812
3.82184, 11.6733, 13.891, 10.881, 3.69774, -2.21777, 0, 10.881, 10.881, 10.881, 10.9478, 10.8815, 10.8824, 13.8212, 10.8814, 10.881, 10.881, 10.881, 10.881, 10.881, 10.881, 10.881, 10.881, 10.881, 10.881, 10.8812, 10.881, 10.8812, 10.881
3.82971, 8.05347, 13.3906, 10.9502, 3.17072, -5.33712, 0, 10.9502, 10.9502, 10.9502, 11.017, 10.9507, 10.9517, 13.3208, 10.9504, 10.9502, 10.9502, 10.9502, 10.9502, 10.9502, 10.9502, 10.9502, 10.9502, 10.9502, 10.9502, 10.9503, 10.9502, 10.9505, 10.9502
3.83759, 9.09661, 12.9948, 11.0196, 3.33116, -3.8982, 0, 11.0196, 11.0196, 11.0196, 11.0864, 11.0201, 11.0211, 12.925, 11.0198, 11.0196, 11.0196, 11.0196, 11.0196, 11.0196, 11.0196, 11.0196, 11.0196, 11.0196, 11.0196, 11.0197, 11.0196, 11.0201, 11.0196
3.84546, 15.6662, 12.6957, 11.0892, 4.20312, 2.97057, 0, 11.0893, 11.0893, 11.0893, 11.156, 11.0898, 11.0908, 12.6257, 11.0893, 11.0892, 11.0892, 11.0892, 11.0892, 11.0892, 11.0892, 11.0892, 11.0892, 11.0892, 11.0892, 11.0893, 11.0892, 11.0899, 11.0892
3.85333, 15.4502, 12.4843, 11.1591, 4.17735, 2.96592, 0, 11.1591, 11.1592, 11.1592, 11.2259, 11.1597, 11.1607, 12.414, 11.1592, 11.1591, 11.1591, 11.1591, 11.1591, 11.1591, 11.1591, 11.1591, 11.1591, 11.1591, 11.1591, 11.1592, 11.1591, 11.1601, 11.1591
3.86121, 11.0799, 12.3516, 11.2292, 3.61662, -1.2717, 0, 11.2292, 11.2292, 11.2292, 11.296, 11.2298, 11.2308, 12.2809, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2292, 11.2306, 11.2292
3.86908, 7.79685, 12.2888, 11.2995, 3.12999, -4.49195, 0, 11.2995, 11.2995, 11.2995, 11.3663, 11.3001, 11.3012, 12.2175, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.2995, 11.3015, 11.2995
3.87696, 13.4913, 12.2877, 11.37, 3.9359, 1.20364, 0, 11.37, 11.37, 11.37, 11.4368, 11.3706, 11.3717, 12.2156, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.37, 11.3727, 11.37
3.88483, 8.99284, 12.3408, 11.4406, 3.31555, -3.34798, 0, 11.4406, 11.4406, 11.4406, 11.5074, 11.4412, 11.4423, 12.2677, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4406, 11.4443, 11.4406
3.89271, 8.87192, 12.4414, 11.5114, 3.29726, -3.5695, 0, 11.5114, 11.5114, 11.5114, 11.5782, 11.512, 11.5131, 12.367, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5114, 11.5163, 11.5114
3.90058, 9.53233, 12.5833, 11.5822, 3.39593, -3.051, 0, 11.5823, 11.5823, 11.5823, 11.6491, 11.583, 11.5841, 12.5073, 11.5823, 11.5822, 11.5822, 11.5822, 11.5822, 11.5822, 11.5822, 11.5822, 11.5822, 11.5822, 11.5822, 11.5823, 11.5822, 11.5888, 11.5822
3.90846, 7.01524, 12.7608, 11.6532, 3.00254, -5.7456, 0, 11.6532, 11.6533, 11.6533, 11.72, 11.654, 11.6551, 12.6827, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6532, 11.6617, 11.6532
3.91633, 10.409, 12.9684, 11.7242, 3.52264, -2.55944, 0, 11.7242, 11.7242, 11.7242, 11.791, 11.7251, 11.7261, 12.8878, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7242, 11.7351, 11.7242
3.9242, 8.26867, 13.2005, 11.7952, 3.20448, -4.93186, 0, 11.7952, 11.7952, 11.7952, 11.862, 11.7962, 11.7971, 13.1169, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.7952, 11.8089, 11.7952
3.93208, 9.57847, 13.4515, 11.8661, 3.40271, -3.873, 0, 11.8661, 11.8662, 11.8662, 11.9329, 11.8673, 11.8681, 13.3643, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8661, 11.8832, 11.8661
3.93995, 8.10942, 13.7152, 11.9369, 3.17953, -5.60575, 0, 11.937, 11.937, 11.937, 12.0037, 11.9383, 11.9389, 13.6238, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.9369, 11.958, 11.9369
3.94783, 8.43326, 13.9853, 12.0076, 3.23006, -5.55202, 0, 12.0077, 12.0077, 12.0077, 12.0744, 12.0092, 12.0097, 13.8892, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0076, 12.0331, 12.0076
3.9557, 10.5377, 14.2551, 12.0781, 3.54087, -3.7174, 0, 12.0782, 12.0782, 12.0782, 12.1449, 12.0801, 12.0802, 14.1537, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.0781, 12.1086, 12.0781
3.96358, 13.0708, 14.5179, 12.1484, 3.88211, -1.44716, 0, 12.1484, 12.1485, 12.1485, 12.2152, 12.1508, 12.1505, 14.4105, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1484, 12.1844, 12.1484
3.97145, 13.9006, 14.7668, 12.2184, 3.98755, -0.86622, 0, 12.2185, 12.2185, 12.2185, 12.2852, 12.2213, 12.2206, 14.6529, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2603, 12.2184
3.97933, 15.7188, 14.9953, 12.2882, 4.20937, 0.723518, 0, 12.2882, 12.2882, 12.2882, 12.355, 12.2918, 12.2904, 14.8745, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.2882, 12.3362, 12.2882
3.9872, 12.3081, 15.1975, 12.3576, 3.78261, -2.88939, 0, 12.3577, 12.3577, 12.3577, 12.4244, 12.362, 12.3598, 15.0695, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.3576, 12.412, 12.3576
3.99507, 16.453, 15.3685, 12.4268, 4.2957, 1.08459, 0, 12.4268, 12.4268, 12.4268, 12.4936, 12.4322, 12.429, 15.2331, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4268, 12.4875, 12.4268
4.00295, 11.9434, 15.5042, 12.4956, 3.73409, -3.56081, 0, 12.4956, 12.4956, 12.4956, 12.5624, 12.5022, 12.4979, 15.3614, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.4956, 12.5626, 12.4956
4.01082, 5.9904, 15.6024, 12.5641, 2.82673, -9.61197, 0, 12.5642, 12.5642, 12.5642, 12.6309, 12.5722, 12.5665, 15.4522, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.5641, 12.6369, 12.5641
4.0187, 12.9903, 15.6619, 12.6324, 3.87174, -2.67152, 0, 12.6324, 12.6325, 12.6325, 12.6992, 12.6422, 12.6348, 15.5047, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.6324, 12.7105, 12.6324
4.02657, 10.9985, 15.6832, 12.7004, 3.60534, -4.68479, 0, 12.7005, 12.7005, 12.7005, 12.7673, 12.7122, 12.7029, 15.5194, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7004, 12.7831, 12.7004
4.03445, 16.2292, 15.6686, 12.7683, 4.26956, 0.560621, 0, 12.7683, 12.7684, 12.7684, 12.8351, 12.7823, 12.7708, 15.4988, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.7683, 12.8547, 12.7683
4.04232, 19.7211, 15.6212, 12.836, 4.66059, 4.09988, 0, 12.8361, 12.8361, 12.8361, 12.9028, 12.8526, 12.8385, 15.4461, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.836, 12.925, 12.836
4.0502, 15.4817, 15.5456, 12.9036, 4.18112, -0.0639143, 0, 12.9037, 12.9037, 12.9037, 12.9705, 12.9231, 12.9062, 15.3662, 12.9036, 12.9036, 12.9036, 12.9036, 12.9036, 12.9036, 12.9036, 12.9036, 12.9036, 12.9036, 12.9037, 12.9036, 12.9036, 12.9941, 12.9036
4.05807, 9.76387, 15.4472, 12.9712, 3.42985, -5.68338, 0, 12.9713, 12.9713, 12.9713, 13.0381, 12.9939, 12.9738, 15.2642, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 12.9712, 13.0621, 12.9712
