   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_307.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0263802, 461.708, 0, 0, 21.5339, 461.708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0185182, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0106563, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00279437, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00506757, 0, 1.38507e-22, 0, 1.41421, -1.38507e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85673e-25, 0, 0, 2.04139e-27, 0, 1.47899e-26, 0, 1.38105e-22, 0, 0, 0
0.0129295, 0, 3.54482e-22, 0, 1.41421, -3.54482e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87051e-25, 0, 0, 5.2729e-27, 0, 3.90397e-26, 0, 3.53451e-22, 0, 0, 0
0.0207915, 0, 8.8801e-22, 0, 1.41421, -8.8801e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47264e-24, 0, 0, 1.33346e-26, 0, 1.00643e-25, 0, 8.85423e-22, 0, 0, 0
0.0286534, 0, 2.18086e-21, 0, 1.41421, -2.18086e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07253e-24, 0, 0, 3.30674e-26, 0, 2.53897e-25, 0, 2.1745e-21, 0, 0, 0
0.0365153, 0, 5.25775e-21, 0, 1.41421, -5.25775e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.464e-23, 0, 0, 8.05163e-26, 0, 6.2783e-25, 0, 5.2424e-21, 0, 0, 0
0.0443773, 0, 1.24574e-20, 0, 1.41421, -1.24574e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46871e-23, 0, 0, 1.92719e-25, 0, 1.52388e-24, 0, 1.2421e-20, 0, 0, 0
0.0522392, 0, 2.90359e-20, 0, 1.41421, -2.90359e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08489e-23, 0, 0, 4.53887e-25, 0, 3.63496e-24, 0, 2.8951e-20, 0, 0, 0
0.0601012, 0, 6.6633e-20, 0, 1.41421, -6.6633e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85535e-22, 0, 0, 1.05274e-24, 0, 8.52956e-24, 0, 6.64379e-20, 0, 0, 0
0.0679631, 0, 1.50665e-19, 0, 1.41421, -1.50665e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19515e-22, 0, 0, 2.40642e-24, 0, 1.97069e-23, 0, 1.50223e-19, 0, 0, 0
0.075825, 0, 3.48505e-19, 0, 1.41421, -3.48505e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.70382e-22, 0, 0, 5.65806e-24, 0, 4.69503e-23, 0, 3.47482e-19, 0, 0, 0
