   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.74206, 1389.45, 1372.88, 0.639866, 37.3021, 16.5682, 0.00628613, 0.639871, 0.639886, 0.639881, 0.724401, 0.642073, 0.640166, 0.645584, 0.641246, 0.661833, 1.25645, 0.642433, 1372.09, 0.650169, 0.639866, 0.639866, 0.639866, 0.639866, 0.639867, 0.674831, 0.639866, 0.639866, 0.645271
1.74993, 1374.98, 1357.15, 0.670527, 37.1076, 17.8254, 0.00612352, 0.670532, 0.670546, 0.670542, 0.75409, 0.672707, 0.670822, 0.677112, 0.671921, 0.691976, 1.32215, 0.673219, 1356.33, 0.679536, 0.670527, 0.670527, 0.670527, 0.670527, 0.670527, 0.704506, 0.670527, 0.670527, 0.67581
1.75779, 1300.82, 1318.35, 0.700579, 36.0947, -17.5243, 0.00596463, 0.700583, 0.700598, 0.700593, 0.783555, 0.702741, 0.700871, 0.708341, 0.70205, 0.721561, 1.39407, 0.703407, 1317.49, 0.708505, 0.700579, 0.700579, 0.700579, 0.700579, 0.700579, 0.733658, 0.700579, 0.700579, 0.705754
1.76565, 1193.84, 1258.69, 0.729724, 34.581, -64.844, 0.00580549, 0.729729, 0.729743, 0.729739, 0.812553, 0.731879, 0.730014, 0.739065, 0.731324, 0.750301, 1.47235, 0.732704, 1257.78, 0.736744, 0.729724, 0.729724, 0.729724, 0.729724, 0.729724, 0.762005, 0.729724, 0.729724, 0.734806
1.77351, 1202.75, 1181.38, 0.757688, 34.7096, 21.3732, 0.00564232, 0.757693, 0.757708, 0.757703, 0.840851, 0.759847, 0.757977, 0.769125, 0.759456, 0.777929, 1.55704, 0.760845, 1180.42, 0.763947, 0.757688, 0.757688, 0.757688, 0.757688, 0.757689, 0.789289, 0.757688, 0.757688, 0.762696
1.78137, 1139.54, 1090.33, 0.784242, 33.7867, 49.2111, 0.00547171, 0.784247, 0.784262, 0.784257, 0.868245, 0.786417, 0.784531, 0.798434, 0.786208, 0.804223, 1.64812, 0.787615, 1089.3, 0.789859, 0.784242, 0.784242, 0.784242, 0.784242, 0.784243, 0.815288, 0.784242, 0.784242, 0.789194
1.78924, 980.142, 989.831, 0.809219, 31.3391, -9.68951, 0.00529071, 0.809224, 0.80924, 0.809234, 0.89457, 0.811421, 0.809509, 0.826998, 0.811402, 0.829017, 1.74554, 0.81287, 988.723, 0.814292, 0.809219, 0.809219, 0.809219, 0.809219, 0.80922, 0.839841, 0.809219, 0.809219, 0.814136
1.7971, 871.222, 884.218, 0.832536, 29.5503, -12.9965, 0.00509697, 0.832542, 0.832557, 0.832552, 0.919726, 0.834777, 0.832828, 0.854939, 0.834944, 0.852229, 1.84918, 0.836559, 883.023, 0.837143, 0.832536, 0.832536, 0.832536, 0.832536, 0.832537, 0.862866, 0.832536, 0.832536, 0.837437
1.80496, 789.732, 777.583, 0.854203, 28.1377, 12.1486, 0.0048889, 0.85421, 0.854226, 0.85422, 0.94369, 0.856495, 0.8545, 0.882501, 0.856835, 0.873865, 1.95897, 0.858742, 776.292, 0.858408, 0.854203, 0.854203, 0.854203, 0.854203, 0.854204, 0.88437, 0.854203, 0.854203, 0.859107
1.81282, 709.296, 673.52, 0.874336, 26.6701, 35.7754, 0.00466571, 0.874342, 0.874359, 0.874353, 0.966517, 0.876687, 0.874637, 0.910055, 0.877177, 0.894033, 2.0748, 0.879602, 672.122, 0.878187, 0.874336, 0.874336, 0.874336, 0.874336, 0.874337, 0.904458, 0.874336, 0.874336, 0.879259
1.82068, 589.621, 574.962, 0.893149, 24.3233, 14.6586, 0.00442747, 0.893156, 0.893174, 0.893167, 0.988356, 0.895568, 0.893455, 0.938085, 0.896177, 0.912944, 2.19664, 0.899451, 573.448, 0.896688, 0.893149, 0.893149, 0.893149, 0.893149, 0.89315, 0.923337, 0.893149, 0.893149, 0.898106
1.82855, 518.866, 484.091, 0.910959, 22.8225, 34.7743, 0.00417513, 0.910966, 0.910985, 0.910977, 1.00944, 0.913451, 0.911271, 0.967168, 0.91414, 0.930903, 2.32449, 0.918735, 482.451, 0.914216, 0.910959, 0.910959, 0.910959, 0.910959, 0.91096, 0.941307, 0.910959, 0.910959, 0.915961
1.83641, 431.798, 402.333, 0.928159, 20.8278, 29.4655, 0.00391049, 0.928167, 0.928186, 0.928178, 1.03007, 0.930728, 0.928477, 0.997929, 0.931454, 0.948297, 2.4584, 0.938019, 400.556, 0.93116, 0.928159, 0.928159, 0.928159, 0.928159, 0.92816, 0.95875, 0.928159, 0.928159, 0.933217
1.84427, 360.605, 330.394, 0.945207, 19.0422, 30.2115, 0.00363606, 0.945215, 0.945235, 0.945227, 1.05062, 0.947855, 0.945532, 1.031, 0.948568, 0.965573, 2.59846, 0.957978, 328.471, 0.947972, 0.945207, 0.945207, 0.945207, 0.945207, 0.945208, 0.976108, 0.945207, 0.945207, 0.950326
1.85213, 279.231, 268.382, 0.962596, 16.7699, 10.8484, 0.00335499, 0.962605, 0.962626, 0.962617, 1.0715, 0.965322, 0.962928, 1.06695, 0.965974, 0.98322, 2.7448, 0.979374, 266.304, 0.965142, 0.962596, 0.962596, 0.962596, 0.962596, 0.962597, 0.993859, 0.962596, 0.962596, 0.96778
1.85999, 253.601, 215.921, 0.980829, 15.9875, 37.6793, 0.00307082, 0.980838, 0.98086, 0.98085, 1.09312, 0.983632, 0.981167, 1.10625, 0.984173, 1.00173, 2.89759, 1.00303, 213.678, 0.983169, 0.980829, 0.980829, 0.980829, 0.980829, 0.98083, 1.01249, 0.980829, 0.980829, 0.986079
1.86785, 179.533, 172.291, 1.00039, 13.4734, 7.24228, 0.00278734, 1.0004, 1.00042, 1.00041, 1.11591, 1.00327, 1.00073, 1.14918, 1.00365, 1.02159, 3.05698, 1.02979, 169.873, 1.00254, 1.00039, 1.00039, 1.00039, 1.00039, 1.00039, 1.03248, 1.00039, 1.00039, 1.00571
1.87572, 135.145, 136.559, 1.02172, 11.7109, -1.41406, 0.00250837, 1.02173, 1.02175, 1.02174, 1.14024, 1.02467, 1.02207, 1.19582, 1.02485, 1.04325, 3.22312, 1.06049, 133.958, 1.02369, 1.02172, 1.02172, 1.02172, 1.02172, 1.02172, 1.05425, 1.02172, 1.02172, 1.0271
1.88358, 104.677, 107.695, 1.0452, 10.3285, -3.01781, 0.00223756, 1.04521, 1.04524, 1.04522, 1.16647, 1.04821, 1.04556, 1.24598, 1.04816, 1.06707, 3.39612, 1.09592, 104.903, 1.04699, 1.0452, 1.0452, 1.0452, 1.0452, 1.0452, 1.07819, 1.0452, 1.0452, 1.05064
1.89144, 97.9776, 84.6579, 1.07113, 9.99888, 13.3196, 0.00197823, 1.07114, 1.07117, 1.07116, 1.19486, 1.0742, 1.07149, 1.29924, 1.0739, 1.09338, 3.57607, 1.13678, 81.6665, 1.07276, 1.07113, 1.07113, 1.07113, 1.07113, 1.07114, 1.10458, 1.07113, 1.07113, 1.07662
1.8993, 55.5325, 66.4647, 1.09974, 7.58502, -10.9321, 0.00173321, 1.09975, 1.09977, 1.09976, 1.22562, 1.10285, 1.1001, 1.35493, 1.10228, 1.12239, 3.76298, 1.18362, 63.2668, 1.10121, 1.09974, 1.09974, 1.09974, 1.09974, 1.09974, 1.13365, 1.09974, 1.09974, 1.10527
1.90716, 50.0187, 52.2272, 1.13115, 7.2124, -2.20844, 0.00150477, 1.13116, 1.13119, 1.13118, 1.25889, 1.13431, 1.13152, 1.4122, 1.13346, 1.15427, 3.95683, 1.23679, 48.8167, 1.13248, 1.13115, 1.13115, 1.13115, 1.13115, 1.13115, 1.16553, 1.13115, 1.13115, 1.13673
1.91503, 46.7483, 41.1751, 1.16543, 6.982, 5.57322, 0.00129454, 1.16544, 1.16546, 1.16545, 1.29474, 1.16862, 1.1658, 1.47004, 1.16749, 1.18907, 4.15754, 1.29643, 37.5471, 1.16662, 1.16543, 1.16543, 1.16543, 1.16543, 1.16543, 1.20028, 1.16543, 1.16543, 1.17104
1.92289, 41.2596, 32.6582, 1.20255, 6.5772, 8.60135, 0.00110353, 1.20256, 1.20259, 1.20258, 1.33317, 1.20577, 1.20292, 1.52742, 1.20438, 1.22681, 4.36496, 1.36242, 28.8087, 1.20362, 1.20255, 1.20255, 1.20255, 1.20255, 1.20255, 1.23789, 1.20255, 1.20255, 1.20819
1.93075, 26.2743, 26.1426, 1.24245, 5.31735, 0.131699, 0.000932135, 1.24246, 1.24249, 1.24248, 1.37414, 1.2457, 1.24283, 1.58332, 1.24405, 1.26742, 4.57894, 1.43432, 22.0689, 1.2434, 1.24245, 1.24245, 1.24245, 1.24245, 1.24245, 1.2783, 1.24245, 1.24245, 1.24811
1.93861, 20.9428, 21.1961, 1.28502, 4.78987, -0.253248, 0.000780196, 1.28503, 1.28506, 1.28505, 1.41756, 1.28828, 1.2854, 1.63685, 1.2864, 1.31082, 4.79927, 1.51142, 16.8972, 1.28586, 1.28502, 1.28502, 1.28502, 1.28502, 1.28502, 1.32142, 1.28502, 1.28502, 1.2907
1.94647, 21.426, 17.4744, 1.33011, 4.84004, 3.95158, 0.000647092, 1.33012, 1.33015, 1.33014, 1.46333, 1.33339, 1.33049, 1.68733, 1.3313, 1.35689, 5.02574, 1.5927, 12.9506, 1.33085, 1.33011, 1.33011, 1.33011, 1.33011, 1.33011, 1.3671, 1.33011, 1.33011, 1.33581
1.95434, 15.6543, 14.7053, 1.37757, 4.2017, 0.94903, 0.000531825, 1.37758, 1.37761, 1.37759, 1.51131, 1.38086, 1.37795, 1.73432, 1.37858, 1.40549, 5.25812, 1.67688, 9.95822, 1.37822, 1.37757, 1.37757, 1.37757, 1.37757, 1.37757, 1.41521, 1.37757, 1.37757, 1.38328
1.9622, 17.9854, 12.6745, 1.42723, 4.4705, 5.31088, 0.000433128, 1.42725, 1.42727, 1.42726, 1.56137, 1.43053, 1.42762, 1.77768, 1.4281, 1.45648, 5.49623, 1.76251, 7.70715, 1.4278, 1.42723, 1.42723, 1.42723, 1.42723, 1.42724, 1.46561, 1.42723, 1.42723, 1.43295
1.97006, 17.2733, 11.2137, 1.47896, 4.39014, 6.05964, 0.000349536, 1.47897, 1.479, 1.47899, 1.61339, 1.48226, 1.47934, 1.81757, 1.4797, 1.50972, 5.73984, 1.848, 6.03001, 1.47945, 1.47896, 1.47896, 1.47896, 1.47896, 1.47896, 1.51815, 1.47896, 1.47896, 1.48469
1.97792, 9.81892, 10.1906, 1.53259, 3.43787, -0.371647, 0.000279502, 1.53261, 1.53263, 1.53262, 1.66725, 1.53591, 1.53298, 1.85442, 1.53323, 1.56509, 5.98878, 1.93175, 4.79554, 1.53302, 1.53259, 1.53259, 1.53259, 1.53259, 1.5326, 1.57273, 1.53259, 1.53259, 1.53833
1.98578, 7.98805, 9.50151, 1.58802, 3.16039, -1.51346, 0.000221443, 1.58803, 1.58806, 1.58805, 1.72283, 1.59133, 1.5884, 1.88891, 1.58856, 1.62248, 6.24294, 2.01226, 3.90053, 1.58838, 1.58802, 1.58802, 1.58802, 1.58802, 1.58802, 1.62923, 1.58802, 1.58802, 1.59376
1.99365, 12.6102, 9.06537, 1.64512, 3.82232, 3.54479, 0.000173812, 1.64514, 1.64516, 1.64515, 1.78005, 1.64844, 1.64551, 1.92188, 1.6456, 1.68179, 6.5023, 2.08824, 3.26397, 1.64543, 1.64512, 1.64512, 1.64512, 1.64512, 1.64513, 1.68756, 1.64512, 1.64512, 1.65087
2.00151, 9.49408, 8.8191, 1.70382, 3.39029, 0.67498, 0.000135141, 1.70383, 1.70386, 1.70385, 1.83882, 1.70714, 1.7042, 1.95428, 1.70424, 1.74294, 6.76696, 2.15868, 2.82246, 1.70408, 1.70382, 1.70382, 1.70382, 1.70382, 1.70382, 1.74766, 1.70382, 1.70382, 1.70957
2.00937, 7.12105, 8.71429, 1.76403, 3.02011, -1.59324, 0.000104069, 1.76405, 1.76407, 1.76406, 1.89909, 1.76735, 1.76442, 1.98706, 1.76441, 1.80586, 7.03728, 2.22295, 2.52662, 1.76426, 1.76403, 1.76403, 1.76403, 1.76403, 1.76404, 1.80948, 1.76403, 1.76403, 1.7698
2.01723, 5.25911, 8.7145, 1.82571, 2.69427, -3.45539, 7.93589e-05, 1.82572, 1.82575, 1.82573, 1.9608, 1.82903, 1.82609, 2.02118, 1.82605, 1.8705, 7.31402, 2.28085, 2.33833, 1.82589, 1.82571, 1.82571, 1.82571, 1.82571, 1.82571, 1.87297, 1.82571, 1.82571, 1.83149
2.02509, 9.3197, 8.79331, 1.8888, 3.36448, 0.526392, 5.99142e-05, 1.88881, 1.88884, 1.88882, 2.02391, 1.89212, 1.88918, 2.05745, 1.88912, 1.93682, 7.59869, 2.3326, 2.22845, 1.88895, 1.8888, 1.8888, 1.8888, 1.8888, 1.8888, 1.93811, 1.8888, 1.8888, 1.89459
2.03296, 11.8475, 8.9329, 1.95327, 3.72123, 2.91462, 4.47742e-05, 1.95328, 1.95331, 1.9533, 2.0884, 1.95659, 1.95365, 2.09656, 1.95357, 2.00478, 7.894, 2.37883, 2.17502, 1.9534, 1.95327, 1.95327, 1.95327, 1.95327, 1.95327, 2.00489, 1.95327, 1.95327, 1.95909
2.04082, 11.1236, 9.1233, 2.0191, 3.62265, 2.00029, 3.31122e-05, 2.01911, 2.01914, 2.01912, 2.15424, 2.02242, 2.01948, 2.13904, 2.01939, 2.07434, 8.20472, 2.42049, 2.16171, 2.01921, 2.0191, 2.0191, 2.0191, 2.0191, 2.0191, 2.07329, 2.0191, 2.0191, 2.02495
2.04868, 12.1283, 9.36229, 2.08626, 3.75876, 2.766, 2.42275e-05, 2.08627, 2.0863, 2.08629, 2.22141, 2.08958, 2.08664, 2.18525, 2.08654, 2.1455, 8.53893, 2.45882, 2.1766, 2.08635, 2.08626, 2.08626, 2.08626, 2.08626, 2.08626, 2.14329, 2.08626, 2.08626, 2.09215
2.05654, 7.13304, 9.65628, 2.15474, 3.02209, -2.52324, 1.75341e-05, 2.15475, 2.15478, 2.15477, 2.28989, 2.15806, 2.15513, 2.23535, 2.15502, 2.21822, 8.91003, 2.49516, 2.21109, 2.15481, 2.15474, 2.15474, 2.15474, 2.15474, 2.15474, 2.21491, 2.15474, 2.15474, 2.16069
2.0644, 6.28574, 10.0224, 2.22453, 2.8785, -3.73662, 1.25488e-05, 2.22455, 2.22457, 2.22456, 2.35969, 2.22785, 2.22492, 2.2894, 2.2248, 2.29249, 9.33965, 2.53093, 2.25914, 2.22459, 2.22453, 2.22453, 2.22453, 2.22453, 2.22453, 2.28812, 2.22453, 2.22453, 2.23055
2.07227, 10.2448, 10.4917, 2.29562, 3.49926, -0.246885, 8.879e-06, 2.29563, 2.29566, 2.29565, 2.43078, 2.29894, 2.29601, 2.34731, 2.29589, 2.36829, 9.86191, 2.56748, 2.31655, 2.29567, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.36293, 2.29562, 2.29562, 2.30173
2.08013, 10.1357, 11.1152, 2.368, 3.48364, -0.979445, 6.20965e-06, 2.36801, 2.36804, 2.36803, 2.50316, 2.37132, 2.36838, 2.40891, 2.36827, 2.44562, 10.5294, 2.60601, 2.38046, 2.36804, 2.368, 2.368, 2.368, 2.368, 2.368, 2.43933, 2.368, 2.368, 2.37421
2.08799, 14.3658, 11.9707, 2.44166, 4.04547, 2.3951, 4.29161e-06, 2.44167, 2.4417, 2.44169, 2.57682, 2.44498, 2.44204, 2.47396, 2.44192, 2.52445, 11.4212, 2.64752, 2.44896, 2.44169, 2.44166, 2.44166, 2.44166, 2.44166, 2.44166, 2.51732, 2.44166, 2.44166, 2.44801
2.09585, 13.9196, 13.1739, 2.51659, 3.98994, 0.745747, 2.93041e-06, 2.5166, 2.51663, 2.51662, 2.65175, 2.51991, 2.51698, 2.54221, 2.51686, 2.60477, 12.6537, 2.69275, 2.5208, 2.51662, 2.51659, 2.51659, 2.51659, 2.51659, 2.51659, 2.59689, 2.51659, 2.51659, 2.52311
2.10371, 11.1502, 14.8907, 2.59279, 3.62633, -3.74042, 1.97651e-06, 2.59281, 2.59283, 2.59282, 2.72795, 2.59612, 2.59318, 2.61339, 2.59306, 2.68657, 14.3933, 2.74219, 2.59517, 2.59281, 2.59279, 2.59279, 2.59279, 2.59279, 2.5928, 2.67805, 2.59279, 2.59279, 2.59951
2.11158, 14.3442, 17.3535, 2.67026, 4.0428, -3.00923, 1.31662e-06, 2.67027, 2.6703, 2.67028, 2.80541, 2.67358, 2.67064, 2.68724, 2.67052, 2.76985, 16.873, 2.7961, 2.67159, 2.67027, 2.67026, 2.67026, 2.67026, 2.67026, 2.67026, 2.76081, 2.67026, 2.67026, 2.67721
2.11944, 12.6411, 20.8786, 2.74897, 3.82637, -8.23755, 8.66053e-07, 2.74898, 2.74901, 2.749, 2.88413, 2.75229, 2.74935, 2.76354, 2.74923, 2.85458, 20.4095, 2.85449, 2.7497, 2.74898, 2.74897, 2.74897, 2.74897, 2.74897, 2.74897, 2.84518, 2.74897, 2.74897, 2.75621
2.1273, 24.9885, 25.8858, 2.82893, 5.19504, -0.897322, 5.62437e-07, 2.82894, 2.82897, 2.82895, 2.96408, 2.83225, 2.82931, 2.84209, 2.82919, 2.94076, 25.423, 2.91722, 2.82932, 2.82894, 2.82893, 2.82893, 2.82893, 2.82893, 2.82893, 2.93121, 2.82893, 2.82893, 2.83649
2.13516, 33.9652, 32.915, 2.91012, 5.9971, 1.05026, 3.60574e-07, 2.91013, 2.91016, 2.91015, 3.04528, 2.91344, 2.91051, 2.92273, 2.91038, 3.02837, 32.454, 2.98402, 2.91033, 2.91013, 2.91012, 2.91012, 2.91012, 2.91012, 2.91012, 3.01895, 2.91012, 2.91012, 2.91806
2.14302, 57.3869, 42.6406, 2.99254, 7.70629, 14.7463, 2.2817e-07, 2.99255, 2.99258, 2.99257, 3.1277, 2.99586, 2.99292, 3.00532, 2.9928, 3.11739, 42.1773, 3.05453, 2.99265, 2.99254, 2.99254, 2.99254, 2.99254, 2.99254, 2.99254, 3.10852, 2.99254, 2.99254, 3.0009
2.15089, 61.5798, 55.8785, 3.07618, 7.97369, 5.70125, 1.425e-07, 3.07619, 3.07622, 3.0762, 3.21133, 3.0795, 3.07656, 3.08977, 3.07644, 3.20782, 55.4091, 3.12839, 3.07623, 3.07618, 3.07618, 3.07618, 3.07618, 3.07618, 3.07618, 3.20007, 3.07618, 3.07618, 3.08502
2.15875, 69.0993, 73.5802, 3.16103, 8.43204, -4.48098, 8.78229e-08, 3.16104, 3.16107, 3.16105, 3.29618, 3.16435, 3.16141, 3.17599, 3.16129, 3.29965, 73.1011, 3.2052, 3.16106, 3.16103, 3.16103, 3.16103, 3.16103, 3.16103, 3.16103, 3.29382, 3.16103, 3.16103, 3.17041
2.16661, 106.915, 96.8098, 3.24707, 10.4363, 10.1055, 5.34083e-08, 3.24709, 3.24711, 3.2471, 3.38223, 3.2504, 3.24746, 3.26392, 3.24733, 3.39285, 96.3174, 3.28461, 3.24709, 3.24708, 3.24707, 3.24707, 3.24707, 3.24707, 3.24708, 3.3901, 3.24707, 3.24707, 3.25705
2.17447, 129.59, 126.703, 3.33431, 11.4713, 2.88754, 3.20463e-08, 3.33433, 3.33435, 3.33434, 3.46947, 3.33763, 3.3347, 3.35349, 3.33457, 3.48742, 126.194, 3.36632, 3.33432, 3.33431, 3.33431, 3.33431, 3.33431, 3.33431, 3.33431, 3.48935, 3.33431, 3.33431, 3.34495
2.18233, 178.402, 164.398, 3.42273, 13.4314, 14.0032, 1.89708e-08, 3.42274, 3.42277, 3.42275, 3.55788, 3.42605, 3.42311, 3.44464, 3.42299, 3.58333, 163.869, 3.45006, 3.42273, 3.42273, 3.42273, 3.42273, 3.42273, 3.42273, 3.42273, 3.59217, 3.42273, 3.42273, 3.43407
2.1902, 261.363, 210.954, 3.51231, 16.2285, 50.4087, 1.10786e-08, 3.51232, 3.51235, 3.51233, 3.64746, 3.51563, 3.51269, 3.5373, 3.51257, 3.68057, 210.399, 3.53563, 3.51231, 3.51231, 3.51231, 3.51231, 3.51231, 3.51231, 3.51231, 3.69934, 3.51231, 3.51231, 3.52442
2.19806, 314.756, 267.234, 3.60304, 17.7976, 47.5224, 6.3815e-09, 3.60306, 3.60308, 3.60307, 3.7382, 3.60637, 3.60343, 3.63137, 3.6033, 3.77913, 266.648, 3.62289, 3.60304, 3.60304, 3.60304, 3.60304, 3.60304, 3.60304, 3.60305, 3.81186, 3.60304, 3.60304, 3.61599
2.20592, 398.665, 333.777, 3.69492, 20.0166, 64.8882, 3.62549e-09, 3.69494, 3.69496, 3.69495, 3.83008, 3.69825, 3.69531, 3.72676, 3.69518, 3.87899, 333.155, 3.71173, 3.69492, 3.69492, 3.69492, 3.69492, 3.69492, 3.69492, 3.69493, 3.93096, 3.69492, 3.69492, 3.70875
2.21378, 415.293, 410.673, 3.78793, 20.4278, 4.62033, 2.03129e-09, 3.78794, 3.78797, 3.78796, 3.92309, 3.79125, 3.78831, 3.82333, 3.78819, 3.98013, 410.007, 3.80205, 3.78793, 3.78793, 3.78793, 3.78793, 3.78793, 3.78793, 3.78793, 4.05814, 3.78793, 3.78793, 3.80269
2.22164, 539.511, 497.445, 3.88205, 23.2704, 42.0658, 1.12232e-09, 3.88207, 3.88209, 3.88208, 4.01721, 3.88538, 3.88244, 3.92096, 3.88231, 4.08253, 496.726, 3.89381, 3.88205, 3.88205, 3.88205, 3.88205, 3.88205, 3.88205, 3.88206, 4.19514, 3.88205, 3.88205, 3.8978
2.22951, 640.346, 592.945, 3.97728, 25.3445, 47.4015, 6.11413e-10, 3.97729, 3.97731, 3.9773, 4.11243, 3.9806, 3.97766, 4.0195, 3.97754, 4.18618, 592.161, 3.98696, 3.97728, 3.97728, 3.97728, 3.97728, 3.97728, 3.97728, 3.97728, 4.3439, 3.97728, 3.97728, 3.99406
2.23737, 714.581, 695.299, 4.07357, 26.769, 19.2819, 3.28357e-10, 4.07359, 4.07361, 4.0736, 4.20873, 4.0769, 4.07396, 4.11879, 4.07383, 4.29104, 694.439, 4.08145, 4.07357, 4.07357, 4.07357, 4.07357, 4.07357, 4.07357, 4.07358, 4.50652, 4.07357, 4.07357, 4.09145
2.24523, 796.209, 801.925, 4.17093, 28.2526, -5.71594, 1.73783e-10, 4.17095, 4.17097, 4.17096, 4.30609, 4.17425, 4.17132, 4.21868, 4.17119, 4.3971, 800.972, 4.17726, 4.17093, 4.17093, 4.17093, 4.17093, 4.17093, 4.17093, 4.17093, 4.68514, 4.17093, 4.17093, 4.18994
2.25309, 924.994, 909.588, 4.26933, 30.4466, 15.4055, 9.05144e-11, 4.26934, 4.26937, 4.26935, 4.40448, 4.27265, 4.26971, 4.31903, 4.26959, 4.50433, 908.526, 4.27434, 4.26933, 4.26933, 4.26933, 4.26933, 4.26933, 4.26933, 4.26933, 4.88182, 4.26933, 4.26933, 4.28951
2.26095, 962.874, 1014.54, 4.36872, 31.0624, -51.6657, 4.62874e-11, 4.36873, 4.36876, 4.36875, 4.50388, 4.37204, 4.36911, 4.41973, 4.36898, 4.6127, 1013.35, 4.37264, 4.36872, 4.36872, 4.36872, 4.36872, 4.36872, 4.36872, 4.36872, 5.09829, 4.36872, 4.36872, 4.39013
2.26882, 1131.78, 1112.73, 4.46908, 33.6717, 19.052, 2.36653e-11, 4.46909, 4.46912, 4.46911, 4.60424, 4.4724, 4.46946, 4.52067, 4.46934, 4.72216, 1111.39, 4.47209, 4.46908, 4.46908, 4.46908, 4.46908, 4.46908, 4.46908, 4.46908, 5.33583, 4.46908, 4.46908, 4.49175
2.27668, 1253.82, 1200.05, 4.57035, 35.4375, 53.7644, 1.16948e-11, 4.57036, 4.57039, 4.57037, 4.7055, 4.57367, 4.57073, 4.62176, 4.57061, 4.83266, 1198.55, 4.57263, 4.57035, 4.57035, 4.57035, 4.57035, 4.57035, 4.57035, 4.57035, 5.59493, 4.57035, 4.57035, 4.59432
2.28454, 1281.4, 1272.65, 4.67246, 35.8246, 8.75085, 5.61821e-12, 4.67247, 4.6725, 4.67248, 4.80761, 4.67578, 4.67284, 4.72294, 4.67272, 4.94413, 1270.96, 4.67416, 4.67246, 4.67246, 4.67246, 4.67246, 4.67246, 4.67246, 4.67246, 5.87519, 4.67246, 4.67246, 4.69777
2.2924, 1307.88, 1327.18, 4.77532, 36.1923, -19.3037, 2.59836e-12, 4.77534, 4.77536, 4.77535, 4.91048, 4.77865, 4.77571, 4.82418, 4.77558, 5.05649, 1325.29, 4.77657, 4.77532, 4.77532, 4.77532, 4.77532, 4.77532, 4.77532, 4.77532, 6.17501, 4.77532, 4.77532, 4.80202
2.30026, 1391.71, 1361.11, 4.87883, 37.3325, 30.6068, 1.14107e-12, 4.87885, 4.87887, 4.87886, 5.01399, 4.88216, 4.87922, 4.92543, 4.87909, 5.16964, 1358.99, 4.87974, 4.87883, 4.87883, 4.87883, 4.87883, 4.87883, 4.87883, 4.87884, 6.49156, 4.87883, 4.87883, 4.90695
2.30812, 1362.58, 1372.86, 4.98284, 36.9402, -10.2783, 4.73816e-13, 4.98286, 4.98288, 4.98287, 5.118, 4.98617, 4.98323, 5.02665, 4.9831, 5.28344, 1370.51, 4.98349, 4.98284, 4.98284, 4.98284, 4.98284, 4.98284, 4.98284, 4.98285, 6.82063, 4.98284, 4.98284, 5.01241
2.31599, 1359.67, 1362.01, 5.08717, 36.9008, -2.33398, 1.81777e-13, 5.08718, 5.08721, 5.0872, 5.22233, 5.09049, 5.08755, 5.12778, 5.08743, 5.39775, 1359.41, 5.08762, 5.08717, 5.08717, 5.08717, 5.08717, 5.08717, 5.08717, 5.08717, 7.1568, 5.08717, 5.08717, 5.11823
2.32385, 1332.09, 1329.27, 5.19159, 36.5252, 2.81873, 6.31543e-14, 5.1916, 5.19163, 5.19161, 5.32674, 5.19491, 5.19197, 5.22872, 5.19185, 5.5124, 1326.44, 5.1919, 5.19159, 5.19159, 5.19159, 5.19159, 5.19159, 5.19159, 5.19159, 7.4935, 5.19159, 5.19159, 5.22417
2.33171, 1219.31, 1276.47, 5.29582, 34.9472, -57.1609, 1.9314e-14, 5.29583, 5.29586, 5.29585, 5.43097, 5.29914, 5.2962, 5.32933, 5.29608, 5.62722, 1273.4, 5.29603, 5.29582, 5.29582, 5.29582, 5.29582, 5.29582, 5.29582, 5.29582, 7.82342, 5.29582, 5.29582, 5.32997
2.33957, 1192.65, 1206.36, 5.39953, 34.5637, -13.7139, 5.58732e-15, 5.39954, 5.39957, 5.39955, 5.53468, 5.40285, 5.39991, 5.42938, 5.39979, 5.74206, 1203.07, 5.39967, 5.39953, 5.39953, 5.39953, 5.39953, 5.39953, 5.39953, 5.39953, 8.13877, 5.39953, 5.39953, 5.43527
2.34743, 1139.03, 1122.42, 5.50234, 33.7791, 16.6119, 1.4365e-15, 5.50236, 5.50238, 5.50237, 5.6375, 5.50567, 5.50273, 5.52863, 5.50261, 5.85688, 1118.93, 5.50244, 5.50234, 5.50234, 5.50234, 5.50234, 5.50234, 5.50234, 5.50235, 8.43197, 5.50234, 5.50234, 5.53972
2.3553, 999.617, 1028.57, 5.60383, 31.6483, -28.9556, 3.23655e-16, 5.60385, 5.60387, 5.60386, 5.73899, 5.60716, 5.60422, 5.62673, 5.6041, 5.97179, 1024.91, 5.60389, 5.60383, 5.60383, 5.60383, 5.60383, 5.60383, 5.60383, 5.60384, 8.69591, 5.60383, 5.60383, 5.64288
