   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_195.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.35895, 0, 9.05711e-10, 1.74226e-38, 1.41421, -9.05711e-10, 1.74226e-38, 0, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 1.74226e-38, 5.96188e-12, 1.74226e-38, 1.74226e-38, 4.63823e-14, 1.74226e-38, 1.56498e-13, 1.74226e-38, 8.99546e-10, 1.74226e-38, 1.74226e-38, 1.74226e-38
0.366817, 0, 1.41981e-09, 1.7477e-37, 1.41421, -1.41981e-09, 1.7477e-37, 0, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 1.7477e-37, 9.3524e-12, 1.7477e-37, 1.7477e-37, 7.68326e-14, 1.7477e-37, 2.59535e-13, 1.7477e-37, 1.41013e-09, 1.7477e-37, 1.7477e-37, 1.7477e-37
0.374684, 0, 2.20798e-09, 1.59516e-36, 1.41421, -2.20798e-09, 1.59516e-36, 0, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.59516e-36, 1.45564e-11, 1.59516e-36, 1.59516e-36, 1.26965e-13, 1.59516e-36, 4.28798e-13, 1.59516e-36, 2.19287e-09, 1.59516e-36, 1.59516e-36, 1.59516e-36
0.38255, 0, 3.40645e-09, 1.33198e-35, 1.41421, -3.40645e-09, 1.33198e-35, 0, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 1.33198e-35, 2.24805e-11, 1.33198e-35, 1.33198e-35, 2.09418e-13, 1.33198e-35, 7.06134e-13, 1.33198e-35, 3.38305e-09, 1.33198e-35, 1.33198e-35, 1.33198e-35
0.390417, 0, 5.21403e-09, 1.02217e-34, 1.41421, -5.21403e-09, 1.02217e-34, 0, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 1.02217e-34, 3.44525e-11, 1.02217e-34, 1.02217e-34, 3.44955e-13, 1.02217e-34, 1.15961e-12, 1.02217e-34, 5.17807e-09, 1.02217e-34, 1.02217e-34, 1.02217e-34
0.398284, 0, 7.91836e-09, 7.24038e-34, 1.41421, -7.91836e-09, 7.24038e-34, 0, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 7.24038e-34, 5.24006e-11, 7.24038e-34, 7.24038e-34, 5.67712e-13, 7.24038e-34, 1.8999e-12, 7.24038e-34, 7.86349e-09, 7.24038e-34, 7.24038e-34, 7.24038e-34
0.40615, 0, 1.19319e-08, 4.98007e-33, 1.41421, -1.19319e-08, 4.98007e-33, 0, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 4.98007e-33, 7.91034e-11, 4.98007e-33, 4.98007e-33, 9.33826e-13, 4.98007e-33, 3.10701e-12, 4.98007e-33, 1.18488e-08, 4.98007e-33, 4.98007e-33, 4.98007e-33
0.414017, 0, 1.78418e-08, 7.21194e-32, 1.41421, -1.78418e-08, 7.21194e-32, 0, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 7.21194e-32, 1.18541e-10, 7.21194e-32, 7.21194e-32, 1.53771e-12, 7.21194e-32, 5.08006e-12, 7.21194e-32, 1.77166e-08, 7.21194e-32, 7.21194e-32, 7.21194e-32
0.421884, 0, 2.64739e-08, 4.03454e-31, 1.41421, -2.64739e-08, 4.03454e-31, 0, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 4.03454e-31, 1.76341e-10, 4.03454e-31, 4.03454e-31, 2.52795e-12, 4.03454e-31, 8.28537e-12, 4.03454e-31, 2.62867e-08, 4.03454e-31, 4.03454e-31, 4.03454e-31
0.429751, 0, 3.89844e-08, 2.14224e-30, 1.41421, -3.89844e-08, 2.14224e-30, 0, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.14224e-30, 2.60456e-10, 2.14224e-30, 2.14224e-30, 4.15492e-12, 2.14224e-30, 1.35008e-11, 2.14224e-30, 3.87063e-08, 2.14224e-30, 2.14224e-30, 2.14224e-30
0.437617, 0, 5.69759e-08, 1.07269e-29, 1.41421, -5.69759e-08, 1.07269e-29, 0, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 1.07269e-29, 3.82002e-10, 1.07269e-29, 1.07269e-29, 6.82624e-12, 1.07269e-29, 2.19822e-11, 1.07269e-29, 5.65651e-08, 1.07269e-29, 1.07269e-29, 1.07269e-29
0.445484, 0, 8.26506e-08, 5.08671e-29, 1.41421, -8.26506e-08, 5.08671e-29, 0, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.08671e-29, 5.56421e-10, 5.08671e-29, 5.08671e-29, 1.1207e-11, 5.08671e-29, 3.57636e-11, 5.08671e-29, 8.20472e-08, 5.08671e-29, 5.08671e-29, 5.08671e-29
0.453351, 0, 1.19012e-07, 2.30882e-28, 1.41421, -1.19012e-07, 2.30882e-28, 0, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 2.30882e-28, 8.0503e-10, 2.30882e-28, 2.30882e-28, 1.83783e-11, 2.30882e-28, 5.81321e-11, 2.30882e-28, 1.18131e-07, 2.30882e-28, 2.30882e-28, 2.30882e-28
0.461217, 0, 1.70121e-07, 9.98965e-28, 1.41421, -1.70121e-07, 9.98965e-28, 0, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 9.98965e-28, 1.15705e-09, 9.98965e-28, 9.98965e-28, 3.0089e-11, 9.98965e-28, 9.43792e-11, 9.98965e-28, 1.6884e-07, 9.98965e-28, 9.98965e-28, 9.98965e-28
0.469084, 0, 2.41426e-07, 4.11738e-27, 1.41421, -2.41426e-07, 4.11738e-27, 0, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 4.11738e-27, 1.6523e-09, 4.11738e-27, 4.11738e-27, 4.91538e-11, 4.11738e-27, 1.52987e-10, 4.11738e-27, 2.39572e-07, 4.11738e-27, 4.11738e-27, 4.11738e-27
0.476951, 0, 3.40178e-07, 1.61934e-26, 1.41421, -3.40178e-07, 1.61934e-26, 0, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 1.61934e-26, 2.34471e-09, 1.61934e-26, 1.61934e-26, 8.00741e-11, 1.61934e-26, 2.47478e-10, 1.61934e-26, 3.37506e-07, 1.61934e-26, 1.61934e-26, 1.61934e-26
0.484817, 0, 4.75949e-07, 6.08789e-26, 1.41421, -4.75949e-07, 6.08789e-26, 0, 6.08789e-26, 6.08789e-26, 6.08789e-26, 6.08789e-26, 6.08789e-26, 6.08789e-26, 6.08789e-26, 7.26251e-13, 6.08789e-26, 6.08789e-26, 6.08789e-26, 3.30683e-09, 6.08789e-26, 6.08789e-26, 1.30002e-10, 6.08789e-26, 3.99271e-10, 6.08789e-26, 4.72112e-07, 6.08789e-26, 6.08789e-26, 6.08789e-26
0.492684, 0, 6.61281e-07, 2.19232e-25, 1.41421, -6.61281e-07, 2.19232e-25, 0, 2.19232e-25, 2.19232e-25, 2.19232e-25, 2.19232e-25, 2.19232e-25, 2.19232e-25, 2.19232e-25, 2.52422e-12, 2.19232e-25, 2.19232e-25, 2.19232e-25, 4.63578e-09, 2.19232e-25, 2.19232e-25, 2.10222e-10, 2.19232e-25, 6.42052e-10, 2.19232e-25, 6.55791e-07, 2.19232e-25, 2.19232e-25, 2.19232e-25
0.500551, 0, 9.15703e-07, 7.65597e-25, 1.41421, -9.15703e-07, 1.90399e-12, 0, 2.35424e-14, 1.21516e-13, 5.14197e-14, 3.53973e-10, 9.39196e-12, 3.19162e-13, 1.33397e-11, 4.01257e-11, 2.01867e-09, 6.028e-13, 6.7211e-10, 6.46078e-09, 8.36725e-13, 2.78193e-12, 3.384e-10, 9.74431e-14, 1.02837e-09, 1.82683e-15, 9.04743e-07, 7.65597e-25, 7.65597e-25, 1.76996e-11
0.508418, 0, 1.26216e-06, 4.29571e-10, 1.41421, -1.26216e-06, 4.36159e-10, 4.29571e-10, 4.29652e-10, 4.29991e-10, 4.29749e-10, 1.65429e-09, 4.62066e-10, 4.30675e-10, 4.75725e-10, 5.61628e-10, 7.414e-09, 4.31657e-10, 2.75502e-09, 9.38215e-09, 4.32466e-10, 4.39196e-10, 9.71587e-10, 4.30795e-10, 2.06908e-09, 4.29577e-10, 1.2402e-06, 4.29571e-10, 4.29571e-10, 4.9081e-10
0.516284, 0, 1.73408e-06, 1.48257e-09, 1.41421, -1.73408e-06, 1.50033e-09, 1.48257e-09, 1.48279e-09, 1.4837e-09, 1.48305e-09, 4.78396e-09, 1.57017e-09, 1.48555e-09, 1.60699e-09, 1.83271e-09, 2.031e-08, 1.48819e-09, 7.75111e-09, 1.38182e-08, 1.49037e-09, 1.50852e-09, 2.34595e-09, 1.48744e-09, 4.0825e-09, 1.48259e-09, 1.68908e-06, 1.48257e-09, 1.48257e-09, 1.64765e-09
0.524151, 0, 2.38073e-06, 3.98613e-09, 1.41421, -2.38073e-06, 4.02981e-09, 3.98613e-09, 3.98667e-09, 3.98892e-09, 3.98731e-09, 1.21068e-08, 4.2016e-09, 3.99345e-09, 4.29216e-09, 4.83988e-09, 5.02975e-08, 3.99996e-09, 1.94054e-08, 2.08894e-08, 4.00533e-09, 4.04995e-09, 5.35326e-09, 4.0003e-09, 8.08453e-09, 3.98617e-09, 2.28656e-06, 3.98613e-09, 3.98613e-09, 4.39219e-09
0.532018, 0, 3.27767e-06, 9.7855e-09, 1.41421, -3.27767e-06, 9.88781e-09, 9.7855e-09, 9.78676e-09, 9.79203e-09, 9.78826e-09, 2.88055e-08, 1.02902e-08, 9.80265e-09, 1.05023e-08, 1.1773e-08, 1.18254e-07, 9.81789e-09, 4.58999e-08, 3.28216e-08, 9.83046e-09, 9.93498e-09, 1.19367e-08, 9.822e-09, 1.62039e-08, 9.7856e-09, 3.07791e-06, 9.7855e-09, 9.7855e-09, 1.07365e-08
0.539885, 0, 4.54779e-06, 2.28808e-08, 1.41421, -4.54779e-06, 2.31124e-08, 2.28808e-08, 2.28837e-08, 2.28956e-08, 2.28871e-08, 6.59394e-08, 2.40233e-08, 2.29196e-08, 2.45035e-08, 2.73568e-08, 2.68439e-07, 2.29541e-08, 1.04639e-07, 5.41068e-08, 2.29826e-08, 2.32192e-08, 2.62434e-08, 2.29689e-08, 3.28621e-08, 2.2881e-08, 4.12255e-06, 2.28808e-08, 2.28808e-08, 2.50338e-08
0.547751, 0, 6.40096e-06, 5.172e-08, 1.41421, -6.40096e-06, 5.22297e-08, 5.172e-08, 5.17263e-08, 5.17525e-08, 5.17337e-08, 1.46497e-07, 5.42347e-08, 5.18054e-08, 5.52917e-08, 6.21609e-08, 5.92221e-07, 5.18814e-08, 2.31679e-07, 9.3823e-08, 5.1944e-08, 5.24648e-08, 5.694e-08, 5.19236e-08, 6.71393e-08, 5.17204e-08, 5.49973e-06, 5.172e-08, 5.172e-08, 5.6459e-08
