   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_195.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.36311, 15.9802, 21.6027, 21.2235, 4.24031, -5.62249, 21.2235, 0, 21.2235, 21.2235, 21.2235, 21.3993, 21.2336, 21.3855, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2235, 21.2546, 21.2235
4.37097, 16.2731, 21.7537, 21.3243, 4.27471, -5.48056, 21.3243, 0, 21.3243, 21.3243, 21.3243, 21.5055, 21.3327, 21.53, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3243, 21.3581, 21.3243
4.37884, 15.5456, 21.9159, 21.4253, 4.18875, -6.37029, 21.4253, 0, 21.4253, 21.4254, 21.4253, 21.614, 21.4324, 21.6832, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4253, 21.4621, 21.4253
4.38671, 15.1237, 22.0904, 21.5266, 4.13808, -6.9667, 21.5266, 0, 21.5266, 21.5267, 21.5266, 21.7252, 21.5328, 21.8456, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5266, 21.5665, 21.5266
4.39457, 19.7033, 22.2782, 21.6282, 4.65868, -2.57492, 21.6282, 0, 21.6282, 21.6282, 21.6282, 21.8401, 21.6337, 22.0175, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6282, 21.6713, 21.6282
4.40244, 16.2132, 22.4802, 21.73, 4.26769, -6.26704, 21.73, 0, 21.73, 21.73, 21.73, 21.9597, 21.735, 22.1989, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.73, 21.7764, 21.73
4.41031, 25.4272, 22.6973, 21.832, 5.2371, 2.72991, 21.832, 0, 21.832, 21.8321, 21.8321, 22.0853, 21.8368, 22.3894, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.832, 21.8818, 21.832
4.41817, 16.9735, 22.9301, 21.9343, 4.35586, -5.95655, 21.9343, 0, 21.9343, 21.9344, 21.9344, 22.2185, 21.9388, 22.5882, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9343, 21.9875, 21.9343
4.42604, 16.9741, 23.1794, 22.0369, 4.35593, -6.20532, 22.0369, 0, 22.0369, 22.037, 22.0369, 22.3614, 22.0413, 22.7937, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0369, 22.0936, 22.0369
4.43391, 23.1001, 23.4461, 22.1397, 5.01, -0.345966, 22.1397, 0, 22.1397, 22.1398, 22.1397, 22.5166, 22.144, 23.0042, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.1397, 22.2002, 22.1397
4.44177, 22.7224, 23.7311, 22.2427, 4.97216, -1.00874, 22.2427, 0, 22.2428, 22.2428, 22.2428, 22.6874, 22.247, 23.2173, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.2427, 22.3076, 22.2427
4.44964, 18.9759, 24.0357, 22.346, 4.57995, -5.05979, 22.346, 0, 22.3461, 22.3461, 22.3461, 22.8774, 22.3503, 23.4302, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.346, 22.4159, 22.346
4.45751, 22.6926, 24.3617, 22.4496, 4.96916, -1.66912, 22.4496, 0, 22.4496, 22.4496, 22.4496, 23.0913, 22.4538, 23.6398, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.4496, 22.5254, 22.4496
4.46537, 34.8442, 24.7116, 22.5533, 6.06994, 10.1326, 22.5533, 0, 22.5534, 22.5534, 22.5534, 23.3344, 22.5576, 23.8429, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.5533, 22.6365, 22.5533
4.47324, 30.8492, 25.0886, 22.6574, 5.73143, 5.76066, 22.6574, 0, 22.6574, 22.6574, 22.6574, 23.6131, 22.6617, 24.0363, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.6574, 22.7494, 22.6574
4.48111, 31.3028, 25.497, 22.7616, 5.77086, 5.80579, 22.7616, 0, 22.7616, 22.7617, 22.7616, 23.9342, 22.766, 24.2169, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.7616, 22.8645, 22.7616
4.48897, 33.0687, 25.9421, 22.8661, 5.92188, 7.12662, 22.8661, 0, 22.8661, 22.8661, 22.8661, 24.3054, 22.8706, 24.3821, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.8661, 22.9821, 22.8661
4.49684, 29.5278, 26.43, 22.9708, 5.61496, 3.09779, 22.9708, 0, 22.9708, 22.9708, 22.9708, 24.7348, 22.9754, 24.5294, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 22.9708, 23.1025, 22.9708
4.50471, 26.2813, 26.9677, 23.0757, 5.31802, -0.686354, 23.0757, 0, 23.0757, 23.0757, 23.0757, 25.2309, 23.0805, 24.6575, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.0757, 23.2257, 23.0757
4.51257, 35.8552, 27.5625, 23.1808, 6.15266, 8.29271, 23.1808, 0, 23.1808, 23.1809, 23.1808, 25.8018, 23.1858, 24.7653, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.1808, 23.3519, 23.1808
4.52044, 28.9614, 28.2219, 23.2861, 5.5643, 0.739567, 23.2861, 0, 23.2862, 23.2862, 23.2862, 26.4548, 23.2913, 24.853, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.2861, 23.481, 23.2861
4.52831, 30.0601, 28.9524, 23.3917, 5.66216, 1.10769, 23.3917, 0, 23.3917, 23.3917, 23.3917, 27.1963, 23.3971, 24.9211, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.3917, 23.6128, 23.3917
4.53617, 35.5296, 29.7594, 23.4974, 6.12614, 5.77021, 23.4974, 0, 23.4974, 23.4975, 23.4974, 28.0304, 23.5032, 24.9711, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.4974, 23.7468, 23.4974
4.54404, 39.8529, 30.646, 23.6034, 6.46938, 9.20694, 23.6034, 0, 23.6034, 23.6034, 23.6034, 28.9585, 23.6095, 25.0052, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.6034, 23.8826, 23.6034
4.55191, 38.8575, 31.6121, 23.7095, 6.39199, 7.24536, 23.7095, 0, 23.7095, 23.7096, 23.7095, 29.9789, 23.7162, 25.026, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 23.7095, 24.0195, 23.7095
4.55977, 39.86, 32.6542, 23.8158, 6.46993, 7.20573, 23.8158, 0, 23.8158, 23.8159, 23.8158, 31.0855, 23.8231, 25.0364, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 23.8158, 24.1566, 23.8158
4.56764, 41.8659, 33.7642, 23.9223, 6.62313, 8.10166, 23.9223, 0, 23.9223, 23.9224, 23.9223, 32.2682, 23.9303, 25.0396, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 23.9223, 24.293, 23.9223
4.57551, 43.4538, 34.929, 24.029, 6.74194, 8.52481, 24.029, 0, 24.029, 24.0291, 24.029, 33.5115, 24.0379, 25.0388, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.029, 24.4277, 24.029
4.58337, 45.2927, 36.131, 24.1359, 6.87697, 9.16172, 24.1359, 0, 24.1359, 24.1359, 24.1359, 34.7959, 24.1458, 25.037, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.1359, 24.5599, 24.1359
4.59124, 41.2727, 37.3478, 24.2429, 6.5782, 3.92488, 24.2429, 0, 24.2429, 24.243, 24.2429, 36.097, 24.2541, 25.0368, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.2429, 24.6885, 24.2429
4.59911, 38.9506, 38.5528, 24.3501, 6.39926, 0.397709, 24.3501, 0, 24.3501, 24.3502, 24.3501, 37.3866, 24.3627, 25.0408, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.3501, 24.8129, 24.3501
4.60697, 49.3911, 39.7166, 24.4575, 7.16876, 9.67453, 24.4575, 0, 24.4575, 24.4575, 24.4575, 38.634, 24.4718, 25.0509, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.4575, 24.9323, 24.4575
4.61484, 44.5773, 40.8077, 24.565, 6.82475, 3.76953, 24.565, 0, 24.565, 24.5651, 24.5651, 39.8066, 24.5814, 25.0684, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 24.565, 25.0463, 24.565
4.62271, 54.8793, 41.7945, 24.6727, 7.54184, 13.0848, 24.6727, 0, 24.6728, 24.6728, 24.6728, 40.872, 24.6913, 25.0945, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 24.6727, 25.1548, 24.6727
4.63058, 43.0158, 42.6467, 24.7806, 6.70938, 0.36908, 24.7806, 0, 24.7806, 24.7807, 24.7806, 41.7995, 24.8018, 25.1295, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 24.7806, 25.2576, 24.7806
4.63844, 45.6897, 43.3369, 24.8886, 6.90577, 2.35279, 24.8886, 0, 24.8886, 24.8887, 24.8886, 42.5612, 24.9126, 25.1737, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 24.8886, 25.3551, 24.8886
4.64631, 39.3271, 43.8428, 24.9968, 6.42862, -4.51562, 24.9968, 0, 24.9968, 24.9969, 24.9968, 43.1345, 25.0239, 25.2269, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 24.9968, 25.4477, 24.9968
4.65418, 52.3581, 44.1477, 25.1051, 7.3728, 8.21045, 25.1051, 0, 25.1051, 25.1052, 25.1052, 43.5026, 25.1356, 25.2885, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.1051, 25.5362, 25.1051
4.66204, 59.2421, 44.2421, 25.2136, 7.82573, 15, 25.2136, 0, 25.2136, 25.2137, 25.2136, 43.656, 25.2477, 25.358, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.2136, 25.6211, 25.2136
4.66991, 39.6825, 44.1242, 25.3222, 6.4562, -4.44175, 25.3222, 0, 25.3222, 25.3223, 25.3222, 43.5926, 25.36, 25.4346, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.3222, 25.7036, 25.3222
4.67778, 36.3308, 43.7999, 25.431, 6.19119, -7.46907, 25.431, 0, 25.431, 25.431, 25.431, 43.3183, 25.4726, 25.5175, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.431, 25.7844, 25.431
4.68564, 35.146, 43.2826, 25.5399, 6.09476, -8.13657, 25.5399, 0, 25.5399, 25.5399, 25.5399, 42.8466, 25.5853, 25.6057, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.5399, 25.8645, 25.5399
4.69351, 47.2804, 42.5921, 25.6489, 7.02, 4.68826, 25.6489, 0, 25.6489, 25.649, 25.6489, 42.1973, 25.698, 25.6986, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.6489, 25.9448, 25.6489
4.70138, 30.6004, 41.7539, 25.758, 5.70967, -11.1535, 25.758, 0, 25.7581, 25.7581, 25.7581, 41.3959, 25.8107, 25.7954, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 25.758, 26.0259, 25.758
4.70924, 46.6011, 40.7974, 25.8673, 6.97145, 5.80361, 25.8673, 0, 25.8673, 25.8674, 25.8673, 40.4721, 25.9232, 25.8954, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 25.8673, 26.1086, 25.8673
4.71711, 31.0786, 39.7544, 25.9767, 5.7514, -8.67579, 25.9767, 0, 25.9767, 25.9767, 25.9767, 39.4575, 26.0355, 25.998, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 25.9767, 26.1932, 25.9767
4.72498, 42.8393, 38.6574, 26.0862, 6.69621, 4.18187, 26.0862, 0, 26.0862, 26.0862, 26.0862, 38.3853, 26.1474, 26.1029, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.0862, 26.2802, 26.0862
4.73284, 34.7134, 37.5383, 26.1958, 6.05916, -2.8249, 26.1958, 0, 26.1958, 26.1958, 26.1958, 37.2873, 26.2589, 26.2097, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.1958, 26.3696, 26.1958
4.74071, 18.073, 36.4265, 26.3054, 4.48029, -18.3535, 26.3054, 0, 26.3055, 26.3055, 26.3055, 36.1933, 26.3699, 26.318, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.3054, 26.4615, 26.3054
4.74858, 24.9089, 35.3485, 26.4152, 5.18738, -10.4396, 26.4152, 0, 26.4152, 26.4153, 26.4152, 35.1301, 26.4803, 26.4277, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.4152, 26.5559, 26.4152
4.75644, 24.1135, 34.3262, 26.5251, 5.11014, -10.2127, 26.5251, 0, 26.5251, 26.5252, 26.5251, 34.12, 26.5902, 26.5388, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.5251, 26.6525, 26.5251
4.76431, 28.7825, 33.3774, 26.635, 5.5482, -4.5949, 26.635, 0, 26.635, 26.6351, 26.6351, 33.1809, 26.6995, 26.6511, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.635, 26.751, 26.635
4.77218, 28.0249, 32.5149, 26.745, 5.4795, -4.49001, 26.745, 0, 26.7451, 26.7451, 26.7451, 32.3259, 26.8082, 26.7646, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.745, 26.8513, 26.745
4.78004, 23.0353, 31.7467, 26.8551, 5.00353, -8.71134, 26.8551, 0, 26.8552, 26.8552, 26.8552, 31.5632, 26.9164, 26.8794, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.8551, 26.953, 26.8551
4.78791, 31.929, 31.0768, 26.9653, 5.82486, 0.852205, 26.9653, 0, 26.9653, 26.9654, 26.9653, 30.8969, 27.0242, 26.9955, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 26.9653, 27.0559, 26.9653
4.79578, 16.9081, 30.5053, 27.0755, 4.34834, -13.5973, 27.0755, 0, 27.0755, 27.0756, 27.0755, 30.3274, 27.1316, 27.113, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.0755, 27.1597, 27.0755
4.80364, 19.0213, 30.0293, 27.1858, 4.5849, -11.0079, 27.1858, 0, 27.1858, 27.1858, 27.1858, 29.8515, 27.2388, 27.2319, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.1858, 27.2643, 27.1858
4.81151, 19.9405, 29.6433, 27.2961, 4.68407, -9.70274, 27.2961, 0, 27.2961, 27.2962, 27.2961, 29.464, 27.3457, 27.3524, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.2961, 27.3694, 27.2961
4.81938, 23.032, 29.3402, 27.4065, 5.0032, -6.3082, 27.4065, 0, 27.4065, 27.4065, 27.4065, 29.1576, 27.4526, 27.4743, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.4065, 27.475, 27.4065
4.82724, 25.9546, 29.1118, 27.5169, 5.28722, -3.15713, 27.5169, 0, 27.5169, 27.5169, 27.5169, 28.9242, 27.5595, 27.5976, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.5169, 27.581, 27.5169
4.83511, 18.9889, 28.9493, 27.6273, 4.58136, -9.9604, 27.6273, 0, 27.6273, 27.6273, 27.6273, 28.755, 27.6664, 27.7222, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6273, 27.6874, 27.6273
4.84298, 23.9537, 28.8438, 27.7378, 5.09448, -4.89012, 27.7378, 0, 27.7378, 27.7378, 27.7378, 28.6412, 27.7734, 27.848, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7378, 27.7943, 27.7378
4.85084, 22.9686, 28.7869, 27.8482, 4.99686, -5.81828, 27.8482, 0, 27.8483, 27.8483, 27.8483, 28.5743, 27.8807, 27.9747, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.8482, 27.9018, 27.8482
4.85871, 22.9757, 28.7704, 27.9587, 4.99756, -5.79472, 27.9587, 0, 27.9588, 27.9588, 27.9588, 28.5465, 27.9882, 28.102, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 27.9587, 28.0098, 27.9587
4.86658, 17.0032, 28.787, 28.0692, 4.35926, -11.7838, 28.0692, 0, 28.0692, 28.0693, 28.0693, 28.5506, 28.096, 28.2295, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.0692, 28.1185, 28.0692
4.87444, 24.9444, 28.8302, 28.1797, 5.1908, -3.88579, 28.1797, 0, 28.1798, 28.1798, 28.1798, 28.5806, 28.2041, 28.3567, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.1797, 28.2279, 28.1797
4.88231, 14.9741, 28.8942, 28.2902, 4.11996, -13.9201, 28.2902, 0, 28.2903, 28.2903, 28.2903, 28.631, 28.3124, 28.4832, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.2902, 28.3382, 28.2902
4.89018, 18.9457, 28.9742, 28.4007, 4.57664, -10.0285, 28.4007, 0, 28.4007, 28.4008, 28.4007, 28.6974, 28.421, 28.6086, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4007, 28.4492, 28.4007
4.89804, 21.9538, 29.066, 28.5112, 4.89427, -7.11217, 28.5112, 0, 28.5112, 28.5112, 28.5112, 28.7761, 28.5299, 28.7322, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5112, 28.5611, 28.5112
4.90591, 28.9303, 29.1662, 28.6216, 5.5615, -0.235937, 28.6216, 0, 28.6216, 28.6217, 28.6217, 28.8643, 28.6391, 28.8538, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6216, 28.6738, 28.6216
4.91378, 24.0012, 29.2719, 28.732, 5.09914, -5.27071, 28.732, 0, 28.7321, 28.7321, 28.7321, 28.9594, 28.7484, 28.9729, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.732, 28.7872, 28.732
4.92164, 26.8986, 29.381, 28.8424, 5.37575, -2.48236, 28.8424, 0, 28.8425, 28.8425, 28.8425, 29.0598, 28.858, 29.0892, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.8424, 28.9012, 28.8424
4.92951, 23.0858, 29.4916, 28.9528, 5.00857, -6.40585, 28.9528, 0, 28.9528, 28.9529, 28.9528, 29.164, 28.9677, 29.2025, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 28.9528, 29.0156, 28.9528
4.93738, 28.8331, 29.6024, 29.0631, 5.55276, -0.769257, 29.0631, 0, 29.0631, 29.0632, 29.0631, 29.271, 29.0775, 29.3127, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.0631, 29.1304, 29.0631
4.94524, 12.2283, 29.7124, 29.1734, 3.77205, -17.4841, 29.1734, 0, 29.1734, 29.1735, 29.1734, 29.3799, 29.1875, 29.4198, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.1734, 29.2453, 29.1734
4.95311, 23.8839, 29.821, 29.2836, 5.08763, -5.93711, 29.2836, 0, 29.2837, 29.2837, 29.2837, 29.4903, 29.2975, 29.5239, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.2836, 29.3601, 29.2836
4.96098, 15.0425, 29.9278, 29.3938, 4.12826, -14.8853, 29.3938, 0, 29.3939, 29.3939, 29.3939, 29.6017, 29.4076, 29.6252, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.3938, 29.4747, 29.3938
4.96884, 19.7171, 30.0325, 29.504, 4.66017, -10.3154, 29.504, 0, 29.504, 29.5041, 29.504, 29.7139, 29.5177, 29.7242, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.504, 29.5887, 29.504
4.97671, 18.3589, 30.1352, 29.6141, 4.51208, -11.7763, 29.6141, 0, 29.6141, 29.6142, 29.6141, 29.8265, 29.6278, 29.821, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.6141, 29.7021, 29.6141
