   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_207.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0279246, 311.314, 0, 0, 17.7007, 311.314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0200576, 0.491245, 0, 0, 1.57837, 0.491245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0121905, 0.997589, 0, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00432343, 1.48401, 0, 0, 1.86655, 1.48401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00354364, 1.51117, 6.26815e-23, 0, 1.87381, 1.51117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84855e-25, 0, 0, 9.90839e-28, 6.0932e-27, 0, 6.21895e-23, 0, 0, 0
0.0114107, 1.47919, 1.6438e-22, 0, 1.86526, 1.47919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27151e-24, 0, 0, 2.64121e-27, 1.6382e-26, 0, 1.6309e-22, 0, 0, 0
0.0192778, 1.0368, 4.21143e-22, 0, 1.74264, 1.0368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25761e-24, 0, 0, 6.87785e-27, 4.29447e-26, 0, 4.17835e-22, 0, 0, 0
0.0271448, 0.47678, 1.05609e-21, 0, 1.57378, 0.47678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16905e-24, 0, 0, 1.75301e-26, 1.10018e-25, 0, 1.0478e-21, 0, 0, 0
0.0350119, 1.94633, 2.59631e-21, 0, 1.98654, 1.94633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00828e-23, 0, 0, 4.3802e-26, 2.7596e-25, 0, 2.5759e-21, 0, 0, 0
0.042879, 2.52081, 6.26564e-21, 0, 2.12622, 2.52081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84655e-23, 0, 0, 1.0744e-25, 6.78816e-25, 0, 6.21639e-21, 0, 0, 0
0.050746, 1.52563, 1.48602e-20, 0, 1.87767, 1.52563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14945e-22, 0, 0, 2.59e-25, 1.63966e-24, 0, 1.47433e-20, 0, 0, 0
0.0586131, 0.530452, 3.46702e-20, 0, 1.59074, 0.530452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68177e-22, 0, 0, 6.14227e-25, 3.89352e-24, 0, 3.43975e-20, 0, 0, 0
