   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_168.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0285206, 252.661, 0, 0, 15.9581, 252.661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.020651, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0127813, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00491164, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00295802, 0, 7.61132e-23, 0, 1.41421, -7.61132e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25997e-25, 0, 0, 9.17953e-28, 0, 4.53394e-27, 0, 7.58818e-23, 0, 0, 0
0.0108277, 0, 2.0012e-22, 0, 1.41421, -2.0012e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.942e-25, 0, 0, 2.45225e-27, 0, 1.22258e-26, 0, 1.99511e-22, 0, 0, 0
0.0186973, 0, 5.13988e-22, 0, 1.41421, -5.13988e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52614e-24, 0, 0, 6.39931e-27, 0, 3.21406e-26, 0, 5.12424e-22, 0, 0, 0
0.026567, 0, 1.29205e-21, 0, 1.41421, -1.29205e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83637e-24, 0, 0, 1.63442e-26, 0, 8.25669e-26, 0, 1.28812e-21, 0, 0, 0
0.0344367, 0, 3.18388e-21, 0, 1.41421, -3.18388e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45359e-24, 0, 0, 4.09214e-26, 0, 2.0766e-25, 0, 3.17417e-21, 0, 0, 0
0.0423063, 0, 7.70123e-21, 0, 1.41421, -7.70123e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28665e-23, 0, 0, 1.00572e-25, 0, 5.12139e-25, 0, 7.67775e-21, 0, 0, 0
0.050176, 0, 1.83056e-20, 0, 1.41421, -1.83056e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4353e-23, 0, 0, 2.42911e-25, 0, 1.24019e-24, 0, 1.82498e-20, 0, 0, 0
0.0580457, 0, 4.28008e-20, 0, 1.41421, -4.28008e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27084e-22, 0, 0, 5.77151e-25, 0, 2.95217e-24, 0, 4.26702e-20, 0, 0, 0
0.0659153, 0, 9.85222e-20, 0, 1.41421, -9.85222e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92531e-22, 0, 0, 1.35015e-24, 0, 6.91476e-24, 0, 9.82214e-20, 0, 0, 0
0.073785, 0, 2.23435e-19, 0, 1.41421, -2.23435e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.63421e-22, 0, 0, 3.11206e-24, 0, 1.59501e-23, 0, 2.22753e-19, 0, 0, 0
0.0816546, 0, 4.99562e-19, 0, 1.41421, -4.99562e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48329e-21, 0, 0, 7.07268e-24, 0, 3.626e-23, 0, 4.98035e-19, 0, 0, 0
0.0895243, 0, 1.10203e-18, 0, 1.41421, -1.10203e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27211e-21, 0, 0, 1.58651e-23, 0, 8.133e-23, 0, 1.09866e-18, 0, 0, 0
0.097394, 0, 2.46904e-18, 0, 1.41421, -2.46904e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.33099e-21, 0, 0, 3.63708e-23, 0, 1.86292e-22, 0, 2.46148e-18, 0, 0, 0
0.105264, 0, 5.29078e-18, 0, 1.41421, -5.29078e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57092e-20, 0, 0, 7.92402e-23, 0, 4.05622e-22, 0, 5.27458e-18, 0, 0, 0
0.113133, 0, 1.12027e-17, 0, 1.41421, -1.12027e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32627e-20, 0, 0, 1.70618e-22, 0, 8.72689e-22, 0, 1.11684e-17, 0, 0, 0
0.121003, 0, 2.3447e-17, 0, 1.41421, -2.3447e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.96179e-20, 0, 0, 3.63195e-22, 0, 1.85601e-21, 0, 2.33752e-17, 0, 0, 0
0.128873, 0, 4.85223e-17, 0, 1.41421, -4.85223e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4407e-19, 0, 0, 7.64596e-22, 0, 3.90335e-21, 0, 4.83736e-17, 0, 0, 0
0.136742, 0, 9.9313e-17, 0, 1.41421, -9.9313e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94875e-19, 0, 0, 1.5923e-21, 0, 8.1203e-21, 0, 9.90084e-17, 0, 0, 0
0.144612, 0, 2.01089e-16, 0, 1.41421, -2.01089e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97063e-19, 0, 0, 3.28118e-21, 0, 1.67152e-20, 0, 2.00472e-16, 0, 0, 0
0.152482, 0, 4.02893e-16, 0, 1.41421, -4.02893e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19625e-18, 0, 0, 6.69198e-21, 0, 3.40549e-20, 0, 4.01656e-16, 0, 0, 0
0.160351, 0, 7.9891e-16, 0, 1.41421, -7.9891e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37207e-18, 0, 0, 1.35111e-20, 0, 6.86879e-20, 0, 7.96456e-16, 0, 0, 0
0.168221, 0, 1.56818e-15, 0, 1.41421, -1.56818e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65611e-18, 0, 0, 2.70102e-20, 0, 1.37189e-19, 0, 1.56336e-15, 0, 0, 0
0.176091, 0, 3.0476e-15, 0, 1.41421, -3.0476e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.04867e-18, 0, 0, 5.34744e-20, 0, 2.71388e-19, 0, 3.03823e-15, 0, 0, 0
0.18396, 0, 5.86482e-15, 0, 1.41421, -5.86482e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74133e-17, 0, 0, 1.04862e-19, 0, 5.31845e-19, 0, 5.84677e-15, 0, 0, 0
0.19183, 0, 1.11777e-14, 0, 1.41421, -1.11777e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31875e-17, 0, 0, 2.03714e-19, 0, 1.03273e-18, 0, 1.11432e-14, 0, 0, 0
0.1997, 0, 2.11011e-14, 0, 1.41421, -2.11011e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26507e-17, 0, 0, 3.92114e-19, 0, 1.98739e-18, 0, 2.1036e-14, 0, 0, 0
0.207569, 0, 3.94613e-14, 0, 1.41421, -3.94613e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17163e-16, 0, 0, 7.47928e-19, 0, 3.79091e-18, 0, 3.93396e-14, 0, 0, 0
0.215439, 0, 7.31143e-14, 0, 1.41421, -7.31143e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1708e-16, 0, 0, 1.41397e-18, 0, 7.16882e-18, 0, 7.28886e-14, 0, 0, 0
0.223309, 0, 1.34229e-13, 0, 1.41421, -1.34229e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9853e-16, 0, 0, 2.64979e-18, 0, 1.34421e-17, 0, 1.33814e-13, 0, 0, 0
