   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_141.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.027768, 212.055, 0, 0, 14.6306, 212.055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0198982, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0120283, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00415848, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00371137, 0, 6.22133e-22, 0, 1.41421, -6.22133e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92043e-24, 0, 0, 6.53717e-27, 1.26786e-26, 0, 6.18193e-22, 0, 0, 0
0.0115812, 0, 1.52013e-21, 0, 1.41421, -1.52013e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.57926e-24, 0, 0, 1.61184e-26, 3.16678e-26, 0, 1.51051e-21, 0, 0, 0
0.0194511, 0, 3.64636e-21, 0, 1.41421, -3.64636e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29778e-23, 0, 0, 3.90226e-26, 7.75901e-26, 0, 3.62327e-21, 0, 0, 0
0.0273209, 0, 8.5967e-21, 0, 1.41421, -8.5967e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41728e-23, 0, 0, 9.28741e-26, 1.8673e-25, 0, 8.54225e-21, 0, 0, 0
0.0351907, 0, 1.99408e-20, 0, 1.41421, -1.99408e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25659e-22, 0, 0, 2.17523e-25, 4.41912e-25, 0, 1.98145e-20, 0, 0, 0
0.0430606, 0, 4.55485e-20, 0, 1.41421, -4.55485e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87027e-22, 0, 0, 5.01803e-25, 1.02942e-24, 0, 4.52599e-20, 0, 0, 0
0.0509304, 0, 1.02531e-19, 0, 1.41421, -1.02531e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46107e-22, 0, 0, 1.14107e-24, 2.36242e-24, 0, 1.01882e-19, 0, 0, 0
0.0588003, 0, 2.27604e-19, 0, 1.41421, -2.27604e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43426e-21, 0, 0, 2.55941e-24, 5.34501e-24, 0, 2.26162e-19, 0, 0, 0
0.0666701, 0, 4.98546e-19, 0, 1.41421, -4.98546e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14162e-21, 0, 0, 5.66599e-24, 1.19304e-23, 0, 4.95387e-19, 0, 0, 0
0.07454, 0, 1.07809e-18, 0, 1.41421, -1.07809e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79363e-21, 0, 0, 1.23865e-23, 2.62862e-23, 0, 1.07126e-18, 0, 0, 0
0.0824098, 0, 2.30266e-18, 0, 1.41421, -2.30266e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45103e-20, 0, 0, 2.67525e-23, 5.71998e-23, 0, 2.28806e-18, 0, 0, 0
0.0902797, 0, 4.85972e-18, 0, 1.41421, -4.85972e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06238e-20, 0, 0, 5.71096e-23, 1.22987e-22, 0, 4.82892e-18, 0, 0, 0
0.0981495, 0, 1.01382e-17, 0, 1.41421, -1.01382e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38864e-20, 0, 0, 1.20544e-22, 2.61399e-22, 0, 1.00739e-17, 0, 0, 0
0.106019, 0, 2.09134e-17, 0, 1.41421, -2.09134e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31787e-19, 0, 0, 2.51668e-22, 5.49409e-22, 0, 2.07808e-17, 0, 0, 0
0.113889, 0, 4.26708e-17, 0, 1.41421, -4.26708e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68891e-19, 0, 0, 5.1986e-22, 1.14231e-21, 0, 4.24002e-17, 0, 0, 0
0.121759, 0, 8.61386e-17, 0, 1.41421, -8.61386e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42805e-19, 0, 0, 1.06279e-21, 2.35024e-21, 0, 8.55924e-17, 0, 0, 0
0.129629, 0, 1.72081e-16, 0, 1.41421, -1.72081e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08438e-18, 0, 0, 2.15091e-21, 4.78632e-21, 0, 1.7099e-16, 0, 0, 0
0.137499, 0, 3.4028e-16, 0, 1.41421, -3.4028e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14429e-18, 0, 0, 4.31038e-21, 9.65102e-21, 0, 3.38122e-16, 0, 0, 0
0.145369, 0, 6.66187e-16, 0, 1.41421, -6.66187e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19799e-18, 0, 0, 8.55501e-21, 1.92724e-20, 0, 6.61962e-16, 0, 0, 0
0.153238, 0, 1.2915e-15, 0, 1.41421, -1.2915e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.13839e-18, 0, 0, 1.682e-20, 3.81232e-20, 0, 1.2833e-15, 0, 0, 0
0.161108, 0, 2.47972e-15, 0, 1.41421, -2.47972e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5626e-17, 0, 0, 3.2765e-20, 7.47187e-20, 0, 2.46399e-15, 0, 0, 0
0.168978, 0, 4.71622e-15, 0, 1.41421, -4.71622e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97192e-17, 0, 0, 6.32483e-20, 1.45126e-19, 0, 4.68629e-15, 0, 0, 0
0.176848, 0, 8.88644e-15, 0, 1.41421, -8.88644e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59978e-17, 0, 0, 1.21007e-19, 2.79396e-19, 0, 8.83005e-15, 0, 0, 0
0.184718, 0, 1.65907e-14, 0, 1.41421, -1.65907e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04546e-16, 0, 0, 2.29487e-19, 5.33253e-19, 0, 1.64854e-14, 0, 0, 0
0.192588, 0, 3.06941e-14, 0, 1.41421, -3.06941e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93418e-16, 0, 0, 4.31471e-19, 1.00916e-18, 0, 3.04993e-14, 0, 0, 0
0.200457, 0, 5.62794e-14, 0, 1.41421, -5.62794e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54642e-16, 0, 0, 8.04355e-19, 1.89395e-18, 0, 5.59221e-14, 0, 0, 0
0.208327, 0, 1.02589e-13, 0, 1.41421, -1.02589e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46463e-16, 0, 0, 1.4939e-18, 3.54474e-18, 0, 1.01938e-13, 0, 0, 0
0.216197, 0, 1.84739e-13, 0, 1.41421, -1.84739e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16413e-15, 0, 0, 2.73784e-18, 6.54236e-18, 0, 1.83566e-13, 0, 0, 0
0.224067, 0, 3.29813e-13, 0, 1.41421, -3.29813e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07831e-15, 0, 0, 4.97736e-18, 1.19809e-17, 0, 3.27717e-13, 0, 0, 0
0.231937, 0, 5.83795e-13, 0, 1.41421, -5.83795e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6788e-15, 0, 0, 8.97741e-18, 2.17727e-17, 0, 5.80085e-13, 0, 0, 0
0.239807, 0, 1.02463e-12, 0, 1.41421, -1.02463e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45683e-15, 0, 0, 1.60664e-17, 3.92696e-17, 0, 1.01812e-12, 0, 0, 0
0.247677, 0, 1.78329e-12, 0, 1.41421, -1.78329e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12377e-14, 0, 0, 2.85336e-17, 7.0308e-17, 0, 1.77195e-12, 0, 0, 0
0.255546, 0, 3.07783e-12, 0, 1.41421, -3.07783e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9396e-14, 0, 0, 5.0296e-17, 1.2497e-16, 0, 3.05826e-12, 0, 0, 0
0.263416, 0, 5.26824e-12, 0, 1.41421, -5.26824e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32007e-14, 0, 0, 8.80063e-17, 2.20558e-16, 0, 5.23473e-12, 0, 0, 0
0.271286, 0, 8.94346e-12, 0, 1.41421, -8.94346e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63648e-14, 0, 0, 1.52888e-16, 3.86565e-16, 0, 8.88656e-12, 0, 0, 0
0.279156, 0, 1.50587e-11, 0, 1.41421, -1.50587e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49113e-14, 0, 0, 2.63753e-16, 6.72941e-16, 0, 1.49629e-11, 0, 0, 0
0.287026, 0, 2.51499e-11, 0, 1.41421, -2.51499e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58526e-13, 0, 0, 4.51939e-16, 1.16375e-15, 0, 2.49897e-11, 0, 0, 0
0.294896, 0, 4.16647e-11, 0, 1.41421, -4.16647e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62652e-13, 0, 0, 7.69355e-16, 1.99965e-15, 0, 4.13992e-11, 0, 0, 0
0.302765, 0, 6.84705e-11, 0, 1.41421, -6.84705e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31697e-13, 0, 0, 1.30153e-15, 3.41468e-15, 0, 6.80341e-11, 0, 0, 0
0.310635, 0, 1.11625e-10, 0, 1.41421, -1.11625e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03912e-13, 0, 0, 2.18875e-15, 5.79626e-15, 0, 1.10914e-10, 0, 0, 0
0.318505, 0, 1.80537e-10, 2.52234e-43, 1.41421, -1.80537e-10, 0, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 1.13873e-12, 2.52234e-43, 2.52234e-43, 3.66019e-15, 9.78262e-15, 2.52234e-43, 1.79384e-10, 2.52234e-43, 2.52234e-43, 2.52234e-43
