   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_187.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.176909, 0, 1.83731e-15, 0, 1.41421, -1.83731e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87566e-18, 0, 0, 1.50788e-20, 0, 0, 1.83042e-15, 0, 0, 0
0.184777, 0, 3.49538e-15, 0, 1.41421, -3.49538e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30806e-17, 0, 0, 2.9126e-20, 0, 0, 3.48227e-15, 0, 0, 0
0.192646, 0, 6.58681e-15, 0, 1.41421, -6.58681e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46494e-17, 0, 0, 5.57495e-20, 0, 0, 6.5621e-15, 0, 0, 0
0.200515, 0, 1.22964e-14, 0, 1.41421, -1.22964e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60162e-17, 0, 0, 1.05758e-19, 0, 0, 1.22503e-14, 0, 0, 0
0.208383, 0, 2.27437e-14, 0, 1.41421, -2.27437e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.51122e-17, 0, 0, 1.98868e-19, 0, 0, 2.26584e-14, 0, 0, 0
0.216252, 0, 4.16837e-14, 0, 1.41421, -4.16837e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5599e-16, 0, 0, 3.70733e-19, 0, 0, 4.15273e-14, 0, 0, 0
0.224121, 0, 7.57079e-14, 0, 1.41421, -7.57079e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83318e-16, 0, 0, 6.85271e-19, 0, 0, 7.54239e-14, 0, 0, 0
0.231989, 0, 1.36279e-13, 0, 1.41421, -1.36279e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09991e-16, 0, 0, 1.25611e-18, 0, 0, 1.35768e-13, 0, 0, 0
0.239858, 0, 2.43144e-13, 0, 1.41421, -2.43144e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.09914e-16, 0, 0, 2.2836e-18, 0, 0, 2.42232e-13, 0, 0, 0
0.247727, 0, 4.30015e-13, 0, 1.41421, -4.30015e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60926e-15, 0, 0, 4.11812e-18, 0, 0, 4.28402e-13, 0, 0, 0
0.255595, 0, 7.53913e-13, 0, 1.41421, -7.53913e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82144e-15, 0, 0, 7.36765e-18, 0, 0, 7.51084e-13, 0, 0, 0
0.263464, 0, 1.31041e-12, 0, 1.41421, -1.31041e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90418e-15, 0, 0, 1.30792e-17, 0, 0, 1.30549e-12, 0, 0, 0
0.271333, 0, 2.25824e-12, 0, 1.41421, -2.25824e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.45169e-15, 0, 0, 2.30423e-17, 0, 0, 2.24976e-12, 0, 0, 0
0.279201, 0, 3.85866e-12, 0, 1.41421, -3.85866e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44421e-14, 0, 0, 4.02949e-17, 0, 0, 3.84417e-12, 0, 0, 0
0.28707, 0, 6.53776e-12, 0, 1.41421, -6.53776e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4471e-14, 0, 0, 6.99584e-17, 0, 0, 6.51322e-12, 0, 0, 0
0.294939, 0, 1.09844e-11, 0, 1.41421, -1.09844e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11182e-14, 0, 0, 1.20615e-16, 0, 0, 1.09431e-11, 0, 0, 0
0.302807, 0, 1.83018e-11, 0, 1.41421, -1.83018e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85176e-14, 0, 0, 2.06563e-16, 0, 0, 1.82331e-11, 0, 0, 0
0.310676, 0, 3.02419e-11, 0, 1.41421, -3.02419e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13235e-13, 0, 0, 3.51492e-16, 0, 0, 3.01283e-11, 0, 0, 0
0.318545, 0, 4.9561e-11, 0, 1.41421, -4.9561e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85607e-13, 0, 0, 5.94478e-16, 0, 0, 4.93748e-11, 0, 0, 0
0.326413, 0, 8.05577e-11, 4.11982e-43, 1.41421, -8.05577e-11, 4.11982e-43, 0, 4.11982e-43, 4.11982e-43, 4.11982e-43, 4.11982e-43, 4.11982e-43, 4.11982e-43, 4.11982e-43, 4.11982e-43, 4.11982e-43, 3.01763e-13, 4.11982e-43, 4.11982e-43, 9.99715e-16, 4.11982e-43, 4.11982e-43, 8.0255e-11, 4.11982e-43, 4.11982e-43, 4.11982e-43
0.334282, 0, 1.29877e-10, 7.0177e-42, 1.41421, -1.29877e-10, 7.0177e-42, 0, 7.0177e-42, 7.0177e-42, 7.0177e-42, 7.0177e-42, 7.0177e-42, 7.0177e-42, 7.0177e-42, 7.0177e-42, 7.0177e-42, 4.86658e-13, 7.0177e-42, 7.0177e-42, 1.67231e-15, 7.0177e-42, 7.0177e-42, 1.29389e-10, 7.0177e-42, 7.0177e-42, 7.0177e-42
0.342151, 0, 2.07698e-10, 9.9048e-41, 1.41421, -2.07698e-10, 9.9048e-41, 0, 9.9048e-41, 9.9048e-41, 9.9048e-41, 9.9048e-41, 9.9048e-41, 9.9048e-41, 9.9048e-41, 9.9048e-41, 9.9048e-41, 7.78558e-13, 9.9048e-41, 9.9048e-41, 2.78391e-15, 9.9048e-41, 9.9048e-41, 2.06917e-10, 9.9048e-41, 9.9048e-41, 9.9048e-41
0.350019, 0, 3.29479e-10, 1.24026e-39, 1.41421, -3.29479e-10, 1.24026e-39, 0, 1.24026e-39, 1.24026e-39, 1.24026e-39, 1.24026e-39, 1.24026e-39, 1.24026e-39, 1.24026e-39, 1.24026e-39, 1.24026e-39, 1.23565e-12, 1.24026e-39, 1.24026e-39, 4.61429e-15, 1.24026e-39, 1.24026e-39, 3.28239e-10, 1.24026e-39, 1.24026e-39, 1.24026e-39
0.357888, 0, 5.18549e-10, 5.73867e-38, 1.41421, -5.18549e-10, 5.73867e-38, 0, 5.73867e-38, 5.73867e-38, 5.73867e-38, 5.73867e-38, 5.73867e-38, 5.73867e-38, 5.73867e-38, 5.73867e-38, 5.73867e-38, 1.94593e-12, 5.73867e-38, 5.73867e-38, 7.63151e-15, 5.73867e-38, 5.73867e-38, 5.16596e-10, 5.73867e-38, 5.73867e-38, 5.73867e-38
0.365757, 0, 8.09526e-10, 5.30216e-37, 1.41421, -8.09526e-10, 5.30216e-37, 0, 5.30216e-37, 5.30216e-37, 5.30216e-37, 5.30216e-37, 5.30216e-37, 5.30216e-37, 5.30216e-37, 5.30216e-37, 5.30216e-37, 3.04008e-12, 5.30216e-37, 5.30216e-37, 1.256e-14, 5.30216e-37, 5.30216e-37, 8.06474e-10, 5.30216e-37, 5.30216e-37, 5.30216e-37
0.373625, 0, 1.2538e-09, 4.48246e-36, 1.41421, -1.2538e-09, 4.48246e-36, 0, 4.48246e-36, 4.48246e-36, 4.48246e-36, 4.48246e-36, 4.48246e-36, 4.48246e-36, 4.48246e-36, 4.48246e-36, 4.48246e-36, 4.71274e-12, 4.48246e-36, 4.48246e-36, 2.06155e-14, 4.48246e-36, 4.48246e-36, 1.24907e-09, 4.48246e-36, 4.48246e-36, 4.48246e-36
0.381494, 0, 1.92667e-09, 3.48095e-35, 1.41421, -1.92667e-09, 3.48095e-35, 0, 3.48095e-35, 3.48095e-35, 3.48095e-35, 3.48095e-35, 3.48095e-35, 3.48095e-35, 3.48095e-35, 3.48095e-35, 3.48095e-35, 7.24978e-12, 3.48095e-35, 3.48095e-35, 3.37651e-14, 3.48095e-35, 3.48095e-35, 1.91939e-09, 3.48095e-35, 3.48095e-35, 3.48095e-35
0.389363, 0, 2.93757e-09, 2.49416e-34, 1.41421, -2.93757e-09, 2.49416e-34, 0, 2.49416e-34, 2.49416e-34, 2.49416e-34, 2.49416e-34, 2.49416e-34, 2.49416e-34, 2.49416e-34, 2.49416e-34, 2.49416e-34, 1.10682e-11, 2.49416e-34, 2.49416e-34, 5.52129e-14, 2.49416e-34, 2.49416e-34, 2.92645e-09, 2.49416e-34, 2.49416e-34, 2.49416e-34
0.397231, 0, 4.4442e-09, 1.71554e-33, 1.41421, -4.4442e-09, 1.71554e-33, 0, 1.71554e-33, 1.71554e-33, 1.71554e-33, 1.71554e-33, 1.71554e-33, 1.71554e-33, 1.71554e-33, 1.71554e-33, 1.71554e-33, 1.67715e-11, 1.71554e-33, 1.71554e-33, 9.01815e-14, 1.71554e-33, 1.71554e-33, 4.42734e-09, 1.71554e-33, 1.71554e-33, 1.71554e-33
0.4051, 0, 6.67186e-09, 9.87388e-33, 1.41421, -6.67186e-09, 9.87388e-33, 0, 9.87388e-33, 9.87388e-33, 9.87388e-33, 9.87388e-33, 9.87388e-33, 9.87388e-33, 9.87388e-33, 9.87388e-33, 9.87388e-33, 2.52261e-11, 9.87388e-33, 9.87388e-33, 1.47189e-13, 9.87388e-33, 9.87388e-33, 6.64649e-09, 9.87388e-33, 9.87388e-33, 9.87388e-33
0.412969, 0, 9.93973e-09, 5.76313e-32, 1.41421, -9.93973e-09, 5.76313e-32, 0, 5.76313e-32, 5.76313e-32, 5.76313e-32, 5.76313e-32, 5.76313e-32, 5.76313e-32, 5.76313e-32, 5.76313e-32, 5.76313e-32, 3.76668e-11, 5.76313e-32, 5.76313e-32, 2.40126e-13, 5.76313e-32, 5.76313e-32, 9.90182e-09, 5.76313e-32, 5.76313e-32, 5.76313e-32
0.420837, 0, 1.46961e-08, 3.00491e-31, 1.41421, -1.46961e-08, 3.00491e-31, 0, 3.00491e-31, 3.00491e-31, 3.00491e-31, 3.00491e-31, 3.00491e-31, 3.00491e-31, 3.00491e-31, 3.00491e-31, 3.00491e-31, 5.58402e-11, 3.00491e-31, 3.00491e-31, 3.91643e-13, 3.00491e-31, 3.00491e-31, 1.46399e-08, 3.00491e-31, 3.00491e-31, 3.00491e-31
0.428706, 0, 2.15654e-08, 1.53785e-30, 1.41421, -2.15654e-08, 1.53785e-30, 0, 1.53785e-30, 1.53785e-30, 1.53785e-30, 1.53785e-30, 1.53785e-30, 1.53785e-30, 1.53785e-30, 1.53785e-30, 1.53785e-30, 8.21991e-11, 1.53785e-30, 1.53785e-30, 6.38625e-13, 1.53785e-30, 1.53785e-30, 2.14826e-08, 1.53785e-30, 1.53785e-30, 1.53785e-30
0.436575, 0, 3.14102e-08, 7.53118e-30, 1.41421, -3.14102e-08, 7.53118e-30, 0, 7.53118e-30, 7.53118e-30, 7.53118e-30, 7.53118e-30, 7.53118e-30, 7.53118e-30, 7.53118e-30, 7.53118e-30, 7.53118e-30, 1.20164e-10, 7.53118e-30, 7.53118e-30, 1.04104e-12, 7.53118e-30, 7.53118e-30, 3.1289e-08, 7.53118e-30, 7.53118e-30, 7.53118e-30
0.444443, 0, 4.5412e-08, 3.5126e-29, 1.41421, -4.5412e-08, 3.5126e-29, 0, 3.5126e-29, 3.5126e-29, 3.5126e-29, 3.5126e-29, 3.5126e-29, 3.5126e-29, 3.5126e-29, 3.5126e-29, 3.5126e-29, 1.74474e-10, 3.5126e-29, 3.5126e-29, 1.69613e-12, 3.5126e-29, 3.5126e-29, 4.52358e-08, 3.5126e-29, 3.5126e-29, 3.5126e-29
0.452312, 0, 6.51762e-08, 1.58622e-28, 1.41421, -6.51762e-08, 1.58622e-28, 0, 1.58622e-28, 1.58622e-28, 1.58622e-28, 1.58622e-28, 1.58622e-28, 1.58622e-28, 1.58622e-28, 1.58622e-28, 1.58622e-28, 2.51647e-10, 1.58622e-28, 1.58622e-28, 2.76106e-12, 1.58622e-28, 1.58622e-28, 6.49218e-08, 1.58622e-28, 1.58622e-28, 1.58622e-28
0.460181, 0, 9.28664e-08, 6.86404e-28, 1.41421, -9.28664e-08, 6.86404e-28, 0, 6.86404e-28, 6.86404e-28, 6.86404e-28, 6.86404e-28, 6.86404e-28, 6.86404e-28, 6.86404e-28, 6.86404e-28, 6.86404e-28, 3.60598e-10, 6.86404e-28, 6.86404e-28, 4.48875e-12, 6.86404e-28, 6.86404e-28, 9.25013e-08, 6.86404e-28, 6.86404e-28, 6.86404e-28
0.468049, 0, 1.31375e-07, 2.8355e-27, 1.41421, -1.31375e-07, 2.8355e-27, 0, 2.8355e-27, 2.8355e-27, 2.8355e-27, 2.8355e-27, 2.8355e-27, 2.8355e-27, 2.8355e-27, 2.8355e-27, 2.8355e-27, 5.13438e-10, 2.8355e-27, 2.8355e-27, 7.28436e-12, 2.8355e-27, 2.8355e-27, 1.30855e-07, 2.8355e-27, 2.8355e-27, 2.8355e-27
0.475918, 0, 1.84539e-07, 1.11876e-26, 1.41421, -1.84539e-07, 1.11876e-26, 0, 1.11876e-26, 1.11876e-26, 1.11876e-26, 1.11876e-26, 1.11876e-26, 1.11876e-26, 1.11876e-26, 1.11876e-26, 1.11876e-26, 7.26521e-10, 1.11876e-26, 1.11876e-26, 1.17932e-11, 1.11876e-26, 1.11876e-26, 1.83801e-07, 1.11876e-26, 1.11876e-26, 1.11876e-26
0.483787, 0, 2.57407e-07, 4.22072e-26, 1.41421, -2.57407e-07, 4.22072e-26, 0, 4.22072e-26, 4.22072e-26, 4.22072e-26, 4.22072e-26, 4.22072e-26, 3.99674e-13, 4.22072e-26, 4.22072e-26, 4.22072e-26, 1.0218e-09, 4.22072e-26, 4.22072e-26, 1.9037e-11, 4.22072e-26, 4.22072e-26, 2.56366e-07, 4.22072e-26, 4.22072e-26, 4.22072e-26
0.491655, 0, 3.56569e-07, 1.52519e-25, 1.41421, -3.56569e-07, 1.52519e-25, 0, 1.52519e-25, 1.52519e-25, 1.52519e-25, 1.52519e-25, 1.52519e-25, 1.38071e-12, 1.52519e-25, 1.52519e-25, 1.52519e-25, 1.42858e-09, 1.52519e-25, 1.52519e-25, 3.06225e-11, 1.52519e-25, 1.52519e-25, 3.55109e-07, 1.52519e-25, 1.52519e-25, 1.52519e-25
0.499524, 0, 4.92333e-07, 5.33777e-25, 1.41421, -4.92333e-07, 2.52597e-11, 0, 6.31117e-15, 1.7263e-14, 6.337e-10, 1.73456e-11, 1.04909e-11, 2.20712e-11, 2.32528e-10, 5.69995e-12, 7.58819e-10, 1.98575e-09, 9.63139e-13, 3.25491e-12, 4.90589e-11, 5.33777e-25, 2.06806e-15, 4.88585e-07, 5.33777e-25, 5.33777e-25, 2.568e-12
0.507393, 0, 6.76843e-07, 3.94936e-10, 1.41421, -6.76843e-07, 4.81804e-10, 3.94936e-10, 3.94958e-10, 3.94996e-10, 2.57421e-09, 4.54587e-10, 4.31014e-10, 4.6717e-10, 1.19459e-09, 4.14538e-10, 3.00449e-09, 3.13951e-09, 3.98249e-10, 4.0613e-10, 4.73176e-10, 3.94936e-10, 3.94943e-10, 6.68134e-07, 3.94936e-10, 3.94936e-10, 4.03768e-10
0.515261, 0, 9.27628e-07, 1.35644e-09, 1.41421, -9.27628e-07, 1.58904e-09, 1.35644e-09, 1.3565e-09, 1.3566e-09, 7.19158e-09, 1.51616e-09, 1.45304e-09, 1.54671e-09, 3.49757e-09, 1.40893e-09, 8.34368e-09, 5.12871e-09, 1.36531e-09, 1.38641e-09, 1.48059e-09, 1.35644e-09, 1.35646e-09, 9.07973e-07, 1.35644e-09, 1.35644e-09, 1.38009e-09
0.52313, 0, 1.27068e-06, 3.62684e-09, 1.41421, -1.27068e-06, 4.19493e-09, 3.62684e-09, 3.62698e-09, 3.62723e-09, 1.78787e-08, 4.01695e-09, 3.86278e-09, 4.08756e-09, 8.85639e-09, 3.75503e-09, 2.06926e-08, 8.78329e-09, 3.6485e-09, 3.70005e-09, 3.82276e-09, 3.62684e-09, 3.62689e-09, 1.22685e-06, 3.62684e-09, 3.62684e-09, 3.6846e-09
0.530999, 0, 1.74592e-06, 8.84572e-09, 1.41421, -1.74592e-06, 1.01667e-08, 8.84572e-09, 8.84605e-09, 8.84662e-09, 4.19862e-08, 9.75284e-09, 9.39436e-09, 9.91065e-09, 2.10062e-08, 9.14381e-09, 4.85295e-08, 1.58563e-08, 8.89609e-09, 9.01594e-09, 9.15308e-09, 8.84572e-09, 8.84583e-09, 1.64912e-06, 8.84572e-09, 8.84572e-09, 8.98002e-09
0.538867, 0, 2.41835e-06, 2.05394e-08, 1.41421, -2.41835e-06, 2.35085e-08, 2.05394e-08, 2.05401e-08, 2.05414e-08, 9.50276e-08, 2.25783e-08, 2.17726e-08, 2.29208e-08, 4.78719e-08, 2.12094e-08, 1.09735e-07, 3.00203e-08, 2.06526e-08, 2.0922e-08, 2.10186e-08, 2.05394e-08, 2.05396e-08, 2.20728e-06, 2.05394e-08, 2.05394e-08, 2.08413e-08
0.546736, 0, 3.39891e-06, 4.61022e-08, 1.41421, -3.39891e-06, 5.25917e-08, 4.61022e-08, 4.61039e-08, 4.61067e-08, 2.08906e-07, 5.05585e-08, 4.87975e-08, 5.14851e-08, 1.05841e-07, 4.75666e-08, 2.4105e-07, 5.88566e-08, 4.63497e-08, 4.69385e-08, 4.68445e-08, 4.61022e-08, 4.61028e-08, 2.94569e-06, 4.61022e-08, 4.61022e-08, 4.6762e-08
0.554605, 0, 4.88268e-06, 1.00633e-07, 1.41421, -4.88268e-06, 1.14461e-07, 1.00633e-07, 1.00636e-07, 1.00642e-07, 4.47535e-07, 1.10128e-07, 1.06376e-07, 1.12508e-07, 2.27924e-07, 1.03753e-07, 5.16027e-07, 1.17702e-07, 1.0116e-07, 1.02415e-07, 1.01775e-07, 1.00633e-07, 1.00634e-07, 3.92709e-06, 1.00633e-07, 1.00633e-07, 1.02039e-07
0.562473, 0, 7.22287e-06, 2.14165e-07, 1.41421, -7.22287e-06, 2.42924e-07, 2.14165e-07, 2.14172e-07, 2.14184e-07, 9.35657e-07, 2.33913e-07, 2.26109e-07, 2.43735e-07, 4.78907e-07, 2.20654e-07, 1.07811e-06, 2.36891e-07, 2.15261e-07, 2.17871e-07, 2.15909e-07, 2.14165e-07, 2.14167e-07, 5.24395e-06, 2.14165e-07, 2.14165e-07, 2.17088e-07
0.570342, 0, 1.10479e-05, 4.44896e-07, 1.41421, -1.10479e-05, 5.03314e-07, 4.44896e-07, 4.44911e-07, 4.44936e-07, 1.91045e-06, 4.85011e-07, 4.69159e-07, 5.11925e-07, 9.82664e-07, 4.58079e-07, 2.19982e-06, 4.75001e-07, 4.47124e-07, 4.52424e-07, 4.47544e-07, 4.44896e-07, 4.44901e-07, 7.03818e-06, 4.44896e-07, 4.44896e-07, 4.50835e-07
0.578211, 0, 1.74832e-05, 9.02671e-07, 1.41421, -1.74832e-05, 1.01861e-06, 9.02671e-07, 9.027e-07, 9.02751e-07, 3.81119e-06, 9.82283e-07, 9.50822e-07, 1.04751e-06, 1.96992e-06, 9.28833e-07, 4.38546e-06, 9.42351e-07, 9.07092e-07, 9.1761e-07, 9.06661e-07, 9.02671e-07, 9.02681e-07, 9.53503e-06, 9.02671e-07, 9.02671e-07, 9.14458e-07
0.586079, 0, 2.85113e-05, 1.78943e-06, 1.41421, -2.85113e-05, 2.01428e-06, 1.78943e-06, 1.78948e-06, 1.78958e-06, 7.43034e-06, 1.94383e-06, 1.88281e-06, 2.09289e-06, 3.85929e-06, 1.84016e-06, 8.54409e-06, 1.84147e-06, 1.798e-06, 1.8184e-06, 1.79539e-06, 1.78943e-06, 1.78944e-06, 1.31004e-05, 1.78943e-06, 1.78943e-06, 1.81229e-06
0.593948, 0.303207, 4.75602e-05, 3.46671e-06, 1.51763, 0.303159, 3.89296e-06, 3.46671e-06, 3.46681e-06, 3.467e-06, 1.41602e-05, 3.75941e-06, 3.64374e-06, 4.08498e-06, 7.39056e-06, 3.56289e-06, 1.62716e-05, 3.53465e-06, 3.48296e-06, 3.52163e-06, 3.47557e-06, 3.46671e-06, 3.46674e-06, 1.83357e-05, 3.46671e-06, 3.46671e-06, 3.51004e-06
0.601817, 0.696793, 8.04422e-05, 6.56478e-06, 1.64219, 0.696712, 7.35474e-06, 6.56478e-06, 6.56498e-06, 6.56532e-06, 2.63828e-05, 7.10724e-06, 6.89287e-06, 7.80294e-06, 1.38368e-05, 6.74304e-06, 3.02957e-05, 6.65307e-06, 6.5949e-06, 6.66657e-06, 6.57785e-06, 6.56478e-06, 6.56484e-06, 2.62299e-05, 6.56478e-06, 6.56478e-06, 6.64509e-06
0.609685, 0, 0.000136782, 1.21535e-05, 1.41421, -0.000136782, 1.3585e-05, 1.21535e-05, 1.21539e-05, 1.21545e-05, 4.80659e-05, 1.31365e-05, 1.2748e-05, 1.45939e-05, 2.53311e-05, 1.24765e-05, 5.51565e-05, 1.22678e-05, 1.22081e-05, 1.2338e-05, 1.21727e-05, 1.21535e-05, 1.21536e-05, 3.83973e-05, 1.21535e-05, 1.21535e-05, 1.2299e-05
