   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_114.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.029877, 171.448, 0, 0, 13.17, 171.448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0220032, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0141294, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00625561, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0016182, 0, 5.42844e-23, 0, 1.41421, -5.42844e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43637e-25, 0, 0, 5.82984e-28, 0, 0, 5.40401e-23, 0, 0, 0
0.00949201, 0, 1.43942e-22, 0, 1.41421, -1.43942e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46036e-25, 0, 0, 1.56846e-27, 0, 0, 1.43294e-22, 0, 0, 0
0.0173658, 0, 3.72792e-22, 0, 1.41421, -3.72792e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67315e-24, 0, 0, 4.12175e-27, 0, 0, 3.71114e-22, 0, 0, 0
0.0252396, 0, 9.44801e-22, 0, 1.41421, -9.44801e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24043e-24, 0, 0, 1.06001e-26, 0, 0, 9.4055e-22, 0, 0, 0
0.0331134, 0, 2.34692e-21, 0, 1.41421, -2.34692e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05334e-23, 0, 0, 2.67208e-26, 0, 0, 2.33636e-21, 0, 0, 0
0.0409872, 0, 5.72163e-21, 0, 1.41421, -5.72163e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56796e-23, 0, 0, 6.61136e-26, 0, 0, 5.69589e-21, 0, 0, 0
0.0488611, 0, 1.37056e-20, 0, 1.41421, -1.37056e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15131e-23, 0, 0, 1.60742e-25, 0, 0, 1.36439e-20, 0, 0, 0
0.0567349, 0, 3.22894e-20, 0, 1.41421, -3.22894e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4492e-22, 0, 0, 3.84415e-25, 0, 0, 3.21441e-20, 0, 0, 0
0.0646087, 0, 7.48817e-20, 0, 1.41421, -7.48817e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36081e-22, 0, 0, 9.05057e-25, 0, 0, 7.45447e-20, 0, 0, 0
0.0724825, 0, 1.71067e-19, 0, 1.41421, -1.71067e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67778e-22, 0, 0, 2.09935e-24, 0, 0, 1.70298e-19, 0, 0, 0
0.0803563, 0, 3.85231e-19, 0, 1.41421, -3.85231e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72898e-21, 0, 0, 4.80088e-24, 0, 0, 3.83498e-19, 0, 0, 0
0.0882301, 0, 8.55638e-19, 0, 1.41421, -8.55638e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84024e-21, 0, 0, 1.08302e-23, 0, 0, 8.51787e-19, 0, 0, 0
0.0961039, 0, 1.87542e-18, 0, 1.41421, -1.87542e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41718e-21, 0, 0, 2.41139e-23, 0, 0, 1.86698e-18, 0, 0, 0
0.103978, 0, 4.05831e-18, 0, 1.41421, -4.05831e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82144e-20, 0, 0, 5.3017e-23, 0, 0, 4.04004e-18, 0, 0, 0
0.111852, 0, 8.67383e-18, 0, 1.41421, -8.67383e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89295e-20, 0, 0, 1.1515e-22, 0, 0, 8.63479e-18, 0, 0, 0
0.119725, 0, 1.83172e-17, 0, 1.41421, -1.83172e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.22105e-20, 0, 0, 2.47165e-22, 0, 0, 1.82347e-17, 0, 0, 0
0.127599, 0, 3.82338e-17, 0, 1.41421, -3.82338e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71599e-19, 0, 0, 5.24534e-22, 0, 0, 3.80617e-17, 0, 0, 0
0.135473, 0, 7.8903e-17, 0, 1.41421, -7.8903e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54129e-19, 0, 0, 1.10082e-21, 0, 0, 7.85478e-17, 0, 0, 0
0.143347, 0, 1.63251e-16, 0, 1.41421, -1.63251e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.32694e-19, 0, 0, 2.326e-21, 0, 0, 1.62516e-16, 0, 0, 0
0.151221, 0, 3.29058e-16, 0, 1.41421, -3.29058e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47686e-18, 0, 0, 4.76907e-21, 0, 0, 3.27577e-16, 0, 0, 0
0.159094, 0, 6.56374e-16, 0, 1.41421, -6.56374e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9459e-18, 0, 0, 9.67926e-21, 0, 0, 6.53418e-16, 0, 0, 0
0.166968, 0, 1.29591e-15, 0, 1.41421, -1.29591e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81624e-18, 0, 0, 1.94503e-20, 0, 0, 1.29008e-15, 0, 0, 0
0.174842, 0, 2.53293e-15, 0, 1.41421, -2.53293e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13681e-17, 0, 0, 3.87048e-20, 0, 0, 2.52152e-15, 0, 0, 0
0.182716, 0, 4.90188e-15, 0, 1.41421, -4.90188e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20003e-17, 0, 0, 7.62846e-20, 0, 0, 4.8798e-15, 0, 0, 0
0.19059, 0, 9.39419e-15, 0, 1.41421, -9.39419e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21623e-17, 0, 0, 1.4894e-19, 0, 0, 9.35188e-15, 0, 0, 0
0.198463, 0, 1.78309e-14, 0, 1.41421, -1.78309e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00269e-17, 0, 0, 2.88105e-19, 0, 0, 1.77506e-14, 0, 0, 0
0.206337, 0, 3.35241e-14, 0, 1.41421, -3.35241e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50459e-16, 0, 0, 5.52229e-19, 0, 0, 3.33731e-14, 0, 0, 0
0.214211, 0, 6.24402e-14, 0, 1.41421, -6.24402e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80237e-16, 0, 0, 1.04903e-18, 0, 0, 6.2159e-14, 0, 0, 0
0.222085, 0, 1.15223e-13, 0, 1.41421, -1.15223e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17129e-16, 0, 0, 1.97523e-18, 0, 0, 1.14704e-13, 0, 0, 0
0.229959, 0, 2.10682e-13, 0, 1.41421, -2.10682e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45553e-16, 0, 0, 3.6869e-18, 0, 0, 2.09732e-13, 0, 0, 0
0.237833, 0, 3.81737e-13, 0, 1.41421, -3.81737e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71326e-15, 0, 0, 6.82306e-18, 0, 0, 3.80017e-13, 0, 0, 0
