   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_345.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.032318, 518.857, 0, 0, 22.8223, 518.857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0244498, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0165815, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0087133, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000845061, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00702318, 0, 1.79432e-21, 0, 1.41421, -1.79432e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14044e-23, 0, 0, 3.68094e-26, 0, 0, 1.78288e-21, 0, 0, 0
0.0148914, 0, 4.17726e-21, 0, 1.41421, -4.17726e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65501e-23, 0, 0, 8.68436e-26, 0, 0, 4.15063e-21, 0, 0, 0
0.0227597, 0, 9.56984e-21, 0, 1.41421, -9.56984e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08245e-23, 0, 0, 2.01629e-25, 0, 0, 9.50881e-21, 0, 0, 0
0.0306279, 0, 2.15933e-20, 0, 1.41421, -2.15933e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37244e-22, 0, 0, 4.611e-25, 0, 0, 2.14556e-20, 0, 0, 0
0.0384962, 0, 4.80254e-20, 0, 1.41421, -4.80254e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05242e-22, 0, 0, 1.03947e-24, 0, 0, 4.77191e-20, 0, 0, 0
0.0463644, 0, 1.05353e-19, 0, 1.41421, -1.05353e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69608e-22, 0, 0, 2.31149e-24, 0, 0, 1.04681e-19, 0, 0, 0
0.0542326, 0, 2.2809e-19, 0, 1.41421, -2.2809e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4497e-21, 0, 0, 5.0735e-24, 0, 0, 2.26635e-19, 0, 0, 0
0.0621009, 0, 4.87609e-19, 0, 1.41421, -4.87609e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09917e-21, 0, 0, 1.09974e-23, 0, 0, 4.84499e-19, 0, 0, 0
0.0699691, 0, 1.02979e-18, 0, 1.41421, -1.02979e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54521e-21, 0, 0, 2.35531e-23, 0, 0, 1.02322e-18, 0, 0, 0
0.0778374, 0, 2.14943e-18, 0, 1.41421, -2.14943e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36614e-20, 0, 0, 4.98626e-23, 0, 0, 2.13571e-18, 0, 0, 0
0.0857056, 0, 4.43561e-18, 0, 1.41421, -4.43561e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8192e-20, 0, 0, 1.04386e-22, 0, 0, 4.40731e-18, 0, 0, 0
0.0935739, 0, 9.05301e-18, 0, 1.41421, -9.05301e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75395e-20, 0, 0, 2.16175e-22, 0, 0, 8.99525e-18, 0, 0, 0
0.101442, 0, 1.82802e-17, 0, 1.41421, -1.82802e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16186e-19, 0, 0, 4.4301e-22, 0, 0, 1.81635e-17, 0, 0, 0
0.10931, 0, 3.6529e-17, 0, 1.41421, -3.6529e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32172e-19, 0, 0, 8.98659e-22, 0, 0, 3.62959e-17, 0, 0, 0
0.117179, 0, 7.2257e-17, 0, 1.41421, -7.2257e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59253e-19, 0, 0, 1.80498e-21, 0, 0, 7.17959e-17, 0, 0, 0
0.125047, 0, 1.41518e-16, 0, 1.41421, -1.41518e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.99465e-19, 0, 0, 3.59051e-21, 0, 0, 1.40615e-16, 0, 0, 0
0.132915, 0, 2.74492e-16, 0, 1.41421, -2.74492e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74462e-18, 0, 0, 7.07536e-21, 0, 0, 2.7274e-16, 0, 0, 0
0.140783, 0, 5.27375e-16, 0, 1.41421, -5.27375e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3519e-18, 0, 0, 1.38148e-20, 0, 0, 5.24009e-16, 0, 0, 0
0.148652, 0, 1.00383e-15, 0, 1.41421, -1.00383e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38016e-18, 0, 0, 2.67318e-20, 0, 0, 9.97424e-16, 0, 0, 0
0.15652, 0, 1.89334e-15, 0, 1.41421, -1.89334e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20337e-17, 0, 0, 5.12718e-20, 0, 0, 1.88125e-15, 0, 0, 0
0.164388, 0, 3.53905e-15, 0, 1.41421, -3.53905e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24934e-17, 0, 0, 9.74921e-20, 0, 0, 3.51646e-15, 0, 0, 0
0.172256, 0, 6.55687e-15, 0, 1.41421, -6.55687e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1674e-17, 0, 0, 1.83808e-19, 0, 0, 6.51501e-15, 0, 0, 0
0.180125, 0, 1.20424e-14, 0, 1.41421, -1.20424e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.65387e-17, 0, 0, 3.43658e-19, 0, 0, 1.19655e-14, 0, 0, 0
0.187993, 0, 2.19275e-14, 0, 1.41421, -2.19275e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39365e-16, 0, 0, 6.37253e-19, 0, 0, 2.17875e-14, 0, 0, 0
0.195861, 0, 3.95882e-14, 0, 1.41421, -3.95882e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51612e-16, 0, 0, 1.17216e-18, 0, 0, 3.93354e-14, 0, 0, 0
0.203729, 0, 7.0874e-14, 0, 1.41421, -7.0874e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50456e-16, 0, 0, 2.13897e-18, 0, 0, 7.04214e-14, 0, 0, 0
0.211598, 0, 1.25832e-13, 0, 1.41421, -1.25832e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.99752e-16, 0, 0, 3.87272e-18, 0, 0, 1.25028e-13, 0, 0, 0
0.219466, 0, 2.2157e-13, 0, 1.41421, -2.2157e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40824e-15, 0, 0, 6.95789e-18, 0, 0, 2.20155e-13, 0, 0, 0
0.227334, 0, 3.86975e-13, 0, 1.41421, -3.86975e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45952e-15, 0, 0, 1.24062e-17, 0, 0, 3.84503e-13, 0, 0, 0
0.235202, 0, 6.70396e-13, 0, 1.41421, -6.70396e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26091e-15, 0, 0, 2.19562e-17, 0, 0, 6.66113e-13, 0, 0, 0
0.24307, 0, 1.15209e-12, 0, 1.41421, -1.15209e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.32254e-15, 0, 0, 3.85735e-17, 0, 0, 1.14473e-12, 0, 0, 0
0.250939, 0, 1.96413e-12, 0, 1.41421, -1.96413e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2484e-14, 0, 0, 6.72819e-17, 0, 0, 1.95158e-12, 0, 0, 0
0.258807, 0, 3.32208e-12, 0, 1.41421, -3.32208e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11158e-14, 0, 0, 1.16534e-16, 0, 0, 3.30085e-12, 0, 0, 0
0.266675, 0, 5.57477e-12, 0, 1.41421, -5.57477e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54358e-14, 0, 0, 2.00461e-16, 0, 0, 5.53914e-12, 0, 0, 0
0.274543, 0, 9.28197e-12, 0, 1.41421, -9.28197e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90037e-14, 0, 0, 3.42538e-16, 0, 0, 9.22263e-12, 0, 0, 0
0.282412, 0, 1.53346e-11, 0, 1.41421, -1.53346e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74864e-14, 0, 0, 5.81569e-16, 0, 0, 1.52365e-11, 0, 0, 0
0.29028, 0, 2.51496e-11, 0, 1.41421, -2.51496e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59902e-13, 0, 0, 9.83096e-16, 0, 0, 2.49887e-11, 0, 0, 0
0.298148, 0, 4.09095e-11, 0, 1.41421, -4.09095e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60139e-13, 0, 0, 1.64901e-15, 0, 0, 4.06477e-11, 0, 0, 0
0.306016, 0, 6.60377e-11, 5.1848e-44, 1.41421, -6.60377e-11, 0, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 4.19998e-13, 5.1848e-44, 5.1848e-44, 2.75058e-15, 5.1848e-44, 5.1848e-44, 6.56149e-11, 5.1848e-44, 5.1848e-44, 5.1848e-44
0.313885, 0, 1.05792e-10, 9.43074e-43, 1.41421, -1.05792e-10, 0, 9.43074e-43, 9.43074e-43, 9.43074e-43, 9.43074e-43, 9.43074e-43, 9.43074e-43, 9.43074e-43, 9.43074e-43, 9.43074e-43, 9.43074e-43, 6.72981e-13, 9.43074e-43, 9.43074e-43, 4.56399e-15, 9.43074e-43, 9.43074e-43, 1.05114e-10, 9.43074e-43, 9.43074e-43, 9.43074e-43
