   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_264.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0283342, 397.038, 0, 0, 19.9759, 397.038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0204694, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0126045, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00473969, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00312515, 0, 4.91331e-23, 0, 1.41421, -4.91331e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04003e-25, 0, 0, 3.42356e-28, 0, 1.57082e-26, 0, 4.87131e-23, 0, 0, 0
0.01099, 0, 1.27992e-22, 0, 1.41421, -1.27992e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05242e-24, 0, 0, 9.06072e-28, 0, 4.19825e-26, 0, 1.26896e-22, 0, 0, 0
0.0188548, 0, 3.25757e-22, 0, 1.41421, -3.25757e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67853e-24, 0, 0, 2.34289e-27, 0, 1.09409e-25, 0, 3.22967e-22, 0, 0, 0
0.0267197, 0, 8.11591e-22, 0, 1.41421, -8.11591e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67325e-24, 0, 0, 5.93026e-27, 0, 2.78664e-25, 0, 8.04633e-22, 0, 0, 0
0.0345845, 0, 1.98243e-21, 0, 1.41421, -1.98243e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63003e-23, 0, 0, 1.47171e-26, 0, 6.94973e-25, 0, 1.96542e-21, 0, 0, 0
0.0424494, 0, 5.08518e-21, 0, 1.41421, -5.08518e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18117e-23, 0, 0, 3.87573e-26, 0, 1.83892e-24, 0, 5.04149e-21, 0, 0, 0
0.0503142, 0, 1.19114e-20, 0, 1.41421, -1.19114e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79384e-23, 0, 0, 9.22553e-26, 0, 4.38852e-24, 0, 1.1809e-20, 0, 0, 0
0.058179, 0, 2.74669e-20, 0, 1.41421, -2.74669e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25838e-22, 0, 0, 2.16181e-25, 0, 1.03035e-23, 0, 2.72306e-20, 0, 0, 0
0.0660439, 0, 6.23994e-20, 0, 1.41421, -6.23994e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13055e-22, 0, 0, 4.9909e-25, 0, 2.38208e-23, 0, 6.18621e-20, 0, 0, 0
0.0739087, 0, 1.39754e-19, 0, 1.41421, -1.39754e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14907e-21, 0, 0, 1.13599e-24, 0, 5.42707e-23, 0, 1.3855e-19, 0, 0, 0
0.0817736, 0, 3.08761e-19, 0, 1.41421, -3.08761e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53863e-21, 0, 0, 2.55077e-24, 0, 1.21931e-22, 0, 3.06098e-19, 0, 0, 0
0.0896384, 0, 6.7325e-19, 0, 1.41421, -6.7325e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53542e-21, 0, 0, 5.65325e-24, 0, 2.70307e-22, 0, 6.67438e-19, 0, 0, 0
0.0975033, 0, 1.44953e-18, 0, 1.41421, -1.44953e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19178e-20, 0, 0, 1.23727e-23, 0, 5.91602e-22, 0, 1.43701e-18, 0, 0, 0
0.105368, 0, 3.08286e-18, 0, 1.41421, -3.08286e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53467e-20, 0, 0, 2.6752e-23, 0, 1.27891e-21, 0, 3.05621e-18, 0, 0, 0
0.113233, 0, 6.47914e-18, 0, 1.41421, -6.47914e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.327e-20, 0, 0, 5.71665e-23, 0, 2.73196e-21, 0, 6.42308e-18, 0, 0, 0
0.121098, 0, 1.34606e-17, 0, 1.41421, -1.34606e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10669e-19, 0, 0, 1.20774e-22, 0, 5.76906e-21, 0, 1.3344e-17, 0, 0, 0
0.128963, 0, 2.7652e-17, 0, 1.41421, -2.7652e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27345e-19, 0, 0, 2.52344e-22, 0, 1.20473e-20, 0, 2.74124e-17, 0, 0, 0
0.136827, 0, 5.61858e-17, 0, 1.41421, -5.61858e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61936e-19, 0, 0, 5.21591e-22, 0, 2.48869e-20, 0, 5.56984e-17, 0, 0, 0
0.144692, 0, 1.12947e-16, 0, 1.41421, -1.12947e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.28596e-19, 0, 0, 1.06685e-21, 0, 5.0873e-20, 0, 1.11966e-16, 0, 0, 0
0.152557, 0, 2.24684e-16, 0, 1.41421, -2.24684e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84723e-18, 0, 0, 2.15985e-21, 0, 1.02935e-19, 0, 2.22732e-16, 0, 0, 0
0.160422, 0, 4.42401e-16, 0, 1.41421, -4.42401e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63715e-18, 0, 0, 4.32905e-21, 0, 2.06212e-19, 0, 4.38553e-16, 0, 0, 0
0.168287, 0, 8.62367e-16, 0, 1.41421, -8.62367e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08979e-18, 0, 0, 8.59225e-21, 0, 4.0912e-19, 0, 8.5486e-16, 0, 0, 0
0.176152, 0, 1.66448e-15, 0, 1.41421, -1.66448e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36841e-17, 0, 0, 1.68909e-20, 0, 8.04035e-19, 0, 1.64998e-15, 0, 0, 0
0.184017, 0, 3.18166e-15, 0, 1.41421, -3.18166e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61569e-17, 0, 0, 3.28938e-20, 0, 1.56562e-18, 0, 3.1539e-15, 0, 0, 0
0.191881, 0, 6.02397e-15, 0, 1.41421, -6.02397e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95233e-17, 0, 0, 6.34696e-20, 0, 3.02115e-18, 0, 5.97136e-15, 0, 0, 0
