   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_193.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.028402, 290.259, 0, 0, 17.0956, 290.259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0205324, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0126628, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00479324, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00307635, 0, 2.50452e-22, 0, 1.41421, -2.50452e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36545e-24, 0, 5.96836e-27, 0, 6.95026e-26, 0, 2.48011e-22, 0, 0, 0
0.0109459, 0, 6.12916e-22, 0, 1.41421, -6.12916e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78879e-24, 0, 1.48414e-26, 0, 1.73534e-25, 0, 6.06939e-22, 0, 0, 0
0.0188155, 0, 1.47296e-21, 0, 1.41421, -1.47296e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39116e-23, 0, 3.62416e-26, 0, 4.25059e-25, 0, 1.45859e-21, 0, 0, 0
0.0266851, 0, 3.48004e-21, 0, 1.41421, -3.48004e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28675e-23, 0, 8.70052e-26, 0, 1.02273e-24, 0, 3.44607e-21, 0, 0, 0
0.0345547, 0, 8.09099e-21, 0, 1.41421, -8.09099e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.64155e-23, 0, 2.05551e-25, 0, 2.41997e-24, 0, 8.01195e-21, 0, 0, 0
0.0424243, 0, 1.8527e-20, 0, 1.41421, -1.8527e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74978e-22, 0, 4.78302e-25, 0, 5.63652e-24, 0, 1.83459e-20, 0, 0, 0
0.0502939, 0, 4.18133e-20, 0, 1.41421, -4.18133e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94902e-22, 0, 1.09703e-24, 0, 1.2934e-23, 0, 4.14044e-20, 0, 0, 0
0.0581635, 0, 9.30703e-20, 0, 1.41421, -9.30703e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.78989e-22, 0, 2.48171e-24, 0, 2.92616e-23, 0, 9.21595e-20, 0, 0, 0
0.0660331, 0, 2.04429e-19, 0, 1.41421, -2.04429e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93069e-21, 0, 5.54066e-24, 0, 6.53116e-23, 0, 2.02428e-19, 0, 0, 0
0.0739027, 0, 4.43332e-19, 0, 1.41421, -4.43332e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18694e-21, 0, 1.22144e-23, 0, 1.439e-22, 0, 4.38989e-19, 0, 0, 0
0.0817723, 0, 9.49664e-19, 0, 1.41421, -9.49664e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.96882e-21, 0, 2.66004e-23, 0, 3.1314e-22, 0, 9.40356e-19, 0, 0, 0
0.0896419, 0, 2.01021e-18, 0, 1.41421, -2.01021e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89847e-20, 0, 5.72523e-23, 0, 6.73327e-22, 0, 1.99049e-18, 0, 0, 0
0.0975115, 0, 4.20631e-18, 0, 1.41421, -4.20631e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97248e-20, 0, 1.21829e-22, 0, 1.43123e-21, 0, 4.16503e-18, 0, 0, 0
0.105381, 0, 8.70353e-18, 0, 1.41421, -8.70353e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.21965e-20, 0, 2.56397e-22, 0, 3.00854e-21, 0, 8.61807e-18, 0, 0, 0
0.113251, 0, 1.78136e-17, 0, 1.41421, -1.78136e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68231e-19, 0, 5.33842e-22, 0, 6.25625e-21, 0, 1.76385e-17, 0, 0, 0
0.12112, 0, 3.60735e-17, 0, 1.41421, -3.60735e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40675e-19, 0, 1.09996e-21, 0, 1.28744e-20, 0, 3.57188e-17, 0, 0, 0
0.12899, 0, 7.22958e-17, 0, 1.41421, -7.22958e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82752e-19, 0, 2.24345e-21, 0, 2.62255e-20, 0, 7.15846e-17, 0, 0, 0
0.136859, 0, 1.43425e-16, 0, 1.41421, -1.43425e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35447e-18, 0, 4.53038e-21, 0, 5.28957e-20, 0, 1.42013e-16, 0, 0, 0
0.144729, 0, 2.81715e-16, 0, 1.41421, -2.81715e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66044e-18, 0, 9.06e-21, 0, 1.05664e-19, 0, 2.78939e-16, 0, 0, 0
0.152599, 0, 5.47963e-16, 0, 1.41421, -5.47963e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17478e-18, 0, 1.79467e-20, 0, 2.09095e-19, 0, 5.42561e-16, 0, 0, 0
0.160468, 0, 1.06419e-15, 0, 1.41421, -1.06419e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00497e-17, 0, 3.56137e-20, 0, 4.14616e-19, 0, 1.05369e-15, 0, 0, 0
0.168338, 0, 2.02894e-15, 0, 1.41421, -2.02894e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91603e-17, 0, 6.91702e-20, 0, 8.04796e-19, 0, 2.00891e-15, 0, 0, 0
0.176207, 0, 3.83292e-15, 0, 1.41421, -3.83292e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61957e-17, 0, 1.33155e-19, 0, 1.54865e-18, 0, 3.79504e-15, 0, 0, 0
0.184077, 0, 7.1755e-15, 0, 1.41421, -7.1755e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77604e-17, 0, 2.54092e-19, 0, 2.95477e-18, 0, 7.10453e-15, 0, 0, 0
0.191947, 0, 1.33134e-14, 0, 1.41421, -1.33134e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25721e-16, 0, 4.80702e-19, 0, 5.5907e-18, 0, 1.31816e-14, 0, 0, 0
0.199816, 0, 2.44839e-14, 0, 1.41421, -2.44839e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31204e-16, 0, 9.01739e-19, 0, 1.04918e-17, 0, 2.42413e-14, 0, 0, 0
0.207686, 0, 4.46349e-14, 0, 1.41421, -4.46349e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21488e-16, 0, 1.67748e-18, 0, 1.95317e-17, 0, 4.41922e-14, 0, 0, 0
0.215555, 0, 8.06693e-14, 0, 1.41421, -8.06693e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61751e-16, 0, 3.09498e-18, 0, 3.60741e-17, 0, 7.98683e-14, 0, 0, 0
0.223425, 0, 1.44549e-13, 0, 1.41421, -1.44549e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36495e-15, 0, 5.66414e-18, 0, 6.61114e-17, 0, 1.43113e-13, 0, 0, 0
0.231295, 0, 2.56823e-13, 0, 1.41421, -2.56823e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42511e-15, 0, 1.02835e-17, 0, 1.20238e-16, 0, 2.54267e-13, 0, 0, 0
0.239164, 0, 4.5247e-13, 0, 1.41421, -4.5247e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27252e-15, 0, 1.85239e-17, 0, 2.17041e-16, 0, 4.47962e-13, 0, 0, 0
0.247034, 0, 7.90521e-13, 0, 1.41421, -7.90521e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46459e-15, 0, 3.31106e-17, 0, 3.88924e-16, 0, 7.82634e-13, 0, 0, 0
0.254903, 0, 1.36972e-12, 0, 1.41421, -1.36972e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29338e-14, 0, 5.87365e-17, 0, 6.91921e-16, 0, 1.35604e-12, 0, 0, 0
0.262773, 0, 2.35381e-12, 0, 1.41421, -2.35381e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22264e-14, 0, 1.03425e-16, 0, 1.2223e-15, 0, 2.33026e-12, 0, 0, 0
0.270643, 0, 4.01195e-12, 0, 1.41421, -4.01195e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78843e-14, 0, 1.80797e-16, 0, 2.14433e-15, 0, 3.97174e-12, 0, 0, 0
0.278512, 0, 6.78274e-12, 0, 1.41421, -6.78274e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.40503e-14, 0, 3.13829e-16, 0, 3.73654e-15, 0, 6.71464e-12, 0, 0, 0
