   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_113.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0318185, 169.944, 0, 0, 13.1128, 169.944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0239417, 0.491245, 0, 0, 1.57837, 0.491245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0160649, 1.48642, 0, 0, 1.8672, 1.48642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00818812, 1.50876, 0, 0, 1.87317, 1.50876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000311338, 1.4816, 0, 0, 1.86591, 1.4816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00756544, 1.99518, 2.74237e-22, 0, 1.99879, 1.99518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32051e-24, 0, 0, 3.89454e-27, 0, 0, 2.71913e-22, 0, 0, 0
0.0154422, 1.99518, 6.98398e-22, 0, 1.99879, 1.99518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90962e-24, 0, 0, 1.00541e-26, 0, 0, 6.92478e-22, 0, 0, 0
0.023319, 1.99518, 1.74567e-21, 0, 1.99879, 1.99518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47713e-23, 0, 0, 2.55082e-26, 0, 0, 1.73087e-21, 0, 0, 0
0.0311958, 1.99518, 4.27477e-21, 0, 1.99879, 1.99518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61717e-23, 0, 0, 6.33957e-26, 0, 0, 4.23853e-21, 0, 0, 0
0.0390726, 1.05126, 1.09593e-20, 0, 1.74679, 1.05126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27337e-23, 0, 0, 1.66311e-25, 0, 0, 1.08664e-20, 0, 0, 0
