   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_247.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0283531, 371.472, 0, 0, 19.3254, 371.472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0204867, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0126204, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00475398, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00311238, 0, 1.22351e-23, 0, 1.41421, -1.22351e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39155e-25, 0, 0, 2.05536e-28, 0, 4.09534e-27, 0, 1.18917e-23, 0, 0, 0
0.0109788, 0, 3.42259e-23, 0, 1.41421, -3.42259e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.48725e-25, 0, 0, 5.83682e-28, 0, 1.17962e-26, 0, 3.32648e-23, 0, 0, 0
0.0188451, 0, 9.29026e-23, 0, 1.41421, -9.29026e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57519e-24, 0, 0, 1.60778e-27, 0, 3.28637e-26, 0, 9.0293e-23, 0, 0, 0
0.0267115, 0, 2.45523e-22, 0, 1.41421, -2.45523e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80564e-24, 0, 0, 4.31085e-27, 0, 8.89281e-26, 0, 2.38624e-22, 0, 0, 0
0.0345779, 0, 6.33402e-22, 0, 1.41421, -6.33402e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75571e-23, 0, 0, 1.12814e-26, 0, 2.3447e-25, 0, 6.15599e-22, 0, 0, 0
0.0424442, 0, 1.59844e-21, 0, 1.41421, -1.59844e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43064e-23, 0, 0, 2.88779e-26, 0, 6.03885e-25, 0, 1.5535e-21, 0, 0, 0
0.0503106, 0, 3.95259e-21, 0, 1.41421, -3.95259e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09559e-22, 0, 0, 7.2433e-26, 0, 1.52233e-24, 0, 3.84143e-21, 0, 0, 0
0.058177, 0, 9.59083e-21, 0, 1.41421, -9.59083e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6584e-22, 0, 0, 1.78285e-25, 0, 3.76245e-24, 0, 9.32105e-21, 0, 0, 0
0.0660433, 0, 2.28634e-20, 0, 1.41421, -2.28634e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33727e-22, 0, 0, 4.31161e-25, 0, 9.12931e-24, 0, 2.22202e-20, 0, 0, 0
0.0739097, 0, 5.36028e-20, 0, 1.41421, -5.36028e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48575e-21, 0, 0, 1.02559e-24, 0, 2.17733e-23, 0, 5.20943e-20, 0, 0, 0
0.0817761, 0, 1.23704e-19, 0, 1.41421, -1.23704e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42876e-21, 0, 0, 2.40167e-24, 0, 5.10937e-23, 0, 1.20221e-19, 0, 0, 0
0.0896425, 0, 2.81231e-19, 0, 1.41421, -2.81231e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79498e-21, 0, 0, 5.54125e-24, 0, 1.18073e-22, 0, 2.73313e-19, 0, 0, 0
0.0975088, 0, 6.30266e-19, 0, 1.41421, -6.30266e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74692e-20, 0, 0, 1.26054e-23, 0, 2.68908e-22, 0, 6.12515e-19, 0, 0, 0
0.105375, 0, 1.39324e-18, 0, 1.41421, -1.39324e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86164e-20, 0, 0, 2.82899e-23, 0, 6.03982e-22, 0, 1.35399e-18, 0, 0, 0
0.113242, 0, 3.03949e-18, 0, 1.41421, -3.03949e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.42446e-20, 0, 0, 6.26709e-23, 0, 1.33865e-21, 0, 2.95384e-18, 0, 0, 0
0.121108, 0, 6.54708e-18, 0, 1.41421, -6.54708e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81462e-19, 0, 0, 1.3711e-22, 0, 2.92933e-21, 0, 6.36256e-18, 0, 0, 0
0.128974, 0, 1.393e-17, 0, 1.41421, -1.393e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86089e-19, 0, 0, 2.96368e-22, 0, 6.33183e-21, 0, 1.35373e-17, 0, 0, 0
0.136841, 0, 2.92866e-17, 0, 1.41421, -2.92866e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11712e-19, 0, 0, 6.33161e-22, 0, 1.35249e-20, 0, 2.84608e-17, 0, 0, 0
0.144707, 0, 6.08622e-17, 0, 1.41421, -6.08622e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68685e-18, 0, 0, 1.33743e-21, 0, 2.85596e-20, 0, 5.91455e-17, 0, 0, 0
0.152573, 0, 1.2506e-16, 0, 1.41421, -1.2506e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46611e-18, 0, 0, 2.79407e-21, 0, 5.96396e-20, 0, 1.21531e-16, 0, 0, 0
0.16044, 0, 2.5415e-16, 0, 1.41421, -2.5415e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04387e-18, 0, 0, 5.77473e-21, 0, 1.23202e-19, 0, 2.46977e-16, 0, 0, 0
0.168306, 0, 5.10943e-16, 0, 1.41421, -5.10943e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41609e-17, 0, 0, 1.18104e-20, 0, 2.5184e-19, 0, 4.96518e-16, 0, 0, 0
0.176173, 0, 1.01639e-15, 0, 1.41421, -1.01639e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81692e-17, 0, 0, 2.3908e-20, 0, 5.09538e-19, 0, 9.87688e-16, 0, 0, 0
0.184039, 0, 2.00096e-15, 0, 1.41421, -2.00096e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5456e-17, 0, 0, 4.79128e-20, 0, 1.02065e-18, 0, 1.94444e-15, 0, 0, 0
0.191905, 0, 3.8993e-15, 0, 1.41421, -3.8993e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08067e-16, 0, 0, 9.50774e-20, 0, 2.02456e-18, 0, 3.78912e-15, 0, 0, 0
