   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_5.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.263496, 0, 3.66657e-11, 0, 1.41421, -3.66657e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09023e-13, 0, 0, 9.08125e-16, 0, 0, 3.64558e-11, 0, 0, 0
0.271406, 0, 5.9507e-11, 0, 1.41421, -5.9507e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39269e-13, 0, 0, 1.51691e-15, 0, 0, 5.91662e-11, 0, 0, 0
0.279316, 0, 9.58978e-11, 0, 1.41421, -9.58978e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46825e-13, 0, 0, 2.52372e-15, 0, 0, 9.53485e-11, 0, 0, 0
0.287225, 0, 1.53336e-10, 0, 1.41421, -1.53336e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.74492e-13, 0, 0, 4.16828e-15, 0, 0, 1.52458e-10, 0, 0, 0
0.295135, 0, 2.43382e-10, 3.22299e-44, 1.41421, -2.43382e-10, 0, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 3.22299e-44, 1.38832e-12, 3.22299e-44, 3.22299e-44, 6.84907e-15, 3.22299e-44, 3.22299e-44, 2.41987e-10, 3.22299e-44, 3.22299e-44, 3.22299e-44
0.303044, 0, 3.83491e-10, 6.31986e-43, 1.41421, -3.83491e-10, 0, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 6.31986e-43, 2.18812e-12, 6.31986e-43, 6.31986e-43, 1.12e-14, 6.31986e-43, 6.31986e-43, 3.81292e-10, 6.31986e-43, 6.31986e-43, 6.31986e-43
0.310954, 0, 5.99879e-10, 9.5022e-42, 1.41421, -5.99879e-10, 0, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 9.5022e-42, 3.42392e-12, 9.5022e-42, 9.5022e-42, 1.82343e-14, 9.5022e-42, 9.5022e-42, 5.96437e-10, 9.5022e-42, 9.5022e-42, 9.5022e-42
0.318863, 0, 9.31601e-10, 1.29898e-40, 1.41421, -9.31601e-10, 0, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 1.29898e-40, 5.31945e-12, 1.29898e-40, 1.29898e-40, 2.95684e-14, 1.29898e-40, 1.29898e-40, 9.26252e-10, 1.29898e-40, 1.29898e-40, 1.29898e-40
0.326773, 0, 1.43638e-09, 1.59346e-39, 1.41421, -1.43638e-09, 0, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 1.59346e-39, 8.2059e-12, 1.59346e-39, 1.59346e-39, 4.77779e-14, 1.59346e-39, 1.59346e-39, 1.42813e-09, 1.59346e-39, 1.59346e-39, 1.59346e-39
0.334682, 0, 2.19889e-09, 1.76044e-38, 1.41421, -2.19889e-09, 0, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.76044e-38, 1.25698e-11, 1.76044e-38, 1.76044e-38, 7.69658e-14, 1.76044e-38, 1.76044e-38, 2.18624e-09, 1.76044e-38, 1.76044e-38, 1.76044e-38
0.342592, 0, 3.3423e-09, 1.75857e-37, 1.41421, -3.3423e-09, 0, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.75857e-37, 1.91203e-11, 1.75857e-37, 1.75857e-37, 1.23666e-13, 1.75857e-37, 1.75857e-37, 3.32306e-09, 1.75857e-37, 1.75857e-37, 1.75857e-37
0.350502, 0, 5.04447e-09, 1.59865e-36, 1.41421, -5.04447e-09, 0, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 1.59865e-36, 2.88841e-11, 1.59865e-36, 1.59865e-36, 1.98289e-13, 1.59865e-36, 1.59865e-36, 5.01539e-09, 1.59865e-36, 1.59865e-36, 1.59865e-36
0.358411, 0, 7.5602e-09, 1.32949e-35, 1.41421, -7.5602e-09, 0, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 1.32949e-35, 4.33363e-11, 1.32949e-35, 1.32949e-35, 3.17431e-13, 1.32949e-35, 1.32949e-35, 7.51654e-09, 1.32949e-35, 1.32949e-35, 1.32949e-35
0.366321, 0, 1.12516e-08, 1.01574e-34, 1.41421, -1.12516e-08, 0, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 1.01574e-34, 6.45807e-11, 1.01574e-34, 1.01574e-34, 5.07566e-13, 1.01574e-34, 1.01574e-34, 1.11865e-08, 1.01574e-34, 1.01574e-34, 1.01574e-34
0.37423, 0, 1.66296e-08, 7.16182e-34, 1.41421, -1.66296e-08, 0, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 7.16182e-34, 9.5598e-11, 7.16182e-34, 7.16182e-34, 8.10956e-13, 7.16182e-34, 7.16182e-34, 1.65332e-08, 7.16182e-34, 7.16182e-34, 7.16182e-34
0.38214, 0, 2.44094e-08, 4.95251e-33, 1.41421, -2.44094e-08, 0, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 4.95251e-33, 1.40581e-10, 4.95251e-33, 4.95251e-33, 1.29509e-12, 4.95251e-33, 4.95251e-33, 2.42676e-08, 4.95251e-33, 4.95251e-33, 4.95251e-33
0.390049, 0, 3.55844e-08, 2.8387e-32, 1.41421, -3.55844e-08, 0, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.8387e-32, 2.05389e-10, 2.8387e-32, 2.8387e-32, 2.06773e-12, 2.8387e-32, 2.8387e-32, 3.5377e-08, 2.8387e-32, 2.8387e-32, 2.8387e-32
0.397959, 0, 5.15246e-08, 1.52922e-31, 1.41421, -5.15246e-08, 0, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 1.52922e-31, 2.98156e-10, 1.52922e-31, 1.52922e-31, 3.30092e-12, 1.52922e-31, 1.52922e-31, 5.12231e-08, 1.52922e-31, 1.52922e-31, 1.52922e-31
0.405869, 0, 7.41044e-08, 8.20788e-31, 1.41421, -7.41044e-08, 0, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 8.20788e-31, 4.30102e-10, 8.20788e-31, 8.20788e-31, 5.26896e-12, 8.20788e-31, 8.20788e-31, 7.3669e-08, 8.20788e-31, 8.20788e-31, 8.20788e-31
0.413778, 0, 1.0587e-07, 4.22397e-30, 1.41421, -1.0587e-07, 0, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 4.22397e-30, 6.16603e-10, 4.22397e-30, 4.22397e-30, 8.40846e-12, 4.22397e-30, 4.22397e-30, 1.05245e-07, 4.22397e-30, 4.22397e-30, 4.22397e-30
0.421688, 0, 1.50254e-07, 2.05716e-29, 1.41421, -1.50254e-07, 0, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 2.05716e-29, 8.78618e-10, 2.05716e-29, 2.05716e-29, 1.34128e-11, 2.05716e-29, 2.05716e-29, 1.49362e-07, 2.05716e-29, 2.05716e-29, 2.05716e-29
0.429597, 0, 2.11853e-07, 9.57207e-29, 1.41421, -2.11853e-07, 0, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 9.57207e-29, 1.24453e-09, 9.57207e-29, 9.57207e-29, 2.13796e-11, 9.57207e-29, 9.57207e-29, 2.10587e-07, 9.57207e-29, 9.57207e-29, 9.57207e-29
0.437507, 0, 2.96772e-07, 4.28481e-28, 1.41421, -2.96772e-07, 0, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 4.28481e-28, 1.75257e-09, 4.28481e-28, 4.28481e-28, 3.40398e-11, 4.28481e-28, 4.28481e-28, 2.94985e-07, 4.28481e-28, 4.28481e-28, 4.28481e-28
0.445416, 0, 4.13067e-07, 1.83071e-27, 1.41421, -4.13067e-07, 0, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 1.83071e-27, 2.45393e-09, 1.83071e-27, 1.83071e-27, 5.41114e-11, 1.83071e-27, 1.83071e-27, 4.10559e-07, 1.83071e-27, 1.83071e-27, 1.83071e-27
0.453326, 0, 5.71291e-07, 7.4594e-27, 1.41421, -5.71291e-07, 0, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 7.4594e-27, 3.41684e-09, 7.4594e-27, 7.4594e-27, 8.58403e-11, 7.4594e-27, 7.4594e-27, 5.67789e-07, 7.4594e-27, 7.4594e-27, 7.4594e-27
0.461236, 0, 7.85177e-07, 2.90005e-26, 1.41421, -7.85177e-07, 0, 2.90005e-26, 2.90005e-26, 2.90005e-26, 2.90005e-26, 2.90005e-26, 2.90005e-26, 2.90005e-26, 5.68285e-12, 2.90005e-26, 2.90005e-26, 2.90005e-26, 4.73166e-09, 2.90005e-26, 2.90005e-26, 1.35823e-10, 2.90005e-26, 2.90005e-26, 7.80303e-07, 2.90005e-26, 2.90005e-26, 2.90005e-26
0.469145, 0, 1.07246e-06, 1.0775e-25, 1.41421, -1.07246e-06, 0, 1.0775e-25, 1.0775e-25, 1.0775e-25, 1.0775e-25, 1.0775e-25, 1.0775e-25, 1.0775e-25, 1.8907e-11, 1.0775e-25, 1.0775e-25, 1.0775e-25, 6.51751e-09, 1.0775e-25, 1.0775e-25, 2.14246e-10, 1.0775e-25, 1.0775e-25, 1.06571e-06, 1.0775e-25, 1.0775e-25, 1.0775e-25
0.477055, 0, 1.45588e-06, 3.84185e-25, 1.41421, -1.45588e-06, 0, 3.84185e-25, 3.84185e-25, 3.84185e-25, 3.84185e-25, 3.84185e-25, 3.84185e-25, 3.84185e-25, 4.87701e-11, 3.84185e-25, 3.84185e-25, 3.84185e-25, 8.93059e-09, 3.84185e-25, 3.84185e-25, 3.36733e-10, 3.84185e-25, 3.84185e-25, 1.44657e-06, 3.84185e-25, 3.84185e-25, 3.84185e-25
0.484964, 0, 1.96673e-06, 1.32877e-24, 1.41421, -1.96673e-06, 0, 4.54041e-14, 1.50402e-13, 6.02807e-10, 1.60805e-11, 1.28828e-13, 5.345e-11, 2.9698e-11, 3.91714e-10, 3.34667e-10, 1.06286e-11, 6.38814e-10, 1.21749e-08, 1.74022e-11, 2.75414e-12, 5.27094e-10, 3.60766e-13, 2.73802e-15, 1.95191e-06, 1.32877e-24, 1.32877e-24, 1.88227e-11
0.492874, 0, 2.64291e-06, 5.11538e-10, 1.41421, -2.64291e-06, 5.11538e-10, 5.11688e-10, 5.12035e-10, 2.50654e-09, 5.64756e-10, 5.11964e-10, 6.88431e-10, 6.09823e-10, 1.68482e-09, 1.61912e-09, 5.46713e-10, 2.6257e-09, 1.70264e-08, 5.6913e-10, 5.20652e-10, 1.33295e-09, 5.17442e-10, 5.11547e-10, 2.61869e-06, 5.11538e-10, 5.11538e-10, 5.73832e-10
0.500783, 0, 3.53437e-06, 1.6902e-09, 1.41421, -3.53437e-06, 1.6902e-09, 1.69059e-09, 1.69148e-09, 6.81224e-09, 1.82684e-09, 1.69129e-09, 2.14436e-09, 1.94254e-09, 4.59864e-09, 4.53386e-09, 1.78051e-09, 7.11819e-09, 2.3982e-08, 1.83807e-09, 1.7136e-09, 2.96398e-09, 1.71123e-09, 1.69022e-09, 3.49321e-06, 1.6902e-09, 1.6902e-09, 1.85014e-09
0.508693, 0, 4.70773e-06, 4.33493e-09, 1.41421, -4.70773e-06, 4.33493e-09, 4.33584e-09, 4.33792e-09, 1.63109e-08, 4.6544e-09, 4.33749e-09, 5.39683e-09, 4.92494e-09, 1.10062e-08, 1.09838e-08, 4.54609e-09, 1.70263e-08, 3.42791e-08, 4.68066e-09, 4.38965e-09, 6.29975e-09, 4.39216e-09, 4.33499e-09, 4.63481e-06, 4.33493e-09, 4.33493e-09, 4.70888e-09
0.516603, 0, 6.25202e-06, 1.01254e-08, 1.41421, -6.25202e-06, 1.01254e-08, 1.01274e-08, 1.01321e-08, 3.67822e-08, 1.08365e-08, 1.01311e-08, 1.2489e-08, 1.14387e-08, 2.4772e-08, 2.49248e-08, 1.05954e-08, 3.83745e-08, 5.01573e-08, 1.0895e-08, 1.02472e-08, 1.31391e-08, 1.02647e-08, 1.01255e-08, 6.11789e-06, 1.01254e-08, 1.01254e-08, 1.09578e-08
0.524512, 0, 8.29134e-06, 2.25148e-08, 1.41421, -8.29134e-06, 2.25148e-08, 2.25191e-08, 2.25291e-08, 7.99221e-08, 2.40462e-08, 2.2527e-08, 2.7605e-08, 2.5343e-08, 5.37078e-08, 5.43863e-08, 2.3527e-08, 8.33512e-08, 7.57808e-08, 2.4172e-08, 2.27771e-08, 2.711e-08, 2.28334e-08, 2.2515e-08, 8.03765e-06, 2.25148e-08, 2.25148e-08, 2.43073e-08
0.532422, 0, 1.10105e-05, 4.84362e-08, 1.41421, -1.10105e-05, 4.84362e-08, 4.84452e-08, 4.84662e-08, 1.68853e-07, 5.16484e-08, 4.84619e-08, 5.91134e-08, 5.43686e-08, 1.19065e-07, 1.1529e-07, 5.05593e-08, 1.76046e-07, 1.18981e-07, 5.19124e-08, 4.89863e-08, 5.53997e-08, 4.91359e-08, 4.84367e-08, 1.0517e-05, 4.84362e-08, 4.84362e-08, 5.21962e-08
0.540331, 0, 1.46971e-05, 1.01496e-07, 1.41421, -1.46971e-05, 1.01496e-07, 1.01514e-07, 1.01557e-07, 3.48242e-07, 1.08078e-07, 1.01549e-07, 1.23374e-07, 1.13652e-07, 2.70066e-07, 2.38485e-07, 1.05846e-07, 3.62981e-07, 1.94495e-07, 1.08619e-07, 1.02623e-07, 1.11981e-07, 1.02985e-07, 1.01497e-07, 1.37173e-05, 1.01496e-07, 1.01496e-07, 1.092e-07
0.548241, 0, 1.98272e-05, 2.07768e-07, 1.41421, -1.98272e-05, 2.07768e-07, 2.07805e-07, 2.07891e-07, 7.02369e-07, 2.20962e-07, 2.07874e-07, 2.51623e-07, 2.32135e-07, 6.22102e-07, 4.82361e-07, 2.16489e-07, 7.31913e-07, 3.29807e-07, 2.22046e-07, 2.10028e-07, 2.23454e-07, 2.10858e-07, 2.0777e-07, 1.78563e-05, 2.07768e-07, 2.07768e-07, 2.23212e-07
0.55615, 0, 2.71254e-05, 4.16067e-07, 1.41421, -2.71254e-05, 4.16067e-07, 4.16141e-07, 4.1631e-07, 1.3866e-06, 4.41957e-07, 4.16275e-07, 5.02123e-07, 4.63882e-07, 1.33793e-06, 9.54887e-07, 4.3318e-07, 1.44457e-06, 5.75493e-07, 4.44085e-07, 4.20502e-07, 4.39393e-07, 4.22331e-07, 4.16072e-07, 2.32365e-05, 4.16067e-07, 4.16067e-07, 4.46372e-07
0.56406, 0, 3.78643e-05, 8.15939e-07, 1.41421, -3.78643e-05, 8.15939e-07, 8.1608e-07, 8.16405e-07, 2.6813e-06, 8.657e-07, 8.16338e-07, 9.81339e-07, 9.07839e-07, 2.79443e-06, 1.85156e-06, 8.48829e-07, 2.79273e-06, 1.02328e-06, 8.6979e-07, 8.24462e-07, 8.50385e-07, 8.28379e-07, 8.15948e-07, 3.02923e-05, 8.15939e-07, 8.15939e-07, 8.74186e-07
0.57197, 0, 5.40504e-05, 1.56629e-06, 1.41421, -5.40504e-05, 1.56629e-06, 1.56656e-06, 1.56717e-06, 5.07736e-06, 1.65995e-06, 1.56704e-06, 1.87761e-06, 1.73927e-06, 5.56099e-06, 3.51557e-06, 1.6282e-06, 5.28708e-06, 1.83476e-06, 1.66765e-06, 1.58233e-06, 1.61682e-06, 1.59044e-06, 1.56631e-06, 3.96626e-05, 1.56629e-06, 1.56629e-06, 1.67592e-06
