   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_15.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0300456, 22.559, 0, 0, 4.9557, 22.559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0221442, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0142429, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00634149, 0.486423, 0, 0, 1.57684, 0.486423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00155987, 0.513577, 4.17423e-21, 0, 1.58543, 0.513577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97556e-23, 0, 0, 5.70364e-26, 0, 0, 4.11441e-21, 0, 0, 0
0.00946124, 0, 9.68873e-21, 0, 1.41421, -9.68873e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38698e-22, 0, 0, 1.33845e-25, 0, 0, 9.5499e-21, 0, 0, 0
0.0173626, 0, 2.21281e-20, 0, 1.41421, -2.21281e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16772e-22, 0, 0, 3.09103e-25, 0, 0, 2.1811e-20, 0, 0, 0
0.025264, 0, 4.97734e-20, 0, 1.41421, -4.97734e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12524e-22, 0, 0, 7.03168e-25, 0, 0, 4.90601e-20, 0, 0, 0
0.0331653, 0, 1.10349e-19, 0, 1.41421, -1.10349e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57969e-21, 0, 0, 1.57696e-24, 0, 0, 1.08768e-19, 0, 0, 0
0.0410667, 0, 2.413e-19, 0, 1.41421, -2.413e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4543e-21, 0, 0, 3.48893e-24, 0, 0, 2.37842e-19, 0, 0, 0
0.0489681, 0, 5.2075e-19, 0, 1.41421, -5.2075e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45472e-21, 0, 0, 7.61987e-24, 0, 0, 5.13288e-19, 0, 0, 0
0.0568694, 0, 1.10973e-18, 0, 1.41421, -1.10973e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58862e-20, 0, 0, 1.64372e-23, 0, 0, 1.09383e-18, 0, 0, 0
0.0647708, 0, 2.33633e-18, 0, 1.41421, -2.33633e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34454e-20, 0, 0, 3.50386e-23, 0, 0, 2.30285e-18, 0, 0, 0
