   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_191.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0271655, 287.251, 0, 0, 17.0074, 287.251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0192981, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0114307, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00356331, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00430408, 0, 5.9101e-23, 0, 1.41421, -5.9101e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76309e-25, 0, 0, 9.43574e-28, 0, 1.66416e-26, 0, 5.88071e-23, 0, 0, 0
0.0121715, 0, 1.52867e-22, 0, 1.41421, -1.52867e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1468e-25, 0, 0, 2.46213e-27, 0, 4.44155e-26, 0, 1.52106e-22, 0, 0, 0
0.0200389, 0, 3.86948e-22, 0, 1.41421, -3.86948e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80903e-24, 0, 0, 6.28882e-27, 0, 1.15747e-25, 0, 3.85017e-22, 0, 0, 0
0.0279063, 0, 9.60053e-22, 0, 1.41421, -9.60053e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48833e-24, 0, 0, 1.57484e-26, 0, 2.95113e-25, 0, 9.55254e-22, 0, 0, 0
0.0357737, 0, 2.33788e-21, 0, 1.41421, -2.33788e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09297e-23, 0, 0, 3.87159e-26, 0, 7.3737e-25, 0, 2.32617e-21, 0, 0, 0
0.0436411, 0, 5.59404e-21, 0, 1.41421, -5.59404e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61522e-23, 0, 0, 9.35455e-26, 0, 1.80808e-24, 0, 5.56599e-21, 0, 0, 0
0.0515085, 0, 1.31654e-20, 0, 1.41421, -1.31654e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15477e-23, 0, 0, 2.22364e-25, 0, 4.35615e-24, 0, 1.30992e-20, 0, 0, 0
0.0593759, 0, 3.05009e-20, 0, 1.41421, -3.05009e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42589e-22, 0, 0, 5.20456e-25, 0, 1.03224e-23, 0, 3.03474e-20, 0, 0, 0
0.0672433, 0, 6.96125e-20, 0, 1.41421, -6.96125e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25432e-22, 0, 0, 1.20035e-24, 0, 2.40794e-23, 0, 6.92618e-20, 0, 0, 0
0.0751107, 0, 1.56618e-19, 0, 1.41421, -1.56618e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.32169e-22, 0, 0, 2.72974e-24, 0, 5.53387e-23, 0, 1.55828e-19, 0, 0, 0
0.0829781, 0, 3.47561e-19, 0, 1.41421, -3.47561e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62479e-21, 0, 0, 6.12466e-24, 0, 1.25382e-22, 0, 3.45805e-19, 0, 0, 0
0.0908455, 0, 7.61159e-19, 0, 1.41421, -7.61159e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55826e-21, 0, 0, 1.35648e-23, 0, 2.8024e-22, 0, 7.57307e-19, 0, 0, 0
0.0987129, 0, 1.6458e-18, 0, 1.41421, -1.6458e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.69369e-21, 0, 0, 2.96704e-23, 0, 6.18228e-22, 0, 1.63745e-18, 0, 0, 0
0.10658, 0, 3.5149e-18, 0, 1.41421, -3.5149e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64312e-20, 0, 0, 6.41199e-23, 0, 1.34682e-21, 0, 3.49706e-18, 0, 0, 0
0.114448, 0, 7.41733e-18, 0, 1.41421, -7.41733e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46737e-20, 0, 0, 1.36958e-22, 0, 2.8987e-21, 0, 7.37962e-18, 0, 0, 0
0.122315, 0, 1.54717e-17, 0, 1.41421, -1.54717e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.23249e-20, 0, 0, 2.89265e-22, 0, 6.1668e-21, 0, 1.5393e-17, 0, 0, 0
0.130182, 0, 3.19082e-17, 0, 1.41421, -3.19082e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49158e-19, 0, 0, 6.04245e-22, 0, 1.29712e-20, 0, 3.17455e-17, 0, 0, 0
0.13805, 0, 6.59846e-17, 0, 1.41421, -6.59846e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08449e-19, 0, 0, 1.27009e-21, 0, 2.74829e-20, 0, 6.56474e-17, 0, 0, 0
0.145917, 0, 1.32924e-16, 0, 1.41421, -1.32924e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.21358e-19, 0, 0, 2.59278e-21, 0, 5.64589e-20, 0, 1.32244e-16, 0, 0, 0
0.153785, 0, 2.64998e-16, 0, 1.41421, -2.64998e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23873e-18, 0, 0, 5.23996e-21, 0, 1.14805e-19, 0, 2.63639e-16, 0, 0, 0
0.161652, 0, 5.22927e-16, 0, 1.41421, -5.22927e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44439e-18, 0, 0, 1.0486e-20, 0, 2.31128e-19, 0, 5.20241e-16, 0, 0, 0
0.169519, 0, 1.02159e-15, 0, 1.41421, -1.02159e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77529e-18, 0, 0, 2.07824e-20, 0, 4.60798e-19, 0, 1.01633e-15, 0, 0, 0
0.177387, 0, 1.97614e-15, 0, 1.41421, -1.97614e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.23713e-18, 0, 0, 4.08e-20, 0, 9.09968e-19, 0, 1.96595e-15, 0, 0, 0
0.185254, 0, 3.78555e-15, 0, 1.41421, -3.78555e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76947e-17, 0, 0, 7.93545e-20, 0, 1.78027e-18, 0, 3.76599e-15, 0, 0, 0
0.193122, 0, 7.18243e-15, 0, 1.41421, -7.18243e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35724e-17, 0, 0, 1.52932e-19, 0, 3.4512e-18, 0, 7.14525e-15, 0, 0, 0
0.200989, 0, 1.34989e-14, 0, 1.41421, -1.34989e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.30961e-17, 0, 0, 2.92076e-19, 0, 6.63068e-18, 0, 1.34288e-14, 0, 0, 0
0.208856, 0, 2.51338e-14, 0, 1.41421, -2.51338e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17479e-16, 0, 0, 5.52887e-19, 0, 1.26277e-17, 0, 2.50032e-14, 0, 0, 0
0.216724, 0, 4.63661e-14, 0, 1.41421, -4.63661e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16719e-16, 0, 0, 1.03747e-18, 0, 2.38419e-17, 0, 4.61245e-14, 0, 0, 0
0.224591, 0, 8.47552e-14, 0, 1.41421, -8.47552e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96148e-16, 0, 0, 1.93009e-18, 0, 4.46349e-17, 0, 8.43125e-14, 0, 0, 0
0.232459, 0, 1.5353e-13, 0, 1.41421, -1.5353e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.17598e-16, 0, 0, 3.56035e-18, 0, 8.28688e-17, 0, 1.52726e-13, 0, 0, 0
0.240326, 0, 2.75628e-13, 0, 1.41421, -2.75628e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28827e-15, 0, 0, 6.51304e-18, 0, 1.526e-16, 0, 2.74181e-13, 0, 0, 0
0.248193, 0, 4.9044e-13, 0, 1.41421, -4.9044e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29228e-15, 0, 0, 1.18171e-17, 0, 2.7876e-16, 0, 4.87857e-13, 0, 0, 0
0.256061, 0, 8.64995e-13, 0, 1.41421, -8.64995e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04291e-15, 0, 0, 2.12684e-17, 0, 5.05216e-16, 0, 8.60426e-13, 0, 0, 0
0.263928, 0, 1.5123e-12, 0, 1.41421, -1.5123e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0684e-15, 0, 0, 3.79779e-17, 0, 9.0864e-16, 0, 1.50429e-12, 0, 0, 0
0.271796, 0, 2.62113e-12, 0, 1.41421, -2.62113e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22511e-14, 0, 0, 6.72938e-17, 0, 1.6219e-15, 0, 2.60719e-12, 0, 0, 0
0.279663, 0, 4.5039e-12, 0, 1.41421, -4.5039e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10517e-14, 0, 0, 1.18345e-16, 0, 2.87376e-15, 0, 4.47986e-12, 0, 0, 0
