   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_200.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0279155, 300.787, 0, 0, 17.4008, 300.787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0200479, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0121803, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00431269, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00355492, 0, 1.01736e-22, 0, 1.41421, -1.01736e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73648e-25, 0, 0, 9.29497e-28, 0, 0, 1.01462e-22, 0, 0, 0
0.0114225, 0, 2.6525e-22, 0, 1.41421, -2.6525e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13463e-25, 0, 0, 2.46444e-27, 0, 0, 2.64534e-22, 0, 0, 0
0.0192901, 0, 6.75659e-22, 0, 1.41421, -6.75659e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81737e-24, 0, 0, 6.38344e-27, 0, 0, 6.73835e-22, 0, 0, 0
0.0271577, 0, 1.68469e-21, 0, 1.41421, -1.68469e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53144e-24, 0, 0, 1.61844e-26, 0, 0, 1.68015e-21, 0, 0, 0
0.0350253, 0, 4.11829e-21, 0, 1.41421, -4.11829e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10773e-23, 0, 0, 4.02283e-26, 0, 0, 4.10718e-21, 0, 0, 0
0.042893, 0, 1.05696e-20, 0, 1.41421, -1.05696e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84299e-23, 0, 0, 1.06125e-25, 0, 0, 1.05411e-20, 0, 0, 0
0.0507606, 0, 2.47763e-20, 0, 1.41421, -2.47763e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66426e-23, 0, 0, 2.52978e-25, 0, 0, 2.47094e-20, 0, 0, 0
0.0586282, 0, 5.71731e-20, 0, 1.41421, -5.71731e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53783e-22, 0, 0, 5.93628e-25, 0, 0, 5.70188e-20, 0, 0, 0
0.0664958, 0, 1.29975e-19, 0, 1.41421, -1.29975e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49603e-22, 0, 0, 1.37233e-24, 0, 0, 1.29624e-19, 0, 0, 0
0.0743634, 0, 2.91295e-19, 0, 1.41421, -2.91295e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.83517e-22, 0, 0, 3.12762e-24, 0, 0, 2.90509e-19, 0, 0, 0
0.082231, 0, 6.43975e-19, 0, 1.41421, -6.43975e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73214e-21, 0, 0, 7.03154e-24, 0, 0, 6.42236e-19, 0, 0, 0
0.0900986, 0, 1.40505e-18, 0, 1.41421, -1.40505e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77925e-21, 0, 0, 1.56026e-23, 0, 0, 1.40125e-18, 0, 0, 0
0.0979662, 0, 3.02691e-18, 0, 1.41421, -3.02691e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14168e-21, 0, 0, 3.41873e-23, 0, 0, 3.01873e-18, 0, 0, 0
0.105834, 0, 6.44132e-18, 0, 1.41421, -6.44132e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73257e-20, 0, 0, 7.40014e-23, 0, 0, 6.42393e-18, 0, 0, 0
0.113701, 0, 1.3545e-17, 0, 1.41421, -1.3545e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64328e-20, 0, 0, 1.58303e-22, 0, 0, 1.35084e-17, 0, 0, 0
0.121569, 0, 2.8155e-17, 0, 1.41421, -2.8155e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.57302e-20, 0, 0, 3.34789e-22, 0, 0, 2.80789e-17, 0, 0, 0
0.129437, 0, 5.7868e-17, 0, 1.41421, -5.7868e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55651e-19, 0, 0, 7.00199e-22, 0, 0, 5.77116e-17, 0, 0, 0
0.137304, 0, 1.17639e-16, 0, 1.41421, -1.17639e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1642e-19, 0, 0, 1.44868e-21, 0, 0, 1.17321e-16, 0, 0, 0
0.145172, 0, 2.36592e-16, 0, 1.41421, -2.36592e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36377e-19, 0, 0, 2.96583e-21, 0, 0, 2.35953e-16, 0, 0, 0
0.153039, 0, 4.70862e-16, 0, 1.41421, -4.70862e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26651e-18, 0, 0, 6.00967e-21, 0, 0, 4.6959e-16, 0, 0, 0
0.160907, 0, 9.2752e-16, 0, 1.41421, -9.2752e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49481e-18, 0, 0, 1.20556e-20, 0, 0, 9.25013e-16, 0, 0, 0
0.168775, 0, 1.80874e-15, 0, 1.41421, -1.80874e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86507e-18, 0, 0, 2.39475e-20, 0, 0, 1.80385e-15, 0, 0, 0
0.176642, 0, 3.49248e-15, 0, 1.41421, -3.49248e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.3939e-18, 0, 0, 4.71137e-20, 0, 0, 3.48304e-15, 0, 0, 0
0.18451, 0, 6.67836e-15, 0, 1.41421, -6.67836e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79631e-17, 0, 0, 9.18198e-20, 0, 0, 6.6603e-15, 0, 0, 0
0.192377, 0, 1.26489e-14, 0, 1.41421, -1.26489e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40222e-17, 0, 0, 1.77297e-19, 0, 0, 1.26147e-14, 0, 0, 0
0.200245, 0, 2.37325e-14, 0, 1.41421, -2.37325e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38342e-17, 0, 0, 3.39246e-19, 0, 0, 2.36684e-14, 0, 0, 0
0.208113, 0, 4.41168e-14, 0, 1.41421, -4.41168e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18662e-16, 0, 0, 6.4334e-19, 0, 0, 4.39975e-14, 0, 0, 0
0.21598, 0, 8.12612e-14, 0, 1.41421, -8.12612e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1857e-16, 0, 0, 1.20938e-18, 0, 0, 8.10414e-14, 0, 0, 0
0.223848, 0, 1.48331e-13, 0, 1.41421, -1.48331e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98968e-16, 0, 0, 2.25392e-18, 0, 0, 1.4793e-13, 0, 0, 0
0.231716, 0, 2.68344e-13, 0, 1.41421, -2.68344e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2177e-16, 0, 0, 4.16516e-18, 0, 0, 2.67618e-13, 0, 0, 0
0.239583, 0, 4.81179e-13, 0, 1.41421, -4.81179e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29424e-15, 0, 0, 7.6331e-18, 0, 0, 4.79877e-13, 0, 0, 0
0.247451, 0, 8.55287e-13, 0, 1.41421, -8.55287e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30049e-15, 0, 0, 1.38743e-17, 0, 0, 8.52972e-13, 0, 0, 0
0.255318, 0, 1.5071e-12, 0, 1.41421, -1.5071e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05371e-15, 0, 0, 2.50165e-17, 0, 0, 1.50302e-12, 0, 0, 0
0.263186, 0, 2.63285e-12, 0, 1.41421, -2.63285e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08179e-15, 0, 0, 4.47525e-17, 0, 0, 2.62573e-12, 0, 0, 0
0.271054, 0, 4.56035e-12, 0, 1.41421, -4.56035e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22666e-14, 0, 0, 7.94437e-17, 0, 0, 4.548e-12, 0, 0, 0
0.278921, 0, 7.83216e-12, 0, 1.41421, -7.83216e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10678e-14, 0, 0, 1.3997e-16, 0, 0, 7.81095e-12, 0, 0, 0
0.286789, 0, 1.33384e-11, 0, 1.41421, -1.33384e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58806e-14, 0, 0, 2.44811e-16, 0, 0, 1.33023e-11, 0, 0, 0
0.294656, 0, 2.25261e-11, 0, 1.41421, -2.25261e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05993e-14, 0, 0, 4.25166e-16, 0, 0, 2.2465e-11, 0, 0, 0
0.302524, 0, 3.7727e-11, 0, 1.41421, -3.7727e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01501e-13, 0, 0, 7.33391e-16, 0, 0, 3.76248e-11, 0, 0, 0
0.310392, 0, 6.2665e-11, 0, 1.41421, -6.2665e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68612e-13, 0, 0, 1.25686e-15, 0, 0, 6.24951e-11, 0, 0, 0
0.318259, 0, 1.03234e-10, 0, 1.41421, -1.03234e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77812e-13, 0, 0, 2.1407e-15, 0, 0, 1.02954e-10, 0, 0, 0
0.326127, 0, 1.68682e-10, 4.72238e-43, 1.41421, -1.68682e-10, 0, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.72238e-43, 4.54023e-13, 4.72238e-43, 4.72238e-43, 3.62502e-15, 4.72238e-43, 4.72238e-43, 1.68225e-10, 4.72238e-43, 4.72238e-43, 4.72238e-43
0.333994, 0, 2.73456e-10, 4.65806e-41, 1.41421, -2.73456e-10, 0, 4.65806e-41, 4.65806e-41, 4.65806e-41, 4.65806e-41, 4.65806e-41, 4.65806e-41, 4.65806e-41, 4.65806e-41, 4.65806e-41, 4.65806e-41, 7.36224e-13, 4.65806e-41, 4.65806e-41, 6.11699e-15, 4.65806e-41, 4.65806e-41, 2.72714e-10, 4.65806e-41, 4.65806e-41, 4.65806e-41
0.341862, 0, 4.39612e-10, 5.86854e-40, 1.41421, -4.39612e-10, 0, 5.86854e-40, 5.86854e-40, 5.86854e-40, 5.86854e-40, 5.86854e-40, 5.86854e-40, 5.86854e-40, 5.86854e-40, 5.86854e-40, 5.86854e-40, 1.18393e-12, 5.86854e-40, 5.86854e-40, 1.02523e-14, 5.86854e-40, 5.86854e-40, 4.38418e-10, 5.86854e-40, 5.86854e-40, 5.86854e-40
0.34973, 0, 7.01066e-10, 6.62669e-39, 1.41421, -7.01066e-10, 0, 6.62669e-39, 6.62669e-39, 6.62669e-39, 6.62669e-39, 6.62669e-39, 6.62669e-39, 6.62669e-39, 6.62669e-39, 6.62669e-39, 6.62669e-39, 1.8888e-12, 6.62669e-39, 6.62669e-39, 1.71072e-14, 6.62669e-39, 6.62669e-39, 6.9916e-10, 6.62669e-39, 6.62669e-39, 6.62669e-39
0.357597, 0, 1.10912e-09, 6.76482e-38, 1.41421, -1.10912e-09, 0, 6.76482e-38, 6.76482e-38, 6.76482e-38, 6.76482e-38, 6.76482e-38, 6.76482e-38, 6.76482e-38, 6.76482e-38, 6.76482e-38, 6.76482e-38, 2.98962e-12, 6.76482e-38, 6.76482e-38, 2.84339e-14, 6.76482e-38, 6.76482e-38, 1.1061e-09, 6.76482e-38, 6.76482e-38, 6.76482e-38
0.365465, 0, 1.74077e-09, 6.27768e-37, 1.41421, -1.74077e-09, 0, 6.27768e-37, 6.27768e-37, 6.27768e-37, 6.27768e-37, 6.27768e-37, 6.27768e-37, 6.27768e-37, 6.27768e-37, 6.27768e-37, 6.27768e-37, 4.69509e-12, 6.27768e-37, 6.27768e-37, 4.7101e-14, 6.27768e-37, 6.27768e-37, 1.73603e-09, 6.27768e-37, 6.27768e-37, 6.27768e-37
0.373332, 0, 2.71064e-09, 5.32612e-36, 1.41421, -2.71064e-09, 0, 5.32612e-36, 5.32612e-36, 5.32612e-36, 5.32612e-36, 5.32612e-36, 5.32612e-36, 5.32612e-36, 5.32612e-36, 5.32612e-36, 5.32612e-36, 7.31644e-12, 5.32612e-36, 5.32612e-36, 7.78036e-14, 5.32612e-36, 5.32612e-36, 2.70325e-09, 5.32612e-36, 5.32612e-36, 5.32612e-36
0.3812, 0, 4.18783e-09, 4.14968e-35, 1.41421, -4.18783e-09, 0, 4.14968e-35, 4.14968e-35, 4.14968e-35, 4.14968e-35, 4.14968e-35, 4.14968e-35, 4.14968e-35, 4.14968e-35, 4.14968e-35, 4.14968e-35, 1.1314e-11, 4.14968e-35, 4.14968e-35, 1.28227e-13, 4.14968e-35, 4.14968e-35, 4.17639e-09, 4.14968e-35, 4.14968e-35, 4.14968e-35
0.389068, 0, 6.4197e-09, 2.98251e-34, 1.41421, -6.4197e-09, 0, 2.98251e-34, 2.98251e-34, 2.98251e-34, 2.98251e-34, 2.98251e-34, 2.98251e-34, 2.98251e-34, 2.98251e-34, 2.98251e-34, 2.98251e-34, 1.73632e-11, 2.98251e-34, 2.98251e-34, 2.10959e-13, 2.98251e-34, 2.98251e-34, 6.40213e-09, 2.98251e-34, 2.98251e-34, 2.98251e-34
0.396935, 0, 9.76497e-09, 2.05465e-33, 1.41421, -9.76497e-09, 0, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.05465e-33, 2.64468e-11, 2.05465e-33, 2.05465e-33, 3.46616e-13, 2.05465e-33, 2.05465e-33, 9.73817e-09, 2.05465e-33, 2.05465e-33, 2.05465e-33
0.404803, 0, 1.47393e-08, 1.25168e-32, 1.41421, -1.47393e-08, 0, 1.25168e-32, 1.25168e-32, 1.25168e-32, 1.25168e-32, 1.25168e-32, 1.25168e-32, 1.25168e-32, 1.25168e-32, 1.25168e-32, 1.25168e-32, 3.99844e-11, 1.25168e-32, 1.25168e-32, 5.68977e-13, 1.25168e-32, 1.25168e-32, 1.46988e-08, 1.25168e-32, 1.25168e-32, 1.25168e-32
0.41267, 0, 2.20781e-08, 7.54474e-32, 1.41421, -2.20781e-08, 0, 7.54474e-32, 7.54474e-32, 7.54474e-32, 7.54474e-32, 7.54474e-32, 7.54474e-32, 7.54474e-32, 7.54474e-32, 7.54474e-32, 7.54474e-32, 6.00101e-11, 7.54474e-32, 7.54474e-32, 9.33388e-13, 7.54474e-32, 7.54474e-32, 2.20172e-08, 7.54474e-32, 7.54474e-32, 7.54474e-32
0.420538, 0, 3.28207e-08, 4.1062e-31, 1.41421, -3.28207e-08, 0, 4.1062e-31, 4.1062e-31, 4.1062e-31, 4.1062e-31, 4.1062e-31, 4.1062e-31, 4.1062e-31, 4.1062e-31, 4.1062e-31, 4.1062e-31, 8.94172e-11, 4.1062e-31, 4.1062e-31, 1.53045e-12, 4.1062e-31, 4.1062e-31, 3.27298e-08, 4.1062e-31, 4.1062e-31, 4.1062e-31
0.428406, 0, 4.84241e-08, 2.16062e-30, 1.41421, -4.84241e-08, 0, 2.16062e-30, 2.16062e-30, 2.16062e-30, 2.16062e-30, 2.16062e-30, 2.16062e-30, 2.16062e-30, 2.16062e-30, 2.16062e-30, 2.16062e-30, 1.32291e-10, 2.16062e-30, 2.16062e-30, 2.50827e-12, 2.16062e-30, 2.16062e-30, 4.82893e-08, 2.16062e-30, 2.16062e-30, 2.16062e-30
