   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_186.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.9445, 0, 0.41411, 0.412724, 1.41421, -0.41411, 0.412724, 0, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412724, 0.412728, 0.412724, 0.414106, 0.412724, 0.412724
15.9523, 1, 0.411541, 0.410109, 1.73205, 0.588459, 0.410109, 0, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410109, 0.410113, 0.410109, 0.411537, 0.410109, 0.410109
15.9602, 0, 0.408556, 0.40708, 1.41421, -0.408556, 0.40708, 0, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.40708, 0.407085, 0.40708, 0.408552, 0.40708, 0.40708
15.9681, 1, 0.405278, 0.40376, 1.73205, 0.594722, 0.40376, 0, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.40376, 0.403764, 0.40376, 0.405274, 0.40376, 0.40376
15.9759, 0, 0.401862, 0.400303, 1.41421, -0.401862, 0.400303, 0, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400303, 0.400307, 0.400303, 0.401858, 0.400303, 0.400303
15.9838, 1, 0.39846, 0.39686, 1.73205, 0.60154, 0.39686, 0, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.39686, 0.396865, 0.39686, 0.398456, 0.39686, 0.39686
15.9917, 0, 0.396386, 0.394747, 1.41421, -0.396386, 0.394747, 0, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394747, 0.394752, 0.394747, 0.396382, 0.394747, 0.394747
15.9995, 2, 0.393456, 0.39178, 2, 1.60654, 0.39178, 0, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.39178, 0.391784, 0.39178, 0.393452, 0.39178, 0.39178
16.0074, 0.580421, 0.389811, 0.388098, 1.60637, 0.190611, 0.388098, 0, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388098, 0.388102, 0.388098, 0.389807, 0.388098, 0.388098
16.0153, 1.41958, 0.38582, 0.384072, 1.84921, 1.03376, 0.384072, 0, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384072, 0.384076, 0.384072, 0.385816, 0.384072, 0.384072
16.0231, 0.575465, 0.381849, 0.380067, 1.60483, 0.193615, 0.380067, 0, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380067, 0.380071, 0.380067, 0.381845, 0.380067, 0.380067
16.031, 0.424535, 0.380951, 0.379135, 1.55709, 0.0435843, 0.379135, 0, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379135, 0.379139, 0.379135, 0.380947, 0.379135, 0.379135
16.0389, 0.570685, 0.378479, 0.376631, 1.60334, 0.192206, 0.376631, 0, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376631, 0.376635, 0.376631, 0.378475, 0.376631, 0.376631
16.0467, 1.42931, 0.374618, 0.372739, 1.85184, 1.0547, 0.372739, 0, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372739, 0.372743, 0.372739, 0.374614, 0.372739, 0.372739
16.0546, 1, 0.370084, 0.368174, 1.73205, 0.629916, 0.368174, 0, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368174, 0.368178, 0.368174, 0.37008, 0.368174, 0.368174
16.0625, 0, 0.365577, 0.363636, 1.41421, -0.365577, 0.363636, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363641, 0.363636, 0.365573, 0.363636, 0.363636
16.0704, 0, 0.369878, 0.367908, 1.41421, -0.369878, 0.367908, 0, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367908, 0.367912, 0.367908, 0.369874, 0.367908, 0.367908
16.0782, 0, 0.372053, 0.370054, 1.41421, -0.372053, 0.370054, 0, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370054, 0.370058, 0.370054, 0.372049, 0.370054, 0.370054
16.0861, 0, 0.37231, 0.370283, 1.41421, -0.37231, 0.370283, 0, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370283, 0.370287, 0.370283, 0.372306, 0.370283, 0.370283
16.094, 0, 0.371608, 0.369552, 1.41421, -0.371608, 0.369552, 0, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369552, 0.369556, 0.369552, 0.371604, 0.369552, 0.369552
16.1018, 0, 0.370906, 0.368822, 1.41421, -0.370906, 0.368822, 0, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368822, 0.368826, 0.368822, 0.370902, 0.368822, 0.368822
16.1097, 1, 0.374552, 0.37244, 1.73205, 0.625448, 0.37244, 0, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.37244, 0.372444, 0.37244, 0.374547, 0.37244, 0.37244
16.1176, 0.546592, 0.376496, 0.374357, 1.5958, 0.170096, 0.374357, 0, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374357, 0.374361, 0.374357, 0.376492, 0.374357, 0.374357
16.1254, 2.08612, 0.376925, 0.374758, 2.02142, 1.7092, 0.374758, 0, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374758, 0.374762, 0.374758, 0.376921, 0.374758, 0.374758
16.1333, 2.36729, 0.376596, 0.374401, 2.08981, 1.99069, 0.374401, 0, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374401, 0.374405, 0.374401, 0.376591, 0.374401, 0.374401
16.1412, 1.53953, 0.376266, 0.374044, 1.88136, 1.16326, 0.374044, 0, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374044, 0.374048, 0.374044, 0.376262, 0.374044, 0.374044
16.149, 0.460471, 0.37949, 0.37724, 1.56859, 0.0809813, 0.37724, 0, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.37724, 0.377244, 0.37724, 0.379485, 0.37724, 0.37724
16.1569, 0, 0.381244, 0.378967, 1.41421, -0.381244, 0.378967, 0, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378967, 0.378971, 0.378967, 0.38124, 0.378967, 0.378967
16.1648, 0.532218, 0.381702, 0.379397, 1.59129, 0.150516, 0.379397, 0, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379397, 0.379401, 0.379397, 0.381698, 0.379397, 0.379397
16.1726, 1.46778, 0.38151, 0.379177, 1.8622, 1.08627, 0.379177, 0, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379177, 0.379181, 0.379177, 0.381506, 0.379177, 0.379177
16.1805, 0, 0.381319, 0.378957, 1.41421, -0.381319, 0.378957, 0, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378957, 0.378961, 0.378957, 0.381315, 0.378957, 0.378957
16.1884, 0.525031, 0.384265, 0.381874, 1.58903, 0.140766, 0.381874, 0, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381874, 0.381879, 0.381874, 0.384261, 0.381874, 0.381874
16.1962, 1.47497, 0.385933, 0.383513, 1.86413, 1.08904, 0.383513, 0, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383513, 0.383517, 0.383513, 0.385928, 0.383513, 0.383513
16.2041, 0.51995, 0.386469, 0.384021, 1.58744, 0.133481, 0.384021, 0, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384021, 0.384025, 0.384021, 0.386465, 0.384021, 0.384021
16.212, 0.48005, 0.386439, 0.383961, 1.57482, 0.0936102, 0.383961, 0, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383961, 0.383965, 0.383961, 0.386435, 0.383961, 0.383961
16.2198, 1, 0.38641, 0.383902, 1.73205, 0.61359, 0.383902, 0, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383902, 0.383906, 0.383902, 0.386406, 0.383902, 0.383902
16.2277, 1, 0.389026, 0.386488, 1.73205, 0.610974, 0.386488, 0, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386488, 0.386492, 0.386488, 0.389022, 0.386488, 0.386488
16.2356, 1, 0.39052, 0.387951, 1.73205, 0.60948, 0.387951, 0, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387951, 0.387955, 0.387951, 0.390515, 0.387951, 0.387951
16.2434, 1.50805, 0.391022, 0.388422, 1.87298, 1.11703, 0.388422, 0, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388422, 0.388426, 0.388422, 0.391017, 0.388422, 0.388422
16.2513, 0.997522, 0.391027, 0.388396, 1.73134, 0.606495, 0.388396, 0, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.388396, 0.3884, 0.388396, 0.391023, 0.388396, 0.388396
16.2592, 0.494424, 0.391033, 0.38837, 1.57937, 0.103391, 0.38837, 0, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.38837, 0.388375, 0.38837, 0.391029, 0.38837, 0.38837
16.267, 0, 0.393432, 0.390738, 1.41421, -0.393432, 0.390738, 0, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390738, 0.390742, 0.390738, 0.393428, 0.390738, 0.390738
16.2749, 0.498389, 0.394864, 0.392137, 1.58063, 0.103526, 0.392137, 0, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392137, 0.392141, 0.392137, 0.394859, 0.392137, 0.392137
16.2828, 0.501611, 0.395429, 0.392669, 1.58165, 0.106182, 0.392669, 0, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392669, 0.392673, 0.392669, 0.395424, 0.392669, 0.392669
16.2906, 1, 0.39556, 0.392767, 1.73205, 0.60444, 0.392767, 0, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392767, 0.392771, 0.392767, 0.395556, 0.392767, 0.392767
16.2985, 0, 0.395692, 0.392865, 1.41421, -0.395692, 0.392865, 0, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392865, 0.392869, 0.392865, 0.395687, 0.392865, 0.392865
16.3064, 0.977574, 0.397676, 0.394815, 1.72556, 0.579898, 0.394815, 0, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394815, 0.394819, 0.394815, 0.397671, 0.394815, 0.394815
16.3142, 1.02243, 0.398887, 0.395991, 1.73851, 0.623539, 0.395991, 0, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395991, 0.395996, 0.395991, 0.398883, 0.395991, 0.395991
16.3221, 0.483891, 0.3994, 0.39647, 1.57604, 0.0844906, 0.39647, 0, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.39647, 0.396474, 0.39647, 0.399396, 0.39647, 0.39647
16.33, 0.997646, 0.399564, 0.396598, 1.73137, 0.598081, 0.396598, 0, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396598, 0.396603, 0.396598, 0.39956, 0.396598, 0.396598
16.3378, 0.518463, 0.399729, 0.396727, 1.58697, 0.118734, 0.396727, 0, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396727, 0.396731, 0.396727, 0.399725, 0.396727, 0.396727
16.3457, 1, 0.401397, 0.398359, 1.73205, 0.598603, 0.398359, 0, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398359, 0.398363, 0.398359, 0.401393, 0.398359, 0.398359
16.3536, 0, 0.402509, 0.399434, 1.41421, -0.402509, 0.399434, 0, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399434, 0.399439, 0.399434, 0.402505, 0.399434, 0.399434
16.3615, 2, 0.403109, 0.399997, 2, 1.59689, 0.399997, 0, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.399997, 0.400001, 0.399997, 0.403105, 0.399997, 0.399997
16.3693, 3.46939, 0.403453, 0.400302, 2.33867, 3.06594, 0.400302, 0, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400302, 0.400307, 0.400302, 0.403448, 0.400302, 0.400302
16.3772, 1.53061, 0.403797, 0.400608, 1.87899, 1.12681, 0.400608, 0, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400608, 0.400612, 0.400608, 0.403793, 0.400608, 0.400608
16.3851, 1, 0.404961, 0.401733, 1.73205, 0.595039, 0.401733, 0, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401733, 0.401737, 0.401733, 0.404956, 0.401733, 0.401733
16.3929, 0, 0.405804, 0.402537, 1.41421, -0.405804, 0.402537, 0, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402537, 0.402542, 0.402537, 0.4058, 0.402537, 0.402537
16.4008, 0.459841, 0.40634, 0.403033, 1.56839, 0.0535011, 0.403033, 0, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403033, 0.403038, 0.403033, 0.406336, 0.403033, 0.403033
16.4087, 1.54016, 0.406723, 0.403376, 1.88153, 1.13344, 0.403376, 0, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.403376, 0.40338, 0.403376, 0.406718, 0.403376, 0.403376
16.4165, 0.910263, 0.407106, 0.403718, 1.70595, 0.503157, 0.403718, 0, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403718, 0.403722, 0.403718, 0.407102, 0.403718, 0.403718
16.4244, 1.08974, 0.407584, 0.404154, 1.75776, 0.682154, 0.404154, 0, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404154, 0.404159, 0.404154, 0.407579, 0.404154, 0.404154
16.4323, 1.45017, 0.407889, 0.404417, 1.85746, 1.04228, 0.404417, 0, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404417, 0.404422, 0.404417, 0.407884, 0.404417, 0.404417
16.4401, 0.549827, 0.408021, 0.404507, 1.59682, 0.141805, 0.404507, 0, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404507, 0.404512, 0.404507, 0.408017, 0.404507, 0.404507
16.448, 0, 0.407957, 0.4044, 1.41421, -0.407957, 0.4044, 0, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.4044, 0.404404, 0.4044, 0.407952, 0.4044, 0.4044
16.4559, 1.44274, 0.407738, 0.404138, 1.85546, 1.035, 0.404138, 0, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404138, 0.404142, 0.404138, 0.407734, 0.404138, 0.404138
16.4637, 0.557263, 0.407444, 0.403799, 1.59914, 0.14982, 0.403799, 0, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403799, 0.403803, 0.403799, 0.407439, 0.403799, 0.403799
16.4716, 0.438027, 0.40715, 0.40346, 1.56142, 0.0308772, 0.40346, 0, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.40346, 0.403464, 0.40346, 0.407145, 0.40346, 0.40346
16.4795, 0.997553, 0.407266, 0.403531, 1.73134, 0.590287, 0.403531, 0, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403531, 0.403536, 0.403531, 0.407262, 0.403531, 0.403531
16.4873, 0.56442, 0.406941, 0.403161, 1.60138, 0.157479, 0.403161, 0, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403161, 0.403165, 0.403161, 0.406937, 0.403161, 0.403161
16.4952, 0, 0.406182, 0.402355, 1.41421, -0.406182, 0.402355, 0, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402355, 0.402359, 0.402355, 0.406178, 0.402355, 0.402355
16.5031, 0.856718, 0.405206, 0.401332, 1.69018, 0.451511, 0.401332, 0, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401332, 0.401336, 0.401332, 0.405202, 0.401332, 0.401332
16.5109, 3.14328, 0.404233, 0.400311, 2.26788, 2.73905, 0.400311, 0, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400311, 0.400315, 0.400311, 0.404229, 0.400311, 0.400311
16.5188, 0.423649, 0.404623, 0.400652, 1.55681, 0.0190262, 0.400652, 0, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400652, 0.400656, 0.400652, 0.404618, 0.400652, 0.400652
16.5267, 1.41877, 0.404391, 0.400371, 1.84899, 1.01438, 0.400371, 0, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400371, 0.400376, 0.400371, 0.404387, 0.400371, 0.400371
16.5345, 1.15758, 0.40357, 0.3995, 1.77696, 0.754012, 0.3995, 0, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.3995, 0.399505, 0.3995, 0.403566, 0.3995, 0.3995
16.5424, 1, 0.402456, 0.398336, 1.73205, 0.597544, 0.398336, 0, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.398336, 0.39834, 0.398336, 0.402452, 0.398336, 0.398336
16.5503, 0, 0.401344, 0.397173, 1.41421, -0.401344, 0.397173, 0, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397173, 0.397178, 0.397173, 0.40134, 0.397173, 0.397173
