   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_107.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0286336, 160.921, 0, 0, 12.764, 160.921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0207604, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0128872, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00501395, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00285929, 0, 2.21378e-25, 0, 1.41421, -2.21378e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6426e-27, 0, 0, 1.63249e-30, 0, 0, 2.19734e-25, 0, 0, 0
0.0107325, 0, 7.66937e-25, 0, 1.41421, -7.66937e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69057e-27, 0, 0, 5.72819e-30, 0, 0, 7.61241e-25, 0, 0, 0
0.0186058, 0, 2.5137e-24, 0, 1.41421, -2.5137e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86513e-26, 0, 0, 1.90346e-29, 0, 0, 2.49503e-24, 0, 0, 0
0.026479, 0, 7.87037e-24, 0, 1.41421, -7.87037e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.83971e-26, 0, 0, 6.04531e-29, 0, 0, 7.81191e-24, 0, 0, 0
0.0343522, 0, 2.37004e-23, 0, 1.41421, -2.37004e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75854e-25, 0, 0, 1.84707e-28, 0, 0, 2.35244e-23, 0, 0, 0
0.0422255, 0, 6.8986e-23, 0, 1.41421, -6.8986e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11867e-25, 0, 0, 5.4557e-28, 0, 0, 6.84736e-23, 0, 0, 0
0.0500987, 0, 1.94829e-22, 0, 1.41421, -1.94829e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4456e-24, 0, 0, 1.56369e-27, 0, 0, 1.93382e-22, 0, 0, 0
0.0579719, 0, 5.35454e-22, 0, 1.41421, -5.35454e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.973e-24, 0, 0, 4.36176e-27, 0, 0, 5.31477e-22, 0, 0, 0
0.0658452, 0, 1.43548e-21, 0, 1.41421, -1.43548e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06511e-23, 0, 0, 1.1869e-26, 0, 0, 1.42482e-21, 0, 0, 0
