   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_151.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0273014, 227.094, 0, 0, 15.1358, 227.094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0194323, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0115633, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0036942, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00417487, 0, 2.79282e-21, 0, 1.41421, -2.79282e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13224e-23, 0, 0, 2.20652e-26, 0, 3.70912e-25, 0, 2.78111e-21, 0, 0, 0
0.0120439, 0, 6.47323e-21, 0, 1.41421, -6.47323e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62432e-23, 0, 0, 5.1698e-26, 0, 8.80357e-25, 0, 6.44605e-21, 0, 0, 0
0.019913, 0, 1.47639e-20, 0, 1.41421, -1.47639e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98544e-23, 0, 0, 1.19208e-25, 0, 2.05396e-24, 0, 1.47019e-20, 0, 0, 0
0.0277821, 0, 3.31648e-20, 0, 1.41421, -3.31648e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34453e-22, 0, 0, 2.70769e-25, 0, 4.71572e-24, 0, 3.30254e-20, 0, 0, 0
0.0356512, 0, 7.34329e-20, 0, 1.41421, -7.34329e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97702e-22, 0, 0, 6.0633e-25, 0, 1.06645e-23, 0, 7.31239e-20, 0, 0, 0
0.0435202, 0, 1.60376e-19, 0, 1.41421, -1.60376e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50172e-22, 0, 0, 1.33948e-24, 0, 2.37754e-23, 0, 1.597e-19, 0, 0, 0
0.0513893, 0, 3.45688e-19, 0, 1.41421, -3.45688e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40143e-21, 0, 0, 2.92114e-24, 0, 5.22906e-23, 0, 3.44231e-19, 0, 0, 0
0.0592584, 0, 7.3581e-19, 0, 1.41421, -7.3581e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.983e-21, 0, 0, 6.29218e-24, 0, 1.13531e-22, 0, 7.32707e-19, 0, 0, 0
0.0671274, 0, 1.54737e-18, 0, 1.41421, -1.54737e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27306e-21, 0, 0, 1.33936e-23, 0, 2.43469e-22, 0, 1.54084e-18, 0, 0, 0
0.0749965, 0, 3.2163e-18, 0, 1.41421, -3.2163e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30389e-20, 0, 0, 2.81862e-23, 0, 5.15989e-22, 0, 3.20271e-18, 0, 0, 0
0.0828656, 0, 6.61033e-18, 0, 1.41421, -6.61033e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67982e-20, 0, 0, 5.86668e-23, 0, 1.0812e-21, 0, 6.58239e-18, 0, 0, 0
0.0907346, 0, 1.34384e-17, 0, 1.41421, -1.34384e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44792e-20, 0, 0, 1.20816e-22, 0, 2.24089e-21, 0, 1.33816e-17, 0, 0, 0
