   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0358449, 191, 0, 0, 13.8924, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0279645, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0200842, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0122038, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0043235, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00355685, 0, 1.12043e-24, 0, 1.41421, -1.12043e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48611e-27, 0, 0, 6.44052e-30, 0, 2.5497e-30, 0, 1.11594e-24, 0, 0, 0
0.0114372, 0, 3.63793e-24, 0, 1.41421, -3.63793e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4566e-26, 0, 0, 2.10371e-29, 0, 8.8445e-30, 0, 3.62334e-24, 0, 0, 0
0.0193175, 0, 1.12859e-23, 0, 1.41421, -1.12859e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51878e-26, 0, 0, 6.57055e-29, 0, 2.89861e-29, 0, 1.12406e-23, 0, 0, 0
0.0271979, 0, 3.36807e-23, 0, 1.41421, -3.36807e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34855e-25, 0, 0, 1.97539e-28, 0, 9.06742e-29, 0, 3.35456e-23, 0, 0, 0
0.0350782, 0, 9.71742e-23, 0, 1.41421, -9.71742e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89077e-25, 0, 0, 5.74415e-28, 0, 2.72653e-28, 0, 9.67843e-23, 0, 0, 0
0.0429586, 0, 2.72076e-22, 0, 1.41421, -2.72076e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08937e-24, 0, 0, 1.62152e-27, 0, 7.92161e-28, 0, 2.70984e-22, 0, 0, 0
0.0508389, 0, 7.4145e-22, 0, 1.41421, -7.4145e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9687e-24, 0, 0, 4.45661e-27, 0, 2.23251e-27, 0, 7.38474e-22, 0, 0, 0
0.0587192, 0, 1.97748e-21, 0, 1.41421, -1.97748e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.91767e-24, 0, 0, 1.20015e-26, 0, 6.15231e-27, 0, 1.96955e-21, 0, 0, 0
0.0665996, 0, 5.1514e-21, 0, 1.41421, -5.1514e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06258e-23, 0, 0, 3.15712e-26, 0, 1.65147e-26, 0, 5.13073e-21, 0, 0, 0
0.0744799, 0, 1.31317e-20, 0, 1.41421, -1.31317e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25782e-23, 0, 0, 8.12805e-26, 0, 4.32861e-26, 0, 1.3079e-20, 0, 0, 0
0.0823603, 0, 3.2806e-20, 0, 1.41421, -3.2806e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31352e-22, 0, 0, 2.05109e-25, 0, 1.10995e-25, 0, 3.26743e-20, 0, 0, 0
0.0902406, 0, 8.0421e-20, 0, 1.41421, -8.0421e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21999e-22, 0, 0, 5.07977e-25, 0, 2.78883e-25, 0, 8.00982e-20, 0, 0, 0
0.098121, 0, 2.02781e-19, 0, 1.41421, -2.02781e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11915e-22, 0, 0, 1.30061e-24, 0, 7.26666e-25, 0, 2.01967e-19, 0, 0, 0
0.106001, 0, 4.77544e-19, 0, 1.41421, -4.77544e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91204e-21, 0, 0, 3.09493e-24, 0, 1.74861e-24, 0, 4.75627e-19, 0, 0, 0
0.113882, 0, 1.10729e-18, 0, 1.41421, -1.10729e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4335e-21, 0, 0, 7.25299e-24, 0, 4.14018e-24, 0, 1.10285e-18, 0, 0, 0
0.121762, 0, 2.52951e-18, 0, 1.41421, -2.52951e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01279e-20, 0, 0, 1.67499e-23, 0, 9.65224e-24, 0, 2.51936e-18, 0, 0, 0
0.129642, 0, 5.69604e-18, 0, 1.41421, -5.69604e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28064e-20, 0, 0, 3.814e-23, 0, 2.2172e-23, 0, 5.67317e-18, 0, 0, 0
