   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_39.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0297881, 58.6534, 0, 0, 7.78803, 58.6534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0218979, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0140077, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00611753, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00177265, 0, 1.5153e-20, 0, 1.41421, -1.5153e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80462e-23, 0, 0, 4.33777e-26, 0, 2.96667e-25, 0, 1.51347e-20, 0, 0, 0
0.00966284, 0, 3.39273e-20, 0, 1.41421, -3.39273e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04051e-23, 0, 0, 9.82375e-26, 0, 6.79458e-25, 0, 3.38862e-20, 0, 0, 0
0.017553, 0, 7.49021e-20, 0, 1.41421, -7.49021e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.92032e-23, 0, 0, 2.19418e-25, 0, 1.53338e-24, 0, 7.48112e-20, 0, 0, 0
0.0254432, 0, 1.63159e-19, 0, 1.41421, -1.63159e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94311e-22, 0, 0, 4.83654e-25, 0, 3.41244e-24, 0, 1.62961e-19, 0, 0, 0
0.0333334, 0, 3.50871e-19, 0, 1.41421, -3.50871e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17863e-22, 0, 0, 1.05272e-24, 0, 7.4938e-24, 0, 3.50445e-19, 0, 0, 0
0.0412236, 0, 7.45283e-19, 0, 1.41421, -7.45283e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87579e-22, 0, 0, 2.26372e-24, 0, 1.62488e-23, 0, 7.44377e-19, 0, 0, 0
0.0491138, 0, 1.56434e-18, 0, 1.41421, -1.56434e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86301e-21, 0, 0, 4.81137e-24, 0, 3.48065e-23, 0, 1.56243e-18, 0, 0, 0
0.057004, 0, 3.246e-18, 0, 1.41421, -3.246e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86575e-21, 0, 0, 1.01118e-23, 0, 7.36932e-23, 0, 3.24205e-18, 0, 0, 0
0.0648941, 0, 6.66091e-18, 0, 1.41421, -6.66091e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.93266e-21, 0, 0, 2.10214e-23, 0, 1.54281e-22, 0, 6.65281e-18, 0, 0, 0
0.0727843, 0, 1.37999e-17, 0, 1.41421, -1.37999e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64346e-20, 0, 0, 4.43247e-23, 0, 3.28122e-22, 0, 1.37831e-17, 0, 0, 0
0.0806745, 0, 2.76622e-17, 0, 1.41421, -2.76622e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29436e-20, 0, 0, 9.0048e-23, 0, 6.70878e-22, 0, 2.76285e-17, 0, 0, 0
0.0885647, 0, 5.48968e-17, 0, 1.41421, -5.48968e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53779e-20, 0, 0, 1.81164e-22, 0, 1.35815e-21, 0, 5.48299e-17, 0, 0, 0
0.0964549, 0, 1.07883e-16, 0, 1.41421, -1.07883e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28481e-19, 0, 0, 3.61028e-22, 0, 2.72314e-21, 0, 1.07752e-16, 0, 0, 0
0.104345, 0, 2.09991e-16, 0, 1.41421, -2.09991e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50083e-19, 0, 0, 7.12818e-22, 0, 5.4091e-21, 0, 2.09735e-16, 0, 0, 0
0.112235, 0, 4.04917e-16, 0, 1.41421, -4.04917e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82225e-19, 0, 0, 1.39466e-21, 0, 1.06467e-20, 0, 4.04423e-16, 0, 0, 0
0.120125, 0, 7.73618e-16, 0, 1.41421, -7.73618e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21318e-19, 0, 0, 2.70453e-21, 0, 2.07699e-20, 0, 7.72673e-16, 0, 0, 0
0.128016, 0, 1.46471e-15, 0, 1.41421, -1.46471e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74435e-18, 0, 0, 5.19905e-21, 0, 4.01679e-20, 0, 1.46292e-15, 0, 0, 0
0.135906, 0, 2.74855e-15, 0, 1.41421, -2.74855e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27331e-18, 0, 0, 9.90896e-21, 0, 7.70242e-20, 0, 2.74519e-15, 0, 0, 0
0.143796, 0, 5.11261e-15, 0, 1.41421, -5.11261e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0887e-18, 0, 0, 1.87271e-20, 0, 1.46474e-19, 0, 5.10635e-15, 0, 0, 0
0.151686, 0, 9.42801e-15, 0, 1.41421, -9.42801e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1228e-17, 0, 0, 3.51001e-20, 0, 2.76281e-19, 0, 9.41647e-15, 0, 0, 0
0.159576, 0, 1.7238e-14, 0, 1.41421, -1.7238e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0529e-17, 0, 0, 6.52523e-20, 0, 5.16977e-19, 0, 1.72169e-14, 0, 0, 0
0.167467, 0, 3.12529e-14, 0, 1.41421, -3.12529e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72195e-17, 0, 0, 1.20333e-19, 0, 9.59813e-19, 0, 3.12146e-14, 0, 0, 0
0.175357, 0, 5.61914e-14, 0, 1.41421, -5.61914e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69191e-17, 0, 0, 2.20157e-19, 0, 1.76833e-18, 0, 5.61225e-14, 0, 0, 0
0.183247, 0, 1.002e-13, 0, 1.41421, -1.002e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19329e-16, 0, 0, 3.99657e-19, 0, 3.23339e-18, 0, 1.00077e-13, 0, 0, 0
0.191137, 0, 1.77222e-13, 0, 1.41421, -1.77222e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11056e-16, 0, 0, 7.19946e-19, 0, 5.86861e-18, 0, 1.77004e-13, 0, 0, 0
0.199027, 0, 3.10925e-13, 0, 1.41421, -3.10925e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70286e-16, 0, 0, 1.28711e-18, 0, 1.05742e-17, 0, 3.10543e-13, 0, 0, 0
0.206917, 0, 5.41143e-13, 0, 1.41421, -5.41143e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44461e-16, 0, 0, 2.28395e-18, 0, 1.8917e-17, 0, 5.40477e-13, 0, 0, 0
0.214808, 0, 9.34366e-13, 0, 1.41421, -9.34366e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11277e-15, 0, 0, 4.0231e-18, 0, 3.36048e-17, 0, 9.33216e-13, 0, 0, 0
0.222698, 0, 1.60066e-12, 0, 1.41421, -1.60066e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9063e-15, 0, 0, 7.0354e-18, 0, 5.92853e-17, 0, 1.59868e-12, 0, 0, 0
0.230588, 0, 2.72071e-12, 0, 1.41421, -2.72071e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.24029e-15, 0, 0, 1.2216e-17, 0, 1.03891e-16, 0, 2.71735e-12, 0, 0, 0
0.238478, 0, 4.58871e-12, 0, 1.41421, -4.58871e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46519e-15, 0, 0, 2.10639e-17, 0, 1.80853e-16, 0, 4.58304e-12, 0, 0, 0
0.246368, 0, 7.67978e-12, 0, 1.41421, -7.67978e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14702e-15, 0, 0, 3.60731e-17, 0, 3.12793e-16, 0, 7.67029e-12, 0, 0, 0
0.254259, 0, 1.27549e-11, 0, 1.41421, -1.27549e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51926e-14, 0, 0, 6.1367e-17, 0, 5.37562e-16, 0, 1.27391e-11, 0, 0, 0
0.262149, 0, 2.10232e-11, 0, 1.41421, -2.10232e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50427e-14, 0, 0, 1.03724e-16, 0, 9.18137e-16, 0, 2.09971e-11, 0, 0, 0
0.270039, 0, 3.43898e-11, 0, 1.41421, -3.43898e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09686e-14, 0, 0, 1.74222e-16, 0, 1.5587e-15, 0, 3.43471e-11, 0, 0, 0
0.277929, 0, 5.58331e-11, 0, 1.41421, -5.58331e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65216e-14, 0, 0, 2.90877e-16, 0, 2.6307e-15, 0, 5.57636e-11, 0, 0, 0
