   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_217.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.121463, 0, 7.9677e-18, 0, 1.41421, -7.9677e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77418e-20, 0, 0, 4.0355e-23, 1.57915e-22, 0, 7.89976e-18, 0, 0, 0
0.12933, 0, 1.68479e-17, 0, 1.41421, -1.68479e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43242e-19, 0, 0, 8.67318e-23, 3.38664e-22, 0, 1.67043e-17, 0, 0, 0
0.137198, 0, 3.52128e-17, 0, 1.41421, -3.52128e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99381e-19, 0, 0, 1.84291e-22, 7.18073e-22, 0, 3.49125e-17, 0, 0, 0
0.145065, 0, 7.27654e-17, 0, 1.41421, -7.27654e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18654e-19, 0, 0, 3.87265e-22, 1.50578e-21, 0, 7.21448e-17, 0, 0, 0
0.152932, 0, 1.48708e-16, 0, 1.41421, -1.48708e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26432e-18, 0, 0, 8.05034e-22, 3.12379e-21, 0, 1.4744e-16, 0, 0, 0
0.160799, 0, 3.00634e-16, 0, 1.41421, -3.00634e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.556e-18, 0, 0, 1.6559e-21, 6.41283e-21, 0, 2.9807e-16, 0, 0, 0
0.168666, 0, 6.01356e-16, 0, 1.41421, -6.01356e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11274e-18, 0, 0, 3.3711e-21, 1.3031e-20, 0, 5.96227e-16, 0, 0, 0
0.176534, 0, 1.19043e-15, 0, 1.41421, -1.19043e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0121e-17, 0, 0, 6.79388e-21, 2.6216e-20, 0, 1.18027e-15, 0, 0, 0
0.184401, 0, 2.33255e-15, 0, 1.41421, -2.33255e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98313e-17, 0, 0, 1.35569e-20, 5.22296e-20, 0, 2.31265e-15, 0, 0, 0
0.192268, 0, 4.52471e-15, 0, 1.41421, -4.52471e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8469e-17, 0, 0, 2.67903e-20, 1.03067e-19, 0, 4.48612e-15, 0, 0, 0
0.200135, 0, 8.69062e-15, 0, 1.41421, -8.69062e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38873e-17, 0, 0, 5.24378e-20, 2.01492e-19, 0, 8.61648e-15, 0, 0, 0
0.208003, 0, 1.653e-14, 0, 1.41421, -1.653e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40537e-16, 0, 0, 1.01678e-19, 3.90315e-19, 0, 1.63889e-14, 0, 0, 0
0.21587, 0, 3.11394e-14, 0, 1.41421, -3.11394e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64744e-16, 0, 0, 1.95339e-19, 7.4932e-19, 0, 3.08737e-14, 0, 0, 0
0.223737, 0, 5.81059e-14, 0, 1.41421, -5.81059e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94009e-16, 0, 0, 3.7189e-19, 1.42591e-18, 0, 5.76101e-14, 0, 0, 0
0.231604, 0, 1.07733e-13, 0, 1.41421, -1.07733e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15929e-16, 0, 0, 7.05094e-19, 2.70352e-18, 0, 1.06813e-13, 0, 0, 0
0.239472, 0, 1.97224e-13, 0, 1.41421, -1.97224e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67677e-15, 0, 0, 1.31812e-18, 5.05451e-18, 0, 1.95541e-13, 0, 0, 0
0.247339, 0, 3.57766e-13, 0, 1.41421, -3.57766e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04167e-15, 0, 0, 2.4431e-18, 9.37189e-18, 0, 3.54712e-13, 0, 0, 0
0.255206, 0, 6.43134e-13, 0, 1.41421, -6.43134e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46784e-15, 0, 0, 4.49021e-18, 1.7236e-17, 0, 6.37644e-13, 0, 0, 0
0.263073, 0, 1.14578e-12, 0, 1.41421, -1.14578e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74132e-15, 0, 0, 8.18467e-18, 3.14479e-17, 0, 1.136e-12, 0, 0, 0
0.270941, 0, 2.02314e-12, 0, 1.41421, -2.02314e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72008e-14, 0, 0, 1.47985e-17, 5.6931e-17, 0, 2.00587e-12, 0, 0, 0
0.278808, 0, 3.54085e-12, 0, 1.41421, -3.54085e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01049e-14, 0, 0, 2.65457e-17, 1.02276e-16, 0, 3.51062e-12, 0, 0, 0
0.286675, 0, 6.14289e-12, 0, 1.41421, -6.14289e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22294e-14, 0, 0, 4.72521e-17, 1.82366e-16, 0, 6.09043e-12, 0, 0, 0
0.294542, 0, 1.05644e-11, 0, 1.41421, -1.05644e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.9827e-14, 0, 0, 8.34832e-17, 3.22802e-16, 0, 1.04742e-11, 0, 0, 0
0.30241, 0, 1.80116e-11, 0, 1.41421, -1.80116e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53157e-13, 0, 0, 1.46434e-16, 5.67324e-16, 0, 1.78577e-11, 0, 0, 0
0.310277, 0, 3.04449e-11, 0, 1.41421, -3.04449e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58902e-13, 0, 0, 2.55079e-16, 9.90208e-16, 0, 3.01848e-11, 0, 0, 0
0.318144, 0, 5.10218e-11, 0, 1.41421, -5.10218e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33934e-13, 0, 0, 4.41408e-16, 1.71681e-15, 0, 5.05857e-11, 0, 0, 0
0.326011, 0, 8.47805e-11, 3.20897e-43, 1.41421, -8.47805e-11, 0, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 3.20897e-43, 7.21151e-13, 3.20897e-43, 3.20897e-43, 7.59094e-16, 2.95755e-15, 3.20897e-43, 8.40556e-11, 3.20897e-43, 3.20897e-43, 3.20897e-43
0.333879, 0, 1.39687e-10, 5.52252e-42, 1.41421, -1.39687e-10, 0, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 5.52252e-42, 1.18842e-12, 5.52252e-42, 5.52252e-42, 1.29784e-15, 5.06391e-15, 5.52252e-42, 1.38493e-10, 5.52252e-42, 5.52252e-42, 5.52252e-42
0.341746, 0, 2.28224e-10, 7.88076e-41, 1.41421, -2.28224e-10, 0, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 7.88076e-41, 1.94214e-12, 7.88076e-41, 7.88076e-41, 2.20707e-15, 8.62033e-15, 7.88076e-41, 2.26271e-10, 7.88076e-41, 7.88076e-41, 7.88076e-41
0.349613, 0, 3.69765e-10, 9.95443e-40, 1.41421, -3.69765e-10, 0, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 9.95443e-40, 3.14761e-12, 9.95443e-40, 9.95443e-40, 3.73502e-15, 1.45949e-14, 9.95443e-40, 3.66599e-10, 9.95443e-40, 9.95443e-40, 9.95443e-40
0.35748, 0, 5.94119e-10, 1.12714e-38, 1.41421, -5.94119e-10, 0, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 1.12714e-38, 5.05943e-12, 1.12714e-38, 1.12714e-38, 6.29339e-15, 2.45864e-14, 1.12714e-38, 5.89029e-10, 1.12714e-38, 1.12714e-38, 1.12714e-38
0.365347, 0, 9.46728e-10, 1.15372e-37, 1.41421, -9.46728e-10, 0, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 1.15372e-37, 8.06623e-12, 1.15372e-37, 1.15372e-37, 1.05642e-14, 4.12279e-14, 1.15372e-37, 9.3861e-10, 1.15372e-37, 1.15372e-37, 1.15372e-37
0.373215, 0, 1.49624e-09, 1.07319e-36, 1.41421, -1.49624e-09, 0, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.07319e-36, 1.27561e-11, 1.07319e-36, 1.07319e-36, 1.76765e-14, 6.88484e-14, 1.07319e-36, 1.4834e-09, 1.07319e-36, 1.07319e-36, 1.07319e-36
0.381082, 0, 2.34542e-09, 9.12502e-36, 1.41421, -2.34542e-09, 0, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 9.12502e-36, 2.00113e-11, 9.12502e-36, 9.12502e-36, 2.94997e-14, 1.14556e-13, 9.12502e-36, 2.32527e-09, 9.12502e-36, 9.12502e-36, 9.12502e-36
0.388949, 0, 3.64679e-09, 7.12421e-35, 1.41421, -3.64679e-09, 0, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 7.12421e-35, 3.11443e-11, 7.12421e-35, 7.12421e-35, 4.91292e-14, 1.90011e-13, 7.12421e-35, 3.6154e-09, 7.12421e-35, 7.12421e-35, 7.12421e-35
0.396816, 0, 5.62457e-09, 5.13044e-34, 1.41421, -5.62457e-09, 0, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 5.13044e-34, 4.8091e-11, 5.13044e-34, 5.13044e-34, 8.16915e-14, 3.14342e-13, 5.13044e-34, 5.57608e-09, 5.13044e-34, 5.13044e-34, 5.13044e-34
0.404684, 0, 8.60561e-09, 3.53407e-33, 1.41421, -8.60561e-09, 0, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 3.53407e-33, 7.36838e-11, 3.53407e-33, 3.53407e-33, 1.3568e-13, 5.18917e-13, 3.53407e-33, 8.53128e-09, 3.53407e-33, 3.53407e-33, 3.53407e-33
0.412551, 0, 1.30621e-08, 2.16089e-32, 1.41421, -1.30621e-08, 0, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 2.16089e-32, 1.12033e-10, 2.16089e-32, 2.16089e-32, 2.25162e-13, 8.55189e-13, 2.16089e-32, 1.2949e-08, 2.16089e-32, 2.16089e-32, 2.16089e-32
0.420418, 0, 1.96703e-08, 1.30617e-31, 1.41421, -1.96703e-08, 0, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.30617e-31, 1.69058e-10, 1.30617e-31, 1.30617e-31, 3.73426e-13, 1.40754e-12, 1.30617e-31, 1.94994e-08, 1.30617e-31, 1.30617e-31, 1.30617e-31
0.428285, 0, 2.93899e-08, 7.13535e-31, 1.41421, -2.93899e-08, 0, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 7.13535e-31, 2.53214e-10, 7.13535e-31, 7.13535e-31, 6.1897e-13, 2.31428e-12, 7.13535e-31, 2.91337e-08, 7.13535e-31, 7.13535e-31, 7.13535e-31
0.436153, 0, 4.35718e-08, 3.7655e-30, 1.41421, -4.35718e-08, 0, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.7655e-30, 3.76492e-10, 3.7655e-30, 3.7655e-30, 1.02531e-12, 3.80198e-12, 3.7655e-30, 4.31904e-08, 3.7655e-30, 3.7655e-30, 3.7655e-30
0.44402, 0, 6.41007e-08, 1.88722e-29, 1.41421, -6.41007e-08, 0, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 1.88722e-29, 5.55775e-10, 1.88722e-29, 1.88722e-29, 1.69697e-12, 6.24109e-12, 1.88722e-29, 6.3537e-08, 1.88722e-29, 1.88722e-29, 1.88722e-29
0.451887, 0, 9.35837e-08, 8.95565e-29, 1.41421, -9.35837e-08, 0, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.95565e-29, 8.1466e-10, 8.95565e-29, 8.95565e-29, 2.80525e-12, 1.02359e-11, 8.95565e-29, 9.2756e-08, 8.95565e-29, 8.95565e-29, 8.95565e-29
0.459754, 0, 1.35598e-07, 4.08543e-28, 1.41421, -1.35598e-07, 0, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 4.08543e-28, 1.18591e-09, 4.08543e-28, 4.08543e-28, 4.62978e-12, 1.67688e-11, 4.08543e-28, 1.3439e-07, 4.08543e-28, 4.08543e-28, 4.08543e-28
0.467622, 0, 1.95007e-07, 1.77957e-27, 1.41421, -1.95007e-07, 0, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.77957e-27, 1.7147e-09, 1.77957e-27, 1.77957e-27, 7.62462e-12, 2.74304e-11, 1.77957e-27, 1.93258e-07, 1.77957e-27, 1.77957e-27, 1.77957e-27
0.475489, 0, 2.78376e-07, 7.38778e-27, 1.41421, -2.78376e-07, 0, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 7.38778e-27, 2.46295e-09, 7.38778e-27, 7.38778e-27, 1.25226e-11, 4.47812e-11, 7.38778e-27, 2.75856e-07, 7.38778e-27, 7.38778e-27, 7.38778e-27
0.483356, 0, 3.94486e-07, 2.92619e-26, 1.41421, -3.94486e-07, 0, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 2.92619e-26, 3.51494e-09, 2.92619e-26, 2.92619e-26, 2.04993e-11, 7.29192e-11, 2.92619e-26, 3.90878e-07, 2.92619e-26, 2.92619e-26, 2.92619e-26
0.491223, 0, 5.55001e-07, 1.10758e-25, 1.41421, -5.55001e-07, 0, 1.10758e-25, 1.10758e-25, 1.10758e-25, 1.10758e-25, 1.10758e-25, 1.10758e-25, 1.10758e-25, 1.10758e-25, 5.94436e-12, 1.10758e-25, 1.10758e-25, 1.10758e-25, 4.98476e-09, 1.10758e-25, 1.10758e-25, 3.34266e-11, 1.18355e-10, 1.10758e-25, 5.49858e-07, 1.10758e-25, 1.10758e-25, 1.10758e-25
0.499091, 0, 7.75265e-07, 4.01374e-25, 1.41421, -7.75265e-07, 0, 4.01374e-25, 4.01374e-25, 4.01374e-25, 4.01374e-25, 4.01374e-25, 4.01374e-25, 4.01374e-25, 4.01374e-25, 2.05503e-11, 4.01374e-25, 4.01374e-25, 4.01374e-25, 7.02581e-09, 4.01374e-25, 4.01374e-25, 5.42632e-11, 1.91347e-10, 4.01374e-25, 7.67973e-07, 4.01374e-25, 4.01374e-25, 4.01374e-25
0.506958, 0, 1.07534e-06, 1.40725e-24, 1.41421, -1.07534e-06, 0, 1.40725e-24, 1.40725e-24, 1.40725e-24, 1.40725e-24, 1.40725e-24, 1.40725e-24, 1.40725e-24, 1.40725e-24, 5.52588e-11, 1.40725e-24, 1.40725e-24, 1.40725e-24, 9.84321e-09, 1.40725e-24, 1.40725e-24, 8.76485e-11, 3.07922e-10, 1.40725e-24, 1.06504e-06, 1.40725e-24, 1.40725e-24, 1.40725e-24
0.514825, 0, 1.48824e-06, 1.45207e-09, 1.41421, -1.48824e-06, 1.45207e-09, 1.45216e-09, 1.45213e-09, 1.4521e-09, 2.39997e-09, 1.47022e-09, 1.49867e-09, 1.5868e-09, 1.617e-09, 1.98438e-09, 2.09979e-09, 1.46442e-09, 4.20681e-09, 1.51622e-08, 1.46484e-09, 1.45637e-09, 1.59291e-09, 1.94499e-09, 1.45207e-09, 1.46855e-06, 1.45207e-09, 1.45207e-09, 1.51855e-09
0.522692, 0, 2.04574e-06, 3.96082e-09, 1.41421, -2.04574e-06, 3.96082e-09, 3.96106e-09, 3.961e-09, 3.9609e-09, 6.55028e-09, 4.01039e-09, 4.08812e-09, 4.32888e-09, 4.41138e-09, 5.35606e-09, 5.73026e-09, 3.99455e-09, 1.14861e-08, 2.29471e-08, 3.9957e-09, 3.97256e-09, 4.18574e-09, 4.74506e-09, 3.96083e-09, 2.0112e-06, 3.96082e-09, 3.96082e-09, 4.14244e-09
0.530559, 0, 2.80202e-06, 9.87084e-09, 1.41421, -2.80202e-06, 9.87084e-09, 9.87145e-09, 9.87129e-09, 9.87104e-09, 1.63301e-08, 9.9945e-09, 1.01884e-08, 1.07889e-08, 1.09947e-08, 1.32703e-08, 1.42846e-08, 9.95498e-09, 2.86423e-08, 3.60156e-08, 9.95785e-09, 9.90013e-09, 1.02278e-08, 1.11103e-08, 9.87088e-09, 2.7381e-06, 9.87084e-09, 9.87084e-09, 1.03239e-08
0.538427, 0, 3.83231e-06, 2.34333e-08, 1.41421, -3.83231e-06, 2.34333e-08, 2.34348e-08, 2.34344e-08, 2.34338e-08, 3.87784e-08, 2.37271e-08, 2.41877e-08, 2.56144e-08, 2.61033e-08, 3.13686e-08, 3.3919e-08, 2.36332e-08, 6.80282e-08, 5.92363e-08, 2.364e-08, 2.35029e-08, 2.3996e-08, 2.5378e-08, 2.34334e-08, 3.70818e-06, 2.34333e-08, 2.34333e-08, 2.45096e-08
0.546294, 0, 5.25124e-06, 5.37764e-08, 1.41421, -5.25124e-06, 5.37764e-08, 5.37798e-08, 5.37789e-08, 5.37775e-08, 8.90091e-08, 5.4451e-08, 5.55085e-08, 5.87843e-08, 5.99068e-08, 7.2887e-08, 7.78517e-08, 5.42354e-08, 1.56167e-07, 1.02538e-07, 5.4251e-08, 5.39362e-08, 5.46574e-08, 5.68072e-08, 5.37766e-08, 5.00064e-06, 5.37764e-08, 5.37764e-08, 5.62476e-08
0.554161, 0, 7.24066e-06, 1.19971e-07, 1.41421, -7.24066e-06, 1.19971e-07, 1.19979e-07, 1.19977e-07, 1.19974e-07, 1.98605e-07, 1.21477e-07, 1.23837e-07, 1.31148e-07, 1.33653e-07, 1.64709e-07, 1.73703e-07, 1.20996e-07, 3.4849e-07, 1.86024e-07, 1.21031e-07, 1.20328e-07, 1.21341e-07, 1.24654e-07, 1.19972e-07, 6.72473e-06, 1.19971e-07, 1.19971e-07, 1.25487e-07
0.562028, 0, 1.01263e-05, 2.60804e-07, 1.41421, -1.01263e-05, 2.60804e-07, 2.6082e-07, 2.60816e-07, 2.60809e-07, 4.31804e-07, 2.64077e-07, 2.6921e-07, 2.85109e-07, 2.90557e-07, 3.84394e-07, 3.77652e-07, 2.63031e-07, 7.57753e-07, 3.498e-07, 2.63107e-07, 2.61579e-07, 2.62917e-07, 2.67977e-07, 2.60805e-07, 9.03654e-06, 2.60804e-07, 2.60804e-07, 2.72797e-07
0.569896, 0, 1.44417e-05, 5.5306e-07, 1.41421, -1.44417e-05, 5.5306e-07, 5.53094e-07, 5.53085e-07, 5.53071e-07, 9.15805e-07, 5.60005e-07, 5.70892e-07, 6.04619e-07, 6.16176e-07, 8.5186e-07, 8.00932e-07, 5.57785e-07, 1.60725e-06, 6.72338e-07, 5.57946e-07, 5.54705e-07, 5.56297e-07, 5.63956e-07, 5.53062e-07, 1.21684e-05, 5.5306e-07, 5.5306e-07, 5.78502e-07
