   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_154.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0293172, 231.606, 0, 0, 15.2842, 231.606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0214457, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0135741, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00570253, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00216904, 0, 4.44867e-22, 0, 1.41421, -4.44867e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27471e-24, 0, 0, 6.46377e-27, 0, 1.21549e-25, 0, 4.42464e-22, 0, 0, 0
0.0100406, 0, 1.07006e-21, 0, 1.41421, -1.07006e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47144e-24, 0, 0, 1.58046e-26, 0, 2.98565e-25, 0, 1.06428e-21, 0, 0, 0
0.0179122, 0, 2.52793e-21, 0, 1.41421, -2.52793e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29257e-23, 0, 0, 3.79541e-26, 0, 7.19574e-25, 0, 2.51425e-21, 0, 0, 0
0.0257838, 0, 5.8792e-21, 0, 1.41421, -5.8792e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00611e-23, 0, 0, 8.98032e-26, 0, 1.70726e-24, 0, 5.84734e-21, 0, 0, 0
0.0336553, 0, 1.41971e-20, 0, 1.41421, -1.41971e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25913e-23, 0, 0, 2.22566e-25, 0, 4.24095e-24, 0, 1.41201e-20, 0, 0, 0
0.0415269, 0, 3.18113e-20, 0, 1.41421, -3.18113e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62653e-22, 0, 0, 5.07007e-25, 0, 9.67353e-24, 0, 3.16385e-20, 0, 0, 0
0.0493985, 0, 7.02991e-20, 0, 1.41421, -7.02991e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59442e-22, 0, 0, 1.1391e-24, 0, 2.17534e-23, 0, 6.99167e-20, 0, 0, 0
0.05727, 0, 1.53307e-19, 0, 1.41421, -1.53307e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.83857e-22, 0, 0, 2.52565e-24, 0, 4.82598e-23, 0, 1.52472e-19, 0, 0, 0
0.0651416, 0, 3.30095e-19, 0, 1.41421, -3.30095e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68777e-21, 0, 0, 5.52936e-24, 0, 1.05686e-22, 0, 3.28296e-19, 0, 0, 0
0.0730132, 0, 7.02077e-19, 0, 1.41421, -7.02077e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58968e-21, 0, 0, 1.19584e-23, 0, 2.28591e-22, 0, 6.98247e-19, 0, 0, 0
0.0808848, 0, 1.47562e-18, 0, 1.41421, -1.47562e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.54472e-21, 0, 0, 2.55597e-23, 0, 4.88554e-22, 0, 1.46756e-18, 0, 0, 0
0.0887563, 0, 3.06597e-18, 0, 1.41421, -3.06597e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5676e-20, 0, 0, 5.40115e-23, 0, 1.0322e-21, 0, 3.04921e-18, 0, 0, 0
0.0966279, 0, 6.29957e-18, 0, 1.41421, -6.29957e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22088e-20, 0, 0, 1.1288e-22, 0, 2.15666e-21, 0, 6.26509e-18, 0, 0, 0
