   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_26.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0314395, 39.1023, 0, 0, 6.41111, 39.1023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0235427, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0156459, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00774915, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000147643, 0, 2.51725e-20, 0, 1.41421, -2.51725e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19493e-22, 0, 0, 4.3085e-25, 0, 4.16307e-24, 0, 2.49484e-20, 0, 0, 0
0.00804444, 0, 5.42591e-20, 0, 1.41421, -5.42591e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73113e-22, 0, 0, 9.45191e-25, 0, 9.12425e-24, 0, 5.37759e-20, 0, 0, 0
0.0159412, 0, 1.15503e-19, 0, 1.41421, -1.15503e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00712e-21, 0, 0, 2.04781e-24, 0, 1.97456e-23, 0, 1.14474e-19, 0, 0, 0
0.023838, 0, 2.4294e-19, 0, 1.41421, -2.4294e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1183e-21, 0, 0, 4.38387e-24, 0, 4.22164e-23, 0, 2.40775e-19, 0, 0, 0
0.0317348, 0, 5.05111e-19, 0, 1.41421, -5.05111e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40428e-21, 0, 0, 9.27738e-24, 0, 8.92175e-23, 0, 5.00608e-19, 0, 0, 0
0.0396316, 0, 1.03856e-18, 0, 1.41421, -1.03856e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05563e-21, 0, 0, 1.94166e-23, 0, 1.86458e-22, 0, 1.0293e-18, 0, 0, 0
0.0475284, 0, 2.11246e-18, 0, 1.41421, -2.11246e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84193e-20, 0, 0, 4.02034e-23, 0, 3.85524e-22, 0, 2.09362e-18, 0, 0, 0
0.0554252, 0, 4.25207e-18, 0, 1.41421, -4.25207e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70753e-20, 0, 0, 8.23843e-23, 0, 7.88914e-22, 0, 4.21412e-18, 0, 0, 0
0.063322, 0, 8.47217e-18, 0, 1.41421, -8.47217e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38715e-20, 0, 0, 1.67129e-22, 0, 1.59832e-21, 0, 8.39653e-18, 0, 0, 0
0.0712188, 0, 1.67143e-17, 0, 1.41421, -1.67143e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45736e-19, 0, 0, 3.35741e-22, 0, 3.20695e-21, 0, 1.6565e-17, 0, 0, 0
0.0791156, 0, 3.26576e-17, 0, 1.41421, -3.26576e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8475e-19, 0, 0, 6.68062e-22, 0, 6.37438e-21, 0, 3.23658e-17, 0, 0, 0
0.0870124, 0, 6.32095e-17, 0, 1.41421, -6.32095e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51138e-19, 0, 0, 1.31702e-21, 0, 1.25551e-20, 0, 6.26445e-17, 0, 0, 0
