   PIQUANT 0.0.0-main  ps__0240_0688241128_000rfs_shot_11.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00143865, 0, 2.39571e-20, 0, 1.41421, -2.39571e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94731e-23, 0, 0, 2.03849e-25, 0, 0, 2.38874e-20, 0, 0, 0
0.009314, 0, 5.41003e-20, 0, 1.41421, -5.41003e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56885e-22, 0, 0, 4.67937e-25, 0, 0, 5.3943e-20, 0, 0, 0
0.0171893, 0, 1.20396e-19, 0, 1.41421, -1.20396e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49137e-22, 0, 0, 1.05859e-24, 0, 0, 1.20046e-19, 0, 0, 0
0.0250647, 0, 2.64233e-19, 0, 1.41421, -2.64233e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66249e-22, 0, 0, 2.36183e-24, 0, 0, 2.63465e-19, 0, 0, 0
0.03294, 0, 5.95764e-19, 0, 1.41421, -5.95764e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72765e-21, 0, 0, 5.45444e-24, 0, 0, 5.94031e-19, 0, 0, 0
0.0408154, 0, 1.26875e-18, 0, 1.41421, -1.26875e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67924e-21, 0, 0, 1.18056e-23, 0, 0, 1.26506e-18, 0, 0, 0
0.0486907, 0, 2.67063e-18, 0, 1.41421, -2.67063e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74454e-21, 0, 0, 2.52628e-23, 0, 0, 2.66286e-18, 0, 0, 0
0.0565661, 0, 5.55773e-18, 0, 1.41421, -5.55773e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61169e-20, 0, 0, 5.34521e-23, 0, 0, 5.54156e-18, 0, 0, 0
0.0644414, 0, 1.14391e-17, 0, 1.41421, -1.14391e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31721e-20, 0, 0, 1.11868e-22, 0, 0, 1.14058e-17, 0, 0, 0
0.0723168, 0, 2.32936e-17, 0, 1.41421, -2.32936e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75489e-20, 0, 0, 2.31664e-22, 0, 0, 2.32258e-17, 0, 0, 0
