SCLK_A,SCLK_B,PMC,real_time_A,real_time_B,live_time_A,live_time_B,yellow_piece_temp,XPERCHAN_A,XPERCHAN_B,OFFSET_A,OFFSET_B
699567838,699567839,242,40,40,36.28819472,36.26855911,2.684,7.862,7.881,-18.5,-22.4
699567883,699567884,243,40,40,36.28739365,35.66179004,2.845,7.862,7.881,-18.5,-22.4
699567927,699567928,244,40,40,36.2989177,36.28362576,2.845,7.862,7.881,-18.5,-22.4
699567972,699567972,245,40,40,36.28750361,36.2804118,2.845,7.862,7.881,-18.5,-22.4
699568016,699568017,246,40,40,36.27898371,35.90623277,2.524,7.862,7.881,-18.5,-22.4
699568060,699568061,247,40,40,36.29036376,36.28289444,2.813,7.862,7.881,-18.5,-22.4
699568110,699568111,248,40,40,36.27558944,36.26641871,2.396,7.862,7.881,-18.5,-22.4
699568154,699568155,249,40,40,36.30509937,36.25318815,2.845,7.862,7.881,-18.5,-22.4
699568199,699568200,250,40,40,36.28008992,35.63181091,2.588,7.862,7.881,-18.5,-22.4
699568243,699568244,251,40,40,36.29024183,36.28139245,2.492,7.862,7.881,-18.5,-22.4
699568287,699568288,252,40,40,36.27208181,36.25916212,2.492,7.862,7.881,-18.5,-22.4
699568332,699568333,253,40,40,36.28378618,35.53586986,2.749,7.862,7.881,-18.5,-22.4
699568522,699568523,254,40,40,36.26373819,36.28062396,2.749,7.862,7.881,-18.5,-22.4
699568566,699568567,255,40,40,36.30167213,36.27494815,2.524,7.862,7.881,-18.5,-22.4
699568610,699568611,256,40,40,36.28261918,36.26503701,2.684,7.862,7.881,-18.5,-22.4
699568655,699568655,257,40,40,36.28384349,35.54166151,2.46,7.862,7.881,-18.5,-22.4
699568699,699568700,258,40,40,36.2831613,36.26397849,2.845,7.862,7.881,-18.5,-22.4
699568743,699568744,259,40,40,36.30116875,36.27362641,2.877,7.862,7.881,-18.5,-22.4
699568788,699568789,260,40,40,36.29679042,35.54036301,2.877,7.862,7.881,-18.5,-22.4
699568832,699568833,261,40,40,36.28082798,36.26360953,2.652,7.862,7.881,-18.5,-22.4
699568877,699568877,262,40,40,36.26096747,36.27874024,2.652,7.862,7.881,-18.5,-22.4
699568921,699568922,263,40,40,36.27578572,36.25836193,2.556,7.862,7.881,-18.5,-22.4
699568966,699568966,264,40,40,36.27951137,35.849919,2.652,7.862,7.881,-18.5,-22.4
699569015,699569016,265,40,40,36.29547074,36.27200642,2.62,7.862,7.881,-18.5,-22.4
699569060,699569060,266,40,40,36.28677329,36.29611353,2.684,7.862,7.881,-18.5,-22.4
