SCLK_A,SCLK_B,PMC,real_time_A,real_time_B,live_time_A,live_time_B,yellow_piece_temp,XPERCHAN_A,XPERCHAN_B,OFFSET_A,OFFSET_B
688791155,688791155,91,40,40,36.9927623352533,36.88151665427585,-1.549,7.862,7.881,-18.5,-22.4
688791199,688791199,92,40,40,37.00829768565652,36.84740241273948,-1.421,7.862,7.881,-18.5,-22.4
688791243,688791243,93,40,40,37.00252521470958,36.852716451656235,-1.453,7.862,7.881,-18.5,-22.4
688791286,688791287,94,40,40,37.07385514646957,37.06402532776193,-1.325,7.862,7.881,-18.5,-22.4
688791534,688791535,98,40,40,36.9280343950333,36.95318911575499,-1.581,7.862,7.881,-18.5,-22.4
688791579,688791579,99,40,40,36.92184406419361,36.937911443804424,-1.549,7.862,7.881,-18.5,-22.4
688791623,688791624,100,40,40,36.91822140672783,36.935645704419,-1.549,7.862,7.881,-18.5,-22.4
688791668,688791669,101,40,40,36.93684436895091,36.94396524426369,-1.549,7.862,7.881,-18.5,-22.4
688791712,688791713,102,40,40,36.94629925791939,36.94635259123601,-1.389,7.862,7.881,-18.5,-22.4
688791757,688791758,103,40,40,36.93287896456942,36.934425210215196,-1.453,7.862,7.881,-18.5,-22.4
688791801,688791802,104,40,40,36.92518581406719,36.925887357240796,-1.421,7.862,7.881,-18.5,-22.4
688791846,688791847,105,40,40,36.93135495886913,36.936567389218105,-1.389,7.862,7.881,-18.5,-22.4
688791891,688791891,106,40,40,36.95464735186156,36.93056359013252,-1.453,7.862,7.881,-18.5,-22.4
688791935,688791936,107,40,40,36.950642407021384,36.94284472362814,-1.645,7.862,7.881,-18.5,-22.4
688791979,688791980,108,40,40,36.90259266508601,36.92451092654012,-1.196,7.862,7.881,-18.5,-22.4
688792024,688792025,109,40,40,36.944009241366416,36.93465580675032,-0.619,7.862,7.881,-18.5,-22.4
688792224,688792225,110,40,40,36.922331297154095,36.94223093780471,-0.779,7.862,7.881,-18.5,-22.4
688792269,688792270,111,40,40,36.94490982253325,36.926220070144495,-0.427,7.862,7.881,-18.5,-22.4
688792313,688792314,112,40,40,36.92711394682774,36.93255745179384,-0.362,7.862,7.881,-18.5,-22.4
688792357,688792358,113,40,40,36.911935130206125,36.93613721326664,-0.17,7.862,7.881,-18.5,-22.4
688792402,688792403,114,40,40,36.93701816620025,36.93542763659568,-0.106,7.862,7.881,-18.5,-22.4
688792447,688792448,115,40,40,36.92998884795299,36.93966493270656,0.054,7.862,7.881,-18.5,-22.4
688792491,688792492,116,40,40,36.92437950293991,36.926672173414445,0.183,7.862,7.881,-18.5,-22.4
688792536,688792537,117,40,40,36.92299338531489,36.936575608846425,0.183,7.862,7.881,-18.5,-22.4
688792580,688792581,118,40,40,36.92185215722681,36.93959627351029,0.375,7.862,7.881,-18.5,-22.4
688792625,688792626,119,40,40,36.92189831504444,36.92893500107845,0.6,7.862,7.881,-18.5,-22.4
688792670,688792670,120,40,40,36.933992138192735,36.926303099886105,0.6,7.862,7.881,-18.5,-22.4
688792714,688792715,121,40,40,36.91343855336454,36.923688320740254,0.632,7.862,7.881,-18.5,-22.4
688792759,688792760,122,40,40,36.88985250863546,36.92294547573545,0.824,7.862,7.881,-18.5,-22.4
688793027,688793027,126,40,40,37.120506793458155,37.10941966930953,0.792,7.862,7.881,-18.5,-22.4
688793071,688793071,127,40,40,37.12262260453532,37.098196329921734,0.888,7.862,7.881,-18.5,-22.4
688793115,688793116,128,40,40,37.109180565490306,37.100073251466966,1.081,7.862,7.881,-18.5,-22.4
688793159,688793160,129,40,40,37.09891977147619,37.0794327871047,0.856,7.862,7.881,-18.5,-22.4
688793203,688793204,130,40,40,37.124218317195435,37.09343520202785,1.177,7.862,7.881,-18.5,-22.4
688793247,688793248,131,40,40,37.08001500710153,37.08071051611474,1.177,7.862,7.881,-18.5,-22.4
688793291,688793292,132,40,40,37.122621394788546,37.116975334749505,1.434,7.862,7.881,-18.5,-22.4
688793335,688793336,133,40,40,37.10026363273486,37.11859441234996,1.177,7.862,7.881,-18.5,-22.4
688793379,688793380,134,40,40,37.11126876292312,37.089049308293255,1.754,7.862,7.881,-18.5,-22.4
688793424,688793424,135,40,40,37.12257660103984,37.09258114679891,1.402,7.862,7.881,-18.5,-22.4
688793467,688793468,136,40,40,37.08628564769985,37.085328205065935,1.337,7.862,7.881,-18.5,-22.4
688793512,688793512,137,40,40,37.10163687734268,37.09912417371131,1.883,7.862,7.881,-18.5,-22.4
688793696,688793696,138,40,40,37.11311544627002,37.0963628534684,1.562,7.862,7.881,-18.5,-22.4
688793740,688793740,139,40,40,37.108286926470356,37.07005605654631,1.883,7.862,7.881,-18.5,-22.4
688793784,688793785,140,40,40,37.10466604349668,37.10144419127188,2.332,7.862,7.881,-18.5,-22.4
688793828,688793828,141,40,40,37.11663977303234,37.093314676813996,2.011,7.862,7.881,-18.5,-22.4
688793872,688793873,142,40,40,37.132541199650795,37.09158609341911,2.428,7.862,7.881,-18.5,-22.4
688793916,688793917,143,40,40,37.09578813741406,37.08345363599807,2.396,7.862,7.881,-18.5,-22.4
688793960,688793961,144,40,40,37.081388231027006,37.09429293257386,2.46,7.862,7.881,-18.5,-22.4
688794004,688794005,145,40,40,37.09273458931576,37.090537840874276,2.364,7.862,7.881,-18.5,-22.4
688794048,688794049,146,40,40,37.08541261587973,37.097296814686466,2.428,7.862,7.881,-18.5,-22.4
688794093,688794093,147,40,40,37.098470848723046,37.08763845895773,2.203,7.862,7.881,-18.5,-22.4
688794137,688794137,148,40,40,37.10679022088733,37.086057050048126,2.684,7.862,7.881,-18.5,-22.4
688794181,688794181,149,40,40,37.10402375228822,37.10808665536946,2.588,7.862,7.881,-18.5,-22.4
688794225,688794226,150,40,40,37.106488464366784,37.08541014230927,2.684,7.862,7.881,-18.5,-22.4
