   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_8.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00192631, 0.809098, 0, 0, 1.67604, 0.809098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00593562, 0.18608, 4.09842e-19, 0, 1.47854, 0.18608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39996e-21, 0, 0, 5.45371e-24, 0, 0, 4.08436e-19, 0, 0, 0
0.0137976, 0.997589, 8.98631e-19, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0696e-21, 0, 0, 1.22022e-23, 0, 0, 8.9555e-19, 0, 0, 0
0.0216595, 0.816331, 1.86839e-18, 0, 1.67819, 0.816331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38216e-21, 0, 0, 2.57213e-23, 0, 0, 1.86198e-18, 0, 0, 0
0.0295214, 0.357696, 3.84165e-18, 0, 1.53548, 0.357696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31225e-20, 0, 0, 5.36273e-23, 0, 0, 3.82848e-18, 0, 0, 0
0.0373833, 1.6423, 7.81438e-18, 0, 1.90848, 1.6423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66928e-20, 0, 0, 1.10633e-22, 0, 0, 7.78757e-18, 0, 0, 0
0.0452453, 0.174026, 1.57304e-17, 0, 1.47446, 0.174026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37329e-20, 0, 0, 2.2591e-22, 0, 0, 1.56765e-17, 0, 0, 0
0.0531072, 0.825974, 3.13461e-17, 0, 1.68106, 0.825974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07074e-19, 0, 0, 4.56741e-22, 0, 0, 3.12386e-17, 0, 0, 0
0.0609691, 0, 6.18503e-17, 0, 1.41421, -6.18503e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11272e-19, 0, 0, 9.14555e-22, 0, 0, 6.16381e-17, 0, 0, 0
0.0688311, 0, 1.2087e-16, 0, 1.41421, -1.2087e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12876e-19, 0, 0, 1.81411e-21, 0, 0, 1.20456e-16, 0, 0, 0
0.076693, 0, 2.33999e-16, 0, 1.41421, -2.33999e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.99307e-19, 0, 0, 3.56558e-21, 0, 0, 2.33196e-16, 0, 0, 0
0.0845549, 0, 4.48862e-16, 0, 1.41421, -4.48862e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53325e-18, 0, 0, 6.94549e-21, 0, 0, 4.47322e-16, 0, 0, 0
0.0924168, 0, 8.53292e-16, 0, 1.41421, -8.53292e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91472e-18, 0, 0, 1.34111e-20, 0, 0, 8.50364e-16, 0, 0, 0
0.100279, 0, 1.60783e-15, 0, 1.41421, -1.60783e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49212e-18, 0, 0, 2.56742e-20, 0, 0, 1.60232e-15, 0, 0, 0
0.108141, 0.154739, 3.00339e-15, 0, 1.4679, 0.154739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02591e-17, 0, 0, 4.87379e-20, 0, 0, 2.99308e-15, 0, 0, 0
0.116003, 0.845261, 5.56252e-15, 0, 1.68679, 0.845261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90007e-17, 0, 0, 9.17581e-20, 0, 0, 5.54343e-15, 0, 0, 0
0.123865, 0, 1.0216e-14, 0, 1.41421, -1.0216e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48964e-17, 0, 0, 1.71355e-19, 0, 0, 1.0181e-14, 0, 0, 0
0.131726, 0, 1.86079e-14, 0, 1.41421, -1.86079e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35615e-17, 0, 0, 3.17451e-19, 0, 0, 1.8544e-14, 0, 0, 0
0.139588, 0, 3.36174e-14, 0, 1.41421, -3.36174e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14832e-16, 0, 0, 5.83507e-19, 0, 0, 3.3502e-14, 0, 0, 0
0.14745, 0, 6.02464e-14, 0, 1.41421, -6.02464e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05792e-16, 0, 0, 1.06427e-18, 0, 0, 6.00396e-14, 0, 0, 0
0.155312, 0, 1.07113e-13, 0, 1.41421, -1.07113e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65881e-16, 0, 0, 1.92642e-18, 0, 0, 1.06745e-13, 0, 0, 0
0.163174, 0.137863, 1.88948e-13, 0, 1.46214, 0.137863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45414e-16, 0, 0, 3.46095e-18, 0, 0, 1.88299e-13, 0, 0, 0
