   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_728.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.350873, 0, 8.37649e-10, 8.34252e-37, 1.41421, -8.37649e-10, 8.34252e-37, 0, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 8.34252e-37, 2.1723e-12, 8.34252e-37, 8.34252e-37, 8.34252e-37, 3.1024e-10, 8.34252e-37, 5.25237e-10, 8.34252e-37, 8.34252e-37, 8.34252e-37
0.358729, 0, 1.29315e-09, 6.99418e-36, 1.41421, -1.29315e-09, 6.99418e-36, 0, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 6.99418e-36, 3.27164e-12, 6.99418e-36, 6.99418e-36, 6.99418e-36, 4.99687e-10, 6.99418e-36, 7.90196e-10, 6.99418e-36, 6.99418e-36, 6.99418e-36
0.366586, 0, 1.98813e-09, 5.38688e-35, 1.41421, -1.98813e-09, 5.38688e-35, 0, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 5.38688e-35, 4.89392e-12, 5.38688e-35, 5.38688e-35, 5.38688e-35, 8.0273e-10, 5.38688e-35, 1.18051e-09, 5.38688e-35, 5.38688e-35, 5.38688e-35
0.374442, 0, 3.04529e-09, 3.78012e-34, 1.41421, -3.04529e-09, 3.78012e-34, 0, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 3.78012e-34, 7.27158e-12, 3.78012e-34, 3.78012e-34, 3.78012e-34, 1.28665e-09, 3.78012e-34, 1.75136e-09, 3.78012e-34, 3.78012e-34, 3.78012e-34
0.382299, 0, 4.64935e-09, 2.57318e-33, 1.41421, -4.64935e-09, 2.57318e-33, 0, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.57318e-33, 1.07329e-11, 2.57318e-33, 2.57318e-33, 2.57318e-33, 2.05828e-09, 2.57318e-33, 2.58034e-09, 2.57318e-33, 2.57318e-33, 2.57318e-33
0.390155, 0, 7.07852e-09, 1.51123e-32, 1.41421, -7.07852e-09, 1.51123e-32, 0, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.51123e-32, 1.57383e-11, 1.51123e-32, 1.51123e-32, 1.51123e-32, 3.28716e-09, 1.51123e-32, 3.77562e-09, 1.51123e-32, 1.51123e-32, 1.51123e-32
0.398011, 0, 1.0752e-08, 8.90484e-32, 1.41421, -1.0752e-08, 8.90484e-32, 0, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 8.90484e-32, 2.29296e-11, 8.90484e-32, 8.90484e-32, 8.90484e-32, 5.24207e-09, 8.90484e-32, 5.48702e-09, 8.90484e-32, 8.90484e-32, 8.90484e-32
0.405868, 0, 1.63021e-08, 4.70603e-31, 1.41421, -1.63021e-08, 4.70603e-31, 0, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 4.70603e-31, 3.31951e-11, 4.70603e-31, 4.70603e-31, 4.70603e-31, 8.34861e-09, 4.70603e-31, 7.92026e-09, 4.70603e-31, 4.70603e-31, 4.70603e-31
0.413724, 0, 2.46834e-08, 2.42464e-30, 1.41421, -2.46834e-08, 2.42464e-30, 0, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 2.42464e-30, 4.77572e-11, 2.42464e-30, 2.42464e-30, 2.42464e-30, 1.32797e-08, 2.42464e-30, 1.1356e-08, 2.42464e-30, 2.42464e-30, 2.42464e-30
0.421581, 0, 3.73388e-08, 1.19063e-29, 1.41421, -3.73388e-08, 1.19063e-29, 0, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 1.19063e-29, 6.82874e-11, 1.19063e-29, 1.19063e-29, 1.19063e-29, 2.10966e-08, 1.19063e-29, 1.61738e-08, 1.19063e-29, 1.19063e-29, 1.19063e-29
0.429437, 0, 5.64503e-08, 5.55283e-29, 1.41421, -5.64503e-08, 5.55283e-29, 0, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 5.55283e-29, 9.70575e-11, 5.55283e-29, 5.55283e-29, 5.55283e-29, 3.34692e-08, 5.55283e-29, 2.2884e-08, 5.55283e-29, 5.55283e-29, 5.55283e-29
0.437294, 0, 8.53183e-08, 2.49872e-28, 1.41421, -8.53183e-08, 2.49872e-28, 0, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 2.49872e-28, 1.37138e-10, 2.49872e-28, 2.49872e-28, 2.49872e-28, 5.30143e-08, 2.49872e-28, 3.21669e-08, 2.49872e-28, 2.49872e-28, 2.49872e-28
0.44515, 0, 1.28933e-07, 1.07524e-27, 1.41421, -1.28933e-07, 1.07524e-27, 0, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.07524e-27, 1.92655e-10, 1.07524e-27, 1.07524e-27, 1.07524e-27, 8.38176e-08, 1.07524e-27, 4.49231e-08, 1.07524e-27, 1.07524e-27, 1.07524e-27
0.453006, 0, 1.9483e-07, 4.41112e-27, 1.41421, -1.9483e-07, 4.41112e-27, 0, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 4.41112e-27, 2.69123e-10, 4.41112e-27, 4.41112e-27, 4.41112e-27, 1.32224e-07, 4.41112e-27, 6.23368e-08, 4.41112e-27, 4.41112e-27, 4.41112e-27
0.460863, 0, 2.94362e-07, 1.72729e-26, 1.41421, -2.94362e-07, 1.72729e-26, 0, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 1.72729e-26, 3.73874e-10, 1.72729e-26, 1.72729e-26, 1.72729e-26, 2.08036e-07, 1.72729e-26, 8.59531e-08, 1.72729e-26, 1.72729e-26, 1.72729e-26
0.468719, 0, 4.44582e-07, 6.46436e-26, 1.41421, -4.44582e-07, 6.46436e-26, 0, 6.46436e-26, 6.46436e-26, 6.46436e-26, 6.46436e-26, 6.46436e-26, 6.46436e-26, 6.46436e-26, 7.72586e-13, 6.46436e-26, 6.46436e-26, 6.46436e-26, 5.166e-10, 6.46436e-26, 6.46436e-26, 6.46436e-26, 3.26291e-07, 6.46436e-26, 1.17774e-07, 6.46436e-26, 6.46436e-26, 6.46436e-26
0.476576, 0, 6.71e-07, 2.31647e-25, 1.41421, -6.71e-07, 2.31647e-25, 0, 2.31647e-25, 2.31647e-25, 2.31647e-25, 2.31647e-25, 2.31647e-25, 2.31647e-25, 2.31647e-25, 2.5809e-12, 2.31647e-25, 2.31647e-25, 2.31647e-25, 7.10052e-10, 2.31647e-25, 2.31647e-25, 2.31647e-25, 5.09911e-07, 2.31647e-25, 1.60376e-07, 2.31647e-25, 2.31647e-25, 2.31647e-25
0.484432, 0, 1.01271e-06, 8.03436e-25, 1.41421, -1.01271e-06, 2.26965e-11, 0, 2.473e-15, 2.92152e-11, 2.62608e-10, 9.85975e-12, 1.85461e-10, 2.95472e-11, 1.65275e-11, 4.1913e-11, 1.91764e-10, 2.03382e-11, 2.75241e-10, 9.70933e-10, 1.06909e-11, 4.56785e-13, 7.54791e-14, 7.93559e-07, 5.24776e-16, 2.17078e-07, 8.03436e-25, 8.03436e-25, 3.33854e-12
0.492288, 0, 1.52632e-06, 5.13348e-11, 1.41421, -1.52632e-06, 1.26833e-10, 5.13348e-11, 5.1343e-11, 1.48517e-10, 9.24878e-10, 8.41324e-11, 6.68256e-10, 1.49621e-10, 1.06312e-10, 1.84297e-10, 6.89223e-10, 1.18988e-10, 9.66901e-10, 1.37229e-09, 8.68971e-11, 5.28542e-11, 5.2113e-11, 1.22928e-06, 5.13365e-11, 2.92117e-07, 5.13348e-11, 5.13348e-11, 6.24402e-11
0.500145, 0, 2.29624e-06, 1.68103e-10, 1.41421, -2.29624e-06, 3.63121e-10, 1.68103e-10, 1.68124e-10, 4.19133e-10, 2.42454e-09, 2.52822e-10, 1.76167e-09, 4.21985e-10, 3.10114e-10, 5.06261e-10, 1.81583e-09, 3.42857e-10, 2.53309e-09, 1.95635e-09, 2.59964e-10, 1.72028e-10, 1.71293e-10, 1.89438e-06, 1.68107e-10, 3.90814e-07, 1.68103e-10, 1.68103e-10, 1.96789e-10
0.508001, 0, 3.44699e-06, 4.27839e-10, 1.41421, -3.44699e-06, 8.86919e-10, 4.27839e-10, 4.27889e-10, 1.01877e-09, 5.73959e-09, 6.27272e-10, 4.17915e-09, 1.02549e-09, 7.62139e-10, 1.21751e-09, 4.30664e-09, 8.39218e-10, 5.99512e-09, 2.83689e-09, 6.44083e-10, 4.37079e-10, 4.3695e-10, 2.90282e-06, 4.2785e-10, 5.19988e-07, 4.27839e-10, 4.27839e-10, 4.95368e-10
0.515858, 0, 5.16106e-06, 9.97537e-10, 1.41421, -5.16106e-06, 2.02675e-09, 9.97537e-10, 9.97649e-10, 2.32236e-09, 1.2906e-08, 1.44465e-09, 9.40763e-09, 2.33741e-09, 1.74701e-09, 2.75837e-09, 9.69347e-09, 1.91981e-09, 1.34789e-08, 4.2273e-09, 1.48234e-09, 1.01825e-09, 1.02031e-09, 4.42089e-06, 9.97561e-10, 6.88195e-07, 9.97537e-10, 9.97537e-10, 1.14893e-09
0.523714, 0, 7.70532e-06, 2.22344e-09, 1.41421, -7.70532e-06, 4.45644e-09, 2.22344e-09, 2.22368e-09, 5.09778e-09, 2.80602e-08, 3.19349e-09, 2.04701e-08, 5.13045e-09, 3.8495e-09, 6.02635e-09, 2.10903e-08, 4.22442e-09, 2.93031e-08, 6.53296e-09, 3.27526e-09, 2.26838e-09, 2.2765e-09, 6.68894e-06, 2.22349e-09, 9.06369e-07, 2.22344e-09, 2.22344e-09, 2.5519e-09
0.531571, 0, 1.14825e-05, 4.80546e-09, 1.41421, -1.14825e-05, 9.52472e-09, 4.80546e-09, 4.80598e-09, 1.08802e-08, 5.94093e-08, 6.85559e-09, 4.33682e-08, 1.09492e-08, 8.24201e-09, 1.31715e-08, 4.46789e-08, 9.03436e-09, 6.20361e-08, 1.05287e-08, 7.02841e-09, 4.90044e-09, 4.92373e-09, 1.00646e-05, 4.80557e-09, 1.18856e-06, 4.80546e-09, 4.80546e-09, 5.49964e-09
0.539427, 0, 1.7047e-05, 1.01254e-08, 1.41421, -1.7047e-05, 1.98686e-08, 1.01254e-08, 1.01264e-08, 2.26669e-08, 1.22858e-07, 1.4358e-08, 8.97405e-08, 2.28095e-08, 1.72203e-08, 2.81472e-08, 9.24464e-08, 1.88562e-08, 1.28281e-07, 1.76908e-08, 1.47148e-08, 1.03215e-08, 1.03805e-08, 1.50241e-05, 1.01256e-08, 1.55311e-06, 1.01254e-08, 1.01254e-08, 1.15585e-08
0.547283, 0, 2.52424e-05, 2.08484e-08, 1.41421, -2.52424e-05, 4.05252e-08, 2.08484e-08, 2.08505e-08, 4.61765e-08, 2.48517e-07, 2.93963e-08, 1.81634e-07, 4.64644e-08, 3.51769e-08, 6.63261e-08, 1.87099e-07, 3.84806e-08, 2.59469e-07, 3.08029e-08, 3.01169e-08, 2.12444e-08, 2.13843e-08, 2.22657e-05, 2.08489e-08, 2.02457e-06, 2.08484e-08, 2.08484e-08, 2.37428e-08
0.55514, 0, 3.72799e-05, 4.1996e-08, 1.41421, -3.72799e-05, 8.08935e-08, 4.1996e-08, 4.20002e-08, 9.20653e-08, 4.92056e-07, 5.88937e-08, 3.59841e-07, 9.26343e-08, 7.0321e-08, 1.44328e-07, 3.70644e-07, 7.68517e-08, 5.13707e-07, 5.50342e-08, 6.03181e-08, 4.27788e-08, 4.30954e-08, 3.27559e-05, 4.19969e-08, 2.63669e-06, 4.1996e-08, 4.1996e-08, 4.77176e-08
0.562996, 0, 5.49347e-05, 8.28073e-08, 1.41421, -5.49347e-05, 1.58103e-07, 8.28073e-08, 8.28155e-08, 1.79729e-07, 9.5401e-07, 1.15517e-07, 6.98075e-07, 1.8083e-07, 1.37637e-07, 3.00882e-07, 7.18987e-07, 1.50279e-07, 9.95921e-07, 9.98079e-08, 1.18274e-07, 8.43227e-08, 8.50136e-08, 4.78338e-05, 8.2809e-08, 3.43743e-06, 8.28073e-08, 8.28073e-08, 9.38829e-08
0.570853, 0, 8.08078e-05, 1.59884e-07, 1.41421, -8.08078e-05, 3.02644e-07, 1.59884e-07, 1.599e-07, 3.43646e-07, 1.81167e-06, 2.21901e-07, 1.32642e-06, 3.45734e-07, 2.63841e-07, 6.09064e-07, 1.36607e-06, 2.8781e-07, 1.89113e-06, 1.81953e-07, 2.27129e-07, 1.62757e-07, 1.6422e-07, 6.93421e-05, 1.59888e-07, 4.49686e-06, 1.59884e-07, 1.59884e-07, 1.80883e-07
