   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_823.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00364242, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00421937, 0, 1.12236e-16, 0, 1.41421, -1.12236e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2242e-18, 0, 0, 5.67046e-19, 0, 7.63544e-20, 0, 1.10368e-16, 0, 0
0.0120812, 0, 1.93696e-16, 0, 1.41421, -1.93696e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1125e-18, 0, 0, 9.94662e-19, 0, 1.3509e-19, 0, 1.90453e-16, 0, 0
0.0199429, 0, 3.32159e-16, 0, 1.41421, -3.32159e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62225e-18, 0, 0, 1.734e-18, 0, 2.37605e-19, 0, 3.26565e-16, 0, 0
0.0278047, 0, 5.66041e-16, 0, 1.41421, -5.66041e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1721e-18, 0, 0, 3.00457e-18, 0, 4.1551e-19, 0, 5.56449e-16, 0, 0
0.0356665, 0, 9.58659e-16, 0, 1.41421, -9.58659e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04521e-17, 0, 0, 5.17508e-18, 0, 7.2252e-19, 0, 9.42309e-16, 0, 0
0.0435283, 0, 1.61372e-15, 0, 1.41421, -1.61372e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7592e-17, 0, 0, 8.86113e-18, 0, 1.2494e-18, 0, 1.58602e-15, 0, 0
0.0513901, 0, 2.70007e-15, 0, 1.41421, -2.70007e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94315e-17, 0, 0, 1.50847e-17, 0, 2.14875e-18, 0, 2.65341e-15, 0, 0
0.0592519, 0, 4.4909e-15, 0, 1.41421, -4.4909e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8946e-17, 0, 0, 2.55325e-17, 0, 3.67565e-18, 0, 4.41275e-15, 0, 0
0.0671137, 0, 7.455e-15, 0, 1.41421, -7.455e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.12399e-17, 0, 0, 4.3235e-17, 0, 6.30501e-18, 0, 7.32422e-15, 0, 0
0.0749754, 0, 1.22496e-14, 0, 1.41421, -1.22496e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33471e-16, 0, 0, 7.23199e-17, 0, 1.06659e-17, 0, 1.20332e-14, 0, 0
0.0828372, 0, 2.00127e-14, 0, 1.41421, -2.00127e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18028e-16, 0, 0, 1.20312e-16, 0, 1.79515e-17, 0, 1.96564e-14, 0, 0
0.090699, 0, 3.25101e-14, 0, 1.41421, -3.25101e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54133e-16, 0, 0, 1.99077e-16, 0, 3.00625e-17, 0, 3.19269e-14, 0, 0
0.0985608, 0, 5.25147e-14, 0, 1.41421, -5.25147e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.71962e-16, 0, 0, 3.27656e-16, 0, 5.00949e-17, 0, 5.1565e-14, 0, 0
