   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_420.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00405794, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00380625, 0, 3.0979e-21, 0, 1.41421, -3.0979e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97204e-26, 0, 7.82471e-22, 0, 2.31537e-21, 0, 0
0.0116704, 0, 6.87015e-21, 0, 1.41421, -6.87015e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34153e-25, 0, 1.75706e-21, 0, 5.11295e-21, 0, 0
0.0195346, 0, 1.50248e-20, 0, 1.41421, -1.50248e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97185e-25, 0, 3.88969e-21, 0, 1.11349e-20, 0, 0
0.0273988, 0, 3.24268e-20, 0, 1.41421, -3.24268e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49699e-25, 0, 8.49552e-21, 0, 2.39307e-20, 0, 0
0.035263, 0, 6.91066e-20, 0, 1.41421, -6.91066e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40258e-24, 0, 1.83194e-20, 0, 5.07858e-20, 0, 0
0.0431272, 0, 1.4551e-19, 0, 1.41421, -1.4551e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99166e-24, 0, 3.90249e-20, 0, 1.06482e-19, 0, 0
0.0509914, 0, 3.02859e-19, 0, 1.41421, -3.02859e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.30788e-24, 0, 8.21704e-20, 0, 2.20682e-19, 0, 0
0.0588556, 0, 6.23384e-19, 0, 1.41421, -6.23384e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31533e-23, 0, 1.71099e-19, 0, 4.52272e-19, 0, 0
0.0667198, 0, 1.26943e-18, 0, 1.41421, -1.26943e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71356e-23, 0, 3.52472e-19, 0, 9.16933e-19, 0, 0
0.074584, 0, 2.55834e-18, 0, 1.41421, -2.55834e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54053e-23, 0, 7.1865e-19, 0, 1.83963e-18, 0, 0
0.0824482, 0, 5.10434e-18, 0, 1.41421, -5.10434e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11998e-22, 0, 1.45071e-18, 0, 3.65352e-18, 0, 0
0.0903124, 0, 1.00852e-17, 0, 1.41421, -1.00852e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24204e-22, 0, 2.90039e-18, 0, 7.18459e-18, 0, 0
0.0981766, 0, 1.97382e-17, 0, 1.41421, -1.97382e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44594e-22, 0, 5.74475e-18, 0, 1.3993e-17, 0, 0
0.106041, 0, 3.82749e-17, 0, 1.41421, -3.82749e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.73525e-22, 0, 1.12756e-17, 0, 2.69984e-17, 0, 0
0.113905, 0, 7.35532e-17, 0, 1.41421, -7.35532e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70088e-21, 0, 2.1937e-17, 0, 5.16145e-17, 0, 0
0.121769, 0, 1.40106e-16, 0, 1.41421, -1.40106e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2828e-21, 0, 4.2313e-17, 0, 9.77893e-17, 0, 0
0.129633, 0, 2.64582e-16, 0, 1.41421, -2.64582e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28154e-21, 0, 8.0933e-17, 0, 1.83643e-16, 0, 0
0.137498, 0, 4.95436e-16, 0, 1.41421, -4.95436e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19182e-20, 0, 1.53538e-16, 0, 3.41887e-16, 0, 0
0.145362, 0, 9.20042e-16, 0, 1.41421, -9.20042e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24253e-20, 0, 2.88949e-16, 0, 6.3107e-16, 0, 0
0.153226, 0, 1.69467e-15, 0, 1.41421, -1.69467e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18521e-20, 0, 5.39534e-16, 0, 1.1551e-15, 0, 0
0.16109, 0, 3.09657e-15, 0, 1.41421, -3.09657e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74816e-20, 0, 9.99716e-16, 0, 2.09678e-15, 0, 0
0.168954, 0, 5.61374e-15, 0, 1.41421, -5.61374e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4231e-19, 0, 1.83849e-15, 0, 3.77512e-15, 0, 0
0.176818, 0, 1.00983e-14, 0, 1.41421, -1.00983e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59345e-19, 0, 3.35606e-15, 0, 6.74203e-15, 0, 0
0.184683, 0, 1.80271e-14, 0, 1.41421, -1.80271e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69022e-19, 0, 6.08199e-15, 0, 1.19447e-14, 0, 0
0.192547, 0, 3.19396e-14, 0, 1.41421, -3.19396e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41828e-19, 0, 1.09437e-14, 0, 2.09951e-14, 0, 0
0.200411, 0, 5.61703e-14, 0, 1.41421, -5.61703e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49975e-18, 0, 1.9554e-14, 0, 3.66148e-14, 0, 0
0.208275, 0, 9.80617e-14, 0, 1.41421, -9.80617e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65233e-18, 0, 3.46987e-14, 0, 6.33603e-14, 0, 0
0.216139, 0, 1.69963e-13, 0, 1.41421, -1.69963e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65693e-18, 0, 6.11569e-14, 0, 1.08801e-13, 0, 0
0.224004, 0, 2.92488e-13, 0, 1.41421, -2.92488e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11871e-18, 0, 1.07073e-13, 0, 1.85407e-13, 0, 0
0.231868, 0, 4.99833e-13, 0, 1.41421, -4.99833e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40555e-17, 0, 1.86256e-13, 0, 3.13563e-13, 0, 0
0.239732, 0, 8.4975e-13, 0, 1.41421, -8.4975e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42267e-17, 0, 3.22846e-13, 0, 5.2688e-13, 0, 0
0.247596, 0, 1.43212e-12, 0, 1.41421, -1.43212e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13733e-17, 0, 5.54429e-13, 0, 8.77651e-13, 0, 0
0.25546, 0, 2.39757e-12, 0, 1.41421, -2.39757e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02004e-17, 0, 9.46354e-13, 0, 1.45115e-12, 0, 0
0.263325, 0, 3.98764e-12, 0, 1.41421, -3.98764e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18369e-16, 0, 1.60576e-12, 0, 2.38175e-12, 0, 0
0.271189, 0, 6.58974e-12, 0, 1.41421, -6.58974e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98382e-16, 0, 2.70895e-12, 0, 3.88059e-12, 0, 0
0.279053, 0, 1.08215e-11, 0, 1.41421, -1.08215e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30546e-16, 0, 4.5445e-12, 0, 6.27665e-12, 0, 0
0.286917, 0, 1.7662e-11, 0, 1.41421, -1.7662e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47707e-16, 0, 7.58265e-12, 0, 1.00788e-11, 0, 0
0.294781, 0, 2.86547e-11, 0, 1.41421, -2.86547e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.02768e-16, 0, 1.25863e-11, 0, 1.60675e-11, 0, 0
0.302646, 0, 4.62208e-11, 3.11088e-43, 1.41421, -4.62208e-11, 3.11088e-43, 0, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 3.11088e-43, 1.48067e-15, 3.11088e-43, 2.0788e-11, 3.11088e-43, 2.54313e-11, 3.11088e-43, 3.11088e-43
0.31051, 0, 7.41402e-11, 5.2829e-42, 1.41421, -7.41402e-11, 5.2829e-42, 0, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 5.2829e-42, 2.41741e-15, 5.2829e-42, 3.41727e-11, 5.2829e-42, 3.99651e-11, 5.2829e-42, 5.2829e-42
0.318374, 0, 1.1829e-10, 7.43543e-41, 1.41421, -1.1829e-10, 7.43543e-41, 0, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 7.43543e-41, 3.93034e-15, 7.43543e-41, 5.59263e-11, 7.43543e-41, 6.23594e-11, 7.43543e-41, 7.43543e-41
0.326238, 0, 1.87771e-10, 9.29422e-40, 1.41421, -1.87771e-10, 9.29422e-40, 0, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 9.29422e-40, 6.36619e-15, 9.29422e-40, 9.11486e-11, 9.29422e-40, 9.66156e-11, 9.29422e-40, 9.29422e-40
0.334102, 0, 2.96633e-10, 1.04001e-38, 1.41421, -2.96633e-10, 1.04001e-38, 0, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.04001e-38, 1.02777e-14, 1.04001e-38, 1.47984e-10, 1.04001e-38, 1.48638e-10, 1.04001e-38, 1.04001e-38
0.341967, 0, 4.66508e-10, 1.05298e-37, 1.41421, -4.66508e-10, 1.05298e-37, 0, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.05298e-37, 1.65457e-14, 1.05298e-37, 2.39418e-10, 1.05298e-37, 2.27073e-10, 1.05298e-37, 1.05298e-37
0.349831, 0, 7.30629e-10, 9.69182e-37, 1.41421, -7.30629e-10, 9.69182e-37, 0, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 9.69182e-37, 2.65737e-14, 9.69182e-37, 3.86118e-10, 9.69182e-37, 3.44485e-10, 9.69182e-37, 9.69182e-37
