   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_860.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
14.3316, 6, 0.128579, 0.128579, 2.82843, 5.87142, 0, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579, 0.128579
14.3396, 5, 0.127264, 0.127264, 2.64575, 4.87274, 0, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264, 0.127264
14.3476, 10, 0.125906, 0.125906, 3.4641, 9.87409, 0, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906, 0.125906
14.3555, 7, 0.124506, 0.124506, 3, 6.87549, 0, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506, 0.124506
14.3635, 4, 0.123077, 0.123077, 2.44949, 3.87692, 0, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077, 0.123077
14.3715, 6, 0.121631, 0.121631, 2.82843, 5.87837, 0, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631, 0.121631
14.3794, 6, 0.120181, 0.120181, 2.82843, 5.87982, 0, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181, 0.120181
14.3874, 5, 0.118739, 0.118739, 2.64575, 4.88126, 0, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739, 0.118739
14.3954, 4, 0.117348, 0.117348, 2.44949, 3.88265, 0, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348, 0.117348
14.4033, 6, 0.115935, 0.115935, 2.82843, 5.88407, 0, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935, 0.115935
14.4113, 2, 0.114508, 0.114508, 2, 1.88549, 0, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508, 0.114508
14.4193, 1, 0.11308, 0.11308, 1.73205, 0.88692, 0, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308, 0.11308
14.4272, 3, 0.111605, 0.111605, 2.23607, 2.88839, 0, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605, 0.111605
14.4352, 3, 0.110087, 0.110087, 2.23607, 2.88991, 0, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087, 0.110087
14.4432, 1, 0.108538, 0.108538, 1.73205, 0.891462, 0, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538, 0.108538
14.4511, 4, 0.10697, 0.10697, 2.44949, 3.89303, 0, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697, 0.10697
14.4591, 2, 0.105399, 0.105399, 2, 1.8946, 0, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399, 0.105399
14.4671, 2, 0.10384, 0.10384, 2, 1.89616, 0, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384, 0.10384
14.475, 2, 0.102375, 0.102375, 2, 1.89762, 0, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375, 0.102375
14.483, 2, 0.100876, 0.100876, 2, 1.89912, 0, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876, 0.100876
14.491, 1, 0.099352, 0.099352, 1.73205, 0.900648, 0, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352, 0.099352
14.4989, 0, 0.0978224, 0.0978224, 1.41421, -0.0978224, 0, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224, 0.0978224
14.5069, 2, 0.0962778, 0.0962778, 2, 1.90372, 0, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778, 0.0962778
14.5149, 1, 0.0947005, 0.0947005, 1.73205, 0.905299, 0, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005, 0.0947005
14.5228, 0, 0.0930885, 0.0930885, 1.41421, -0.0930885, 0, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885, 0.0930885
14.5308, 0, 0.091454, 0.091454, 1.41421, -0.091454, 0, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454, 0.091454
14.5388, 1, 0.089816, 0.089816, 1.73205, 0.910184, 0, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816, 0.089816
14.5467, 0, 0.0881928, 0.0881928, 1.41421, -0.0881928, 0, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928, 0.0881928
14.5547, 0, 0.0866952, 0.0866952, 1.41421, -0.0866952, 0, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952, 0.0866952
14.5627, 0, 0.0851545, 0.0851545, 1.41421, -0.0851545, 0, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545, 0.0851545
14.5707, 0, 0.0835824, 0.0835824, 1.41421, -0.0835824, 0, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824, 0.0835824
14.5786, 1, 0.0820026, 0.0820026, 1.73205, 0.917997, 0, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026, 0.0820026
14.5866, 0, 0.0804379, 0.0804379, 1.41421, -0.0804379, 0, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379, 0.0804379
14.5946, 0, 0.0788554, 0.0788554, 1.41421, -0.0788554, 0, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554, 0.0788554
14.6025, 0, 0.0772355, 0.0772355, 1.41421, -0.0772355, 0, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355, 0.0772355
14.6105, 1, 0.0755891, 0.0755891, 1.73205, 0.924411, 0, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891, 0.0755891
14.6185, 0, 0.0739389, 0.0739389, 1.41421, -0.0739389, 0, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389, 0.0739389
14.6264, 0, 0.072307, 0.072307, 1.41421, -0.072307, 0, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307, 0.072307
14.6344, 0, 0.0708297, 0.0708297, 1.41421, -0.0708297, 0, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297, 0.0708297
14.6424, 0, 0.0693021, 0.0693021, 1.41421, -0.0693021, 0, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021, 0.0693021
14.6503, 0, 0.0677374, 0.0677374, 1.41421, -0.0677374, 0, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374, 0.0677374
14.6583, 1, 0.0661641, 0.0661641, 1.73205, 0.933836, 0, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641, 0.0661641
14.6663, 0, 0.0646093, 0.0646093, 1.41421, -0.0646093, 0, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093, 0.0646093
14.6742, 0, 0.0630912, 0.0630912, 1.41421, -0.0630912, 0, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912, 0.0630912
14.6822, 0, 0.0615283, 0.0615283, 1.41421, -0.0615283, 0, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283, 0.0615283
14.6902, 0, 0.0599332, 0.0599332, 1.41421, -0.0599332, 0, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332, 0.0599332
14.6981, 1, 0.0583334, 0.0583334, 1.73205, 0.941667, 0, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334, 0.0583334
14.7061, 1, 0.0567552, 0.0567552, 1.73205, 0.943245, 0, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552, 0.0567552
14.7141, 0, 0.0553529, 0.0553529, 1.41421, -0.0553529, 0, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529, 0.0553529
14.722, 0, 0.0538959, 0.0538959, 1.41421, -0.0538959, 0, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959, 0.0538959
14.73, 0, 0.0523988, 0.0523988, 1.41421, -0.0523988, 0, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988, 0.0523988
14.738, 1, 0.0508934, 0.0508934, 1.73205, 0.949107, 0, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934, 0.0508934
14.7459, 0, 0.0494099, 0.0494099, 1.41421, -0.0494099, 0, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099, 0.0494099
14.7539, 0, 0.048011, 0.048011, 1.41421, -0.048011, 0, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011, 0.048011
14.7619, 1, 0.0465632, 0.0465632, 1.73205, 0.953437, 0, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632, 0.0465632
14.7698, 0, 0.0450803, 0.0450803, 1.41421, -0.0450803, 0, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803, 0.0450803
14.7778, 0, 0.0435932, 0.0435932, 1.41421, -0.0435932, 0, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932, 0.0435932
14.7858, 0, 0.042131, 0.042131, 1.41421, -0.042131, 0, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131, 0.042131
14.7937, 1, 0.0408565, 0.0408565, 1.73205, 0.959144, 0, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565, 0.0408565
14.8017, 0, 0.039527, 0.039527, 1.41421, -0.039527, 0, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527, 0.039527
14.8097, 0, 0.0381577, 0.0381577, 1.41421, -0.0381577, 0, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577, 0.0381577
14.8176, 0, 0.0367822, 0.0367822, 1.41421, -0.0367822, 0, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822, 0.0367822
14.8256, 1, 0.0354319, 0.0354319, 1.73205, 0.964568, 0, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319, 0.0354319
14.8336, 2, 0.034202, 0.034202, 2, 1.9658, 0, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202, 0.034202
14.8415, 0, 0.0329234, 0.0329234, 1.41421, -0.0329234, 0, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234, 0.0329234
14.8495, 0, 0.0316107, 0.0316107, 1.41421, -0.0316107, 0, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107, 0.0316107
14.8575, 0, 0.0302959, 0.0302959, 1.41421, -0.0302959, 0, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959, 0.0302959
14.8654, 0, 0.0290091, 0.0290091, 1.41421, -0.0290091, 0, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091, 0.0290091
14.8734, 0, 0.02791, 0.02791, 1.41421, -0.02791, 0, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791, 0.02791
14.8814, 0, 0.0267602, 0.0267602, 1.41421, -0.0267602, 0, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602, 0.0267602
14.8893, 1, 0.025575, 0.025575, 1.73205, 0.974425, 0, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575, 0.025575
14.8973, 0, 0.0243874, 0.0243874, 1.41421, -0.0243874, 0, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874, 0.0243874
14.9053, 1, 0.0232281, 0.0232281, 1.73205, 0.976772, 0, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281, 0.0232281
14.9132, 0, 0.022209, 0.022209, 1.41421, -0.022209, 0, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209, 0.022209
14.9212, 0, 0.0211464, 0.0211464, 1.41421, -0.0211464, 0, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464, 0.0211464
14.9292, 0, 0.0200549, 0.0200549, 1.41421, -0.0200549, 0, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549, 0.0200549
14.9371, 1, 0.0189654, 0.0189654, 1.73205, 0.981035, 0, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654, 0.0189654
14.9451, 1, 0.0179064, 0.0179064, 1.73205, 0.982094, 0, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064, 0.0179064
14.9531, 0, 0.0170219, 0.0170219, 1.41421, -0.0170219, 0, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219, 0.0170219
14.961, 0, 0.0160961, 0.0160961, 1.41421, -0.0160961, 0, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961, 0.0160961
14.969, 1, 0.0151435, 0.0151435, 1.73205, 0.984856, 0, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435, 0.0151435
14.977, 0, 0.0141944, 0.0141944, 1.41421, -0.0141944, 0, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944, 0.0141944
14.9849, 0, 0.0132761, 0.0132761, 1.41421, -0.0132761, 0, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761, 0.0132761
14.9929, 0, 0.0124988, 0.0124988, 1.41421, -0.0124988, 0, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988, 0.0124988
15.0009, 0, 0.0116887, 0.0116887, 1.41421, -0.0116887, 0, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887, 0.0116887
15.0088, 0, 0.0108592, 0.0108592, 1.41421, -0.0108592, 0, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592, 0.0108592
15.0168, 0, 0.0100379, 0.0100379, 1.41421, -0.0100379, 0, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379, 0.0100379
15.0248, 0, 0.00924886, 0.00924886, 1.41421, -0.00924886, 0, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886, 0.00924886
