   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_860.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
1.62385, 48, 16.3421, 0.123959, 7.07107, 31.6579, 0.000733618, 0.123961, 0.124766, 0.12396, 0.12481, 0.137073, 0.180605, 0.126705, 0.130713, 15.8787, 0.158844, 0.459046, 0.123959, 0.123959, 0.123959, 0.123959, 0.134119, 0.123959, 0.126272
1.63181, 43, 21.7366, 0.1337, 6.7082, 21.2634, 0.000667179, 0.133702, 0.134503, 0.133702, 0.134548, 0.146767, 0.190153, 0.13644, 0.140963, 21.3808, 0.163487, 0.36613, 0.1337, 0.1337, 0.1337, 0.1337, 0.143778, 0.1337, 0.136004
1.63978, 64, 28.5979, 0.144061, 8.12404, 35.4021, 0.000603703, 0.144063, 0.144859, 0.144062, 0.144904, 0.157066, 0.20027, 0.146793, 0.151852, 28.3201, 0.16945, 0.30273, 0.144061, 0.144061, 0.144061, 0.144061, 0.154045, 0.144061, 0.146353
1.64775, 59, 37.0499, 0.155062, 7.81025, 21.9501, 0.000543638, 0.155064, 0.155854, 0.155063, 0.155899, 0.16799, 0.210962, 0.157786, 0.163399, 36.828, 0.176657, 0.261751, 0.155062, 0.155062, 0.155062, 0.155062, 0.164938, 0.155062, 0.157338
1.65571, 56, 47.138, 0.166722, 7.61577, 8.86196, 0.000487306, 0.166724, 0.167506, 0.166723, 0.167553, 0.179555, 0.222237, 0.169439, 0.175621, 46.9554, 0.18505, 0.237441, 0.166722, 0.166722, 0.166722, 0.166722, 0.176473, 0.166722, 0.16898
1.66368, 66, 58.7987, 0.179059, 8.24621, 7.20125, 0.000434915, 0.179061, 0.179834, 0.17906, 0.179881, 0.191773, 0.234097, 0.181769, 0.188536, 58.6436, 0.194578, 0.225305, 0.179059, 0.179059, 0.179059, 0.179059, 0.188665, 0.179059, 0.181294
1.67165, 86, 71.8348, 0.192086, 9.38083, 14.1652, 0.00038656, 0.192088, 0.19285, 0.192088, 0.192898, 0.204658, 0.24655, 0.19479, 0.202155, 71.6988, 0.205202, 0.22194, 0.192086, 0.192086, 0.192086, 0.192086, 0.201526, 0.192086, 0.194293
1.67962, 65, 85.9015, 0.205814, 8.18535, -20.9015, 0.000342238, 0.205816, 0.206564, 0.205815, 0.206614, 0.218217, 0.259598, 0.208515, 0.216488, 85.7789, 0.216884, 0.224848, 0.205814, 0.205814, 0.205814, 0.205814, 0.215064, 0.205814, 0.207988
1.68758, 116, 100.505, 0.220244, 10.8628, 15.4948, 0.00030187, 0.220245, 0.220978, 0.220245, 0.22103, 0.232453, 0.273246, 0.222947, 0.231536, 100.392, 0.229582, 0.232232, 0.220244, 0.220244, 0.220244, 0.220244, 0.229282, 0.220244, 0.222379
1.69555, 105, 115.025, 0.23537, 10.3441, -10.0252, 0.000265312, 0.235372, 0.236088, 0.235372, 0.236141, 0.247362, 0.287495, 0.238085, 0.247294, 114.919, 0.243253, 0.242831, 0.23537, 0.23537, 0.23537, 0.23537, 0.244177, 0.23537, 0.237463
1.70352, 104, 128.751, 0.251177, 10.2956, -24.7505, 0.000232372, 0.251179, 0.251876, 0.251178, 0.251931, 0.262932, 0.30234, 0.253913, 0.263743, 128.649, 0.257845, 0.255763, 0.251177, 0.251177, 0.251177, 0.251177, 0.259734, 0.251177, 0.253221
1.71149, 118, 140.936, 0.267632, 10.9545, -22.9356, 0.000202827, 0.267633, 0.268312, 0.267633, 0.268368, 0.279136, 0.317773, 0.270405, 0.280853, 140.838, 0.273294, 0.270415, 0.267632, 0.267632, 0.267632, 0.267632, 0.275925, 0.267632, 0.269625
1.71945, 136, 150.868, 0.284685, 11.7473, -14.8676, 0.000176438, 0.284686, 0.285346, 0.284686, 0.285404, 0.295932, 0.333772, 0.287516, 0.298575, 150.773, 0.28952, 0.286353, 0.284685, 0.284685, 0.284685, 0.284685, 0.292707, 0.284685, 0.286625
1.72742, 127, 157.936, 0.302269, 11.3578, -30.9362, 0.000152954, 0.30227, 0.302911, 0.30227, 0.30297, 0.313261, 0.350302, 0.305181, 0.316841, 157.844, 0.306426, 0.303254, 0.302269, 0.302269, 0.302269, 0.302269, 0.310015, 0.302269, 0.304154
1.73539, 128, 161.696, 0.320291, 11.4018, -33.6962, 0.00013213, 0.320292, 0.320917, 0.320292, 0.320976, 0.331042, 0.367311, 0.323313, 0.33556, 161.605, 0.323897, 0.320864, 0.320291, 0.320291, 0.320291, 0.320291, 0.327766, 0.320291, 0.322122
1.74335, 133, 161.917, 0.338639, 11.6189, -28.9166, 0.000113725, 0.33864, 0.339251, 0.33864, 0.339309, 0.349173, 0.384726, 0.341804, 0.354622, 161.827, 0.341797, 0.338968, 0.338639, 0.338639, 0.338639, 0.338639, 0.345853, 0.338639, 0.340419
1.75132, 125, 158.605, 0.357179, 11.2694, -33.6047, 9.7511e-05, 0.35718, 0.357781, 0.35718, 0.357838, 0.36753, 0.402456, 0.360525, 0.373896, 158.516, 0.359974, 0.357365, 0.357179, 0.357179, 0.357179, 0.357179, 0.364148, 0.357179, 0.358911
1.75929, 136, 152.005, 0.375762, 11.7473, -16.0045, 8.32745e-05, 0.375763, 0.376359, 0.375763, 0.376413, 0.385976, 0.420388, 0.379329, 0.393239, 151.916, 0.378261, 0.375865, 0.375762, 0.375762, 0.375762, 0.375762, 0.382509, 0.375762, 0.377452
1.76726, 127, 142.569, 0.394229, 11.3578, -15.5688, 7.0817e-05, 0.39423, 0.394827, 0.39423, 0.394876, 0.404359, 0.438397, 0.398061, 0.412502, 142.481, 0.396486, 0.394285, 0.394229, 0.394229, 0.394229, 0.394229, 0.400781, 0.394229, 0.395883
1.77522, 113, 130.908, 0.412424, 10.7238, -17.9076, 5.99551e-05, 0.412425, 0.413029, 0.412425, 0.413072, 0.422532, 0.456351, 0.416567, 0.431548, 130.819, 0.41448, 0.412454, 0.412424, 0.412424, 0.412424, 0.412424, 0.418813, 0.412424, 0.41405
1.78319, 119.622, 117.725, 0.430202, 11.0282, 1.89655, 5.05215e-05, 0.430203, 0.430822, 0.430203, 0.430856, 0.440353, 0.474122, 0.434702, 0.450265, 117.636, 0.432089, 0.430217, 0.430202, 0.430202, 0.430202, 0.430202, 0.436461, 0.430202, 0.431808
1.79116, 107.378, 103.75, 0.447446, 10.4584, 3.62855, 4.2362e-05, 0.447448, 0.448088, 0.447448, 0.448112, 0.457707, 0.491598, 0.452351, 0.468593, 103.658, 0.449189, 0.447455, 0.447446, 0.447446, 0.447446, 0.447446, 0.453611, 0.447446, 0.449042
1.79913, 122, 89.6666, 0.464082, 11.1355, 32.3334, 3.53361e-05, 0.464084, 0.464753, 0.464083, 0.464765, 0.474518, 0.508699, 0.469438, 0.486551, 89.573, 0.465698, 0.464086, 0.464082, 0.464082, 0.464082, 0.464082, 0.470187, 0.464082, 0.465675
1.80709, 104, 76.0691, 0.480085, 10.2956, 27.9309, 2.93155e-05, 0.480087, 0.48079, 0.480086, 0.480789, 0.490755, 0.525382, 0.485937, 0.504272, 75.9725, 0.481587, 0.480087, 0.480085, 0.480085, 0.480085, 0.480085, 0.486162, 0.480085, 0.481682
1.81506, 119, 63.4206, 0.49549, 11, 55.5794, 2.41827e-05, 0.495492, 0.496237, 0.495492, 0.49622, 0.506448, 0.541658, 0.501883, 0.522044, 63.32, 0.496889, 0.495491, 0.49549, 0.49549, 0.49549, 0.49549, 0.501571, 0.49549, 0.497099
1.82303, 89, 52.0387, 0.5104, 9.53939, 36.9613, 1.98306e-05, 0.510402, 0.511191, 0.510401, 0.511159, 0.521689, 0.557594, 0.517375, 0.540356, 51.9327, 0.511702, 0.510401, 0.5104, 0.5104, 0.5104, 0.5104, 0.516511, 0.5104, 0.512026
1.83099, 88, 42.0996, 0.524976, 9.48683, 45.9004, 1.61618e-05, 0.524978, 0.525816, 0.524977, 0.525766, 0.536627, 0.573312, 0.532573, 0.559952, 41.9864, 0.526186, 0.524976, 0.524976, 0.524976, 0.524976, 0.524976, 0.531139, 0.524976, 0.526623
1.83896, 74, 33.6517, 0.539435, 8.7178, 40.3483, 1.30877e-05, 0.539437, 0.540325, 0.539436, 0.540258, 0.551467, 0.588987, 0.54769, 0.581898, 33.5287, 0.540556, 0.539435, 0.539435, 0.539435, 0.539435, 0.539435, 0.545668, 0.539435, 0.541107
1.84693, 62, 26.6444, 0.554033, 8, 35.3556, 1.05284e-05, 0.554035, 0.554973, 0.554034, 0.554889, 0.566453, 0.60483, 0.56298, 0.607643, 26.5077, 0.555069, 0.554033, 0.554033, 0.554033, 0.554033, 0.554033, 0.56035, 0.554033, 0.555731
1.8549, 84, 20.9562, 0.56905, 9.27362, 63.0438, 8.41187e-06, 0.569054, 0.57004, 0.569052, 0.569939, 0.581853, 0.621083, 0.578723, 0.639086, 20.8007, 0.570005, 0.56905, 0.56905, 0.56905, 0.56905, 0.56905, 0.575461, 0.56905, 0.570777
1.86286, 63, 16.4255, 0.584772, 8.06226, 46.5745, 6.67357e-06, 0.584775, 0.585809, 0.584774, 0.585692, 0.597941, 0.637992, 0.595199, 0.678629, 16.2437, 0.585646, 0.584772, 0.584772, 0.584772, 0.584772, 0.584772, 0.591281, 0.584772, 0.586525
1.87083, 50, 12.875, 0.601467, 7.2111, 37.125, 5.25617e-06, 0.601471, 0.602548, 0.601469, 0.602417, 0.614979, 0.6558, 0.612676, 0.7292, 12.657, 0.602264, 0.601467, 0.601467, 0.601467, 0.601467, 0.601467, 0.608078, 0.601467, 0.603246
1.8788, 53, 10.1318, 0.619374, 7.4162, 42.8682, 4.10905e-06, 0.619378, 0.620494, 0.619376, 0.62035, 0.633197, 0.674719, 0.631391, 0.794227, 9.86441, 0.620097, 0.619374, 0.619374, 0.619374, 0.619374, 0.619374, 0.626085, 0.619374, 0.621176
1.88677, 44, 8.03975, 0.638685, 6.78233, 35.9602, 3.1878e-06, 0.638688, 0.63984, 0.638686, 0.639684, 0.652784, 0.69493, 0.651534, 0.877538, 7.70626, 0.639336, 0.638685, 0.638685, 0.638685, 0.638685, 0.638685, 0.645494, 0.638685, 0.640508
1.89473, 44.5882, 6.46611, 0.659541, 6.82555, 38.1221, 2.45381e-06, 0.659545, 0.660726, 0.659543, 0.660561, 0.673879, 0.716566, 0.673247, 0.983163, 6.04588, 0.660124, 0.659541, 0.659541, 0.659541, 0.659541, 0.659541, 0.666446, 0.659541, 0.661383
1.9027, 23.4118, 5.30305, 0.682029, 5.04101, 18.1088, 1.87375e-06, 0.682033, 0.68324, 0.682031, 0.683066, 0.696569, 0.739714, 0.696615, 1.11502, 4.77162, 0.682549, 0.682029, 0.682029, 0.682029, 0.682029, 0.682029, 0.689027, 0.682029, 0.683886
1.91067, 35, 4.46592, 0.706184, 6.08276, 30.5341, 1.41917e-06, 0.706188, 0.707416, 0.706186, 0.707235, 0.720891, 0.764414, 0.721671, 1.27651, 3.79547, 0.706643, 0.706184, 0.706184, 0.706184, 0.706184, 0.706184, 0.713273, 0.706184, 0.708054
1.91863, 29, 3.88933, 0.731996, 5.56776, 25.1107, 1.06591e-06, 0.732001, 0.733245, 0.731998, 0.733059, 0.746838, 0.790666, 0.748406, 1.46996, 3.04966, 0.7324, 0.731996, 0.731996, 0.731996, 0.731996, 0.731996, 0.739175, 0.731996, 0.733877
1.9266, 18, 3.52266, 0.759419, 4.47214, 14.4773, 7.93788e-07, 0.759423, 0.760681, 0.759421, 0.76049, 0.774367, 0.818435, 0.776772, 1.69609, 2.48282, 0.759771, 0.759419, 0.759419, 0.759419, 0.759419, 0.759419, 0.766687, 0.759419, 0.761308
1.93457, 10, 3.32552, 0.788382, 3.4641, 6.67448, 5.85989e-07, 0.788386, 0.789655, 0.788384, 0.78946, 0.803412, 0.847666, 0.806699, 1.95343, 2.05592, 0.788687, 0.788382, 0.788382, 0.788382, 0.788382, 0.788382, 0.795742, 0.788382, 0.790277
1.94254, 13, 3.26403, 0.818799, 3.87298, 9.73597, 4.28729e-07, 0.818803, 0.82008, 0.818801, 0.819882, 0.83389, 0.878284, 0.8381, 2.23789, 1.73907, 0.819062, 0.818799, 0.818799, 0.818799, 0.818799, 0.818799, 0.826257, 0.818799, 0.820699
1.9505, 11, 3.30806, 0.85058, 3.60555, 7.69194, 3.10793e-07, 0.850584, 0.851866, 0.850582, 0.851667, 0.865716, 0.910213, 0.870884, 2.54255, 1.50895, 0.850804, 0.85058, 0.85058, 0.85058, 0.85058, 0.85058, 0.858143, 0.85058, 0.852483
1.95847, 7.56891, 3.42944, 0.883633, 3.09337, 4.13947, 2.2317e-07, 0.883638, 0.884924, 0.883635, 0.884723, 0.898802, 0.943373, 0.904961, 2.85763, 1.34704, 0.883824, 0.883633, 0.883633, 0.883633, 0.883633, 0.883633, 0.891314, 0.883633, 0.88554
1.96644, 9.43109, 3.60114, 0.917878, 3.38099, 5.82995, 1.58685e-07, 0.917882, 0.919171, 0.91788, 0.91897, 0.93307, 0.977692, 0.940248, 3.17098, 1.23839, 0.918038, 0.917878, 0.917878, 0.917878, 0.917878, 0.917878, 0.925692, 0.917878, 0.919786
1.97441, 12, 3.79733, 0.953243, 3.74166, 8.20267, 1.11688e-07, 0.953248, 0.954538, 0.953245, 0.954337, 0.968451, 1.01311, 0.976675, 3.46884, 1.17083, 0.953377, 0.953243, 0.953243, 0.953243, 0.953243, 0.953243, 0.961212, 0.953243, 0.955153
1.98237, 2, 3.99391, 0.989668, 2, -1.99391, 7.77821e-08, 0.989672, 0.990964, 0.98967, 0.990762, 1.00489, 1.04957, 1.01418, 3.73685, 1.13453, 0.989779, 0.989668, 0.989668, 0.989668, 0.989668, 0.989668, 0.997816, 0.989668, 0.991578
1.99034, 3, 4.16943, 1.0271, 2.23607, -1.16943, 5.35755e-08, 1.02711, 1.0284, 1.0271, 1.0282, 1.04233, 1.08703, 1.05271, 3.96138, 1.12164, 1.02719, 1.0271, 1.0271, 1.0271, 1.0271, 1.0271, 1.03546, 1.0271, 1.02901
1.99831, 5, 4.30621, 1.06551, 2.64575, 0.693795, 3.64796e-08, 1.06552, 1.06681, 1.06552, 1.06661, 1.08074, 1.12545, 1.09224, 4.1309, 1.12594, 1.06559, 1.06551, 1.06551, 1.06551, 1.06551, 1.06551, 1.07412, 1.06551, 1.06743
2.00627, 3, 4.39119, 1.10487, 2.23607, -1.39119, 2.45429e-08, 1.10487, 1.10617, 1.10487, 1.10596, 1.1201, 1.16482, 1.13273, 4.23707, 1.14269, 1.10493, 1.10487, 1.10487, 1.10487, 1.10487, 1.10487, 1.11376, 1.10487, 1.10678
2.01424, 4, 4.4167, 1.14515, 2.44949, -0.416699, 1.63069e-08, 1.14515, 1.14645, 1.14515, 1.14624, 1.16038, 1.2051, 1.17416, 4.27574, 1.16832, 1.1452, 1.14515, 1.14515, 1.14515, 1.14515, 1.14515, 1.15437, 1.14515, 1.14706
2.02221, 3, 4.3806, 1.18633, 2.23607, -1.3806, 1.06947e-08, 1.18634, 1.18763, 1.18634, 1.18743, 1.20157, 1.24629, 1.21652, 4.24737, 1.20023, 1.18637, 1.18633, 1.18633, 1.18633, 1.18633, 1.18633, 1.19594, 1.18633, 1.18825
2.03018, 8, 4.2861, 1.22841, 3.16228, 3.7139, 6.91967e-09, 1.22842, 1.22971, 1.22842, 1.22951, 1.24365, 1.28837, 1.25978, 4.15698, 1.23657, 1.22845, 1.22841, 1.22841, 1.22841, 1.22841, 1.22841, 1.23845, 1.22841, 1.23034
2.03814, 3, 4.14096, 1.27138, 2.23607, -1.14096, 4.41477e-09, 1.27138, 1.27268, 1.27138, 1.27247, 1.28661, 1.33134, 1.30396, 4.01361, 1.27606, 1.2714, 1.27138, 1.27138, 1.27138, 1.27138, 1.27138, 1.28192, 1.27138, 1.27331
2.04611, 0, 3.95643, 1.31522, 1.41421, -3.95643, 2.77602e-09, 1.31522, 1.31652, 1.31522, 1.31631, 1.33045, 1.37518, 1.34904, 3.82934, 1.31785, 1.31524, 1.31522, 1.31522, 1.31522, 1.31522, 1.31522, 1.32632, 1.31522, 1.31716
2.05408, 2, 3.74586, 1.35992, 2, -1.74586, 1.71964e-09, 1.35993, 1.36122, 1.35992, 1.36102, 1.37516, 1.41988, 1.39501, 3.61804, 1.36137, 1.35994, 1.35992, 1.35992, 1.35992, 1.35992, 1.35992, 1.37165, 1.35992, 1.36187
2.06205, 4, 3.5232, 1.40548, 2.44949, 0.476795, 1.04893e-09, 1.40549, 1.40678, 1.40549, 1.40658, 1.42072, 1.46545, 1.4419, 3.39402, 1.40626, 1.4055, 1.40548, 1.40548, 1.40548, 1.40548, 1.40548, 1.4179, 1.40548, 1.40745
2.07001, 4, 3.30177, 1.4519, 2.44949, 0.698229, 6.29768e-10, 1.4519, 1.45319, 1.4519, 1.45299, 1.46713, 1.51186, 1.48974, 3.17076, 1.4523, 1.4519, 1.4519, 1.4519, 1.4519, 1.4519, 1.4519, 1.46507, 1.4519, 1.45388
2.07798, 4, 3.09308, 1.49915, 2.44949, 0.906923, 3.72022e-10, 1.49915, 1.50045, 1.49915, 1.50024, 1.51438, 1.55911, 1.53857, 2.95983, 1.49936, 1.49915, 1.49915, 1.49915, 1.49915, 1.49915, 1.49915, 1.51315, 1.49915, 1.50116
2.08595, 7, 2.90614, 1.54723, 3, 4.09386, 2.16152e-10, 1.54724, 1.54853, 1.54723, 1.54833, 1.56247, 1.60719, 1.58851, 2.77021, 1.54734, 1.54724, 1.54723, 1.54723, 1.54723, 1.54723, 1.54723, 1.56212, 1.54723, 1.54928
2.09391, 0.527927, 2.74712, 1.59614, 1.58995, -2.2192, 1.23484e-10, 1.59614, 1.59744, 1.59614, 1.59724, 1.61138, 1.6561, 1.63975, 2.60792, 1.59619, 1.59614, 1.59614, 1.59614, 1.59614, 1.59614, 1.59614, 1.61199, 1.59614, 1.59823
2.10188, 1.47207, 2.61942, 1.64587, 1.86335, -1.14735, 6.93407e-11, 1.64587, 1.64717, 1.64587, 1.64696, 1.66111, 1.70583, 1.69262, 2.47603, 1.64589, 1.64587, 1.64587, 1.64587, 1.64587, 1.64587, 1.64587, 1.66274, 1.64587, 1.64802
2.10985, 1, 2.524, 1.69641, 1.73205, -1.524, 3.82628e-11, 1.69641, 1.69771, 1.69641, 1.69751, 1.71165, 1.75637, 1.74765, 2.37499, 1.69642, 1.69641, 1.69641, 1.69641, 1.69641, 1.69641, 1.69641, 1.71436, 1.69641, 1.69863
2.11782, 2, 2.46005, 1.74776, 2, -0.460047, 2.07425e-11, 1.74776, 1.74906, 1.74776, 1.74886, 1.763, 1.80772, 1.80567, 2.30314, 1.74777, 1.74776, 1.74776, 1.74776, 1.74776, 1.74776, 1.74776, 1.76686, 1.74776, 1.75006
2.12578, 3, 2.42568, 1.79992, 2.23607, 0.574317, 1.10439e-11, 1.79993, 1.80122, 1.79992, 1.80102, 1.81516, 1.85988, 1.86797, 2.25733, 1.79992, 1.79992, 1.79992, 1.79992, 1.79992, 1.79992, 1.79992, 1.82023, 1.79992, 1.80232
2.13375, 3, 2.41882, 1.85289, 2.23607, 0.581177, 5.77343e-12, 1.8529, 1.85419, 1.85289, 1.85399, 1.86813, 1.91285, 1.93643, 2.23358, 1.85289, 1.85289, 1.85289, 1.85289, 1.85289, 1.85289, 1.85289, 1.87447, 1.85289, 1.85541
2.14172, 3, 2.43792, 1.90667, 2.23607, 0.562084, 2.96289e-12, 1.90667, 1.90797, 1.90667, 1.90777, 1.92191, 1.96663, 2.01376, 2.22765, 1.90667, 1.90667, 1.90667, 1.90667, 1.90667, 1.90667, 1.90667, 1.9296, 1.90667, 1.90933
2.14969, 5, 2.48263, 1.96126, 2.64575, 2.51737, 1.49219e-12, 1.96126, 1.96256, 1.96126, 1.96235, 1.97649, 2.02122, 2.10367, 2.23546, 1.96126, 1.96126, 1.96126, 1.96126, 1.96126, 1.96126, 1.96126, 1.98561, 1.96126, 1.96407
2.15765, 2, 2.55439, 2.01666, 2, -0.554391, 7.37339e-13, 2.01666, 2.01796, 2.01666, 2.01776, 2.0319, 2.07662, 2.21113, 2.25345, 2.01666, 2.01666, 2.01666, 2.01666, 2.01666, 2.01666, 2.01666, 2.04254, 2.01666, 2.01965
2.16562, 7, 2.65669, 2.07287, 3, 4.34331, 3.5732e-13, 2.07288, 2.07417, 2.07288, 2.07397, 2.08811, 2.13284, 2.34248, 2.27876, 2.07287, 2.07288, 2.07287, 2.07287, 2.07287, 2.07287, 2.07287, 2.10041, 2.07287, 2.07606
2.17359, 2.50379, 2.79523, 2.12991, 2.12221, -0.291438, 1.69784e-13, 2.12991, 2.1312, 2.12991, 2.131, 2.14514, 2.18987, 2.50551, 2.30926, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.15927, 2.12991, 2.13332
2.18155, 5.49621, 2.97774, 2.18775, 2.73792, 2.51847, 7.90029e-14, 2.18775, 2.18905, 2.18775, 2.18885, 2.20299, 2.24771, 2.70933, 2.34349, 2.18775, 2.18775, 2.18775, 2.18775, 2.18775, 2.18775, 2.18775, 2.21917, 2.18775, 2.1914
2.18952, 4, 3.21351, 2.24641, 2.44949, 0.786494, 3.59279e-14, 2.24641, 2.2477, 2.24641, 2.2475, 2.26164, 2.30637, 2.96399, 2.38061, 2.24641, 2.24641, 2.24641, 2.24641, 2.24641, 2.24641, 2.24641, 2.28021, 2.24641, 2.25032
2.19749, 10, 3.51263, 2.30587, 3.4641, 6.48737, 1.5923e-14, 2.30587, 2.30717, 2.30587, 2.30697, 2.32111, 2.36583, 3.27986, 2.4202, 2.30587, 2.30587, 2.30587, 2.30587, 2.30587, 2.30587, 2.30587, 2.34251, 2.30587, 2.31007
2.20546, 10.4942, 3.88486, 2.36613, 3.53471, 6.6093, 6.82838e-15, 2.36614, 2.36743, 2.36614, 2.36723, 2.38137, 2.4261, 3.66664, 2.46214, 2.36613, 2.36613, 2.36613, 2.36613, 2.36613, 2.36613, 2.36613, 2.40625, 2.36613, 2.37064
2.21342, 12.5058, 4.33824, 2.42719, 3.80865, 8.1676, 2.80116e-15, 2.42719, 2.42849, 2.42719, 2.42828, 2.44243, 2.48715, 4.13205, 2.50648, 2.42719, 2.42719, 2.42719, 2.42719, 2.42719, 2.42719, 2.42719, 2.47166, 2.42719, 2.43201
2.22139, 6, 4.87753, 2.48903, 2.82843, 1.12247, 1.08648e-15, 2.48903, 2.49033, 2.48903, 2.49012, 2.50426, 2.54899, 4.68044, 2.55334, 2.48903, 2.48903, 2.48903, 2.48903, 2.48903, 2.48903, 2.48903, 2.53904, 2.48903, 2.49419
2.22936, 11, 5.50261, 2.55164, 3.60555, 5.49739, 3.867e-16, 2.55164, 2.55294, 2.55164, 2.55273, 2.56688, 2.6116, 5.31117, 2.6028, 2.55164, 2.55164, 2.55164, 2.55164, 2.55164, 2.55164, 2.55164, 2.60879, 2.55164, 2.55717
2.23733, 14, 6.20693, 2.61501, 4, 7.79307, 1.21483e-16, 2.61501, 2.6163, 2.61501, 2.6161, 2.63024, 2.67497, 6.01718, 2.6549, 2.61501, 2.61501, 2.61501, 2.61501, 2.61501, 2.61501, 2.61501, 2.68137, 2.61501, 2.62091
2.24529, 9, 6.97671, 2.67912, 3.31662, 2.02329, 3.42248e-17, 2.67912, 2.68042, 2.67912, 2.68021, 2.69435, 2.73908, 6.78416, 2.70958, 2.67912, 2.67912, 2.67912, 2.67912, 2.67912, 2.67912, 2.67912, 2.75731, 2.67912, 2.68541
2.25326, 13, 7.79058, 2.74396, 3.87298, 5.20942, 8.07651e-18, 2.74397, 2.74526, 2.74396, 2.74506, 2.7592, 2.80392, 7.59024, 2.76675, 2.74396, 2.74396, 2.74396, 2.74396, 2.74396, 2.74396, 2.74396, 2.83722, 2.74396, 2.75066
2.26123, 16, 8.62, 2.80952, 4.24264, 7.38, 1.50549e-18, 2.80953, 2.81082, 2.80953, 2.81062, 2.82476, 2.86948, 8.40642, 2.8262, 2.80952, 2.80952, 2.80952, 2.80952, 2.80952, 2.80952, 2.80952, 2.9217, 2.80952, 2.81664
2.26919, 13, 9.43088, 2.87579, 3.87298, 3.56912, 1.90057e-19, 2.8758, 2.87709, 2.87579, 2.87689, 2.89103, 2.93575, 9.19821, 2.88774, 2.87579, 2.87579, 2.87579, 2.87579, 2.87579, 2.87579, 2.87579, 3.01135, 2.87579, 2.88335
2.27716, 14, 10.1859, 2.94275, 4, 3.81411, 2.19611e-20, 2.94275, 2.94405, 2.94275, 2.94384, 2.95798, 3.00271, 9.92803, 2.95113, 2.94275, 2.94275, 2.94275, 2.94275, 2.94275, 2.94275, 2.94275, 3.10663, 2.94275, 2.95075
2.28513, 10.4701, 10.8476, 3.01038, 3.5313, -0.377565, 1.88131e-21, 3.01039, 3.01168, 3.01038, 3.01148, 3.02562, 3.07034, 10.5584, 3.01613, 3.01038, 3.01038, 3.01038, 3.01038, 3.01038, 3.01038, 3.01038, 3.20783, 3.01038, 3.01885
2.2931, 17.5299, 11.3819, 3.07868, 4.41927, 6.148, 1.13425e-22, 3.07868, 3.07998, 3.07868, 3.07977, 3.09391, 3.13864, 11.0553, 3.08254, 3.07868, 3.07868, 3.07868, 3.07868, 3.07868, 3.07868, 3.07868, 3.31495, 3.07868, 3.08762
2.30106, 13, 11.7614, 3.14763, 3.87298, 1.23865, 3.02023e-24, 3.14763, 3.14892, 3.14763, 3.14872, 3.16286, 3.20759, 11.3917, 3.15016, 3.14763, 3.14763, 3.14763, 3.14763, 3.14763, 3.14763, 3.14763, 3.42766, 3.14763, 3.15705
2.30903, 11, 11.9678, 3.2172, 3.60555, -0.967847, 7.47699e-26, 3.21721, 3.2185, 3.21721, 3.2183, 3.23244, 3.27717, 11.5507, 3.21884, 3.2172, 3.2172, 3.2172, 3.2172, 3.2172, 3.2172, 3.2172, 3.5452, 3.2172, 3.22713
2.317, 11, 11.9947, 3.28741, 3.60555, -0.994724, 6.71951e-28, 3.28741, 3.28871, 3.28741, 3.2885, 3.30264, 3.34737, 11.5267, 3.28843, 3.28741, 3.28741, 3.28741, 3.28741, 3.28741, 3.28741, 3.28741, 3.66635, 3.28741, 3.29785
2.32497, 12, 11.8472, 3.35822, 3.74166, 0.152786, 0, 3.35822, 3.35951, 3.35822, 3.35931, 3.37345, 3.41818, 11.3267, 3.35885, 3.35822, 3.35822, 3.35822, 3.35822, 3.35822, 3.35822, 3.35822, 3.78952, 3.35822, 3.36918
2.33293, 12, 11.5419, 3.42961, 3.74166, 0.458112, 0, 3.42961, 3.43091, 3.42961, 3.4307, 3.44485, 3.48957, 10.9693, 3.42999, 3.42961, 3.42961, 3.42961, 3.42961, 3.42961, 3.42961, 3.42961, 3.91274, 3.42961, 3.44111
2.3409, 9, 11.1048, 3.50157, 3.31662, -2.10478, 0, 3.50157, 3.50287, 3.50157, 3.50267, 3.51681, 3.56153, 10.4827, 3.50179, 3.50157, 3.50157, 3.50157, 3.50157, 3.50157, 3.50157, 3.50157, 4.03382, 3.50157, 3.51362
2.34887, 9, 10.5686, 3.57408, 3.31662, -1.56859, 0, 3.57409, 3.57538, 3.57408, 3.57518, 3.58932, 3.63404, 9.90178, 3.57421, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 3.57408, 4.15056, 3.57408, 3.58669
2.35683, 7.44833, 9.96952, 3.64712, 3.07381, -2.52119, 0, 3.64712, 3.64842, 3.64712, 3.64821, 3.66235, 3.70708, 9.26491, 3.64719, 3.64712, 3.64712, 3.64712, 3.64712, 3.64712, 3.64712, 3.64712, 4.26087, 3.64712, 3.6603
