   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_297.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.000364698, 0, 2.2185e-16, 0, 1.41421, -2.2185e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97449e-18, 0, 0, 1.76088e-18, 0, 0, 2.17114e-16, 0, 0
0.00822032, 0, 3.72972e-16, 0, 1.41421, -3.72972e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99998e-18, 0, 0, 3.01335e-18, 0, 0, 3.64959e-16, 0, 0
0.016076, 0, 6.23394e-16, 0, 1.41421, -6.23394e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.35584e-18, 0, 0, 5.12735e-18, 0, 0, 6.0991e-16, 0, 0
0.0239316, 0, 1.03597e-15, 0, 1.41421, -1.03597e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38839e-17, 0, 0, 8.67554e-18, 0, 0, 1.01341e-15, 0, 0
0.0317872, 0, 1.71185e-15, 0, 1.41421, -1.71185e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29383e-17, 0, 0, 1.45981e-17, 0, 0, 1.67431e-15, 0, 0
0.0396428, 0, 2.81282e-15, 0, 1.41421, -2.81282e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76849e-17, 0, 0, 2.44297e-17, 0, 0, 2.7507e-15, 0, 0
0.0474985, 0, 4.59623e-15, 0, 1.41421, -4.59623e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15681e-17, 0, 0, 4.06628e-17, 0, 0, 4.494e-15, 0, 0
0.0553541, 0, 7.46918e-15, 0, 1.41421, -7.46918e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00035e-16, 0, 0, 6.73226e-17, 0, 0, 7.30182e-15, 0, 0
0.0632097, 0, 1.20719e-14, 0, 1.41421, -1.20719e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61652e-16, 0, 0, 1.10878e-16, 0, 0, 1.17994e-14, 0, 0
0.0710653, 0, 1.94058e-14, 0, 1.41421, -1.94058e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59813e-16, 0, 0, 1.8167e-16, 0, 0, 1.89643e-14, 0, 0
0.078921, 0, 3.10284e-14, 0, 1.41421, -3.10284e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15346e-16, 0, 0, 2.96138e-16, 0, 0, 3.03169e-14, 0, 0
0.0867766, 0, 4.93492e-14, 0, 1.41421, -4.93492e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.60463e-16, 0, 0, 4.803e-16, 0, 0, 4.82084e-14, 0, 0
0.0946322, 0, 7.80742e-14, 0, 1.41421, -7.80742e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0447e-15, 0, 0, 7.75108e-16, 0, 0, 7.62544e-14, 0, 0
0.102488, 0, 1.22874e-13, 0, 1.41421, -1.22874e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64384e-15, 0, 0, 1.24472e-15, 0, 0, 1.19985e-13, 0, 0
0.110343, 0, 1.92376e-13, 0, 1.41421, -1.92376e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57313e-15, 0, 0, 1.98917e-15, 0, 0, 1.87813e-13, 0, 0
0.118199, 0, 2.99637e-13, 0, 1.41421, -2.99637e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00697e-15, 0, 0, 3.16368e-15, 0, 0, 2.92466e-13, 0, 0
0.126055, 0, 4.64307e-13, 0, 1.41421, -4.64307e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20775e-15, 0, 0, 5.00801e-15, 0, 0, 4.53091e-13, 0, 0
0.13391, 0, 7.15804e-13, 0, 1.41421, -7.15804e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.56817e-15, 0, 0, 7.89085e-15, 0, 0, 6.98345e-13, 0, 0
0.141766, 0, 1.09793e-12, 0, 1.41421, -1.09793e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46728e-14, 0, 0, 1.23768e-14, 0, 0, 1.07088e-12, 0, 0
0.149622, 0, 1.67553e-12, 0, 1.41421, -1.67553e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23869e-14, 0, 0, 1.93278e-14, 0, 0, 1.63382e-12, 0, 0
0.157477, 0, 2.54416e-12, 0, 1.41421, -2.54416e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39848e-14, 0, 0, 3.00526e-14, 0, 0, 2.48012e-12, 0, 0
