   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_428.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.000324724, 0, 2.31705e-22, 0, 1.41421, -2.31705e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56347e-27, 0, 2.758e-23, 0, 2.04121e-22, 0, 0
0.00818582, 0, 5.59381e-22, 0, 1.41421, -5.59381e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.69291e-27, 0, 6.79453e-23, 0, 4.91427e-22, 0, 0
0.0160469, 0, 1.32624e-21, 0, 1.41421, -1.32624e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08306e-26, 0, 1.64204e-22, 0, 1.16201e-21, 0, 0
0.023908, 0, 3.09154e-21, 0, 1.41421, -3.09154e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90875e-26, 0, 3.89818e-22, 0, 2.70168e-21, 0, 0
0.0317691, 0, 7.09241e-21, 0, 1.41421, -7.09241e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13866e-25, 0, 9.1009e-22, 0, 6.1822e-21, 0, 0
0.0396302, 0, 1.685e-20, 0, 1.41421, -1.685e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7534e-25, 0, 2.2173e-21, 0, 1.46324e-20, 0, 0
0.0474913, 0, 3.73595e-20, 0, 1.41421, -3.73595e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.17543e-25, 0, 4.99621e-21, 0, 3.23627e-20, 0, 0
0.0553524, 0, 8.17436e-20, 0, 1.41421, -8.17436e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36705e-24, 0, 1.11058e-20, 0, 7.06365e-20, 0, 0
0.0632135, 0, 1.76599e-19, 0, 1.41421, -1.76599e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98853e-24, 0, 2.43676e-20, 0, 1.52229e-19, 0, 0
0.0710746, 0, 3.76888e-19, 0, 1.41421, -3.76888e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45487e-24, 0, 5.28042e-20, 0, 3.24077e-19, 0, 0
0.0789356, 0, 7.94883e-19, 0, 1.41421, -7.94883e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37802e-23, 0, 1.13064e-19, 0, 6.81806e-19, 0, 0
