   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_122.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00391462, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00396396, 0, 1.48318e-19, 0, 1.41421, -1.48318e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.87256e-22, 0, 0, 2.76108e-24, 1.89866e-21, 0, 1.4583e-19, 0, 0
0.0118425, 0, 2.97206e-19, 0, 1.41421, -2.97206e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17649e-21, 0, 0, 5.60651e-24, 3.87362e-21, 0, 2.9215e-19, 0, 0
0.0197211, 0, 5.89748e-19, 0, 1.41421, -5.89748e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33396e-21, 0, 0, 1.12753e-23, 7.82553e-21, 0, 5.79577e-19, 0, 0
0.0275997, 0, 1.15918e-18, 0, 1.41421, -1.15918e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58638e-21, 0, 0, 2.24655e-23, 1.56599e-20, 0, 1.13891e-18, 0, 0
0.0354783, 0, 2.25746e-18, 0, 1.41421, -2.25746e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.92959e-21, 0, 0, 4.43581e-23, 3.10513e-20, 0, 2.21743e-18, 0, 0
0.0433568, 0, 4.35691e-18, 0, 1.41421, -4.35691e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72298e-20, 0, 0, 8.6817e-23, 6.10248e-20, 0, 4.27857e-18, 0, 0
0.0512354, 0, 8.3353e-18, 0, 1.41421, -8.3353e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2954e-20, 0, 0, 1.68464e-22, 1.18901e-19, 0, 8.18327e-18, 0, 0
0.059114, 0, 1.58101e-17, 0, 1.41421, -1.58101e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.24891e-20, 0, 0, 3.2417e-22, 2.29733e-19, 0, 1.55175e-17, 0, 0
0.0669926, 0, 2.97368e-17, 0, 1.41421, -2.97368e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17501e-19, 0, 0, 6.18703e-22, 4.40266e-19, 0, 2.91784e-17, 0, 0
0.0748711, 0, 5.54725e-17, 0, 1.41421, -5.54725e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1913e-19, 0, 0, 1.17142e-21, 8.37057e-19, 0, 5.44151e-17, 0, 0
0.0827497, 0, 1.02647e-16, 0, 1.41421, -1.02647e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05359e-19, 0, 0, 2.20057e-21, 1.57915e-18, 0, 1.0066e-16, 0, 0
0.0906283, 0, 1.88436e-16, 0, 1.41421, -1.88436e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43914e-19, 0, 0, 4.10216e-21, 2.95667e-18, 0, 1.84732e-16, 0, 0
0.0985069, 0, 3.43231e-16, 0, 1.41421, -3.43231e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35458e-18, 0, 0, 7.58942e-21, 5.49508e-18, 0, 3.36374e-16, 0, 0
0.106385, 0, 6.20393e-16, 0, 1.41421, -6.20393e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44758e-18, 0, 0, 1.39373e-20, 1.01391e-17, 0, 6.07792e-16, 0, 0
0.114264, 0, 1.11288e-15, 0, 1.41421, -1.11288e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.389e-18, 0, 0, 2.54079e-20, 1.85755e-17, 0, 1.08989e-15, 0, 0
0.122143, 0, 1.98145e-15, 0, 1.41421, -1.98145e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81153e-18, 0, 0, 4.59865e-20, 3.37958e-17, 0, 1.93979e-15, 0, 0
0.130021, 0, 3.50191e-15, 0, 1.41421, -3.50191e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38003e-17, 0, 0, 8.26437e-20, 6.10693e-17, 0, 3.42695e-15, 0, 0
0.1379, 0, 6.14403e-15, 0, 1.41421, -6.14403e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42025e-17, 0, 0, 1.47485e-19, 1.09616e-16, 0, 6.01007e-15, 0, 0
0.145778, 0, 1.0702e-14, 0, 1.41421, -1.0702e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21389e-17, 0, 0, 2.61391e-19, 1.95467e-16, 0, 1.04641e-14, 0, 0
0.153657, 0, 1.85084e-14, 0, 1.41421, -1.85084e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28437e-17, 0, 0, 4.60133e-19, 3.4631e-16, 0, 1.80888e-14, 0, 0
0.161535, 0, 3.17834e-14, 0, 1.41421, -3.17834e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2503e-16, 0, 0, 8.04568e-19, 6.09678e-16, 0, 3.10479e-14, 0, 0
0.169414, 0, 5.4198e-14, 0, 1.41421, -5.4198e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13098e-16, 0, 0, 1.39755e-18, 1.06665e-15, 0, 5.29169e-14, 0, 0
0.177293, 0, 9.17792e-14, 0, 1.41421, -9.17792e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60669e-16, 0, 0, 2.41178e-18, 1.85471e-15, 0, 8.95614e-14, 0, 0
0.185171, 0, 1.5435e-13, 0, 1.41421, -1.5435e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06216e-16, 0, 0, 4.13534e-18, 3.20552e-15, 0, 1.50534e-13, 0, 0
0.19305, 0, 2.57808e-13, 0, 1.41421, -2.57808e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01195e-15, 0, 0, 7.0458e-18, 5.50723e-15, 0, 2.51282e-13, 0, 0
0.200928, 0, 4.27693e-13, 0, 1.41421, -4.27693e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67773e-15, 0, 0, 1.19299e-17, 9.40693e-15, 0, 4.16596e-13, 0, 0
0.208807, 0, 7.04747e-13, 0, 1.41421, -7.04747e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76271e-15, 0, 0, 2.00759e-17, 1.5976e-14, 0, 6.85988e-13, 0, 0
0.216685, 0, 1.15351e-12, 0, 1.41421, -1.15351e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51873e-15, 0, 0, 3.35813e-17, 2.69797e-14, 0, 1.12197e-12, 0, 0
0.224564, 0, 1.87547e-12, 0, 1.41421, -1.87547e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3415e-15, 0, 0, 5.58416e-17, 4.53108e-14, 0, 1.82276e-12, 0, 0
0.232443, 0, 3.02916e-12, 0, 1.41421, -3.02916e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18483e-14, 0, 0, 9.23262e-17, 7.56844e-14, 0, 2.94153e-12, 0, 0
0.240321, 0, 4.86038e-12, 0, 1.41421, -4.86038e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89952e-14, 0, 0, 1.51797e-16, 1.25748e-13, 0, 4.71549e-12, 0, 0
0.2482, 0, 7.74772e-12, 0, 1.41421, -7.74772e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02527e-14, 0, 0, 2.48226e-16, 2.07846e-13, 0, 7.50937e-12, 0, 0
0.256078, 0, 1.22701e-11, 0, 1.41421, -1.22701e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78668e-14, 0, 0, 4.03799e-16, 3.41809e-13, 0, 1.188e-11, 0, 0
0.263957, 0, 1.93068e-11, 0, 1.41421, -1.93068e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.52433e-14, 0, 0, 6.53597e-16, 5.59356e-13, 0, 1.86716e-11, 0, 0
0.271836, 0, 3.0184e-11, 0, 1.41421, -3.0184e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17511e-13, 0, 0, 1.05291e-15, 9.11014e-13, 0, 2.91544e-11, 0, 0
0.279714, 0, 4.68882e-11, 0, 1.41421, -4.68882e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82341e-13, 0, 0, 1.68859e-15, 1.47695e-12, 0, 4.52272e-11, 0, 0
0.287593, 0, 7.23753e-11, 8.40779e-45, 1.41421, -7.23753e-11, 8.40779e-45, 0, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 2.81124e-13, 8.40779e-45, 8.40779e-45, 2.69677e-15, 2.38392e-12, 8.40779e-45, 6.97076e-11, 8.40779e-45, 8.40779e-45
0.295471, 0, 1.11014e-10, 1.79366e-43, 1.41421, -1.11014e-10, 1.79366e-43, 0, 1.79366e-43, 1.79366e-43, 1.79366e-43, 1.79366e-43, 1.79366e-43, 1.79366e-43, 1.79366e-43, 1.79366e-43, 1.79366e-43, 4.30663e-13, 1.79366e-43, 1.79366e-43, 4.29039e-15, 3.83167e-12, 1.79366e-43, 1.06747e-10, 1.79366e-43, 1.79366e-43
0.30335, 0, 1.69216e-10, 2.67368e-42, 1.41421, -1.69216e-10, 2.67368e-42, 0, 2.67368e-42, 2.67368e-42, 2.67368e-42, 2.67368e-42, 2.67368e-42, 2.67368e-42, 2.67368e-42, 2.67368e-42, 2.67368e-42, 6.55571e-13, 2.67368e-42, 2.67368e-42, 6.80208e-15, 6.13408e-12, 2.67368e-42, 1.6242e-10, 2.67368e-42, 2.67368e-42
0.311228, 0, 2.56336e-10, 3.64015e-41, 1.41421, -2.56336e-10, 3.64015e-41, 0, 3.64015e-41, 3.64015e-41, 3.64015e-41, 3.64015e-41, 3.64015e-41, 3.64015e-41, 3.64015e-41, 3.64015e-41, 3.64015e-41, 9.91662e-13, 3.64015e-41, 3.64015e-41, 1.07509e-14, 9.78304e-12, 3.64015e-41, 2.4555e-10, 3.64015e-41, 3.64015e-41
0.319107, 0, 3.85925e-10, 4.44573e-40, 1.41421, -3.85925e-10, 4.44573e-40, 0, 4.44573e-40, 4.44573e-40, 4.44573e-40, 4.44573e-40, 4.44573e-40, 4.44573e-40, 4.44573e-40, 4.44573e-40, 4.44573e-40, 1.49069e-12, 4.44573e-40, 4.44573e-40, 1.69469e-14, 1.55477e-11, 4.44573e-40, 3.6887e-10, 4.44573e-40, 4.44573e-40
