   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_117.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0748513, 0, 7.66483e-18, 0, 1.41421, -7.66483e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.91202e-20, 0, 2.30978e-22, 3.13155e-21, 0, 7.58235e-18, 0, 0, 0
0.082732, 0, 1.51083e-17, 0, 1.41421, -1.51083e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55954e-19, 0, 4.61758e-22, 6.28899e-21, 0, 1.49455e-17, 0, 0, 0
0.0906127, 0, 2.949e-17, 0, 1.41421, -2.949e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04405e-19, 0, 9.14399e-22, 1.25098e-20, 0, 2.91721e-17, 0, 0, 0
0.0984935, 0, 5.70138e-17, 0, 1.41421, -5.70138e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8851e-19, 0, 1.79405e-21, 2.46541e-20, 0, 5.63989e-17, 0, 0, 0
0.106374, 0, 1.092e-16, 0, 1.41421, -1.092e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12717e-18, 0, 3.48824e-21, 4.81507e-20, 0, 1.08021e-16, 0, 0, 0
0.114255, 0, 2.07242e-16, 0, 1.41421, -2.07242e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13916e-18, 0, 6.72255e-21, 9.3217e-20, 0, 2.05003e-16, 0, 0, 0
0.122136, 0, 3.89786e-16, 0, 1.41421, -3.89786e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02335e-18, 0, 1.2844e-20, 1.78921e-19, 0, 3.85571e-16, 0, 0, 0
0.130016, 0, 7.26662e-16, 0, 1.41421, -7.26662e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.50049e-18, 0, 2.43316e-20, 3.40556e-19, 0, 7.18797e-16, 0, 0, 0
0.137897, 0, 1.34294e-15, 0, 1.41421, -1.34294e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38615e-17, 0, 4.57106e-20, 6.4292e-19, 0, 1.32839e-15, 0, 0, 0
0.145778, 0, 2.46071e-15, 0, 1.41421, -2.46071e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53985e-17, 0, 8.51722e-20, 1.20406e-18, 0, 2.43402e-15, 0, 0, 0
0.153659, 0, 4.47086e-15, 0, 1.41421, -4.47086e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61458e-17, 0, 1.57424e-19, 2.23732e-18, 0, 4.42231e-15, 0, 0, 0
0.161539, 0, 8.05557e-15, 0, 1.41421, -8.05557e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.31443e-17, 0, 2.88659e-19, 4.12544e-18, 0, 7.96801e-15, 0, 0, 0
0.16942, 0, 1.43954e-14, 0, 1.41421, -1.43954e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48578e-16, 0, 5.25166e-19, 7.5499e-18, 0, 1.42388e-14, 0, 0, 0
0.177301, 0, 2.5516e-14, 0, 1.41421, -2.5516e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63352e-16, 0, 9.48108e-19, 1.37151e-17, 0, 2.5238e-14, 0, 0, 0
0.185181, 0, 4.48642e-14, 0, 1.41421, -4.48642e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6304e-16, 0, 1.69872e-18, 2.47347e-17, 0, 4.43747e-14, 0, 0, 0
0.193062, 0, 7.82566e-14, 0, 1.41421, -7.82566e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07672e-16, 0, 3.02093e-18, 4.42915e-17, 0, 7.74016e-14, 0, 0, 0
0.200943, 0, 1.35428e-13, 0, 1.41421, -1.35428e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39771e-15, 0, 5.33282e-18, 7.87578e-17, 0, 1.33946e-13, 0, 0, 0
0.208824, 0, 2.32538e-13, 0, 1.41421, -2.32538e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39994e-15, 0, 9.3459e-18, 1.39085e-16, 0, 2.2999e-13, 0, 0, 0
0.216704, 0, 3.96191e-13, 0, 1.41421, -3.96191e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08892e-15, 0, 1.62623e-17, 2.43966e-16, 0, 3.91842e-13, 0, 0, 0
0.224585, 0, 6.70629e-13, 0, 1.41421, -6.70629e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92131e-15, 0, 2.81686e-17, 4.26441e-16, 0, 6.63253e-13, 0, 0, 0
0.232466, 0, 1.12499e-12, 0, 1.41421, -1.12499e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16107e-14, 0, 4.83293e-17, 7.38125e-16, 0, 1.11259e-12, 0, 0, 0
0.240347, 0, 1.87294e-12, 0, 1.41421, -1.87294e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93304e-14, 0, 8.23654e-17, 1.26956e-15, 0, 1.85226e-12, 0, 0, 0
0.248227, 0, 3.09478e-12, 0, 1.41421, -3.09478e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19417e-14, 0, 1.39458e-16, 2.17013e-15, 0, 3.06053e-12, 0, 0, 0
0.256108, 0, 5.0756e-12, 0, 1.41421, -5.0756e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23882e-14, 0, 2.34629e-16, 3.68712e-15, 0, 5.01929e-12, 0, 0, 0
0.263989, 0, 8.26255e-12, 0, 1.41421, -8.26255e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52876e-14, 0, 3.92324e-16, 6.22764e-15, 0, 8.17064e-12, 0, 0, 0
0.271869, 0, 1.33515e-11, 0, 1.41421, -1.33515e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37828e-13, 0, 6.52122e-16, 1.04583e-14, 0, 1.32025e-11, 0, 0, 0
0.27975, 0, 2.14165e-11, 0, 1.41421, -2.14165e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21109e-13, 0, 1.07781e-15, 1.74652e-14, 0, 2.11769e-11, 0, 0, 0
0.287631, 0, 3.41031e-11, 0, 1.41421, -3.41031e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52139e-13, 0, 1.77177e-15, 2.90098e-14, 0, 3.37201e-11, 0, 0, 0
0.295512, 0, 5.39111e-11, 5.60519e-45, 1.41421, -5.39111e-11, 5.60519e-45, 0, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.56778e-13, 5.60519e-45, 2.89776e-15, 4.79356e-14, 5.60519e-45, 5.33035e-11, 5.60519e-45, 5.60519e-45, 5.60519e-45
0.303392, 0, 8.46098e-11, 1.079e-43, 1.41421, -8.46098e-11, 1.079e-43, 0, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 8.74038e-13, 1.079e-43, 4.71687e-15, 7.8815e-14, 1.079e-43, 8.36522e-11, 1.079e-43, 1.079e-43, 1.079e-43
0.311273, 0, 1.31837e-10, 1.63952e-42, 1.41421, -1.31837e-10, 1.63952e-42, 0, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.63952e-42, 1.36233e-12, 1.63952e-42, 7.64455e-15, 1.28974e-13, 1.63952e-42, 1.30339e-10, 1.63952e-42, 1.63952e-42, 1.63952e-42
0.319154, 0, 2.03961e-10, 2.2638e-41, 1.41421, -2.03961e-10, 2.2638e-41, 0, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.2638e-41, 2.10843e-12, 2.2638e-41, 1.23405e-14, 2.1011e-13, 2.2638e-41, 2.0163e-10, 2.2638e-41, 2.2638e-41, 2.2638e-41
0.327035, 0, 3.13304e-10, 2.80291e-40, 1.41421, -3.13304e-10, 2.80291e-40, 0, 2.80291e-40, 2.80291e-40, 2.80291e-40, 2.80291e-40, 2.80291e-40, 2.80291e-40, 2.80291e-40, 2.80291e-40, 2.80291e-40, 2.80291e-40, 3.2403e-12, 2.80291e-40, 1.98517e-14, 3.40848e-13, 2.80291e-40, 3.09703e-10, 2.80291e-40, 2.80291e-40, 2.80291e-40
0.334915, 0, 4.77871e-10, 3.12481e-39, 1.41421, -4.77871e-10, 3.12481e-39, 0, 3.12481e-39, 3.12481e-39, 3.12481e-39, 3.12481e-39, 3.12481e-39, 3.12481e-39, 3.12481e-39, 3.12481e-39, 3.12481e-39, 3.12481e-39, 4.94522e-12, 3.12481e-39, 3.18379e-14, 5.50775e-13, 3.12481e-39, 4.72344e-10, 3.12481e-39, 3.12481e-39, 3.12481e-39
0.342796, 0, 7.2377e-10, 3.1502e-38, 1.41421, -7.2377e-10, 3.1502e-38, 0, 3.1502e-38, 3.1502e-38, 3.1502e-38, 3.1502e-38, 3.1502e-38, 3.1502e-38, 3.1502e-38, 3.1502e-38, 3.1502e-38, 3.1502e-38, 7.49527e-12, 3.1502e-38, 5.09316e-14, 8.86782e-13, 3.1502e-38, 7.15337e-10, 3.1502e-38, 3.1502e-38, 3.1502e-38
0.350677, 0, 1.08856e-09, 2.887e-37, 1.41421, -1.08856e-09, 2.887e-37, 0, 2.887e-37, 2.887e-37, 2.887e-37, 2.887e-37, 2.887e-37, 2.887e-37, 2.887e-37, 2.887e-37, 2.887e-37, 2.887e-37, 1.12829e-11, 2.887e-37, 8.13089e-14, 1.42307e-12, 2.887e-37, 1.07578e-09, 2.887e-37, 2.887e-37, 2.887e-37
0.358557, 0, 1.62588e-09, 2.4179e-36, 1.41421, -1.62588e-09, 2.4179e-36, 0, 2.4179e-36, 2.4179e-36, 2.4179e-36, 2.4179e-36, 2.4179e-36, 2.4179e-36, 2.4179e-36, 2.4179e-36, 2.4179e-36, 2.4179e-36, 1.68698e-11, 2.4179e-36, 1.29599e-13, 2.27689e-12, 2.4179e-36, 1.60661e-09, 2.4179e-36, 2.4179e-36, 2.4179e-36
0.366438, 0, 2.41172e-09, 1.8599e-35, 1.41421, -2.41172e-09, 1.8599e-35, 0, 1.8599e-35, 1.8599e-35, 1.8599e-35, 1.8599e-35, 1.8599e-35, 1.8599e-35, 1.8599e-35, 1.8599e-35, 1.8599e-35, 1.8599e-35, 2.50549e-11, 1.8599e-35, 2.06335e-13, 3.63326e-12, 1.8599e-35, 2.38283e-09, 1.8599e-35, 1.8599e-35, 1.8599e-35
0.374319, 0, 3.55295e-09, 1.32003e-34, 1.41421, -3.55295e-09, 1.32003e-34, 0, 1.32003e-34, 1.32003e-34, 1.32003e-34, 1.32003e-34, 1.32003e-34, 1.32003e-34, 1.32003e-34, 1.32003e-34, 1.32003e-34, 1.32003e-34, 3.69661e-11, 1.32003e-34, 3.28263e-13, 5.78388e-12, 1.32003e-34, 3.50987e-09, 1.32003e-34, 1.32003e-34, 1.32003e-34
0.3822, 0, 5.1987e-09, 9.12711e-34, 1.41421, -5.1987e-09, 9.12711e-34, 0, 9.12711e-34, 9.12711e-34, 9.12711e-34, 9.12711e-34, 9.12711e-34, 9.12711e-34, 9.12711e-34, 9.12711e-34, 9.12711e-34, 9.12711e-34, 5.41849e-11, 9.12711e-34, 5.2202e-13, 9.1882e-12, 9.12711e-34, 5.13481e-09, 9.12711e-34, 9.12711e-34, 9.12711e-34
0.39008, 0, 7.55563e-09, 6.09457e-33, 1.41421, -7.55563e-09, 6.09457e-33, 0, 6.09457e-33, 6.09457e-33, 6.09457e-33, 6.09457e-33, 6.09457e-33, 6.09457e-33, 6.09457e-33, 6.09457e-33, 6.09457e-33, 6.09457e-33, 7.89148e-11, 6.09457e-33, 8.29989e-13, 1.4569e-11, 6.09457e-33, 7.46131e-09, 6.09457e-33, 6.09457e-33, 6.09457e-33
0.397961, 0, 1.09078e-08, 3.8244e-32, 1.41421, -1.09078e-08, 3.8244e-32, 0, 3.8244e-32, 3.8244e-32, 3.8244e-32, 3.8244e-32, 3.8244e-32, 3.8244e-32, 3.8244e-32, 3.8244e-32, 3.8244e-32, 3.8244e-32, 1.14205e-10, 3.8244e-32, 1.31957e-12, 2.3062e-11, 3.8244e-32, 1.07693e-08, 3.8244e-32, 3.8244e-32, 3.8244e-32
0.405842, 0, 1.56432e-08, 2.24322e-31, 1.41421, -1.56432e-08, 2.24322e-31, 0, 2.24322e-31, 2.24322e-31, 2.24322e-31, 2.24322e-31, 2.24322e-31, 2.24322e-31, 2.24322e-31, 2.24322e-31, 2.24322e-31, 2.24322e-31, 1.6425e-10, 2.24322e-31, 2.09785e-12, 3.64489e-11, 2.24322e-31, 1.54404e-08, 2.24322e-31, 2.24322e-31, 2.24322e-31
0.413723, 0, 2.22874e-08, 1.2309e-30, 1.41421, -2.22874e-08, 1.2309e-30, 0, 1.2309e-30, 1.2309e-30, 1.2309e-30, 1.2309e-30, 1.2309e-30, 1.2309e-30, 1.2309e-30, 1.2309e-30, 1.2309e-30, 1.2309e-30, 2.34781e-10, 1.2309e-30, 3.33473e-12, 5.75189e-11, 1.2309e-30, 2.19917e-08, 1.2309e-30, 1.2309e-30, 1.2309e-30
0.421603, 0, 3.15476e-08, 6.33599e-30, 1.41421, -3.15476e-08, 6.33599e-30, 0, 6.33599e-30, 6.33599e-30, 6.33599e-30, 6.33599e-30, 6.33599e-30, 6.33599e-30, 6.33599e-30, 6.33599e-30, 6.33599e-30, 6.33599e-30, 3.33589e-10, 6.33599e-30, 5.29907e-12, 9.06281e-11, 6.33599e-30, 3.1118e-08, 6.33599e-30, 6.33599e-30, 6.33599e-30
0.429484, 0, 4.43688e-08, 3.06904e-29, 1.41421, -4.43688e-08, 3.06904e-29, 0, 3.06904e-29, 3.06904e-29, 3.06904e-29, 3.06904e-29, 3.06904e-29, 3.06904e-29, 3.06904e-29, 3.06904e-29, 3.06904e-29, 3.06904e-29, 4.71195e-10, 3.06904e-29, 8.41517e-12, 1.42558e-10, 3.06904e-29, 4.37466e-08, 3.06904e-29, 3.06904e-29, 3.06904e-29
0.437365, 0, 6.20047e-08, 1.40331e-28, 1.41421, -6.20047e-08, 1.40331e-28, 0, 1.40331e-28, 1.40331e-28, 1.40331e-28, 1.40331e-28, 1.40331e-28, 1.40331e-28, 1.40331e-28, 1.40331e-28, 1.40331e-28, 1.40331e-28, 6.61731e-10, 1.40331e-28, 1.335e-11, 2.23828e-10, 1.40331e-28, 6.11058e-08, 1.40331e-28, 1.40331e-28, 1.40331e-28
0.445245, 0, 8.61075e-08, 6.07547e-28, 1.41421, -8.61075e-08, 6.07547e-28, 0, 6.07547e-28, 6.07547e-28, 6.07547e-28, 6.07547e-28, 6.07547e-28, 6.07547e-28, 6.07547e-28, 6.07547e-28, 6.07547e-28, 6.07547e-28, 9.2408e-10, 6.07547e-28, 2.11478e-11, 3.50679e-10, 6.07547e-28, 8.48116e-08, 6.07547e-28, 6.07547e-28, 6.07547e-28
0.453126, 0, 1.18839e-07, 2.49761e-27, 1.41421, -1.18839e-07, 2.49761e-27, 0, 2.49761e-27, 2.49761e-27, 2.49761e-27, 2.49761e-27, 2.49761e-27, 2.49761e-27, 2.49761e-27, 2.49761e-27, 2.49761e-27, 2.49761e-27, 1.28333e-09, 2.49761e-27, 3.34345e-11, 5.48064e-10, 2.49761e-27, 1.16974e-07, 2.49761e-27, 2.49761e-27, 2.49761e-27
0.461007, 0, 1.63011e-07, 9.77589e-27, 1.41421, -1.63011e-07, 9.77589e-27, 0, 9.77589e-27, 9.77589e-27, 9.77589e-27, 9.77589e-27, 9.77589e-27, 9.77589e-27, 9.77589e-27, 9.77589e-27, 9.77589e-27, 9.77589e-27, 1.77263e-09, 9.77589e-27, 5.27294e-11, 8.54102e-10, 9.77589e-27, 1.60332e-07, 9.77589e-27, 9.77589e-27, 9.77589e-27
0.468888, 0, 2.22254e-07, 3.65246e-26, 1.41421, -2.22254e-07, 3.65246e-26, 0, 3.65246e-26, 3.65246e-26, 3.65246e-26, 3.65246e-26, 3.65246e-26, 3.65246e-26, 3.65246e-26, 1.52474e-13, 3.65246e-26, 3.65246e-26, 2.43558e-09, 3.65246e-26, 8.291e-11, 1.32663e-09, 3.65246e-26, 2.18409e-07, 3.65246e-26, 3.65246e-26, 3.65246e-26
0.476768, 0, 3.01229e-07, 1.30578e-25, 1.41421, -3.01229e-07, 1.30578e-25, 0, 1.30578e-25, 1.30578e-25, 1.30578e-25, 1.30578e-25, 1.30578e-25, 1.30578e-25, 1.30578e-25, 5.04182e-13, 1.30578e-25, 1.30578e-25, 3.32919e-09, 1.30578e-25, 1.29908e-10, 2.05284e-09, 1.30578e-25, 2.95716e-07, 1.30578e-25, 1.30578e-25, 1.30578e-25
0.484649, 0, 4.0843e-07, 4.52819e-25, 1.41421, -4.0843e-07, 8.25024e-13, 0, 3.82956e-14, 1.48968e-13, 2.84808e-13, 6.21642e-13, 2.53985e-13, 9.6786e-13, 3.50187e-13, 8.29309e-12, 1.20777e-11, 2.45251e-09, 4.52778e-09, 3.47531e-14, 2.02736e-10, 3.16308e-09, 2.92231e-15, 3.9804e-07, 4.52819e-25, 4.52819e-25, 2.00349e-11
0.49253, 0, 5.529e-07, 7.64615e-10, 1.41421, -5.529e-07, 7.67331e-10, 7.64615e-10, 7.64741e-10, 7.65105e-10, 7.65552e-10, 7.66661e-10, 7.65451e-10, 7.67801e-10, 7.65768e-10, 7.90675e-10, 8.04376e-10, 8.83854e-09, 6.89199e-09, 7.64729e-10, 1.07962e-09, 5.61541e-09, 7.64624e-10, 5.3339e-07, 7.64615e-10, 7.64615e-10, 8.30572e-10
0.50041, 0, 7.48249e-07, 2.50801e-09, 1.41421, -7.48249e-07, 2.51494e-09, 2.50801e-09, 2.50833e-09, 2.50926e-09, 2.5104e-09, 2.51323e-09, 2.51014e-09, 2.51614e-09, 2.51095e-09, 2.57352e-09, 2.6095e-09, 2.31168e-08, 1.07597e-08, 2.5083e-09, 2.99509e-09, 9.90832e-09, 2.50803e-09, 7.11136e-07, 2.50801e-09, 2.50801e-09, 2.67636e-09
0.508291, 0, 1.01741e-06, 6.72103e-09, 1.41421, -1.01741e-06, 6.73753e-09, 6.72103e-09, 6.72179e-09, 6.72401e-09, 6.72672e-09, 6.73346e-09, 6.72611e-09, 6.74038e-09, 6.72803e-09, 6.87546e-09, 6.96258e-09, 5.57707e-08, 1.77804e-08, 6.72172e-09, 7.47036e-09, 1.7948e-08, 6.72109e-09, 9.44461e-07, 6.72103e-09, 6.72103e-09, 7.12172e-09
0.516172, 0, 1.3911e-06, 1.51315e-08, 1.41421, -1.3911e-06, 1.51676e-08, 1.51315e-08, 1.51332e-08, 1.5138e-08, 1.5144e-08, 1.51587e-08, 1.51426e-08, 1.51738e-08, 1.51468e-08, 1.54673e-08, 1.5659e-08, 1.22247e-07, 2.98838e-08, 1.5133e-08, 1.62776e-08, 3.20619e-08, 1.51316e-08, 1.24927e-06, 1.51315e-08, 1.51315e-08, 1.60066e-08
0.524053, 0, 1.9277e-06, 3.29862e-08, 1.41421, -1.9277e-06, 3.30629e-08, 3.29862e-08, 3.29898e-08, 3.30001e-08, 3.30127e-08, 3.3044e-08, 3.30098e-08, 3.30762e-08, 3.30188e-08, 3.3755e-08, 3.41086e-08, 2.60897e-07, 5.25726e-08, 3.29895e-08, 3.4729e-08, 5.83704e-08, 3.29865e-08, 1.64899e-06, 3.29862e-08, 3.29862e-08, 3.48481e-08
0.531933, 0, 2.72492e-06, 7.00742e-08, 1.41421, -2.72492e-06, 7.02336e-08, 7.00742e-08, 7.00816e-08, 7.0103e-08, 7.01292e-08, 7.01943e-08, 7.01232e-08, 7.02612e-08, 7.01418e-08, 7.17389e-08, 7.24076e-08, 5.43895e-07, 9.59586e-08, 7.00809e-08, 7.2708e-08, 1.07862e-07, 7.00747e-08, 2.17624e-06, 7.00742e-08, 7.00742e-08, 7.39449e-08
0.539814, 0, 3.95504e-06, 1.45467e-07, 1.41421, -3.95504e-06, 1.45791e-07, 1.45467e-07, 1.45482e-07, 1.45526e-07, 1.45579e-07, 1.45711e-07, 1.45567e-07, 1.45847e-07, 1.45605e-07, 1.49688e-07, 1.50213e-07, 1.10924e-06, 1.79518e-07, 1.45481e-07, 1.49422e-07, 2.0133e-07, 1.45468e-07, 2.87917e-06, 1.45467e-07, 1.45467e-07, 1.5334e-07
0.547695, 0, 5.92092e-06, 2.95469e-07, 1.41421, -5.92092e-06, 2.96114e-07, 2.95469e-07, 2.95499e-07, 2.95585e-07, 2.95692e-07, 2.95955e-07, 2.95667e-07, 2.96226e-07, 2.95743e-07, 3.05025e-07, 3.0492e-07, 2.21475e-06, 3.40061e-07, 2.95496e-07, 3.01372e-07, 3.77469e-07, 2.95471e-07, 3.8317e-06, 2.95469e-07, 2.95469e-07, 3.11147e-07
0.555576, 0, 9.15573e-06, 5.87594e-07, 1.41421, -9.15573e-06, 5.88853e-07, 5.87594e-07, 5.87652e-07, 5.87821e-07, 5.88029e-07, 5.88543e-07, 5.87982e-07, 5.89071e-07, 5.88128e-07, 6.08088e-07, 6.06029e-07, 4.33099e-06, 6.45729e-07, 5.87647e-07, 5.96345e-07, 7.07096e-07, 5.87598e-07, 5.15105e-06, 5.87594e-07, 5.87594e-07, 6.18174e-07
0.563456, 0, 1.45876e-05, 1.14451e-06, 1.41421, -1.45876e-05, 1.14692e-06, 1.14451e-06, 1.14463e-06, 1.14495e-06, 1.14534e-06, 1.14633e-06, 1.14525e-06, 1.14734e-06, 1.14554e-06, 1.18703e-06, 1.17974e-06, 8.29719e-06, 1.21997e-06, 1.14462e-06, 1.1574e-06, 1.31741e-06, 1.14452e-06, 7.02723e-06, 1.14451e-06, 1.14451e-06, 1.20295e-06
0.571337, 0, 2.38079e-05, 2.18396e-06, 1.41421, -2.38079e-05, 2.18846e-06, 2.18396e-06, 2.18416e-06, 2.18477e-06, 2.18551e-06, 2.18735e-06, 2.18534e-06, 2.18924e-06, 2.18587e-06, 2.26939e-06, 2.2499e-06, 1.55753e-05, 2.28147e-06, 2.18415e-06, 2.20281e-06, 2.43232e-06, 2.18397e-06, 9.77186e-06, 2.18396e-06, 2.18396e-06, 2.29335e-06
0.579218, 0, 3.94996e-05, 4.08342e-06, 1.41421, -3.94996e-05, 4.09168e-06, 4.08342e-06, 4.0838e-06, 4.08491e-06, 4.08627e-06, 4.08965e-06, 4.08596e-06, 4.09312e-06, 4.08693e-06, 4.25251e-06, 4.20442e-06, 2.86531e-05, 4.20892e-06, 4.08377e-06, 4.11082e-06, 4.43768e-06, 4.08345e-06, 1.38966e-05, 4.08342e-06, 4.08342e-06, 4.28413e-06
0.587099, 0, 6.60944e-05, 7.4822e-06, 1.41421, -6.60944e-05, 7.49706e-06, 7.4822e-06, 7.48289e-06, 7.48488e-06, 7.48733e-06, 7.49339e-06, 7.48677e-06, 7.49963e-06, 7.4885e-06, 7.8118e-06, 7.69978e-06, 5.16658e-05, 7.64305e-06, 7.48282e-06, 7.52176e-06, 7.9841e-06, 7.48225e-06, 2.02368e-05, 7.4822e-06, 7.4822e-06, 7.84314e-06
0.594979, 0, 0.000110762, 1.34375e-05, 1.41421, -0.000110762, 1.34637e-05, 1.34375e-05, 1.34388e-05, 1.34423e-05, 1.34466e-05, 1.34573e-05, 1.34456e-05, 1.34683e-05, 1.34487e-05, 1.40703e-05, 1.38211e-05, 9.13253e-05, 1.36429e-05, 1.34387e-05, 1.34943e-05, 1.41441e-05, 1.34376e-05, 3.01412e-05, 1.34375e-05, 1.34375e-05, 1.40738e-05
