   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_117.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
8.27869, 12.3019, 11.5735, 10.962, 3.78178, 0.728336, 10.962, 0, 10.962, 10.9634, 11.5721, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962, 10.962
8.28657, 10.2928, 11.5536, 10.9529, 3.50611, -1.26077, 10.9529, 0, 10.9529, 10.9547, 11.5517, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529, 10.9529
8.29445, 7.08389, 11.529, 10.9436, 3.01395, -4.44514, 10.9436, 0, 10.9436, 10.9461, 11.5266, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436, 10.9436
8.30233, 7.29244, 11.5001, 10.934, 3.04835, -4.20769, 10.934, 0, 10.934, 10.9373, 11.4968, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934, 10.934
8.31021, 12.1543, 11.4673, 10.9239, 3.76222, 0.686996, 10.9239, 0, 10.9239, 10.9283, 11.4628, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239, 10.9239
8.31809, 13.4017, 11.4312, 10.9133, 3.92451, 1.97055, 10.9133, 0, 10.9133, 10.9193, 11.4252, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133, 10.9133
8.32597, 20.3425, 11.3928, 10.9026, 4.72679, 8.94966, 10.9026, 0, 10.9026, 10.9107, 11.3847, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026, 10.9026
8.33385, 14.9866, 11.3531, 10.8918, 4.12148, 3.63348, 10.8918, 0, 10.8918, 10.9027, 11.3422, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918, 10.8918
8.34173, 15.256, 11.3128, 10.8809, 4.15404, 3.94317, 10.8809, 0, 10.8809, 10.8954, 11.2983, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809, 10.8809
8.34961, 12.4483, 11.2726, 10.8695, 3.8011, 1.17576, 10.8695, 0, 10.8696, 10.8889, 11.2532, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695, 10.8695
8.3575, 12.1447, 11.2331, 10.8577, 3.76095, 0.911654, 10.8577, 0, 10.8577, 10.8833, 11.2075, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577, 10.8577
8.36538, 7.20818, 11.1954, 10.8455, 3.0345, -3.98719, 10.8455, 0, 10.8455, 10.879, 11.1618, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455, 10.8455
8.37326, 11.1208, 11.1605, 10.8331, 3.62227, -0.0397243, 10.8331, 0, 10.8331, 10.8768, 11.1168, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331, 10.8331
8.38114, 18.6052, 11.1295, 10.8205, 4.5393, 7.47567, 10.8205, 0, 10.8205, 10.877, 11.073, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205, 10.8205
8.38902, 15.2196, 11.1031, 10.8078, 4.14965, 4.11644, 10.8078, 0, 10.8078, 10.8803, 11.0306, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078, 10.8078
8.3969, 16.1173, 11.0821, 10.7946, 4.25645, 5.03527, 10.7946, 0, 10.7946, 10.8869, 10.9897, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946, 10.7946
8.40478, 7.05229, 11.0672, 10.781, 3.0087, -4.01488, 10.781, 0, 10.7811, 10.8977, 10.9505, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781, 10.781
8.41266, 5, 11.0594, 10.7672, 2.64575, -6.05938, 10.7672, 0, 10.7672, 10.9133, 10.9132, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672
8.42054, 10.8896, 11.0597, 10.7531, 3.59021, -0.170051, 10.7531, 0, 10.7531, 10.9348, 10.8779, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531, 10.7531
8.42842, 15.3728, 11.0687, 10.7387, 4.16808, 4.30413, 10.7387, 0, 10.7388, 10.9628, 10.8446, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387, 10.7387
8.4363, 18.0149, 11.0873, 10.7241, 4.4738, 6.92758, 10.7241, 0, 10.7241, 10.9982, 10.8132, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241, 10.7241
8.44418, 11.5349, 11.1161, 10.7091, 3.67899, 0.418893, 10.7091, 0, 10.7091, 11.0417, 10.7835, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091, 10.7091
8.45206, 12.3999, 11.1557, 10.6939, 3.79472, 1.24422, 10.6939, 0, 10.6939, 11.0941, 10.7554, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939, 10.6939
8.45994, 12.7841, 11.2066, 10.6783, 3.84501, 1.57755, 10.6783, 0, 10.6783, 11.156, 10.7289, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783, 10.6783
8.46782, 9.79442, 11.2692, 10.6623, 3.4343, -1.47476, 10.6623, 0, 10.6623, 11.2279, 10.7036, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623, 10.6623
8.47571, 11.7766, 11.3436, 10.646, 3.71168, 0.432995, 10.646, 0, 10.646, 11.3102, 10.6794, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646, 10.646
8.48359, 12.9847, 11.4297, 10.6293, 3.87101, 1.55498, 10.6293, 0, 10.6293, 11.4029, 10.6561, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293, 10.6293
8.49147, 10.7543, 11.5271, 10.6121, 3.57132, -0.772778, 10.6121, 0, 10.6121, 11.5058, 10.6334, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121, 10.6121
8.49935, 15.6299, 11.6352, 10.5943, 4.19879, 3.99464, 10.5943, 0, 10.5943, 11.6184, 10.6111, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943, 10.5943
8.50723, 13.1571, 11.753, 10.5759, 3.89322, 1.40412, 10.5759, 0, 10.5759, 11.7398, 10.5891, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759, 10.5759
8.51511, 15.5659, 11.8792, 10.5568, 4.19117, 3.68671, 10.5568, 0, 10.5568, 11.8689, 10.5671, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568, 10.5568
8.52299, 16.4011, 12.0122, 10.5371, 4.28965, 4.3889, 10.5371, 0, 10.5371, 12.0043, 10.5451, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371, 10.5371
8.53087, 15.1371, 12.1502, 10.5169, 4.1397, 2.98695, 10.5169, 0, 10.5169, 12.1441, 10.523, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169, 10.5169
8.53875, 11.678, 12.2909, 10.4961, 3.69837, -0.612923, 10.4961, 0, 10.4961, 12.2862, 10.5007, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961, 10.4961
8.54663, 6.84275, 12.4317, 10.4748, 2.97368, -5.589, 10.4748, 0, 10.4748, 12.4282, 10.4783, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748, 10.4748
8.55451, 12.1331, 12.5701, 10.453, 3.7594, -0.437037, 10.453, 0, 10.4531, 12.5675, 10.4557, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453, 10.453
8.56239, 6.55688, 12.7029, 10.4307, 2.92521, -6.14604, 10.4307, 0, 10.4307, 12.701, 10.4327, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307, 10.4307
8.57028, 15.5507, 12.8271, 10.4078, 4.18935, 2.72358, 10.4078, 0, 10.4078, 12.8256, 10.4092, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078, 10.4078
8.57816, 9.85651, 12.9397, 10.3843, 3.44333, -3.08324, 10.3843, 0, 10.3843, 12.9387, 10.3853, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843, 10.3843
8.58604, 15.6714, 13.0378, 10.36, 4.20373, 2.63357, 10.36, 0, 10.3601, 13.037, 10.3608, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36, 10.36
8.59392, 11.863, 13.1185, 10.335, 3.72331, -1.25549, 10.335, 0, 10.3351, 13.118, 10.3356, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335, 10.335
8.6018, 10.9848, 13.1796, 10.3093, 3.60344, -2.19483, 10.3093, 0, 10.3094, 13.1792, 10.3097, 10.3093, 10.3093, 10.3093, 10.3093, 10.3093, 10.3093, 10.3093, 10.3093, 10.3093, 10.3093, 10.3093, 10.3094, 10.3093, 10.3093, 10.3093, 10.3093
8.60968, 20.9684, 13.2193, 10.2831, 4.79254, 7.74909, 10.2831, 0, 10.2831, 13.219, 10.2834, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831, 10.2831
8.61756, 14.9012, 13.2362, 10.2566, 4.11111, 1.66503, 10.2566, 0, 10.2566, 13.236, 10.2568, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566, 10.2566
8.62544, 11.0872, 13.2293, 10.2297, 3.61763, -2.14208, 10.2297, 0, 10.2297, 13.2292, 10.2298, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297, 10.2297
8.63332, 10.0793, 13.1981, 10.2023, 3.47553, -3.11879, 10.2023, 0, 10.2023, 13.198, 10.2024, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023, 10.2023
8.6412, 18.892, 13.1428, 10.1746, 4.57078, 5.74927, 10.1746, 0, 10.1746, 13.1427, 10.1747, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746, 10.1746
8.64908, 12.9848, 13.0639, 10.1465, 3.87102, -0.079155, 10.1465, 0, 10.1465, 13.0639, 10.1466, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465, 10.1465
8.65696, 9.90855, 12.9628, 10.1179, 3.45088, -3.05423, 10.1179, 0, 10.118, 12.9627, 10.118, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179, 10.1179
8.66484, 11.1363, 12.8411, 10.089, 3.6244, -1.70477, 10.089, 0, 10.089, 12.841, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089, 10.089
8.67272, 14.912, 12.7012, 10.0598, 4.11242, 2.2108, 10.0598, 0, 10.0599, 12.7012, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598, 10.0598
8.6806, 13.5185, 12.5458, 10.0307, 3.93935, 0.972618, 10.0307, 0, 10.0308, 12.5458, 10.0308, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307, 10.0307
8.68849, 12.9827, 12.3775, 10.0015, 3.87074, 0.605172, 10.0015, 0, 10.0015, 12.3775, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015, 10.0015
8.69637, 19.5105, 12.1991, 9.97217, 4.63794, 7.31145, 9.97217, 0, 9.97219, 12.1991, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217, 9.97217
8.70425, 16.9806, 12.0133, 9.94251, 4.35668, 4.96731, 9.94251, 0, 9.94253, 12.0133, 9.94252, 9.94251, 9.94251, 9.94251, 9.94251, 9.94251, 9.94251, 9.94251, 9.94251, 9.94251, 9.94251, 9.94251, 9.94252, 9.94251, 9.94251, 9.94251, 9.94251
8.71213, 9.9797, 11.823, 9.91248, 3.46117, -1.84332, 9.91248, 0, 9.91249, 11.823, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248
8.72001, 15.4221, 11.6312, 9.88227, 4.17397, 3.7909, 9.88227, 0, 9.88229, 11.6311, 9.88228, 9.88227, 9.88227, 9.88227, 9.88227, 9.88227, 9.88227, 9.88227, 9.88227, 9.88227, 9.88227, 9.88227, 9.88228, 9.88227, 9.88227, 9.88227, 9.88227
8.72789, 7.50558, 11.4405, 9.85212, 3.08311, -3.93494, 9.85212, 0, 9.85213, 11.4405, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212, 9.85212
8.73577, 10.0149, 11.2534, 9.82204, 3.46625, -1.23853, 9.82204, 0, 9.82206, 11.2534, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204, 9.82204
8.74365, 13.9311, 11.0717, 9.79187, 3.99138, 2.85944, 9.79187, 0, 9.79189, 11.0716, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79187, 9.79188, 9.79187, 9.79187, 9.79187, 9.79187
8.75153, 10.9903, 10.897, 9.76158, 3.60421, 0.0933657, 9.76158, 0, 9.76159, 10.8969, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158, 9.76158
8.75941, 10.005, 10.7304, 9.73098, 3.46482, -0.72546, 9.73098, 0, 9.731, 10.7304, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73098, 9.73099, 9.73098, 9.73098, 9.73098, 9.73098
8.76729, 9.98587, 10.5732, 9.70027, 3.46206, -0.587338, 9.70027, 0, 9.70029, 10.5732, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027, 9.70027
8.77517, 10.9859, 10.4262, 9.66961, 3.60359, 0.559706, 9.66961, 0, 9.66962, 10.4261, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961, 9.66961
8.78305, 15.4848, 10.2897, 9.63906, 4.18148, 5.19508, 9.63906, 0, 9.63908, 10.2897, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906, 9.63906
8.79094, 9.9803, 10.1636, 9.60845, 3.46126, -0.183339, 9.60845, 0, 9.60847, 10.1636, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845, 9.60845
8.79882, 16.9875, 10.048, 9.57786, 4.35746, 6.93952, 9.57786, 0, 9.57787, 10.0479, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786, 9.57786
8.8067, 18.4758, 9.9421, 9.5471, 4.52502, 8.53374, 9.5471, 0, 9.54712, 9.94208, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471, 9.5471
8.81458, 11.4726, 9.84563, 9.51628, 3.6705, 1.62694, 9.51628, 0, 9.5163, 9.84561, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51628, 9.51629, 9.51628, 9.51628, 9.51628, 9.51628
8.82246, 18.4888, 9.75801, 9.48552, 4.52645, 8.73076, 9.48552, 0, 9.48554, 9.75799, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552, 9.48552
8.83034, 13.0367, 9.67862, 9.45488, 3.87772, 3.35806, 9.45488, 0, 9.4549, 9.6786, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45488, 9.45489, 9.45488, 9.45488, 9.45488, 9.45488
8.83822, 9.47472, 9.60651, 9.42422, 3.38744, -0.131784, 9.42422, 0, 9.42423, 9.60649, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422, 9.42422
8.8461, 10.9876, 9.54099, 9.3936, 3.60383, 1.44662, 9.3936, 0, 9.39361, 9.54097, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936, 9.3936
8.85398, 10.4663, 9.48137, 9.3631, 3.53076, 0.984924, 9.3631, 0, 9.36312, 9.48135, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631, 9.3631
8.86186, 7.55707, 9.42677, 9.33259, 3.09145, -1.86969, 9.33259, 0, 9.3326, 9.42675, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259, 9.33259
8.86974, 7.46622, 9.37655, 9.30212, 3.07672, -1.91033, 9.30212, 0, 9.30214, 9.37653, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212, 9.30212
8.87762, 8.99009, 9.33015, 9.27178, 3.31513, -0.340065, 9.27178, 0, 9.27179, 9.33013, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178, 9.27178
8.8855, 11.5219, 9.28685, 9.24141, 3.67722, 2.23508, 9.24141, 0, 9.24143, 9.28683, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141, 9.24141
8.89338, 9.39256, 9.2462, 9.21109, 3.37529, 0.146365, 9.21109, 0, 9.21111, 9.24618, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.21109, 9.2111, 9.21109, 9.21109, 9.21109, 9.21109
8.90126, 10.5926, 9.2342, 9.20728, 3.5486, 1.35836, 9.20728, 0, 9.2073, 9.23418, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728, 9.20728
8.90915, 8.84114, 9.22357, 9.20308, 3.29259, -0.382428, 9.20308, 0, 9.20309, 9.22355, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308, 9.20308
8.91703, 10.1447, 9.21389, 9.19841, 3.48493, 0.930846, 9.19841, 0, 9.19842, 9.21387, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841, 9.19841
8.92491, 8.27712, 9.20488, 9.19327, 3.20579, -0.927763, 9.19327, 0, 9.19329, 9.20486, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327, 9.19327
8.93279, 8.07232, 9.19639, 9.18774, 3.17369, -1.12407, 9.18774, 0, 9.18776, 9.19637, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774, 9.18774
8.94067, 10.533, 9.18816, 9.18177, 3.54019, 1.3448, 9.18177, 0, 9.18179, 9.18815, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177, 9.18177
8.94855, 10.0886, 9.18007, 9.17537, 3.47687, 0.908534, 9.17537, 0, 9.17538, 9.18005, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537, 9.17537
8.95643, 10.4404, 9.17208, 9.16865, 3.52709, 1.26832, 9.16865, 0, 9.16866, 9.17206, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865, 9.16865
8.96431, 10.77, 9.16426, 9.16177, 3.57352, 1.60575, 9.16177, 0, 9.16179, 9.16424, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177, 9.16177
